Description,This is the first half of the book title from cell C5 in the LOCKED_Books spreadsheet
French,"Balle rapide, balle de vie"
Italian,Il proiettile più veloce
German,Die schnellste Kugel unter der Sonne
Spanish_Spain,La bala más rápida del mundo
Spanish_LATAM,La bala más rápida del mundo
Korean,현존하는 가장 빠른 총알
Russian,The Fastest Bullet Alive
Japanese,最速の弾丸
Portuguese_Brazil,A bala mais rápida que existe
Chinese_Simplified,盖世枪手
Chinese_Traditional,最速子彈
Polish,Najszybsza kula Alive: A Dirk Warhard Novel
Turkish,Yaşayan En Hızlı Mermi: Dirk Warhard romanı
Swedish,The Fastest Bullet Alive: A Dirk Warhard Roman
Thai,กระสุนที่เร็วที่สุดยังมีชีวิตอยู่: นวนิยาย Dirk Warhard
Arabic,
Key,Book_Dirk3_Title1
English_US,В погоне за пулями
Description,This is the first half of the book title from cell C7 in the LOCKED_Books spreadsheet
French,En quête de balles
Italian,A caccia di proiettili
German,Kugelfänger
Spanish_Spain,Persiguiendo balas
Spanish_LATAM,Desnudando balas
Korean,총알을 추적하다
Russian,Chasing Bullets
Japanese,弾丸を追って
Portuguese_Brazil,Caçando balas
Chinese_Simplified,追逐子弹
Chinese_Traditional,追尋子彈
Polish,Chasing Bullets: Historia i krytyczna teoria powieści Dirk Warhard
Turkish,Kovalama Mermileri: Dirk Warhard romanlarının bir tarihi ve eleştirel teorisi
Swedish,Jagar kulor: En historia och kritisk teori om Dirk Warhard -romanerna
Thai,การไล่ล่ากระสุน: ประวัติศาสตร์และทฤษฎีวิกฤตของนวนิยาย Dirk Warhard
Arabic,
Key,Book_Dirk3_Title2
English_US,История и критическая теория романов о {{Дирке Вархарде}}
Description,This is the second half of the book title from cell C7 in the LOCKED_Books spreadsheet
French,Une théorie historique et critique des aventures de {{Dirk Warhard}}
Italian,Una teoria storica e critica dei romanzi sulle avventure di {{Dirk Warhard}}
German,Eine Geschichte und Kritische Theorie der {{Dirk Warhard}}-Romane
Spanish_Spain,Historia y teoría crítica de las novelas de {{Dirk Warhard}}
Spanish_LATAM,Historia y teoría crítica de las novelas de {{Dirk Warhard}}
Korean,{{Dirk Warhard}} 시리즈의 역사와 비판 이론
Russian,A History and Critical Theory of the {{Dirk Warhard}} Novels
Japanese,{{ダーク・ウォーハード}}シリーズの歴史と批評論
Portuguese_Brazil,História e teoria crítica dos romances de {{Dirk Warhard}}
Chinese_Simplified,{{Dirk Warhard}} 系列小说历史及批判论
Chinese_Traditional,{{Dirk Warhard}}小說的歷史及批判性理論
Polish,Chasing Bullets: Historia i krytyczna teoria powieści Dirk Warhard
Turkish,Kovalama Mermileri: Dirk Warhard romanlarının bir tarihi ve eleştirel teorisi
Swedish,Jagar kulor: En historia och kritisk teori om Dirk Warhard -romanerna
Thai,การไล่ล่ากระสุน: ประวัติศาสตร์และทฤษฎีวิกฤตของนวนิยาย Dirk Warhard
Arabic,
Key,Book_Dirk4_Title1
English_US,Пули навсегда
Description,This is the first half of the book title from cell C10 in the LOCKED_Books spreadsheet
French,Des balles pour toujours
Italian,Proiettili per sempre
German,Kugeln für die Ewigkeit
Spanish_Spain,Balas para siempre
Spanish_LATAM,Las balas nunca mueren
Korean,총알이여 영원히
Russian,Bullets Forever
Japanese,弾丸は永遠に
Portuguese_Brazil,Balas para sempre
Chinese_Simplified,永世枪弹
Chinese_Traditional,永恆子彈
Polish,Bullets Forever: A Dirk Warhard Novel
Turkish,Sonsuza Kadar Mermi: Bir Dirk Warhard Romanı
Swedish,Bullets Forever: En Dirk Warhard -roman
Thai,Bullets Forever: นวนิยาย Dirk Warhard
Arabic,
Key,Book_Econ_Title1
English_US,Профессора Мошна
Description,This is the first half of the book title from cell C12 in the LOCKED_Books spreadsheet
French,Guide de l'économie
Italian,Guida all’Economia
German,Professor Währungs
Spanish_Spain,Guía de economía
Spanish_LATAM,Guía de economía
Korean,캐시 교수의
Russian,Professor Currency’s
Japanese,カレンシー教授
Portuguese_Brazil,Guia de Economia
Chinese_Simplified,Currency 教授的
Chinese_Traditional,錢教授的
Polish,Przewodnik po ekonomii profesora waluty
Turkish,Profesör Para Birimi Ekonomi Kılavuzu
Swedish,Professor Currency's Guide to Economics
Thai,คู่มือเศรษฐศาสตร์ของศาสตราจารย์สกุลเงิน
Arabic,
Key,Book_Econ_Title2
English_US,Руководство по экономике
Description,This is the second half of the book title from cell C12 in the LOCKED_Books spreadsheet
French,du professeur Pognon
Italian,del professor Moneta
German,Einführung in die Ökonomie
Spanish_Spain,del profesor Dinero
Spanish_LATAM,del profesor Dinero
Korean,경제학 길잡이
Russian,Guide to Economics
Japanese,経済学大全
Portuguese_Brazil,do Professor Dinheiro
Chinese_Simplified,经济学导论
Chinese_Traditional,經濟學指南
Polish,Przewodnik po ekonomii profesora waluty
Turkish,Profesör Para Birimi Ekonomi Kılavuzu
Swedish,Professor Currency's Guide to Economics
Thai,คู่มือเศรษฐศาสตร์ของศาสตราจารย์สกุลเงิน
Arabic,
Key,PauseMenu_QuitDisabled
English_US,Сохранение и Выход недоступны во время диалога
Description,This indicates that the option to save and then quit your game is disabled as long as you are in conversation with another character
French,L'option 'Sauvegarder et quitter' est désactivée durant les dialogues
Italian,"L'opzione ""Salva ed esci"" è disabilitata durante i dialoghi"
German,Während Dialogen ist Speichern & Beenden deaktiviert
Spanish_Spain,"La opción de ""Guardar y salir"" está desactivada durante los diálogos"
Spanish_LATAM,No se puede guardar la partida o salir del juego durante los diálogos
Korean,대화 중에는 저장 및 종료가 비활성화됩니다
Russian,Save & Quit is disabled during dialogue
Japanese,会話中はセーブしてやめることはできません
Portuguese_Brazil,"A opção ""Salvar e sair"" fica desabilitada durante o diálogo"
Chinese_Simplified,对话时无法保存和退出
Chinese_Traditional,對話中無法保存和退出
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,Demo_SaveDataTransfer
English_US,"Спасибо, что сыграли в демоверсию {{Wanderstop}}! Обратите внимание: ваш прогресс не будет перенесён в полную версию игры, которая выйдет 11 марта. Благодарим за понимание. Надеемся, вам понравится! <lf>- {{Ivy Road}}"
Description,"This will display in the demo build of the game, to let people know that their save files in the demo will not carry over to the main purchased game"
French,Merci d'avoir joué à cette démo de Wanderstop ! Veuillez noter que votre progression dans la démo ne sera pas transférée dans le jeu complet lors de sa sortie le 11 mars. Nous vous remercions de votre compréhension et espérons que vous apprécierez ! <lf>- Ivy Road
Italian,Grazie per aver giocato a questa demo di Wanderstop! Tieni presente che i tuoi progressi non verranno trasferiti al gioco completo in uscita l'11 marzo. Ti ringraziamo per la comprensione e ti auguriamo buon divertimento! <lf>- Ivy Road
German,"Danke, dass du die Demo von Wanderstop spielst! Bitte denk daran, dass der Fortschritt aus der Demo nicht in die Vollversion übernommen wird, wenn es am 11. März erscheint. Danke für dein Verständnis. Wir wünschen dir viel Spaß! <lf>- Ivy Road"
Spanish_Spain,¡Gracias por jugar a esta demo de Wanderstop! Ten en cuenta que tu progreso en la demo no se transferirá al juego completo una vez que se estrene el 11 de marzo. Agradecemos tu comprensión. ¡Esperamos que te diviertas! <lf>- Ivy Road
Spanish_LATAM,¡Gracias por jugar el demo de Wanderstop! Ten en cuenta que el progreso que consigas en el demo no se trasladará al juego completo una vez que lo lancemos el 11 de marzo. ¡Gracias por entendernos y esperamos que lo disfrutes! <lf>- Ivy Road
Korean,"{{Wanderstop}} 데모 버전을 이용해 주셔서 감사합니다! 데모 버전의 진행 상황은 3월 11일 출시되는 정식 버전으로 이전되지 않는다는 점을 유의해 주세요. 양해에 감사드리며, 즐거운 시간 되시길 바랍니다!<lf>- {{Ivy Road}}"
Russian,Thank you for playing this {{Wanderstop}} demo! Please be aware that your progress in the demo will not transfer into the full game once it launches this March 11. We appreciate your understanding. We hope you enjoy! <lf>- {{Ivy Road}}
Japanese,ワンダーストップのデモを遊んでいただき、ありがとうございます！こちらのデモで作成されたセーブデータは3月11日に配信される本編では使用できませんので、ご了承ください。ぜひ、本編もお楽しみに！ <lf>- {{Ivy Road}}
Portuguese_Brazil,Agradecemos por jogar a demonstração de Wanderstop! Lembre-se que o seu progresso na demonstração não será transferido para o jogo completo quando ele for lançado no dia 11 de março. Agradecemos a compreensão. Esperamos que tenha gostado! <lf>- Ivy Road
Chinese_Simplified,感谢您试玩 {{Wanderstop}} 的演示版本！请注意，完整游戏将于今年 3 月 11 日正式发布，您在演示版本中的进度将无法转移到正式版本中。感谢您的理解，祝您游戏愉快！<lf>——{{Ivy Road}}
Chinese_Traditional,感謝遊玩 {{Wanderstop}} 試玩版！請注意，當遊戲於 3 月 11 日正式推出後，試玩版的進度不會轉移到完整版。謝謝你的諒解。希望你喜歡我們的遊戲！<lf>- {{Ivy Road}}
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,NanaCycle02Item01
English_US,Моя кружка
Description,
French,Ma tasse
Italian,La mia tazza
German,Mein Becher
Spanish_Spain,Mi taza
Spanish_LATAM,Mi taza
Korean,내 머그잔
Russian,My Mug
Japanese,マイマグ
Portuguese_Brazil,Minha Caneca
Chinese_Simplified,我的马克杯
Chinese_Traditional,我的馬克杯
Polish,Mój kubek
Turkish,Kupam
Swedish,Min mugg
Thai,แก้วของฉัน
Arabic,
Key,NanaCycle02Item02
English_US,Свеча
Description,
French,Bougie
Italian,Candela
German,Kerze
Spanish_Spain,Vela
Spanish_LATAM,Vela
Korean,양초
Russian,Candle
Japanese,キャンドル
Portuguese_Brazil,Vela
Chinese_Simplified,蜡烛
Chinese_Traditional,蠟燭
Polish,Świeca
Turkish,Mum
Swedish,Ljus
Thai,เทียน
Arabic,
Key,NanaCycle02Item03
English_US,Крошка Мяу
Description,A cute name for a cat
French,Piti Miaou Miaou
Italian,Miao Miao
German,Klein-Mauzi
Spanish_Spain,"Miau, miau"
Spanish_LATAM,Michifuz
Korean,야옹이
Russian,Lil Meow Meow
Japanese,リル・ミューミュー
Portuguese_Brazil,Miauzinho
Chinese_Simplified,小喵咪
Chinese_Traditional,小喵喵
Polish,Lil Meow Meow
Turkish,Lil Meow Meow
Swedish,Lil Meow Meow
Thai,lil meow meow
Arabic,
Key,NanaCycle02Item04
English_US,ХРУПКОЕ — ИМПОРТ
Description,Indicates a fragile package
French,FRAGILE - IMPORT
Italian,FRAGILE
German,ZERBRECHLICH - IMPORT
Spanish_Spain,FRÁGIL - IMPORTADO
Spanish_LATAM,FRÁGIL - IMPORTADO
Korean,파손 주의 - 수입
Russian,FRAGILE - IMPORTED
Japanese,割れ物注意 - 輸入品
Portuguese_Brazil,FRÁGIL - IMPORTADO
Chinese_Simplified,易碎品 - 进口货
Chinese_Traditional,易碎品 - 進口
Polish,Kruche - importowane
Turkish,Kırılgan - İthal
Swedish,Bräcklig - importerad
Thai,เปราะบาง - นำเข้า
Arabic,
Key,NanaCycle02Item05
English_US,Квадратная кружка
Description,
French,Tasse carrée
Italian,Tazza quadrata
German,Eckiger Becher
Spanish_Spain,Taza cuadrada
Spanish_LATAM,Taza cuadrada
Korean,사각 머그잔
Russian,Square Mug
Japanese,四角いマグ
Portuguese_Brazil,Caneca Quadrada
Chinese_Simplified,方形杯
Chinese_Traditional,方形馬克杯
Polish,Kwadratowy kubek
Turkish,Kare kupa
Swedish,Fyrkantig mugg
Thai,แก้วสี่เหลี่ยมจัตุรัส
Arabic,
Key,NanaCycle02Item06
English_US,Домик для растения
Description,A home for a plant
French,Maison pour plante
Italian,Casa della pianta
German,Pflanzenheim
Spanish_Spain,Planta para hogar
Spanish_LATAM,Planta para hogar
Korean,식물의 집
Russian,Plant Home
Japanese,プラントホーム
Portuguese_Brazil,Casa de Planta
Chinese_Simplified,植物之家
Chinese_Traditional,植物家園
Polish,Dom rośliny
Turkish,Ev
Swedish,Plantera hem
Thai,บ้าน
Arabic,
Key,NanaCycle02Item07
English_US,Дань уважения жукам
Description,
French,Hommage aux insectes
Italian,Tributo agli insetti
German,Ode an die Käfer
Spanish_Spain,Homenaje a los bichos
Spanish_LATAM,Homenaje a los bichos
Korean,벌레에 대한 헌사
Russian,Tribute to Bugs
Japanese,虫へのトリビュート
Portuguese_Brazil,Tributo aos Insetos
Chinese_Simplified,虫之颂歌
Chinese_Traditional,蟲蟲禮讚
Polish,Statua żołnierza
Turkish,Asker heykeli
Swedish,Soldatstaty
Thai,รูปปั้นทหาร
Arabic,
Key,NanaCycle02Item08
English_US,Космический шар
Description,An orb that looks like it's from outer space
French,Globe cosmique
Italian,Globo cosmico
German,Kosmoskugel
Spanish_Spain,Orbe cósmico
Spanish_LATAM,Orbe cósmico
Korean,우주의 구슬
Russian,Cosmic Orb
Japanese,宇宙のオーブ
Portuguese_Brazil,Orbe Cósmico
Chinese_Simplified,太空球
Chinese_Traditional,太空球
Polish,Statua anioła
Turkish,Melek heykeli
Swedish,Ängelstaty
Thai,รูปปั้นนางฟ้า
Arabic,
Key,NanaCycle02Item09
English_US,{{Пухлик}} из мрамора
Description,A marble statue depicting pluffins
French,{{Pluffin}}s en marbre
Italian,{{Pluffin}} di marmo
German,{{Pluffin}}s aus Marmor
Spanish_Spain,{{Pluffin}}s de mármol
Spanish_LATAM,{{Pluffin}}s de mármol
Korean,{{Pluffin}} 조각상
Russian,{{Pluffin}}s of Marble
Japanese,{{プラフィン}}の大理石像
Portuguese_Brazil,{{Pluffins}} de Mármore
Chinese_Simplified,大理石{{Pluffin}}
Chinese_Traditional,{{Pluffin}} 雕像
Polish,Statua Żniwiarza
Turkish,Reaper heykeli
Swedish,Reaper -staty
Thai,รูปปั้น Reaper
Arabic,
Key,NanaCycle02Item10
English_US,{{item}}
Description,
French,{{item}}
Italian,{{item}}
German,{{item}}
Spanish_Spain,{{item}}
Spanish_LATAM,{{item}}
Korean,{{item}}
Russian,{{item}}
Japanese,{{アイテム}}
Portuguese_Brazil,{{item}}
Chinese_Simplified,{{item}}
Chinese_Traditional,{{item}}
Polish,Produkty twarde
Turkish,Firma Ürünleri
Swedish,Fasta produkter
Thai,สินค้า บริษัท
Arabic,
Key,NanaCycle02Item11
English_US,Лучшая в мире продавщица
Description,
French,Meilleure vendeuse du monde
Italian,Migliore commessa del mondo
German,Weltbeste Verkäuferin
Spanish_Spain,La mejor vendedora del mundo
Spanish_LATAM,La mejor vendedora del mundo
Korean,세계 최고의 세일즈 우먼
Russian,World's Best Sales Woman
Japanese,世界一の商売人
Portuguese_Brazil,Melhor Vendedora do Mundo
Chinese_Simplified,世界第一女销售
Chinese_Traditional,世界最佳女業務
Polish,Najlepsza na świecie figura akcji
Turkish,Dünyanın En İyi Satış Kadın Aksiyon Figürü
Swedish,Världens bästa försäljningskvinnans actionfigur
Thai,แอ็คชั่นหญิงขายที่ดีที่สุดในโลก
Arabic,
Key,NanaCycle02Item12
English_US,{{item}}
Description,
French,{{item}}
Italian,{{item}}
German,{{item}}
Spanish_Spain,{{item}}
Spanish_LATAM,{{item}}
Korean,{{item}}
Russian,{{item}}
Japanese,{{アイテム}}
Portuguese_Brazil,{{item}}
Chinese_Simplified,{{item}}
Chinese_Traditional,{{item}}
Polish,Wyższe ceny
Turkish,Daha yüksek fiyatlar
Swedish,Högre priser
Thai,ราคาที่สูงขึ้น
Arabic,
Key,NanaCycle05Item01
English_US,Звёзды в вышине
Description,Evokes the feeling of looking up and seeing stars
French,Voûte céleste
Italian,Cielo stellato
German,Sterne über uns
Spanish_Spain,Estrellas en el firmamento
Spanish_LATAM,Una estrella estrellada
Korean,하늘 위의 별
Russian,Stars Above
Japanese,天の星
Portuguese_Brazil,Estrelas do Céu
Chinese_Simplified,星辰之上
Chinese_Traditional,天上繁星
Polish,Gwiazdy powyżej
Turkish,Yukarıdaki yıldızlar
Swedish,Stjärnor ovanför
Thai,ดวงดาวด้านบน
Arabic,
Key,NanaCycle05Item02
English_US,Неудачник из чайной
Description,"This is indicating Boro, the guy who runs the tea shop. It's making fun of him and calling him a loser."
French,Raté de salon de thé
Italian,Commerciante di tè fallito
German,Teeladen-Niete
Spanish_Spain,Perdedor de la tienda de té
Spanish_LATAM,Pelagatos de la tienda de té
Korean,얼간이 찻집 사장
Russian,Tea Shop Loser
Japanese,ティーハウスのダサ男
Portuguese_Brazil,Fracassado da Casa de Chá
Chinese_Simplified,茶馆废柴
Chinese_Traditional,茶屋廢物
Polish,Przegrany w herbaciarni
Turkish,Çay Dükkanı Kaybeden
Swedish,Tea Shop Loser
Thai,ผู้แพ้ร้านน้ำชา
Arabic,
Key,NanaCycle05Item03
English_US,Ретро-чашка
Description,A cup with an artstyle from years ago.
French,Tasse rétro
Italian,Tazza rétro
German,Retro-Tasse
Spanish_Spain,Copa retro
Spanish_LATAM,Taza retro
Korean,레트로 잔
Russian,Retro Cup
Japanese,レトロなカップ
Portuguese_Brazil,Xícara Retrô
Chinese_Simplified,复古茶杯
Chinese_Traditional,復古杯子
Polish,Puchar retro
Turkish,Retro fincan
Swedish,Retro kopp
Thai,ถ้วยย้อนยุค
Arabic,
Key,NanaCycle05Item04
English_US,{{item}}
Description,
French,{{item}}
Italian,{{item}}
German,{{item}}
Spanish_Spain,{{item}}
Spanish_LATAM,{{item}}
Korean,{{item}}
Russian,{{item}}
Japanese,{{アイテム}}
Portuguese_Brazil,{{item}}
Chinese_Simplified,{{item}}
Chinese_Traditional,{{item}}
Polish,Zdjęcie podróży
Turkish,Seyahat fotoğrafı
Swedish,Resefoto
Thai,ภาพถ่ายการเดินทาง
Arabic,
Key,NanaCycle05Item05
English_US,Какая-то чашка
Description,
French,Une tasse
Italian,Una tazza
German,Irgendeine Tasse
Spanish_Spain,Una taza
Spanish_LATAM,Una taza
Korean,어떤 잔
Russian,Some Cup
Japanese,それなりのカップ
Portuguese_Brazil,Uma Xícara
Chinese_Simplified,某个茶杯
Chinese_Traditional,某只杯子
Polish,Jakiś kubek
Turkish,Biraz fincan
Swedish,Lite kopp
Thai,บางถ้วย
Arabic,
Key,NanaCycle05Item06
English_US,{{item}}
Description,
French,{{item}}
Italian,{{item}}
German,{{item}}
Spanish_Spain,{{item}}
Spanish_LATAM,{{item}}
Korean,{{item}}
Russian,{{item}}
Japanese,{{アイテム}}
Portuguese_Brazil,{{item}}
Chinese_Simplified,{{item}}
Chinese_Traditional,{{item}}
Polish,Kriby
Turkish,Kriby
Swedish,Kriby
Thai,Kriby
Arabic,
Key,NanaCycle05Item07
English_US,Супер-{{Пухлик}}
Description,"A pluffin plush doll, the word ""power"" doesn't really mean anything except to indicate that the doll is cool"
French,Super {{Pluffin}}
Italian,Super {{Pluffin}}
German,Prima [[Pluffin}}
Spanish_Spain,{{Pluffin}} bonito
Spanish_LATAM,{{Pluffin}} bonito
Korean,파워 {{Pluffin}}
Russian,Power {{Pluffin}}
Japanese,パワー{{プラフィン}}
Portuguese_Brazil,{{Pluffin}} Irado
Chinese_Simplified,力之{{Pluffin}}
Chinese_Traditional,超能 {{Pluffin}}
Polish,Moc Pluffina
Turkish,Güç Pluffin
Swedish,Power Pluffin
Thai,พาวเวอร์ พลัฟฟิน
Arabic,
Key,NanaCycle05Item08
English_US,{{item}}
Description,
French,{{item}}
Italian,{{item}}
German,{{item}}
Spanish_Spain,{{item}}
Spanish_LATAM,{{item}}
Korean,{{item}}
Russian,{{item}}
Japanese,{{アイテム}}
Portuguese_Brazil,{{item}}
Chinese_Simplified,{{item}}
Chinese_Traditional,{{item}}
Polish,Duch pieniędzy
Turkish,Para Hayalet
Swedish,Pengar spöke
Thai,ผีเงิน
Arabic,
Key,NanaCycle05Item09
English_US,{{Шмупси}}
Description,
French,{{Shmoopsy}}
Italian,{{Shmoopsy}}
German,{{Shmoopsy}}
Spanish_Spain,{{Shmoopsy}}
Spanish_LATAM,{{Shmoopsy}}
Korean,{{Shmoopsy}}
Russian,{{Shmoopsy}}
Japanese,{{シュムープシー}}
Portuguese_Brazil,{{Shmoopsy}}
Chinese_Simplified,{{Shmoopsy}}
Chinese_Traditional,{{Shmoopsy}}
Polish,Shmoopsy
Turkish,Shmoopsy
Swedish,Shmoopsy
Thai,shmoopsy
Arabic,
Key,ItemName_Trinket
English_US,Безделушка
Description,A small toy or gadget
French,Babiole
Italian,Ninnolo
German,Kinkerlitzchen
Spanish_Spain,Baratija
Spanish_LATAM,Baratija
Korean,잡동사니
Russian,Trinket
Japanese,小物
Portuguese_Brazil,Quinquilharia
Chinese_Simplified,摆件
Chinese_Traditional,飾品
Polish,Cacko
Turkish,Biblo
Swedish,Prydnadssak
Thai,เครื่องประดับเล็ก ๆ น้อย ๆ
Arabic,
Key,Alta
English_US,{{Альта}}
Description,Character name
French,{{Alta}}
Italian,{{Alta}}
German,{{Alta}}
Spanish_Spain,{{Alta}}
Spanish_LATAM,{{Alta}}
Korean,{{Alta}}
Russian,{{Alta}}
Japanese,{{アルタ}}
Portuguese_Brazil,{{Alta}}
Chinese_Simplified,{{Alta}}
Chinese_Traditional,{{Alta}}
Polish,Alta
Turkish,Alta
Swedish,Alta
Thai,อัลต้า
Arabic,
Key,Boro
English_US,{{Боро}}
Description,Character name
French,{{Boro}}
Italian,{{Boro}}
German,{{Boro}}
Spanish_Spain,{{Boro}}
Spanish_LATAM,{{Boro}}
Korean,{{Boro}}
Russian,{{Boro}}
Japanese,{{ボロ}}
Portuguese_Brazil,{{Boro}}
Chinese_Simplified,{{Boro}}
Chinese_Traditional,{{Boro}}
Polish,Boro
Turkish,Boro
Swedish,Boro
Thai,โบโร่
Arabic,
Key,Boro_Unrevealed
English_US,???
Description,Character name
French,???
Italian,???
German,???
Spanish_Spain,???
Spanish_LATAM,¿?
Korean,???
Russian,???
Japanese,？？？
Portuguese_Brazil,???
Chinese_Simplified,???
Chinese_Traditional,???
Polish,???
Turkish,???
Swedish,???
Thai,???
Arabic,
Key,Customer
English_US,Клиент
Description,Character name
French,Rencontre
Italian,Cliente
German,Gast
Spanish_Spain,Cliente
Spanish_LATAM,Cliente
Korean,손님
Russian,Customer
Japanese,客
Portuguese_Brazil,Cliente
Chinese_Simplified,顾客
Chinese_Traditional,客戶
Polish,Klient
Turkish,Müşteri
Swedish,Kund
Thai,ลูกค้า
Arabic,
Key,Bird
English_US,Птица
Description,Character name
French,Oiseau
Italian,Uccello
German,Vogel
Spanish_Spain,Pájaro
Spanish_LATAM,Pájaro
Korean,새
Russian,Bird
Japanese,バード
Portuguese_Brazil,Ave
Chinese_Simplified,鸟
Chinese_Traditional,鳥
Polish,Ptak
Turkish,Kuş
Swedish,Fågel
Thai,นก
Arabic,
Key,Jerry
English_US,{{Джерри}}
Description,Character name
French,{{Jerry}}
Italian,{{Jerry}}
German,{{Jerry}}
Spanish_Spain,{{Jerry}}
Spanish_LATAM,{{Jerry}}
Korean,{{Jerry}}
Russian,{{Jerry}}
Japanese,{{ジェリー}}
Portuguese_Brazil,{{Jerry}}
Chinese_Simplified,{{Jerry}}
Chinese_Traditional,{{Jerry}}
Polish,Nocnik
Turkish,Jerry
Swedish,Jerry
Thai,เจอร์รี่
Arabic,
Key,Larry
English_US,{{Ларри}}
Description,Character name
French,{{Larry}}
Italian,{{Larry}}
German,{{Larry}}
Spanish_Spain,{{Larry}}
Spanish_LATAM,{{Larry}}
Korean,{{Larry}}
Russian,{{Larry}}
Japanese,{{ラリー}}
Portuguese_Brazil,{{Larry}}
Chinese_Simplified,{{Larry}}
Chinese_Traditional,{{Larry}}
Polish,Larry
Turkish,Larry
Swedish,Larry
Thai,แลร์รี่
Arabic,
Key,Terry
English_US,{{Тэрри}}
Description,Character name
French,{{Terry}}
Italian,{{Terry}}
German,{{Terry}}
Spanish_Spain,{{Terry}}
Spanish_LATAM,{{Terry}}
Korean,{{Terry}}
Russian,{{Terry}}
Japanese,{{テリー}}
Portuguese_Brazil,{{Terry}}
Chinese_Simplified,{{Terry}}
Chinese_Traditional,{{Terry}}
Polish,Terry
Turkish,Terry
Swedish,Frott
Thai,เทอร์รี่
Arabic,
Key,Harry
English_US,{{Гарри}}
Description,Character name
French,{{Harry}}
Italian,{{Harry}}
German,{{Harry}}
Spanish_Spain,{{Harry}}
Spanish_LATAM,{{Harry}}
Korean,{{Harry}}
Russian,{{Harry}}
Japanese,{{ハリー}}
Portuguese_Brazil,{{Harry}}
Chinese_Simplified,{{Harry}}
Chinese_Traditional,{{Harry}}
Polish,Złupić
Turkish,Harry
Swedish,Harry
Thai,แฮร์รี่
Arabic,
Key,Demon_Hunter
English_US,Охотник за демонами
Description,Character name
French,Attrape-démons
