,Key,English_US,Description,French,Italian,German,Spanish_Spain,Spanish_LATAM,Korean,Russian,Japanese,Portuguese_Brazil,Chinese_Simplified,Chinese_Traditional,Polish,Turkish,Swedish,Thai,Arabic
Business4_RAW-0010-Harry,Business4_RAW-0010-Harry,Кофейня сложных рецептов напитков и непостижимых ингредиентов. Кофейня высокой моды и отличия.,,"Un ""coffee shop"" qui vend des recettes compliquées, avec des ingrédients inconnus. Un ""coffee shop"" branché et distingué.",Una caffetteria con bevande complesse e ingredienti sconosciuti. Una caffetteria di tendenza.,Ein Kaffeeladen komplexer Getränkerezepte und rätselhafter Zutaten. Ein Kaffeeladen mit Raffinesse und Alleinstellung.,Una cafetería con recetas de bebidas complicadas e ingredientes desconocidos. Una cafetería de moda elegante y distinción.,"Una cafetería con recetas de brebajes complejos e ingredientes desconocidos. Una cafetería de moda, elegante y distintiva.",복잡한 레시피와 알 수 없는 재료를 쓰는 곳. 트렌디하고 차별화된 그런 곳 말입니다.,,材料は明かさず、複雑なレシピを提供するコーヒーハウス。オシャレで個性の強い店というわけですね。,Uma cafeteria de receitas de bebidas complexas e ingredientes irreconhecíveis. Uma cafeteria de alta moda e distinta.,做的咖啡配方复杂，用料也秘不外宣。整间店走在潮流前线，格调甚高。,那種推出各種複雜飲料，還會加入未知食材的咖啡店。走在潮流前沿的獨特咖啡店。,,,,,
Business4_RAW-0011-Choice,Business4_RAW-0011-Choice,"Правильно, именно это она и есть.",,"C'est ça, c'est exactement ça.","Giusto, è esattamente questo.","Richtig, das ist er.","Sí, eso es lo que es.","Sí, eso es lo que es.","맞아요, 그런 곳이에요.",,ああ、それがうちの信条だ。,"Certo, é isso mesmo.",没错，正是如此。,沒錯，正是如此。,,,,,
Business4_RAW-0012-Choice,Business4_RAW-0012-Choice,"Нет, мне просто скучно.",,"Non, c'est juste que je m'ennuie.","No, sono solo molto annoiata.","Nein, ich finde es nur langweilig.","No, pero me aburro.","No, lo que pasa es que me aburro.","아니요, 그냥 심심해서 그래요.",,退屈なのが嫌いなだけだ。,"Não, eu sou estou entediada.",不是的，只是我无聊而已。,不是啦，只是因為我無聊。,,,,,
Business4_RAW-0013-Harry,Business4_RAW-0013-Harry,"Мне не нравятся такие места. Я шёл на многое, чтобы их избегать.","From [0011-Choice]
From [0012-Choice]",Je n'aime pas ce genre d'endroits. Je me donne beaucoup de peine pour les éviter.,Non mi piacciono questi posti. Ho fatto sempre di tutto per evitarli.,"Ich mag solche Orte nicht. Ich habe mir große Mühe gegeben, sie zu meiden.",No me gustan esos sitios. He hecho todo lo posible para evitarlos.,No me gusta esta clase de sitios. He hecho todo lo posible para evitar lugares así.,난 그런 곳을 좋아하지 않아요. 그런 곳을 피하려고 큰 노력을 기울였죠.,,そういう店は好きじゃないな。今まで苦労して避けてきたんです。,Não gosto desse tipo de lugar. Me esforcei muito para evitá-los.,我不喜欢这种地方。我已经竭力避开这些地方了。,我不喜歡這種店。我會盡力避開這種店。,,,,,
Business4_RAW-0014-Harry,Business4_RAW-0014-Harry,"Тем не менее, я оказался в одном из них именно в этот момент. Я полон огорчения.",,"Et pourtant, c'est dans l'un d'entre eux que je viens d'arriver. Je suis bouleversé.","Eppure, ecco dove mi ritrovo. Che sconforto.",Und doch bin ich jetzt an genau einem solchen Ort. Ich bin erfüllt von Bestürzung.,"Sin embargo, he llegado a uno de ellos en este mismo momento. Estoy muy angustiado.","Sin embargo, estoy en uno de ellos en este mismo momento. Me siento muy angustiado.",하지만 지금 하필 그런 곳에 도착하고 말았군요. 마음이 답답하네요.,,なのに、今この瞬間にたどり着いてしまった。とても残念な気持ちだ。,"Ainda assim, cheguei em um neste exato momento. Estou muito incomodado.",然而此时此刻我就站在这种地方。真让人苦恼。,不過，我現在卻來到了這種店。我覺得好苦惱。,,,,,
Business4_RAW-0015-Harry,Business4_RAW-0015-Harry,"Даже так, я заинтригован. Мне любопытно. Я желаю знать больше.",,"Cependant, cela m'intrigue. Cela pique ma curiosité. J'aimerais en savoir plus.","Nonostante ciò, mi affascina. Sono curioso. Voglio saperne di più.",Aber dennoch fasziniert. Ich bin neugierig. Ich möchte mehr wissen.,"Aun así, estoy intrigado. Siento curiosidad. Deseo saber más.","Aun así, estoy intrigado. Siento curiosidad. Quiero saber más.",그런데 한편으로는 흥미롭기도 해요. 궁금합니다. 더 알고 싶습니다.,,とはいえ、興味は引かれる。僕は好奇心旺盛で知りたがりなのです。,"Mesmo assim, intrigado. Curioso. Desejo saber mais.",即便如此，我却萌发了兴趣。我感到好奇。我甚至想一探究竟。,儘管如此，我還是被吸引了。我很好奇。我想深入瞭解。,,,,,
Business4_RAW-0016-Harry,Business4_RAW-0016-Harry,Я напуган конфликтом внутри меня. В моём разуме раздвоение. Мне это не нравится. Но меня влечёт.,,Le conflit qui m'agite m'effraie. Une dualité s'empare de mon esprit. Je n'aime pas ça. Mais je me sens contraint.,Sono spaventato dal conflitto dentro di me. C'è una dualità nella mia mente. Non mi piace. Ma mi sento costretto.,Mich ängstigt der Konflikt in mir. In meinem Geist herrscht Zwiespalt. Das mag ich nicht. Aber ich bin gebannt.,"Estoy asustado por el conflicto que hay dentro de mí. Hay una dualidad en mi mente. No me gusta, pero me veo obligado.","Me asusta el conflicto que hay dentro de mí. Hay una dualidad en mi cabeza. No me gusta, pero me siento obligado.",내 안의 갈등이 두렵습니다. 내면에 이중성이 존재한다는 것. 별로 마음에 들지 않아요. 하지만 어쩔 수가 없어요.,,自分でも怖いくらいの自己矛盾を抱える人間でね。二面性があるんです。嫌いなものでも、抗えない。,Estou assustado com o conflito dentro de mim. Existe uma dualidade na minha mente. Não gosto disso. Mas me sinto compelido.,矛盾的心情让我感到害怕。我脑中好像出现了两个声音。我不喜欢这样。但又被逼无奈。,我被自己內在的衝突嚇到了。我心中有兩股勢力在拉鋸。我不喜歡這樣。但我投降。,,,,,
Business4_RAW-0017-Alta,Business4_RAW-0017-Alta,Просто сделайте заказ!!,,Tu vas passer une commande ou quoi ?!,Hai intenzione di fare un ordine o cosa?,Bestell einfach irgendwas!,¡Solo pídeme una bebida!,¡Pídeme una bebida y listo!,주문이나 빨리하세요!!,,さっさと注文してくれ！,Só me faz um pedido de bebida!!,赶紧点喝的吧！！,點餐就對了啦！,,,,,
Business4_RAW-0018-Harry,Business4_RAW-0018-Harry,Хорошо. Я слышал о напитке под названием «{{Мятник}}». Я не понимаю названия.,,"Très bien. J'ai entendu parler d'une boisson qu'on appelle ""{{mintiatto}}"". Je ne sais pas ce que ce nom signifie.","Ebbene, ho sentito parlare di una bevanda chiamata ""{{Mintiatto}}"". Non capisco il nome.",Nun gut. Ich habe von einem Getränk namens „{{Mintiatto}}“ gehört. Ich verstehe den Namen nicht.,"Muy bien. He oído hablar de una bebida llamada ""{{Mintiatto}}"". No entiendo el nombre.",Muy bien. Escuché hablar de una bebida llamada «{{Mintiatto}}». No entiendo el nombre.,그러죠. '{{Mintiatto}}'라는 음료가 있다고 들었어요. 이름이 이해가 안 가더군요.,,いいでしょう。“{{ミンティアット}}”という飲み物があると聞きました。名前の意味はわかりませんが。,"Muito bem. Ouvi falar de uma bebida chamada ""{{Mintiatto}}"". Não entendo o nome.",好吧。我听说有种饮料叫“{{Mintiatto}}”。我不懂这个名字。,很好。我聽說一種名叫「{{Mintiatto}}」的飲品。我不懂這名子是什麼意思。,,,,,
Business4_RAW-0019-Harry,Business4_RAW-0019-Harry,"Он делается с кофе. Это та часть, которую я понимаю.",,"Mais c'est à base de café. Ça, j'ai compris.",È fatta con il caffè. Questa è la parte che capisco.,Es wird mit Kaffee hergestellt. So weit begreife ich es.,Está hecha con café. Esa es la parte que entiendo.,Está hecha con café. Esa es la parte que entiendo.,일단 커피로 만드는 음료죠. 여기까지는 알겠어요.,,コーヒーで作る飲み物、ということはわかります。,É feita com café. Essa é a parte que eu entendo.,它是一种咖啡饮品。这点我知道。,這種飲品由咖啡製成。這部分我懂。,,,,,
Business4_RAW-0020-Harry,Business4_RAW-0020-Harry,"Однако есть кое-что ещё. Есть мята. Мята тоже должна быть добавлена. Я не понимаю, почему.",,"Cependant, il y a autre chose. Il y a de la menthe. Il faut ajouter de la menthe. Je ne comprends pas pourquoi.","Tuttavia, c'è altro. C'è la menta. Bisogna aggiungere anche la menta. Non capisco il perché.","Aber da ist noch mehr. Da ist Minze. Minze muss mit hinein. Ich verstehe nicht, warum.",Pero hay algo más. Hay menta. También hay que añadir menta. No entiendo por qué.,Pero hay algo más. Hay menta. También hay que añadir menta. No entiendo por qué.,하지만 그게 다가 아니에요. 박하가 들어가더군요. 박하도 넣어야 한대요. 그 부분이 이해가 안 가요.,,しかし、それだけじゃない。ミントです。ミントを加えねばならない。なぜかはわかりませんがね。,"Porém, tem mais. Tem menta. Menta também deve ser adicionada. Não entendo por quê.",但还有其它讲究。饮品里面还有薄荷。必须加薄荷。这我就不明白了。,但不只如此。還有薄荷。一定還要加薄荷。我不懂為什麼。,,,,,
Business4_RAW-0021-Harry,Business4_RAW-0021-Harry,...о. Понятно. Название «{{Мятник}}». Вот почему там мята. Теперь я понимаю.,"If ""Mintiatto"" does not contain the word for ""mint"" in your language, then replace the line with this: ""I do not like mint. Already I am experiencing regret in my choice of drink.""","… ah, je vois… Ça s'appelle ""{{mintiatto}}"". Ça ressemble à ""menthe à l'eau"". Je comprends maintenant.",Non mi piace la menta. Mi sono già pentito di questa scelta.,…Oh. Verstehe. Der Name ist „{{Mintiatto}}“. Darum ist Minze drin. Jetzt verstehe ich.,No me gusta la menta. Ya me arrepiento de haber elegido esa bebida.,No me gusta la menta. Casi que puedo palpar el arrepentimiento por elegir esta bebida.,...아. 그렇구나. 이름이 '{{Mintiatto}}'였지. 민트(Mint)가 박하라는 걸 깜빡했네요. 이제 이해했어요.,,…あ、なるほど。名前が“{{ミンティアット}}”だからミントなのか。ようやくわかりました。,"Ah. Entendi. O nome é ""{{Mintiatto}}"". É por isso que tem menta. Agora entendo.",……哦。我知道了。难怪名字叫“{{Mintiatto}}”。因为里面加了薄荷。我现在明白了。,……噢。我懂了。飲品的名稱是{{Mintiatto}}。難怪會有薄荷。我現在明白了。,,,,,
Business4_RAW-0022-Harry,Business4_RAW-0022-Harry,"Но мне сказали, что есть ещё один ингредиент: мороженое. Он должен быть на вкус как мороженое.",,Mais il paraît qu'il y a un autre ingrédient : de la crème glacée. Ça doit avoir le goût de crème glacée.,Ma mi è stato detto che c'è anche un altro ingrediente: il gelato. Deve avere il sapore del gelato.,Aber angeblich soll noch eine Zutat dazugehören: Speiseeis. Es muss nach Speiseeis schmecken.,Pero me han dicho que hay otro ingrediente: helado. Debe saber a helado.,Pero me dijeron que hay otro ingrediente: helado. Debe tener gusto a helado.,하지만 다른 재료로 아이스크림도 들어간다는 거예요. 분명히 아이스크림 맛이 나겠죠?,,ただし、他にも材料があると聞きました。アイスクリームです。そういう味がするらしい。,"Mas, me dizem que há outro ingrediente: sorvete. Deve ter gosto de sorvete.",但听说还有一种原料：冰激凌。冰激凌也是必备原料。,不過，我聽說還有另一項材料：冰淇淋。嚐起來一定像冰淇淋。,,,,,
Business4_RAW-0023-Harry,Business4_RAW-0023-Harry,Слова «мороженое» нет в «{{Мятник}}». Это сбивает с толку. Я не понимаю.,"If you replaced the line above, then you can also replace this one with: ""I also do not like ice cream. But I am more open-minded to it than I am with mint.""","Il n'y a pas le mot ""crème glacée"" dans ""{{mintiatto}}"". Ce n'est pas clair. Je ne comprends pas.","La parola ""gelato"" non si deduce dalla parola ""{{Mintiatto}}"". Questo crea la confusione. Non capisco.",Das Wort „Speiseeis“ steckt nicht in „{{Mintiatto}}“. Das ist verwirrend. Ich verstehe nicht.,A mí tampoco me gusta el helado. Pero estoy más abierto a ello que a la menta.,Tampoco me gusta el helado. Pero estoy más dispuesto a probar un helado que la menta.,그런데 '{{Mintiatto}}'에는 '아이스크림'이라는 말이 없어요. 너무 혼란스러워요. 이해가 안 가요.,,でも“アイス”は“{{ミンティアット}}”には入っていない。ややこしいな。どういうことだ？,"A palavra ""sorvete"" não está em ""{{Mintiatto}}"". Isso é confuso. Não entendo.",从“{{Mintiatto}}”的名字里可看不出有冰激凌。真让人困惑。我不明白。,「{{Mintiatto}}」中又沒有「冰淇淋」。真讓人困惑。我不懂。,,,,,
Business4_RAW-0024-Harry,Business4_RAW-0024-Harry,"Количество вкусов и слов в одном напитке, это ошеломляет, я не могу постичь.",,C'est fou le nombre de saveurs et de mots qu'il peut y avoir dans une boisson. Je trouve ça incompréhensible.,È pazzesco quanti sapori e parole possano esserci in una bevanda. Lo trovo incomprensibile.,"Die Zahl der Geschmäcker und Zutaten in einem Getränk ist überwältigend, ich kann sie nicht begreifen.","La cantidad de sabores y palabras en una bebida es abrumadora, está fuera de mi alcance.",La cantidad de sabores y palabras en una bebida es abrumadora. Se escapa a mi comprensión.,음료 하나에 단어도 맛도 너무 많이 들어가요. 이해를 못 하겠어요.,,たかが1杯の飲み物なのに、味と言葉が多すぎる。理解が追いつきません。,"A quantidade de sabores e palavras numa bebida, é demais, não consigo compreender.",为什么区区饮品里掺杂了这么多味道和材料，简直无可理喻。,一種飲品中竟然有這麼多風味跟字詞，太過分了，我無法掌握。,,,,,
Business4_RAW-0025-Harry,Business4_RAW-0025-Harry,Мне не следует его пить. И всё же я должен знать. Он мне нужен. Я его боюсь.,,"Je ne devrais pas boire ça. Et pourtant, je dois savoir. J'en ai peur.",Non dovrei berlo. Eppure devo provarlo. Ne ho bisogno. Mi fa paura.,Ich sollte es nicht trinken. Doch ich muss es wissen. Ich brauche es. Ich fürchte es.,No debería beberlo. Pero debo saberlo. Lo necesito. Lo temo.,No debería probar una bebida así. Pero tengo curiosidad. La necesito. Le temo.,그런 건 마시면 안 돼요. 하지만 알고 싶어요. 내겐 그게 필요해요. 그러면서도 두려워요.,,きっと飲むべきではない。だが知りたい。飲みたい。でも怖い。,"É melhor eu não beber. Ainda assim, preciso saber. Preciso dela. Tenho medo dela.",我不应该喝它。但我又想了解它。我需要它。同时又害怕它。,我不應該喝它。但我必須知道。我需要它。我害怕它。,,,,,
Business4_RAW-0026-Alta,Business4_RAW-0026-Alta,"Ладно, кофе с мятой и мороженым. Сейчас будет.",,"Très bien, café avec menthe et crème glacée. Ça arrive tout de suite !",Va bene. Un caffè alla menta e gelato in arrivo.,"Alles klar, Kaffee mit Minze und Eiscreme. Kommt sofort.","Muy bien, café con menta y helado. Marchando ahora mismo.","Muy bien, café con menta y helado. Marchando ahora mismo.","네, 박하와 아이스크림이 들어간 커피라고요. 바로 준비하겠습니다.",,じゃあ、ミントとアイスクリーム入りのコーヒーだね。任せて。,"Certo, café com menta e sorvete, saindo.",好吧，薄荷冰激凌咖啡一杯。马上就来。,好吧，加了薄荷和冰淇淋的咖啡。馬上來。,,,,,
Business4_RAW-0027-Harry,Business4_RAW-0027-Harry,Мне всё ещё страшно. Помогите.,,Qu'est-ce que j'ai peur. Au secours.,Ho ancora paura. Aiuto.,Ich habe immer noch Angst. Hilfe.,Todavía tengo miedo. Ayuda.,Todavía tengo miedo. Ayuda.,난 아직도 두려워요. 도와주세요.,,まだ怖いんです。助けて。,Ainda estou assustado. Socorro.,我还是很害怕。救命。,我還是很害怕。救命。,,,,,
Business4_RAW-0028-Harry,Business4_RAW-0028-Harry,Приветствую. Я жду свой {{Мятник}}.,,Salut. J'attends mon {{mintiatto}}.,Ehilà. Sto aspettando il mio {{Mintiatto}}.,Hallo. Ich warte auf meinen {{Mintiatto}}.,Hola. Estoy esperando mi {{Mintiatto}}.,Hola. Estoy esperando mi {{Mintiatto}}.,안녕하세요. {{Mintiatto}}를 기다리고 있는데요.,,どーも。僕の{{ミンティアット}}はまだですか？,Oi. Estou esperando meu {{Mintiatto}}.,哈啰。我的{{Mintiatto}}做好了吗？,哈囉。我在等候我的{{Mintiatto}}。,,,,,
Business4_RAW-0029-Harry,Business4_RAW-0029-Harry,Мне страшно. Но я сохраняю непредвзятость.,,"J'ai peur, mais je reste ouvert d'esprit.","Sono spaventato, ma voglio mostrarmi aperto al cambiamento.",Ich habe Angst. Aber ich bleibe aufgeschlossen.,Tengo miedo. Pero tengo la mente abierta.,"Tengo miedo, pero tengo la mente abierta.",난 두려워요. 그래도 마음을 열어두고 있어요.,,恐ろしい。でも受け入れ体制は万全です。,"Estou com medo, mas permaneço com a mente aberta.",我很害怕。但我依然愿意尝试。,我很害怕。但我還是願意嘗試。,,,,,
Business4_RAW-0030-Harry,Business4_RAW-0030-Harry,Вы принесли пустую чашку. Это не {{Мятник}}.,,Tu m'as apporté une tasse vide. Ce n'est pas un {{mintiatto}}.,Mi hai portato una tazza vuota. Questo non è un {{Mintiatto}}.,Du hast eine leere Tasse gebracht. Das ist kein {{Mintiatto}}.,Has traído una taza vacía. Esto no es un {{Mintiatto}}.,Me trajiste una taza vacía. Esto no es {{Mintiatto}}.,이건 빈 잔이네요. {{Mintiatto}}가 아니잖아요.,,空っぽのカップですね。これは{{ミンティアット}}じゃない。,Você me trouxe uma xícara vazia. Isso não é café {{Mintiatto}}.,你给我的杯子是空的。这不是{{Mintiatto}}。,你端來一只空杯。這不是{{Mintiatto}}。,,,,,
Business4_RAW-0031-Harry,Business4_RAW-0031-Harry,"Чашка, которую вы принесли, кажется грязной. Я не желаю пить из неё {{Мятник}}.",,Tu viens de m'apporter une tasse sale. Je ne boirai pas un {{mintiatto}} là-dedans.,La tazza che hai portato è sporca. Non voglio usarla per bere il mio {{Mintiatto}}.,"Die Tasse, in der du serviert hast, ist sichtbar schmutzig. Ich möchte keinen {{Mintiatto}} daraus trinken.",Esta taza que has traído parece que está sucia. No quiero tomar un {{Mintiatto}} en ella.,Esta taza que me trajiste parece que está sucia. No quiero tomar {{Mintiatto}} en ella.,이 잔은 더러운 것 같아요. 여기에 {{Mintiatto}}를 마시고 싶진 않군요.,,このカップは汚れているようだ。こんなカップで{{ミンティアット}}を飲みたくないな。,Essa xícara que você trouxe parece estar suja. Não quero tomar {{Mintiatto}} nela.,你给我的杯子看起来很脏。我不想用这个杯子喝{{Mintiatto}}。,你端來的杯子看起來好髒。我不想喝裝在裡面的{{Mintiatto}}。,,,,,
Business4_RAW-0032-Alta,Business4_RAW-0032-Alta,"Вот, держите.",,Et voilà !,Ecco qui.,Bitte sehr.,Aquí tienes.,Aquí tienes.,나왔습니다.,,どうぞ。,Aqui está.,请用。,給你。,,,,,
Business4_RAW-0033-Harry,Business4_RAW-0033-Harry,Хм...,,Hum…,Hmm...,Mmh …,Mmm...,Mmm...,흐음...,,うーん…,Hmm...,唔……,嗯……,,,,,
Business4_RAW-0034-Harry,Business4_RAW-0034-Harry,Хм.,,Hum…,Hmm.,Mmh.,Mmm.,Mmm...,흐음.,,ふむふむ。,Hmm.,唔。,嗯。,,,,,
Business4_RAW-0035-Harry,Business4_RAW-0035-Harry,Этот напиток холодный. Его нехорошо пить холодным.,,Cette boisson est froide. Ce n'est pas bon froid.,Questa bevanda è fredda. E non è buona così.,Dieses Getränk ist kalt. Kalt kann man es nicht trinken.,Esta bebida está fría. No es bueno beber las cosas frías.,Esta bebida está fría. No es bueno beber las cosas frías.,이 음료는 차갑군요. 차게 마시면 안 좋아요.,,このコーヒーは冷たいですね。冷たい飲み物は体に良くない。,Essa bebida está gelada. Não é bom beber gelada.,饮料是冷的。喝冷的可不好。,這飲料是冷的。喝冷飲不好。,,,,,
Business4_RAW-0036-Alta,Business4_RAW-0036-Alta,"Ладно, переделаю, добавив больше жара.",,"OK, je vais la refaire en plus chaude.","Va bene, la rifarò, e questa volta sarà calda.","Gut, ich mache es noch mal mit mehr Hitze.","Vale, lo volveré a preparar calentándolo más.","Bien, te preparo otra y la caliento más esta vez.","네, 따뜻하게 다시 만들어올게요.",,わかった。もっと熱くして淹れ直すよ。,"Certo, vou refazer ele usando mais calor.",好的，那我再做杯热的。,好，我會重做一杯熱的。,,,,,
Business4_RAW-0037-Harry,Business4_RAW-0037-Harry,У этого кофе странный привкус. Он на вкус как грязь.,,Il y a un drôle de goût dans ce café. On dirait de la terre.,C'è un sapore strano in questo caffè. Sa di terriccio.,Dieser Kaffee schmeckt seltsam. Er schmeckt nach Dreck.,Este café sabe raro. Sabe a tierra.,Este café tiene un gusto raro. Sabe a tierra.,이 커피에서는 이상한 맛이 나요. 흙먼지 맛 같아요.,,このコーヒーは妙な味がしますね。泥のような味だ。,Esse café tem um sabor estranho. Tem gosto de terra.,这杯咖啡味道怪怪的。尝起来像在吃土。,這杯咖啡有怪味。喝起來像泥土。,,,,,
