,Key,English_US,Description,French,Italian,German,Spanish_Spain,Spanish_LATAM,Korean,Russian,Japanese,Portuguese_Brazil,Chinese_Simplified,Chinese_Traditional,Polish,Turkish,Swedish,Thai,Arabic
Boro_RAW-0026-Boro,Boro_RAW-0026-Boro,"О, не беспокойтесь, {{Боро}} уже забрал меч! Он лежал неподалёку от того места, где я вас нашёл.",,"Oh, ne t'inquiète pas, {{Boro}} a déjà récupéré l'épée ! Elle était par terre, pas loin de l'endroit où je t'ai trouvée.","Oh, non preoccuparti, {{Boro}} ha già recuperato la spada! Era vicina a dove ti ho trovato.","Oh, keine Sorge. {{Boro}} hat dein Schwert bereits mitgebracht! Es lag nahe der Stelle, wo ich dich gefunden habe.","¡Oh, no te preocupes, {{Boro}} ya ha recuperado la espada! No estaba muy lejos de donde te encontré.",¡No te preocupes! {{Boro}} ya recuperó la espada. No estaba muy lejos de donde te encontré.,"아, 걱정하지 말아요. 그 검은 이 {{Boro}}가 이미 챙겨뒀으니! 그리 멀지 않은 곳에 떨어져 있었거든요.",,ああ、それならご心配なく。{{ボロ}}がもう回収してきたよ！ そばに転がってたからね。,"Ah, não se preocupe, o {{Boro}} já recuperou a espada! Ela não estava longe de onde eu te encontrei.",哦，别慌，{{Boro}}早就把剑捡回来了！剑落在我找到你的地方附近。,不用擔心，{{Boro}}已經把劍拿回來了！那把劍距離我發現你的地方不遠。,,,,,
Boro_RAW-0027-Alta,Boro_RAW-0027-Alta,Так вы... вы смогли поднять меч? Он показался вам очень тяжёлым?,,Donc tu… tu as réussi à soulever l'épée ? Elle n'était pas trop lourde ?,Quindi… sei riuscito a sollevare la spada? Ti è sembrata molto pesante?,Du …konntest das Schwert also aufheben? War es sehr schwer?,Entonces... ¿pudiste levantar la espada? ¿Te resultó muy pesada?,Entonces... ¿pudiste levantar la espada? ¿Te resultó muy pesada?,그럼... 검을 들고 왔다는 거예요? 아주 무겁지 않던가요?,,ならあんたは… あの剣を持てたのか？ 重くなかったか？,"Então, você... você conseguiu levantar a espada? Ela parecia bem pesada?",这么说你……你能拿起我的剑？你没有觉得剑很重吗？,所以你……你拿得動那把劍？你不覺得很重嗎？,,,,,
Boro_RAW-0028-Boro,Boro_RAW-0028-Boro,"Хм, да нет, не думаю. Весил как самый обычный меч.",,"Hum… non, je ne crois pas. Elle pesait le poids normal d'une épée.","Hmm, no, non credo. Pesava come una normalissima spada.","Mmh, nein, ich glaube nicht. Ganz normales Schwertgewicht.","Mmmm, no, creo que no. Tenía el peso normal de una espada.","Mmm... No, creo que no. Tenía el peso normal de una espada.","흠, 그렇진 않던데요. 그냥 보통 검 무게였어요.",,うーん、そうでもなかったな。普通の重さだったよ。,"Hmm, não, acho que não. Tinha o peso normal de uma espada.",唔，我没觉得它很重。它只有普通剑的重量。,不，我不覺得耶。就跟一般的劍一樣重。,,,,,
Boro_RAW-0029-Boro,Boro_RAW-0029-Boro,А меч должен быть тяжёлым?,,Cette épée est-elle censée peser lourd ?,Avrebbe dovuto essere particolarmente pesante?,Soll das Schwert denn schwer sein?,¿Se supone que la espada es pesada?,¿La espada es en realidad pesada?,무거웠어야 하나요?,,ふだんはもっと重たいのかい？,A espada deveria ser pesada?,这把剑应该很重吗？,那把劍應該要很重嗎？,,,,,
Boro_RAW-0030-Choice,Boro_RAW-0030-Choice,"Он был тяжёлым прямо перед тем, как я отключилась.",,Elle était lourde juste avant que je ne m'évanouisse.,Era diventata molto pesante poco prima che svenissi.,"Es war schwer, bevor ich bewusstlos wurde.",Era pesada justo antes de desmayarme.,La sentí pesada justo antes de desmayarme.,내가 기절하기 전에는 무거웠어요.,,気絶する前は重かった。,Estava pesada pouco antes de eu desmaiar.,我晕倒之前它明明很重。,我昏倒的時候，它變得很沉重。,,,,,
Boro_RAW-0031-Choice,Boro_RAW-0031-Choice,"Конечно нет, это просто меч.",,"Bien sûr que non, ce n'est qu'une épée.","Certo che no, è solo una spada.","Natürlich nicht, es ist nur ein Schwert.","Claro que no, es solo una espada.",Claro que no. Es una espada común y corriente.,"아니요, 그냥 검인데요, 뭐.",,そんなことはない、ただの剣だ。,"Claro que não, é só uma espada.",当然不重，它只是一把剑而已。,沒這回事，它不過就是一把劍。,,,,,
Boro_RAW-0032-Choice,Boro_RAW-0032-Choice,Я могу поднять этот меч.,,Je peux soulever l'épée.,"Non importa, anche io posso sollevarla tranquillamente.",Ich kann das Schwert anheben.,Puedo levantar la espada.,Puedo levantar la espada.,"아니요, 나도 들 수 있어요.",,私にも持てる。,Eu consigo levantar uma espada.,反正我拿得动。,我拿得動那把劍。,,,,,
Boro_RAW-0033-Boro,Boro_RAW-0033-Boro,"Как интересно! Нет, он весил ровно столько, сколько должен весить меч.",From [0030-Choice],"Très intéressant ! Non, elle pesait un poids normal pour une épée.","Molto interessante! No, era del peso che dovrebbe avere una spada.","Wie interessant! Nein, es war nur so schwer, wie ein Schwert sein soll.","¡Qué interesante! No, tenía el peso que debería tener una espada.","¡Qué interesante! No, tenía el peso que debería tener una espada.",신기하네요! 내가 들 때는 그냥 보통 검의 무게였어요.,,そうなんだね！ けど、おいらにはごく普通の重さに思えたな。,"Que interessante! Não, tinha o peso que uma espada deve ter.",这可真有意思！但在我手上，它只有一把剑应有的重量。,多有趣啊！我覺得不重耶，就跟一般的劍差不多重。,,,,,
Boro_RAW-0034-Boro,Boro_RAW-0034-Boro,"Именно! Мы с вами сходимся в том, что это меч и весит он нормально.",From [0031-Choice],Absolument ! Nous sommes d'accord pour dire que c'est une épée et qu'elle est d'un poids normal.,Infatti! Siamo entrambi d'accordo sul fatto che si tratta di una spada e che abbia un peso normale.,"In der Tat! Wir sind uns also einig, dass es ein Schwert und ganz normal schwer ist.",¡En efecto! Estamos de acuerdo en que es una espada y tiene el peso normal.,¡Así es! Estamos de acuerdo en que es una espada y tiene un peso normal.,그렇죠! 그게 검이고 보통 무게라는 점에서 우리는 이견이 없군요.,,そうだよね！ ならあの剣はやっぱり、普通の重さの剣ってことだ。,Exatamente! Estamos de acordo que é uma espada e tem um peso normal.,可不是嘛！我们一致认为它是一把剑，而且重量正常。,沒錯！我們都同意這是一把浦洞重量的劍。,,,,,
Boro_RAW-0035-Boro,Boro_RAW-0035-Boro,"Значит, можете! Мы с вами сходимся в том, что это обычный меч, который вы в силах поднять.",From [0032-Choice],Mais bien sûr ! Nous sommes d'accord pour dire qu'il s'agit d'une épée normale que tu peux soulever.,Ma certo che puoi! Siamo d'accordo sul fatto che si tratta di una spada normale che puoi sollevare tranquillamente.,"Das kannst du! Wir sind uns einig, dass es ein normales Schwert ist, das du anheben kannst.",¡Así que puedes! Estamos de acuerdo en que es una espada normal que puedes levantar.,¡Conque puedes! Estamos de acuerdo en que es una espada normal y que la puedes levantar.,그렇군요! 그게 들 수 있는 보통 검이라는 점에 우리는 이견이 없군요.,,そうなんだね！ ならあの剣はやっぱり、君が持てる普通の剣ってことだ。,Pode sim! Estamos de acordo que é uma espada que você consegue levantar.,原来你拿得动呀！那么我们一致认为它是一把剑，而且你拿得起来。,太厲害了！我們都同意這是一把你拿得動的劍。,,,,,
Boro_RAW-0036-Boro,Boro_RAW-0036-Boro,"Могу я спросить, что привело вас сюда, в этот лес?",,"Puis-je te demander ce qui t'amène ici, dans cette forêt ?","Posso chiederti cosa ti ha portato qui, in questa foresta?","Darf ich fragen, was dich hierher in diesen Wald geführt hat?",¿Puedo preguntarte qué te ha traído a este bosque?,¿Puedo preguntarte qué te trajo a este bosque?,이 숲에는 어떻게 오게 됐는지 물어봐도 될까요?,,それで、この森を訪れたわけを聞いても？,"Posso te perguntar o que te traz até aqui, até esta floresta?",可不可以告诉我，是什么风把你吹到这片森林来的？,我可以問你為什麼會來到這片森林嗎？,,,,,
Boro_RAW-0037-Choice,Boro_RAW-0037-Choice,Нет.,,Non.,No.,Nein.,No.,No.,아니요.,,断る。,Não.,不可以。,不會。,,,,,
Boro_RAW-0038-Choice,Boro_RAW-0038-Choice,Я ищу кое-кого.,,Je cherche quelqu'un.,Sto cercando una persona.,Ich suche jemanden.,Estoy buscando a alguien.,Estoy buscando a alguien.,누군가를 찾고 있어요.,,人探しだ。,Estou procurando uma pessoa.,我是来找人的。,我在尋找一個人。,,,,,
Boro_RAW-0039-Boro,Boro_RAW-0039-Boro,"Чудесно! Я проведу много времени, гадая о вашей жуткой, таинственной предыстории.",,Merveilleux ! Je vais passer beaucoup de temps à émettre des hypothèses sur ton passé étrange et mystérieux.,Meraviglioso! Mi divertirò a fare speculazioni sul tuo strano e misterioso passato.,"Wundervoll! Ich werde lange über deine gruselige, rätselhafte Herkunft nachdenken.",¡Magnífico! Pasaré mucho tiempo especulando sobre tu espeluznante y misteriosa historia.,¡Magnífico! Pasaré mucho tiempo especulando sobre tu espeluznante y misteriosa historia.,멋지네요! 나 혼자 아가씨의 무시무시하고도 신비로운 사연을 추측하면서 많은 시간을 보내야겠군요.,,それは素晴らしい！ 君の謎めいた事情について、想像を巡らせる楽しみが増えたよ。,Maravilha! Vou passar muito tempo especulando sobre a sua história assustadora e misteriosa.,妙极了！那么我将花不少时间猜测你那诡异而神秘的来历。,太好了！我會花很多時間揣測你那恐怖又神祕的經歷。,,,,,
Boro_RAW-0040-Boro,Boro_RAW-0040-Boro,Человек без имени И без предыстории! Сегодня у меня избыток тайн!,"""spoiled for mysteries"" means that he has a lot of mysteries to sort through today",Une inconnue sans nom ET sans passé ! On peut dire que je suis gâté niveau mystères aujourd'hui !,Una sconosciuta senza nome e senza passato! Oggi ho l'imbarazzo dei misteri!,"Jemand ohne Namen UND ohne Herkunft! Mehr Rätsel als ich mir wünschen könnte, an einem Tag!",¡Alguien sin nombre y sin historia! ¡Hoy estoy lleno de misterios!,¡Alguien sin nombre y sin historia! ¡Hoy estoy lleno de misterios!,이름도 없고 사연도 없는 사람이라! 오늘은 수수께끼가 넘쳐나네요!,,名前も事情も明かせない誰かさんか！ 今日一日で、一生分の謎に出会えちゃったな！,Alguém sem nome E sem história! Tenho muitos mistérios para desvendar hoje!,一位来历不明的无名访客！今天的神秘事件还真不少！,姓名和經歷都成謎的人！今天有好多謎團等著我去解開！,,,,,
Boro_RAW-0041-Boro,Boro_RAW-0041-Boro,Понимаю. Ради забавы?,From [0038-Choice],Je vois. Pour t'amuser ?,Capisco. Per svago?,Verstehe. Aus Spaß?,Entiendo. ¿Por diversión?,Ya veo. ¿Por diversión?,그렇군요. 재미로 찾는 건가요?,,そうなんだね。楽しいかい？,Entendi. Por diversão?,原来如此。是找这个人玩吗？,我懂了。找這個人玩嗎？,,,,,
Boro_RAW-0042-Alta,Boro_RAW-0042-Alta,"Мастер {{Уинтерс}} — легендарная воительница, она живёт где-то в этих краях.",,"Maîtresse {{Winters}} est une guerrière légendaire, elle vit quelque part dans les environs.","C'è una guerriera leggendaria, Maestra {{Winters}}, che vive da qualche parte nelle vicinanze.","Meisterin {{Winters}} ist eine legendäre Kriegerin, die irgendwo hier draußen lebt.",La maestra {{Winters}} es una guerrera legendaria. Vive por aquí.,La maestra {{Winters}} es una guerrera legendaria. Vive por aquí.,"마스터 {{Winters}} 님은 전설의 전사인데, 이 숲 어딘가에 살고 있어요.",,伝説の戦士マスター・{{ウィンターズ}}が、この森のどこかに暮らしている。,"A Mestra {{Winters}} é uma guerreira lendária, ela mora em algum lugar por aqui.",{{Winters}}大师是一位传奇战士，她就住在这片森林里。,{{Winters}}是一位住在這裡某個地方的傳奇戰士。,,,,,
