,Key,English_US,Description,French,Italian,German,Spanish_Spain,Spanish_LATAM,Korean,Russian,Japanese,Portuguese_Brazil,Chinese_Simplified,Chinese_Traditional,Polish,Turkish,Swedish,Thai,Arabic
Monster_RAW-0014-Customer,Monster_RAW-0014-Customer,Это глупо. Почему ты не умираешь!,,C'est nul ! Pourquoi tu veux pas mourir ?,Che noia. Ma perché non muori?,Das ist doof. Warum stirbst du nicht?!,Esto es estúpido. ¿¡Por qué no te mueres!?,Qué tonta. ¡¿Por qué no te mueres?!,그런 게 어딨어? 왜 안 죽는 거야!,,ムカつく。ちゃんと倒れてよ！,Que idiotice. Por que você não morre?,真没意思。你咋不去死呢！,這超蠢。你為什麼不死！,,,,,
Monster_RAW-0015-Alta,Monster_RAW-0015-Alta,"Малыш, ты что-то хочешь или нет?",,"Petite, tu veux quelque chose ou non ?","Ragazzina, vuoi qualcosa da me oppure no?","Kleines, brauchst du irgendwas oder nicht?","Peque, ¿quieres algo o no?","Peque, ¿quieres algo o no?","꼬마, 필요한 게 있는 거야 뭐야?",,なあ、何か注文したいのか？,"Garota, você quer alguma coisa ou não?",孩子，你到底想干什么？,小鬼，你是要不要喝東西？,,,,,
Monster_RAW-0016-Customer,Monster_RAW-0016-Customer,Хммм....,,Hum…,Emmm....,Mmmh …,Mmmm...,Mmm...,흠...,,うーん…,Hmmm....,唔……,嗯……,,,,,
Monster_RAW-0017-Customer,Monster_RAW-0017-Customer,"Ладно, мне пора идти. Нужно выяснить, как заставить тебя умереть.",,Faut que j'y aille. Je dois trouver comment te faire mourir.,Me ne vado. Devo capire come farti morire.,"Ich muss los. Rauskriegen, wie ich dich umbringen kann.",Me piro. Tengo que descubrir cómo hacerte morir.,Me largo. Tengo que descubrir cómo matarte.,나 갈래. 가서 언니를 죽이는 방법 알아낼 거야.,,もう行く。アンタをどうやって倒すか考えなきゃ。,Tá. Tenho que ir. Preciso descobrir como fazer você morrer.,我得走了。得想想怎么把你弄死。,好吧我要走了。我要想出讓你死的辦法。,,,,,
Monster_RAW-0018-Alta,Monster_RAW-0018-Alta,Вздох.... Я скоро иду домой. Я скоро иду домой.,,Pfff… je rentre bientôt chez moi. Je rentre bientôt chez moi.,Uh.... presto tornerò a casa. Presto tornerò a casa.,Seufffffffz … Ich gehe bald nach Hause. Ich gehe bald nach Hause.,Uffff... Me voy a casa pronto. Me voy a casa pronto.,Uffff... Me voy a casa pronto. Me voy a casa pronto.,휴우... 곧 집에 간다. 곧 집에 간다.,,はぁぁ…私はもうすぐ帰れる。私はもうすぐ帰れる。,Tsc... vou pra casa logo. Vou pra casa logo.,唉……我想回家。我好想回家。,唉……我很快就會回家。我很快就會回家。,,,,,
Monster_RAW-0019-Customer,Monster_RAW-0019-Customer,"Почему ты жива?? Ты должна быть мертва, я тебя застрелил.",,"Pourquoi t'es en vie ? Tu devrais être morte, je t'ai tiré dessus.","Perché sei viva? Dovresti essere morta, ti ho sparato.","Warum lebst du noch? Du sollst tot sein, ich hab dich abgeknallt.","¿Por qué sigues viva? Se supone que estás muerta, te he disparado.",¡¿Por qué sigues viva?! Se supone que estás muerta. ¡Te disparé!,왜 살아 있어?? 총 맞았잖아. 죽어야지.,,なんで生きてんの？ 死ななきゃダメじゃん。撃ったんだから。,"Por que você tá viva?? Era pra você tá morta, eu atirei em ti.",你怎么还活着？？你应该死了，我打中了你。,你怎麼還活著？？我射中你，你應該死了。,,,,,
Monster_RAW-0020-Choice,Monster_RAW-0020-Choice,"Не волнуйся, я всё ещё мертва.",,"T'inquiète pas, je suis toujours morte.","Non preoccuparti, sono ancora morta.","Keine Sorge, ich bin noch tot.","Tranquila, estoy bien muerta.","Tranquila, estoy bien muerta.",걱정하지 마. 아직 죽어 있어.,,安心しろ。まだ死んでる。,"Não esquenta, eu ainda estou morta.",别担心，我还死着呢。,別擔心，我還沒復活。,,,,,
Monster_RAW-0021-Choice,Monster_RAW-0021-Choice,Я блокировал твой выстрел своим щитом неуязвимости.,"""Invincibility shield"" means like a force field that can block bullets",J'ai bloqué ton tir avec mon bouclier d'invincibilité.,Ho bloccato il tuo tiro con il mio scudo magico.,Ich hab deinen Schuss mit meinem Unverwundbarkeitsschild geblockt.,He bloqueado tu disparo con mi escudo de invencibilidad.,Bloqueé tu disparo con mi escudo de invencibilidad.,투명 방어막으로 막아버렸지.,,無敵のシールドで弾を防いだ。,Eu bloqueei o teu tiro com o meu escudo da invencibilidade.,我用无敌护盾挡住了你的子弹。,我用無敵護盾擋住了你的子彈。,,,,,
Monster_RAW-0022-Choice,Monster_RAW-0022-Choice,Я решила перестать быть мертвой.,,J'ai décidé d'arrêter d'être morte.,Ho deciso di smettere di essere morta.,"Ich hab beschlossen, nicht mehr tot zu sein.",He decidido que ya no quiero estar muerta.,Decidí que ya no quiero estar muerta.,그만 죽어 있기로 했어.,,生き返るって決めたんだ。,Eu decidi parar de estar morta.,我不想死了。,我決定復活。,,,,,
Monster_RAW-0023-Customer,Monster_RAW-0023-Customer,Так ты типа... призрак??,From [0020-Choice],"Alors, tu es comme… un fantôme ?",Allora sei tipo... un fantasma?,Also bist du …ein Geist?,Entonces eres como... ¿un fantasma?,Entonces eres como un... ¡¿fantasma?!,"그럼, 언니... 유령이야??",,じゃ、アンタって…オバケ？？,Então você é... tipo um fantasma??,所以你现在……成鬼了？？,所以你是……鬼嗎？？,,,,,
Monster_RAW-0024-Choice,Monster_RAW-0024-Choice,Именно.,,Exactement.,Esatto.,Genau.,Exacto.,Exacto.,맞아.,,そのとおり。,Exatamente.,没错。,沒錯。,,,,,
Monster_RAW-0025-Choice,Monster_RAW-0025-Choice,"Нет, просто обычный мертвый человек.",,"Nan, juste une personne morte normale.","No, sono solo una normalissima persona morta.","Nö, nur eine ganz normale Tote.","No, solo un muerto normal y corriente.","No, soy una persona muerta común y corriente.","아니, 그냥 보통 죽은 사람이야.",,いや、ただの平凡な死人だ。,"Não, só uma pessoa morta normal.",没没，我就是个普通的死人。,不是，就只是一般的死人。,,,,,
Monster_RAW-0026-Customer,Monster_RAW-0026-Customer,"Ха! Призраки меня не пугают! Я однажды убил призрака, легко.",From [0024-Choice],"Ah ! J'ai pas peur des fantômes ! J'ai déjà tué un fantôme, facile !","Ah! I fantasmi non mi spaventano! Ho ucciso un fantasma una volta, troppo facile.","Ha! Geister machen mir keine Angst. Ich hab mal einen Geist umgebracht, war einfach.","¡Ja! ¡Los fantasmas no me asustan! Una vez maté a un fantasma, fue fácil.",¡Ja! ¡Los fantasmas no me asustan! Una vez maté a un fantasma. Fue fácil.,치! 유령 하나도 안 무서워! 한 마리 죽인 적도 있어. 쉽던데.,,ハハッ！ オバケなんて怖くないね！ 前に倒したことあるし。,"Hah! Não tenho medo de fantasma! Eu matei um fantasma uma vez, facinho.",哈！我可不怕鬼！我以前杀过鬼，简单得很。,哈！我才不怕鬼！我曾經殺過鬼，簡單啦。,,,,,
Monster_RAW-0027-Alta,Monster_RAW-0027-Alta,Сомневаюсь в этом.,,J'en doute.,Ne dubito.,Das bezweifle ich.,Lo dudo.,Lo dudo.,퍽이나.,,怪しい話だな。,Duvido.,我表示怀疑。,要確定欸。,,,,,
Monster_RAW-0028-Customer,Monster_RAW-0028-Customer,"БАХ! Застрелил тебя из моего пистолета для убийства призраков! Теперь ты двойной призрак, хахаха!",,"PAN ! Je t'ai eue avec mon flingue tueur de fantômes ! Maintenant, t'es un double fantôme, ah, ah, ah !","BANG! Ti ho sparato con la mia pistola ammazza-fantasmi! Ora sei un doppio fantasma, AHAHAHAH!","PENG! Hab dich mit meiner Geisterkiller-Knarre umgelegt! Jetzt bist du ein Doppelgeist, hahaha!","¡¡¡Pum!!! ¡Te he disparado con mi arma matafantasmas! Ahora eres un fantasma doble, ¡ja, ja, ja!","¡Pum! ¡Te disparé con mi arma matafantasmas! ¡Ahora eres un fantasma doble! ¡Ja, ja, ja!","빵! 유령 죽이는 총으로 쐈다! 이제 언니는 더 유령이야, 하하하하!",,バーン！ オバケ退治用の銃で撃ったよ！ これで二重オバケだね、キャハハ！,BANGUE! Atirei em ti com a minha arma que mata fantasma! Agora você é um fantasma duplo. Hahaha!,砰！吃我一发鬼杀枪！现在你是一只死鬼，哈哈哈！,砰！我用殺鬼槍射中你了！你現在是鬼中之鬼，哈哈哈！,,,,,
Monster_RAW-0029-Customer,Monster_RAW-0029-Customer,Я КОРОЛЬ ЗЕМЛИ!,,JE SUIS LE ROI DE LA TERRE !,SONO IL RE DEL MONDO!,ICH BIN DER KÖNIG DER WELT!,¡SOY LA REINA DE LA TIERRA!,¡SOY LA REINA DE LA TIERRA!,내가 왕이다!,,あちしは大地の王だ！,EU SOU O REI DA TERRA!,我真是天下无敌呀！,我是世界之王！,,,,,
Monster_RAW-0030-Customer,Monster_RAW-0030-Customer,Но почему ты ходишь? Мертвые люди не могут ходить!,From [0025-Choice],Mais pourquoi tu marches ? Les morts peuvent pas marcher !,E allora perché cammini? I morti non possono camminare!,Aber warum läufst du rum? Tote Leute können nicht laufen!,¿Pero por qué estás andando? ¡Los muertos no pueden andar!,¿Pero por qué caminas? ¡Los muertos no pueden caminar!,근데 왜 걸어 다녀? 죽은 사람은 못 걷는데!,,じゃあ、なんで歩いてんの？ 死人は歩けないんだよ！,Mas por que você está caminhando? Mortos não caminham!,那你怎么还在走路？死人是不会走路的！,那你為什麼在走動？死人無法走動！,,,,,
Monster_RAW-0031-Alta,Monster_RAW-0031-Alta,"Видишь, как мало ты знаешь о мертвых людях.",,Ça en dit long sur tes connaissances en matière de morts.,La dice lunga sulla tua conoscenza dei morti.,"Da sieht man mal, wie wenig du über tote Leute weißt.",Eso demuestra cuánto sabes sobre los muertos.,Eso demuestra lo poco que sabes de los muertos.,죽은 사람에 관해 잘도 아네.,,死人ってものを、まったくわかってないな。,Dá pra ver como você sabe sobre mortos.,这就是你不懂死人了。,看來你一點也不懂死人。,,,,,
Monster_RAW-0032-Customer,Monster_RAW-0032-Customer,БАХ! Теперь ты снова мертва! Хахахаха я тебя достал! Я КОРОЛЬ ЗЕМЛИ!,,"PAN ! T'es encore morte ! Ah, ah, ah ! Je t'ai eue ! JE SUIS LE ROI DE LA TERRE !",BANG! Sei morta un'altra volta! AHAHAHAH ti ho preso! SONO IL RE DEL MONDO!,"PENG! Jetzt bist du nochmal tot! Hahahaha, ich hab dich erwischt! ICH BIN DER KÖNIG DER WELT!","¡Pum! ¡Ahora estás muerta otra vez! ¡Ja, ja, ja, ja! ¡Te di! ¡SOY LA REINA DE LA TIERRA!","¡Pum! ¡Ahora estás muerta otra vez! ¡Ja, ja, ja, ja! ¡Te di! ¡SOY LA REINA DE LA TIERRA!","빵! 또 죽었다! 하하하하, 또 맞췄다! 내가 왕이다!",,バーン！ また倒したよ！ キャハハハ、やったね！ あちしは大地の王だ！,BANGUE! Agora você tá morta de novo! Hahahaha! Te peguei! EU SOU O REI DA TERRA!,砰！你又死了！哈哈哈我赢了！我真是天下无敌呀！,砰！你又死了！哈哈哈哈我解決你了！我是世界之王！,,,,,
Monster_RAW-0033-Customer,Monster_RAW-0033-Customer,Правда??,From [0021-Choice],Vraiment ??,Ma davvero?,Echt?,¿En serio?,¡¿En serio?!,정말??,,ホントに？？,Sério??,真的？？,真的嗎？？,,,,,
Monster_RAW-0034-Customer,Monster_RAW-0034-Customer,На что слаб твой щит неуязвимости? Он защищает от ножей?,,Et il est faible contre quoi ton bouclier d'invincibilité ? Il résiste aux couteaux ?,Qual è il punto debole del tuo scudo magico? Resiste ai coltelli?,Hat dein Unverwundbarkeitsschild Schwächen? Ist er gegen Messer immun?,¿Cuál es el punto débil de tu escudo de invencibilidad? ¿Es inmune a los cuchillos?,¿Cuál es el punto débil de tu escudo de invencibilidad? ¿Es inmune a los cuchillos?,투명 방어막 약점이 뭔데? 칼도 막을 수 있어?,,無敵のシールドの弱点は？ ナイフも防げちゃうの？,Qual é a fraqueza do teu escudo de invencibilidade? Ele é imune a facas?,你无敌护盾的弱点是什么？它怕不怕刀？,你的無敵護盾有什麼弱點？它能防禦刀子嗎？,,,,,
Monster_RAW-0035-Customer,Monster_RAW-0035-Customer,"Что?? Ты не можешь просто так решать! Я тот, кто решает, мертва ты или нет!",From [0022-Choice],Quoi ?? Tu peux pas décider comme ça ! C'est MOI qui décide si t'es morte ou pas !,Cosa? Non puoi mica deciderlo tu! Sono io quella che decide se sei morta o no!,"Was? Das kannst du nicht einfach so entscheiden! ICH entscheide, ob du tot bist oder nicht!",¿Qué? ¡No puedes decidir eso! ¡Yo soy quien decide si estás muerta o no!,¡¿Qué?! ¡No puedes decidir eso! ¡Yo soy quien decide si estás muerta o no!,뭐?? 그걸 왜 언니가 정해? 죽었는지 안 죽었는지 내가 정해야지!,,は？？ そうゆうの勝手に決めないで！ 生き返ってもいいか、決めるのはこっちだから！ ,Quê?? Você não pode decidir isso! SOU eu quem decide se você tá morta ou não!,什么？？这事你说了不算！谁死谁活是我说了算！,什麼？？這不是你能決定的！只有我才能決定你的死活！,,,,,
Monster_RAW-0036-Customer,Monster_RAW-0036-Customer,И я принял решение: ОПРЕДЕЛЁННО МЕРТВА!,,Et j'ai pris ma décision : MORTE POUR DE BON !,E la mia decisione è: SICURAMENTE MORTA!,Und ich hab mich entschieden: GANZ SICHER TOT!,Y he tomado mi decisión: ¡¡¡definitivamente estás muerta!!!,Y ya me decidí: ¡ESTÁS MUERTA!,내가 다시 정했어. 언니는 완전 죽었어!,,よし、決めた。生き返れませ～ん！！！,E eu tomei a decisão: DEFINITIVAMENTE MORTA!,而我决定了：你必须死！,我已經作出決定了：死定了！,,,,,
Monster_RAW-0037-Alta,Monster_RAW-0037-Alta,"Что ж, полагаю, это твоё мнение.",,Si c'est ce que tu crois…,"Bè, se è quello che vuoi…","Na, das ist aber nur deine Meinung.","Bueno, supongo que esa es tu opinión.","Bueno, supongo que esa es tu opinión.","글쎄, 그건 네 생각이지.",,へえ、私の意見は違うけど。,"Bem, suponho que essa seja a sua opinião.",嗯，随你怎么说。,那只是你的看法。,,,,,
Monster_RAW-0038-Customer,Monster_RAW-0038-Customer,БАХ! Теперь ты снова мертва! Хахахаха я тебя достал! Я КОРОЛЬ ЗЕМЛИ!,,"PAN ! T'es encore morte ! Ah, ah, ah ! Je t'ai eue ! JE SUIS LE ROI DE LA TERRE !",BANG! Sei morta un'altra volta! AHAHAHAH ti ho preso! SONO IL RE DEL MONDO!,"PENG! Jetzt bist du nochmal tot! Hahahaha, ich hab dich erwischt! ICH BIN DER KÖNIG DER WELT!","¡Pum! ¡Ahora estás muerta otra vez! ¡Ja, ja, ja, ja! ¡Te di! ¡SOY LA REINA DE LA TIERRA!","¡Pum! ¡Ahora estás muerta otra vez! ¡Ja, ja, ja, ja! ¡Te di! ¡SOY LA REINA DE LA TIERRA!","빵! 또 죽었다! 하하하하, 또 맞췄다! 내가 왕이다!",,バーン！ また倒したよ！ キャハハハ、やったね！ あちしは大地の王だ！,BANGUE! Agora você tá morta de novo! Hahahaha! Te peguei! EU SOU O REI DA TERRA!,砰！你又死了！哈哈哈我赢了！我真是天下无敌呀！,砰！你又死了！哈哈哈哈我解決你了！我是世界之王！,,,,,
Monster_RAW-0039-Customer,Monster_RAW-0039-Customer,У меня вопрос: твой щит неуязвимости защищает от ножей?,"""gotta"" is short for ""have a""","Il faut que je te demande : ton bouclier d'invincibilité, il résiste aux couteaux ?",Volevo chiederti: il tuo scudo magico resiste ai coltelli?,Ich hab eine Frage: Ist dein Unverwundbarkeitsschild gegen Messer immun?,Tengo una pregunta: ¿tu escudo de invencibilidad es inmune a los cuchillos?,Tengo una pregunta: ¿tu escudo de invencibilidad es inmune a los cuchillos?,나 물어볼 거 있어. 언니 투명 방어막으로 칼도 막을 수 있어?,,質問があるんだけど。アンタの無敵のシールドはナイフも防げるの？,Preciso perguntar: o seu escudo da invencibilidade é imune a facas?,我有个问题：你的无敌护盾不怕刀吗？,我有問題：你的無敵護盾可以防禦刀子嗎？,,,,,
Monster_RAW-0040-Choice,Monster_RAW-0040-Choice,Щит неуязвимости??,,Bouclier d'invincibilité ?,Scudo magico?,Unverwundbarkeitsschild?,¿Escudo de invencibilidad?,¡¿Escudo de invencibilidad?!,투명 방어막??,,“無敵のシールド”？？,Escudo da invencibilidade??,无敌护盾？？,無敵護盾？？,,,,,
Monster_RAW-0041-Choice,Monster_RAW-0041-Choice,"Да, да, защищает.",,"Oui, absolument.","Sì, senza ombra di dubbio.","Ja, ja das ist er.","Sí, es inmune.","Sí, es inmune.","그래, 막을 수 있어.",,ああ、そうだ。,"Sim, é sim.",是的，不怕。,可以喔。,,,,,
Monster_RAW-0042-Customer,Monster_RAW-0042-Customer,"Да, ты не умерла, когда я тебя застрелил, значит, у тебя есть щит неуязвимости.",From [0040-Choice],"Ouais, t'es pas morte quand je t'ai tiré dessus, alors tu dois avoir un bouclier d'invincibilité.","Sì, perché se non sei morta quando ti ho sparato, significa che hai uno scudo magico.","Ja, du lebst, obwohl ich dich beschossen habe. Du musst einen Unverwundbarkeitsschild haben.","Sí, no te has muerto cuando te disparé, así que debes tener un escudo de invencibilidad.","Sí, no te moriste cuando te disparé, así que debes tener un escudo de invencibilidad.","응, 총 쏴도 안 죽는 거 보니까 투명 방어막으로 막은 거잖아.",,うん、撃っても倒せなかったから、無敵のシールドがあるんだろうなって。,"É, você não morreu quando eu atirei em ti, então você deve ter um escudo da invencibilidade.",是啊，你挨了我一枪还没死，说明你肯定有无敌护盾。,對啊，我射中你後你沒死，所以你一定有無敵護盾。,,,,,
Monster_RAW-0043-Customer,Monster_RAW-0043-Customer,"Так что теперь я ищу СЛАБЫЕ МЕСТА! Может, это ножи??",,Alors maintenant je cherche des POINTS FAIBLES ! C'est les couteaux ?,Allora adesso devo trovare i suoi punti deboli! Sono per caso i coltelli?,Also suche ich jetzt nach SCHWÄCHEN! Gehören Messer dazu?,¡Así que ahora estoy buscando sus puntos débiles! ¿Son los cuchillos?,¡Entonces ahora estoy buscando su punto débil! ¡¿Son los cuchillos?!,"그러니까, 약점 알려줘! 칼이야??",,だから今、弱点を探してんの！ ナイフには弱いとか？？,"Então, agora eu tô procurando uma FRAQUEZA! É faca??",所以我要找出它的弱点！它怕刀吗？？,我現在要尋找弱點！是刀子嗎？？,,,,,
Monster_RAW-0044-Customer,Monster_RAW-0044-Customer,"Хм, ты уверена? Откуда мне знать, что ты не просто так говоришь?",From [0041-Choice],Hum… t'es sûre ? Comment je peux savoir que tu racontes pas des craques ?,"Emm, sei proprio sicura? Come faccio a sapere che non lo dici tanto per dire?","Mmh, bist du sicher? Woher weiß ich, dass du das nicht nur so sagst?","Mmm, ¿estás segura? ¿Cómo sé que no estás diciendo solo eso?",Mmm... ¿Estás segura? ¿Cómo sé que no lo dices por decir?,"헹, 정말이야? 나한테 뻥 치는 거 아냐?",,へえ、ホントかなぁ？ そんなの口だけかもしんないじゃん。,"Hmm, tem certeza? Como vou saber que você está falando sério?",唔，你确定？我怎么知道你骗没骗我？,嗯，你確定嗎？我怎麼知道你不是說說而已？,,,,,
Monster_RAW-0045-Choice,Monster_RAW-0045-Choice,"Я только что перепроверила, и да, он защищает от ножей.",,J'ai encore vérifié et ouais… il résiste aux couteaux.,Ho appena ricontrollato e posso confermarti che resiste ai coltelli.,"Ich hab gerade nochmal geguckt, und ja, er ist immun gegen Messer.","Acabo de comprobarlo de nuevo y, sí, es inmune a los cuchillos.","Acabo de comprobarlo de nuevo y sí, es inmune a los cuchillos.","방금 다시 확인해 봤는데, 역시 칼도 막히네.",,今、もう一回確認したから間違いない。ナイフも防げる。,"Eu conferi duas vezes, e sim, é imune a facas.",我刚又检查过了，没错，它不怕刀。,我確認過了，真的可以防禦刀子噢。,,,,,
Monster_RAW-0046-Choice,Monster_RAW-0046-Choice,Мой щит неуязвимости не может быть уничтожен.,,Mon bouclier d'invincibilité est indestructible.,Il mio scudo magico è indistruttibile.,Mein Unverwundbarkeitsschild ist unzerstörbar.,Mi escudo de invencibilidad no se puede destruir.,Mi escudo de invencibilidad no puede ser destruido.,내 투명 방어막은 절대 안 뚫려.,,私の無敵のシールドは破壊できない。,O meu escudo da invencibilidade não pode ser destruído.,我的无敌护盾坚不可摧。,沒人能摧毀我的無敵護盾。,,,,,
