,Key,English_US,Description,French,Italian,German,Spanish_Spain,Spanish_LATAM,Korean,Russian,Japanese,Portuguese_Brazil,Chinese_Simplified,Chinese_Traditional,Polish,Turkish,Swedish,Thai,Arabic
Gerald_RAW-0010-Choice,Gerald_RAW-0010-Choice,"Видите ли, я как раз об этом...",,Et voilà... c'est ce que je disais-,Quello che volevo dire era-,"Siehst du, das meinte ich mit–","Ves, a eso me refería...",Justo a esto me ref...,이럴까 봐 내가-,,ほら、そういうところがアレだと…,"Viu, era disso que eu estava falando...",听着，我想说的是——,看吧，這就是我剛才說——,,,,,
Gerald_RAW-0011-Customer,Gerald_RAW-0011-Customer,"Потому что я не только НАСТОЯЩИЙ РЫЦАРЬ, я еще и ОЧЕНЬ ВЕСЁЛЫЙ РЫЦАРЬ!!","From [0008-Choice]
From [0009-Choice]
From [0010-Choice]","Parce que non seulement je suis un VRAI CHEVALIER, mais je suis aussi un CHEVALIER VRAIMENT RIGOLO !","Perché non solo sono un CAVALIERE VERO, sono anche un CAVALIERE VERAMENTE DIVERTENTE!!","Ich bin nämlich nicht nur ein RICHTIGER RITTER, sondern auch ein RICHTIG LUSTIGER RITTER!","¡¡¡Porque no solo soy un caballero real, sino que también soy un caballero realmente divertido!!!","¡Porque no solo soy un CABALLERO DE VERDAD, sino que también soy un CABALLERO MUY DIVERTIDO!",그도 그럴 것이 난 진짜 기사지만 엄청 재밌는 기사이기도 하든요!,,僕は本物の騎士であるばかりか、すごく楽しい騎士だからね！,"Porque, eu não sou apenas um CAVALEIRO DE VERDADE, eu também sou um CAVALEIRO MUITO DIVERTIDO!!",因为我不光是一名真正的骑士老爷，还是一名快乐的骑士老爷！！,因為我不只是真正的騎士，還是個好玩的騎士！,,,,,
Gerald_RAW-0012-Gerald,Gerald_RAW-0012-Gerald,"{{Gerald}} Рыцарь, к вашим услугам. Прекрасного дня вам, а также мне, кто является настоящим рыцарем.","""at your leige"" is a joke mashup of the phrases ""at your leisure"" and ""my leige"" (leige is a word a knight would say to a king). If this doesn't translate, you can have Gerald just say ""at your leisure""","{{Gerald}} le chevalier, pour te servir. Je te souhaite belle journée, ainsi qu'à moi, qui suis un véritable chevalier.","Il cavaliere {{Gerald}} al tuo servizio. Auguro una buona giornata a te, così come la auguro a me, che sono un vero cavaliere.","{{Gerald}} der Ritter, stets zu Dienstmann! Einen holden Tag dir, und auch mir, einem richtigen Ritter.","{{Gerald}} el Caballero, a vuestra merced. Que tengas un buen día, y también para mí, que soy un auténtico caballero.","{{Gerald}} el Caballero, a su servicio. Deseo un buen día para ti, y también para mí, que soy un caballero de verdad.","기사 {{Gerald}}, 편히 모시겠습니다. 귀공과 진짜 기사인 내 앞에 화창한 날이 펼쳐지기를.",,騎士{{ジェラルド}}と申します。ごきげんよう、給仕閣下殿。本物の騎士であるソレガシにとっても良き日です。,"{{Gerald}}, o Cavaleiro, ao seu dispor. Que você tenha um belo dia, e eu também, que sou um cavaleiro de verdade.",骑士{{Gerald}}，听候您差遣。愿您度过美好的一天，就和我，一名真正的骑士一样。,{{Gerald}}騎士，忠貞不二。祝你有個美好的一天，也祝我這位真正的騎士有個美好的一天。,,,,,
Gerald_RAW-0013-Alta,Gerald_RAW-0013-Alta,"Да, почему-то я не верю, что ты настоящий рыцарь.",,"Ouais, je sais pas pourquoi, mais je doute que tu sois un vrai chevalier.",Qualcosa mi dice che tu non sia un vero cavaliere.,"Ja, also irgendwie kauf ich dir das mit dem richtigen Ritter nicht ab.","Sí, no sé por qué, pero no creo que seas un caballero de verdad.",¿Te digo algo? Me parece que no eres un caballero de verdad.,"그래요, 근데 진짜 기사라는 건 못 믿겠네요.",,いや、なぜかあんたが本物の騎士とは思えないんだけど。,"É, por algum motivo, não estou acreditando que você é um cavaleiro de verdade.",你是一名真正的骑士？我怎么不信呢？,不知為何，我覺得你好像不是真正的騎士。,,,,,
Gerald_RAW-0014-Gerald,Gerald_RAW-0014-Gerald,...не веришь? Но... у меня же есть все эти рыцарские вещи!,,… ah oui ? Mais… j'ai pourtant tout l'attirail du chevalier !,… ah no? E cosa mi dici di questo armamentario da cavaliere?,Nicht? Aber …aber ich habe all das Ritterzeug!,"¿Ah, no? Pero... ¡pero tengo todas estas cosas de caballero!",¡¿No?! ¡Pero... Pero tengo todas estas cosas de caballero!,...못 믿겠어요? 하지만... 이렇게 기사용 장비도 다 갖췄는데요!,,…そうかい？ でも…騎士グッズはそろってるだろ！,Não está? Mas... eu tenho todas essas coisas de cavaleiro.,……你不信？可……可我全身都是骑士的行头啊！,……你不相信？但是……我具備所有騎士的行頭啊！,,,,,
Gerald_RAW-0015-Gerald,Gerald_RAW-0015-Gerald,"Что заставило тебя подумать, что я не настоящий рыцарь?",,Qu'est-ce qui te fait dire que je ne suis pas un vrai chevalier ?,Cosa ti ha fatto pensare che non fossi un vero cavaliere?,"Warum denkst du, ich wäre kein richtiger Ritter?",¿Qué te ha hecho pensar que no soy un caballero de verdad?,¿Qué te hace pensar que no soy un caballero de verdad?,어떤 부분 때문에 못 믿겠어요?,,どこを見て本物じゃないと思うんだろう？,O que te fez pensar que eu não sou um cavaleiro de verdade?,是什么让你觉得我不是真正的骑士？,你為什麼不相信我是真正的騎士？,,,,,
Gerald_RAW-0016-Choice,Gerald_RAW-0016-Choice,Просто твоё... всё.,,C'est simplement ton… l'ensemble…,È semplicemente il tuo... insieme.,"Naja, dein ganzes …alles.",Es solo tu... todo.,Pues la verdad que... todo.,그냥... 다요.,,それは…どこもかしこもだ。,Só... tudo em você.,因为你的……一切。,因為你的……一切。,,,,,
Gerald_RAW-0017-Choice,Gerald_RAW-0017-Choice,"{{Gerald}}, тебе что-то нужно или нет?",,"{{Gerald}}, tu as besoin de quelque chose ou non ?","{{Gerald}}, hai bisogno di qualcosa oppure no?","{{Gerald}}, brauchst du irgendwas oder nicht?","{{Gerald}}, ¿necesitas algo o no?","{{Gerald}}, ¿necesitas algo o no?","{{Gerald}} 씨, 필요한 게 있는 거예요, 뭐예요?",,{{ジェラルド}}、それで何か必要なの？,"{{Gerald}}, você precisa de alguma coisa ou não?",{{Gerald}}，你到底想要什么？,{{Gerald}}，你是要點東西喝還是不要？,,,,,
Gerald_RAW-0018-Gerald,Gerald_RAW-0018-Gerald,"Вздох... Полагаю, я могу постараться улучшить всё...",From [0016-Choice],Ah… j'imagine que je vais devoir m'améliorer à tous niveaux…,Sig... dovrò fare del mio meglio per migliorare nell'insieme...,"Seufz … Ich schätze, ich kann mich bemühen, alles noch zu verbessern …",Ay... Supongo que tengo que esforzarme para mejorar en todo...,Ya veo... Supongo que tendré que esforzarme para mejorar en todo...,"휴... 그럼, 다 고쳐보려고 노력해야겠네요...",,はぁ…どこもかしこも直せるように頑張るか…,Tsc... acho que posso fazer o máximo para melhorar tudo em mim.,唉……我想我得尽我所能改进一切……,唉……我或許可以盡力改善自己的一切……,,,,,
Gerald_RAW-0019-Gerald,Gerald_RAW-0019-Gerald,"Эй, кстати, {{Timothy}} ТАКЖЕ постоянно просит меня всё улучшать!",,"Tiens, puisque j'y pense... {{Timothy}} AUSSI n'arrête pas de me demander de m'améliorer sur tout !","Ehi, ora che ci penso, ANCHE {{Timothy}} mi chiede sempre di migliorare!","Hey, dabei fällt mir ein, dass {{Timothy}} auch immer will, dass ich in allem besser werde!","Oye, ahora que lo pienso, ¡{{Timothy}} también me pide todo el rato que mejore en todo!","¡Ahora que lo pienso, {{Timothy}} siempre me está pidiendo que mejore en todo también!","아니, 그러고 보니 우리 {{Timothy}}도 맨날 나보고 다 고치라고 했었는데!",,そういえば、{{ティモシー}}にもしょっちゅう言われるよ。どこもかしこも直してくれって！,"Ei, pensando bem, o {{Timothy}} TAMBÉM me pede constantemente para melhorar em tudo!",嘿，说起来，{{Timothy}}也总是要我进行全方位改进！,說到這個，{{Timothy}}也一直要我改善一切！,,,,,
Gerald_RAW-0020-Gerald,Gerald_RAW-0020-Gerald,"Единственное, что мне нужно... это быть САМЫМ КРУТЫМ РЫЦАРЕМ, КОТОРОГО {{TIMOTHY}} КОГДА-ЛИБО ВИДЕЛ!",From [0017-Choice],La seule chose dont j'ai besoin… C'EST D'ÊTRE LE CHEVALIER LE PLUS COOL QUE {{TIMOTHY}} AIT JAMAIS VU !,Tutto ciò di cui ho bisogno... è essere il CAVALIERE PIÙ FANTASTICO CHE {{TIMOTHY}} HA MAI VISTO!,"Ich brauche nur eines: Der COOLSTE RITTER ZU SEIN, DEN {{TIMOTHY}} JEMALS GESEHEN HAT!",Lo único que necesito... ¡¡¡es ser el caballero más guay que {{TIMOTHY}} haya visto jamás!!!,Lo único que necesito... ¡ES SER EL CABALLERO MÁS INCREÍBLE QUE {{TIMOTHY}} HAYA VISTO EN SU VIDA!,내게 필요한 건 단 하나... 우리 {{TIMOTHY}} 앞에서 가장 멋진 기사가 되는 것입니다!,,僕に必要なのは…{{ティモシー}}が見たことないような最高にカッコいい騎士になることだけだ！,A única coisa que preciso... é ser o CAVALEIRO MAIS LEGAL QUE O {{TIMOTHY}} JÁ VIU!,我唯一想要的……就是成为{{TIMOTHY}}眼中最酷的骑士！,我只要……成為{{TIMOTHY}}見過最酷的騎士！,,,,,
Gerald_RAW-0021-Alta,Gerald_RAW-0021-Alta,{{Timothy}}?,,{{Timothy}} ?,{{Timothy}}?,{{Timothy}}?,¿{{Timothy}}?,¿{{Timothy}}?,{{Timothy}}요?,,{{ティモシー}}？,{{Timothy}}?,{{Timothy}}？,{{Timothy}}？,,,,,
Gerald_RAW-0022-Gerald,Gerald_RAW-0022-Gerald,Мой сын! И он просто лучший сын в мире.,,Mon fils ! Et c'est le fils le plus sacrément super du monde.,Mio figlio! Il miglior figlio del mondo.,Mein Sohn! Der ist einfach der beste verflixte Sohn der Welt.,¡Mi hijo! Y es el mejor hijo del mundo.,¡Mi hijo! Y es el mejor hijo del mundo.,우리 아들이요! 세상에서 제일가는 아들 녀석이랍니다.,,僕の息子さ！ ティモシーは世界一の息子なんだ。,O meu filho! E ele é o melhor filho do mundo.,我儿子！他是世上最好的儿子。,我的兒子！而且他是世界上最讚的兒子。,,,,,
Gerald_RAW-0023-Gerald,Gerald_RAW-0023-Gerald,"Вот, у меня есть его фотография, смотри:",,"Tiens, j'ai une photo de lui, regarde…","Ecco, ho una sua foto, guarda:","Hier, ich hab ein Foto von ihm, schau mal:","Mira, aquí tengo una foto suya, fíjate:","Mira, aquí tengo una foto suya. Fíjate.","자, 여기 사진 좀 보세요.",,ほら、写真を持ってるから見るといい。,"Eu tenho uma foto dele aqui, olha só:",你看，我有张他的相片：,來，我有他的照片，你看看：,,,,,
Gerald_RAW-0024-Gerald,Gerald_RAW-0024-Gerald,"Я отвёл его в Международный музей сыра, он обожал его!!",,"Je l'ai emmené au musée international du Fromage, il a adoré !!","Qui l'avevo portato al museo internazionale del Mondo del Formaggio, gli è piaciuto tantissimo!","Ich hab ihn ins Internationale Käsemuseum mitgenommen, das fand er super!","Le llevé al Museo Internacional del Mundo del Queso, ¡le encantó!",¡Lo llevé al Museo Internacional del Mundo del Queso y le encantó!,세계 치즈 박물관에 데려갔을 때인데 정말 좋아하더군요!,,チーズの世界博物館に連れていってやったんだ。大喜びしてたよ！,"Eu levei ele no Museu Internacional do Mundo do Queijo, ele amou!!",这是我带他去国际奶酪世界博物馆时拍的，他可喜欢了！！,我帶他去國際乳酪世界博物館，他愛極了！！,,,,,
Gerald_RAW-0025-Gerald,Gerald_RAW-0025-Gerald,"Ты знала, что сыр НЕ растение?? Дикость, правда?",,"Tu savais que le fromage n'est PAS une plante ?? Dingue, non ?",Lo sapevi che il formaggio NON è una pianta? Da non crederci!,"Wusstest du, dass Käse KEINE Pflanze ist? Wahnsinn, oder?","¿Sabías que el queso no es una planta? Qué fuerte, ¿verdad?","¿Sabías que el queso NO es una planta? Qué loco, ¿no?",혹시 치즈가 식물이 아니라는 거 아셨어요?? 대박이죠?,,チーズは植物じゃないって知ってたかい？ ワイルドだよな。,"Você sabia que queijo NÃO É uma planta?? Que loucura, né?",你知道吗，奶酪居然不是植物？？太胡来了，对吧？,你知道乳酪不是植物嗎？？超扯的，對吧？,,,,,
Gerald_RAW-0026-Gerald,Gerald_RAW-0026-Gerald,На день рождения {{Timothy}} я сделал ему серию свитеров с моим лицом!,,"Pour l'anniversaire de {{Timothy}}, je lui ai fabriqué une série de pulls avec ma tête dessus !","Per il compleanno di {{Timothy}}, gli ho regalato dei maglioni con la mia faccia stampata sopra!",Zu {{Timothy}}s Geburtstag habe ich ihm ein paar Pullis mit meinem Gesicht drauf gemacht!,"¡Para el cumpleaños de {{Timothy}}, le hice algunos jerséis con mi cara!","¡Para el cumpleaños de {{Timothy}}, le hice algunos suéteres con mi cara!",{{Timothy}} 녀석 생일에는 내 얼굴이 들어간 스웨터를 만들어 선물했어요!,,{{ティモシー}}の誕生日には、“パパの顔シリーズ”のセーターを作ってやったんだ！,"No aniversário do {{Timothy}}, eu fiz vários blusões pra ele com o meu rosto!",为了替{{Timothy}}庆祝生日，我给他做了一系列印有我脸庞的毛衣！,{{Timothy}}生日的時候，我織了一堆毛衣給他，上面有我的臉！,,,,,
Gerald_RAW-0027-Gerald,Gerald_RAW-0027-Gerald,"Это для того, чтобы если он когда-нибудь забудет меня, он мог просто посмотреть на свой торс, а там я!",,"Comme ça, s'il m'oublie, il a juste à baisser le regard sur son torse et hop ! Il me voit !!","Così che, se mai dovesse dimenticarsi di me, gli basterebbe guardarsi allo specchio per ricordarsi!","Falls er mich mal vergisst, kann er einfach an sich runterschauen, und da bin ich!","Es para que si alguna vez me olvida, pueda mirar su torso y ¡allí estoy!","¡En caso de que alguna vez me olvide, pueda mirarse el torso y listo, ahí estoy!","혹시 날 잊더라도, 몸통을 살짝 내려다보기만 하면 날 볼 수 있을 테니까요!",,いつか僕のことを忘れても、自分の胸元を見下ろすだけで顔を見られるからね！,"Pra que, se um dia ele se esquecer de mim, ele pode olhar para o próprio peito e eu vou estar lá!",这样一来，如果他忘了我，只要一低头就能看到我！,這樣，如果他忘記我，只要往下看自己的身體，就會看到我哩！,,,,,
Gerald_RAW-0028-Alta,Gerald_RAW-0028-Alta,Почему он должен тебя забыть?,,Pourquoi il t'oublierait ?,Perché dovrebbe dimenticarti?,Warum sollte er dich vergessen?,¿Por qué iba a olvidarte?,¿Por qué iba a olvidarte?,아저씨를 왜 잊어요?,,なんで父親を忘れるんだ？,Por que ele se esqueceria de você?,他为什么会忘了你？,他為什麼會忘記你？,,,,,
Gerald_RAW-0029-Gerald,Gerald_RAW-0029-Gerald,"О, он постоянно говорит о том, что хочет стереть меня из своей памяти, ты знаешь, какие дети.",,"Ah, il n'arrête pas de dire qu'il veut m'évacuer de sa mémoire, tu sais comment sont les gosses.","Ecco, dice sempre di volermi eliminare dalla sua memoria, sai come sono i ragazzini.","Ach, weil er immer darüber redet, dass er mich aus seinem Gedächtnis tilgen will. Du weißt ja, wie Kinder sind.","Oh, siempre dice que quiere borrarme de su memoria, ya sabes cómo son los niños.","Siempre dice que quiere borrarme de su memoria. Cosas de niños, ¿sabes?","아, 녀석이 맨날 아빠를 기억에서 지우고 싶대요. 애들이 원래 다 그런 거 아시죠?",,ああ、あの子がよく言うんだ。僕のことを記憶から消したいって。子どもだからね。わかるだろ？,"Ah, ele está sempre falando que queria me limpar da memória dele, sabe como são as crianças.",哦，他总是说要把我从他的记忆中抹去，你知道小孩子都是这样的。,噢，他一直嚷嚷說要把我從他的記憶消除，你知道的，小孩子嘛。,,,,,
Gerald_RAW-0030-Alta,Gerald_RAW-0030-Alta,Я не знаю.,,Non.,Non lo so.,Weiß ich nicht.,No lo sé.,"No, no lo sé.",아니요.,,わからない。,Não sei.,我不知道。,我不知道。,,,,,
Gerald_RAW-0031-Gerald,Gerald_RAW-0031-Gerald,"А, конечно. Ну, как отец, позволь мне сказать, что очень нормально для сына носить свитер с лицом своего отца.",,"Ah, bien sûr ! Eh bien, en tant que père, je peux te dire qu'il est tout à fait normal qu'un fils porte un pull à l'effigie de son père.","Ah, certo. Bè, come padre, lascia che ti dica che è molto normale che un figlio indossi un maglione con la faccia di suo padre.","Ah, natürlich. Nun, ich als Vater kann dir sagen, dass es sehr normal ist, wenn ein Sohn einen Pulli mit dem Gesicht seines Vaters trägt.","Ah, claro. Bueno, como padre, te diré que es muy normal que un hijo use un jersey con la cara de su padre.","Ah, claro. Bueno, como padre, puedo decirte que es muy normal que un hijo use un suéter con la cara de su papá.","아, 그렇군요. 아무튼 학부모 입장에서 말하자면, 아들이 아버지가 그려진 스웨터를 입는 건 아주 자연스러운 일이랍니다.",,ああ、そうか。まあ父親として言わせてもらうと、息子がパパの顔付きのセーターを着るのは、ごく普通のことさ。,"Ah, claro. Bem, como pai, vou te dizer que é muito normal que um filho use um blusão com o rosto do pai.",啊，果然。好吧，作为一名父亲，我可以负责地说，儿子穿的衣服上印着爸爸的脸是很正常的。,啊，當然了。身為一個當爸的，我跟你說，兒子穿著帶有父親的臉的毛衣，是非常正常的。,,,,,
Gerald_RAW-0032-Choice,Gerald_RAW-0032-Choice,"Думаю, хватит уже о {{Timothy}}.",,"Assez parlé de {{Timothy}}, je crois.","Abbiamo parlato abbastanza di {{Timothy}}, credo.","Ich glaube, das reicht von {{Timothy}}.",Creo que ya está bien de {{Timothy}}.,Creo que ya me cansé de tanto {{Timothy}}.,{{Timothy}} 얘기는 그만 됐어요.,,{{ティモシー}}の話は、もういいかな。,"Chega de {{Timothy}}, eu acho.",我已经听够{{Timothy}}的事了。,我不想再聊{{Timothy}}了。,,,,,
Gerald_RAW-0033-Choice,Gerald_RAW-0033-Choice,Давай посмотрим ещё одну фотографию {{Timothy}}.,,Regardons une autre photo de {{Timothy}}.,Guardiamo un'altra foto di {{Timothy}}.,Zeig mir doch noch ein Foto von {{Timothy}}.,Enséñame otra foto de {{Timothy}}.,Muéstrame otra foto de {{Timothy}}.,{{Timothy}} 사진 좀 더 보여주세요.,,{{ティモシー}}の他の写真を見せて。,Vamos ver outra foto do {{Timothy}}.,再看一张{{Timothy}}的相片吧。,再看一張{{Timothy}}的照片吧。,,,,,
Gerald_RAW-0034-Gerald,Gerald_RAW-0034-Gerald,Вот мы в 3 часа ночи!,From [0033-Choice],C'est nous à 3 heures !,Questi siamo noi alle 3 del mattino!,Hier sind wir morgens um 3!,¡Estos somos nosotros a las 3 de la mañana!,¡Estos somos nosotros a las 3 de la mañana!,이건 새벽 3시에 찍은 우리 부자!,,これは午前3時の僕たち！,Aqui somos nós às 3 da manhã!,这是凌晨 3 点的我俩！,這是我們凌晨三點拍的！,,,,,
Gerald_RAW-0035-Gerald,Gerald_RAW-0035-Gerald,Вот мы в 4 часа ночи!,,C'est nous à 4 heures !,Questi siamo noi alle 4 del mattino!,Hier sind wir morgens um 4!,¡Estos somos nosotros a las 4 de la mañana!,¡Estos somos nosotros a las 4 de la mañana!,이건 새벽 4시에 찍은 우리 부자!,,これは午前4時の僕たち！,Aqui somos nós às 4 da manhã!,这是凌晨 4 点的我俩！,這是我們凌晨四點拍的！,,,,,
Gerald_RAW-0036-Gerald,Gerald_RAW-0036-Gerald,Вот мы в 4:15 утра!,,C'est nous à 4 heures 15 !,Questi siamo noi alle 4 e un quarto del mattino!,Hier sind wir morgens um 4:15!,¡Estos somos nosotros a las 4:15 de la mañana!,¡Estos somos nosotros a las 4:15 de la mañana!,이건 새벽 4시 15분에 찍은 우리 부자!,,これは午前4時15分の僕たち！,Aqui somos nós às 4 e 15 da manhã!,这是凌晨 4:15 的我俩！,這是我們凌晨四點十五分拍的！,,,,,
Gerald_RAW-0037-Gerald,Gerald_RAW-0037-Gerald,Вот мы в 4:22 утра!,,C'est nous à 4 heures 22 !,Questi siamo noi alle 4 e 22 del mattino!,Hier sind wir morgens um 4:22!,¡Estos somos nosotros a las 4:22 de la mañana!,¡Estos somos nosotros a las 4:22 de la mañana!,이건 새벽 4시 22분에 찍은 우리 부자랍니다!,,これは午前4時22分の僕たち！,Aqui somos nós às 4 e 22 da manhã!,这是凌晨 4:22 的我俩！,這是我們凌晨四點二十二分拍的！,,,,,
