,Key,English_US,Description,French,Italian,German,Spanish_Spain,Spanish_LATAM,Korean,Russian,Japanese,Portuguese_Brazil,Chinese_Simplified,Chinese_Traditional,Polish,Turkish,Swedish,Thai,Arabic
Business2_RAW-0018-Larry,Business2_RAW-0018-Larry,"Понятно. Однако важно, чтобы я не выступал с презентацией, пока не выпью кофе.",,"Je vois. Cependant, il est important que je ne fasse pas ma présentation tant que je n'ai pas eu mon café.","Capisco. Tuttavia, è importante che io non faccia la mia presentazione senza aver prima bevuto un caffè.","Verstehe. Allerdings ist es wichtig, dass ich meine Präsentation erst halte, wenn ich meinen Kaffee habe.","Ya veo. Sin embargo, es importante que no haga mi presentación hasta que haya tomado un café.","Ya veo. Sin embargo, es importante que no haga mi presentación hasta que haya tomado un café.",그렇군요. 하지만 커피를 마시기 전까지는 프레젠테이션을 진행하지 않는 게 내 원칙입니다.,,なるほど、しかしコーヒーを飲むまでプレゼンはできません。大事なことなので。,"Entendo. Porém, é importante que não faça a minha apresentação até tomar café.",好吧。然而，我必须先喝咖啡才能发表演讲。,我懂了。不過，我一定要在喝咖啡後才能報告。,,,,,
Business2_RAW-0019-Larry,Business2_RAW-0019-Larry,"Следовательно, я буду ждать здесь, пока кофе не станет доступен.",,"Par conséquent, je vais attendre ici qu'il y ait du café disponible.","Pertanto, aspetterò qui finché il caffè non sarà disponibile.","Also werde ich hier warten, bis Kaffee verfügbar wird.","Por lo tanto, esperaré aquí hasta que haya café disponible.","Por lo tanto, esperaré aquí hasta que haya café disponible.",따라서 커피를 준비할 수 있을 때까지 여기서 기다리죠.,,ですから、コーヒーが飲めるようになるまで、ここで待ちます。,"Portanto, vou esperar aqui até que haja café disponível.",所以我会一直等着，等到有咖啡喝。,因此，我要在這裡待到有咖啡可以喝為止。,,,,,
Business2_RAW-0020-Alta,Business2_RAW-0020-Alta,Эээ... конечно.,,Euh… certainement.,Uhhh... certo.,Äh … klar.,Ehh... claro.,Sí... Claro.,으음... 그러세요.,,あー…わかったよ。,Ahm... claro.,呃……行吧。,呃……好喔。,,,,,
Business2_RAW-0021-Larry,Business2_RAW-0021-Larry,Здравствуйте. Я видел это. Вы подали кофе {{Джерри}}.,,Salut. J'ai tout vu. Tu as servi du café à {{Jerry}}.,Ehilà. Ti ho visto servire del caffè a {{Jerry}}.,Hallo. Ich habe es gesehen. Du hast {{Jerry}} Kaffee serviert.,Hola. Lo he visto. Le has servido café a {{Jerry}}.,Hola. Lo vi. Le serviste café a {{Jerry}}.,안녕하세요. 다 봤습니다. {{Jerry}}에게 커피를 주셨죠,,どーも。見ましたよ。{{ジェリー}}にコーヒーを出してましたね。,Oi. Eu vi. Você serviu café para o {{Jerry}}.,哈啰。我看到了。我看到你给{{Jerry}}上咖啡了。,哈囉。我看過。你端咖啡給{{Jerry}}喝。,,,,,
Business2_RAW-0022-Larry,Business2_RAW-0022-Larry,"Мне требуется кофе, чтобы выступить с презентацией. Следовательно, я хотел бы кофе.",,Il me faut du café pour faire ma présentation. Je voudrais donc du café.,"Ho bisogno di un caffè per fare la mia presentazione. Pertanto, vorrei ordinare un caffè.","Ich benötige Kaffee, um meine Präsentation halten zu können. Darum hätte ich gerne Kaffee.","Necesito café para poder hacer mi presentación. Por lo tanto, me gustaría tomar un café.","Necesito café para poder hacer mi presentación. Por lo tanto, me gustaría tomar un café.",프레젠테이션을 진행하려면 커피가 필요해요. 따라서 난 커피를 마셔야겠어요.,,プレゼンのためにコーヒーが必要なんです。だから僕もコーヒーを注文したい。,"Preciso de café para fazer a minha apresentação. Portanto, eu gostaria de café.",我需要喝咖啡才能演讲。所以请给我一杯咖啡。,為了報告，我必須喝咖啡。所以，我要點一杯咖啡。,,,,,
Business2_RAW-0023-Alta,Business2_RAW-0023-Alta,"Ладно, какой кофе вы хотите?",DUPLICATE BLOCK 1A BEGIN,"OK, tu veux quel genre de café ?","Va bene, che tipo di caffè vuoi?",Okay! Was für Kaffee möchtest du?,"Vale, ¿qué tipo de café quieres?","Bien, ¿qué tipo de café quieres?","좋아요, 커피의 종류는 뭐로 하실래요?",,わかった。どんなコーヒーがいい？,"Tá, que tipo de café você quer?",好的，你想喝哪种咖啡？,好，你想要哪種咖啡？,,,,,
Business2_RAW-0024-Larry,Business2_RAW-0024-Larry,Обычный кофе.,,Du café normal.,Caffè filtrato.,Normalen Kaffee.,Café normal.,Café normal.,보통 커피요.,,普通のコーヒーです。,Café normal.,普通咖啡。,一般的咖啡。,,,,,
Business2_RAW-0025-Alta,Business2_RAW-0025-Alta,"Ничего больше?? Вы не хотите, типа, с каким-то вкусом или что-то такое??",,Rien d'autre ? Tu n'as pas envie d'une saveur en plus ou quelque chose ?,Nient'altro? Non vuoi aggiungere un sapore o un altro ingrediente?,Sonst nichts? Willst du nicht einen Geschmack oder so?,¿Nada más? ¿No quieres un sabor o algo así?,¿Nada más? ¿No quieres un sabor o algo así?,그거면 돼요?? 맛이나 뭐 그런 거 추가 안 해요??,,他には何も？ フレーバーとか、そういうのは欲しくないの？,"Nada mais?? Não quer, tipo, um sabor ou algo assim??",不要别的？？比如说，加点风味啥的？,就這樣？？你不需要特殊風味之類的？？,,,,,
Business2_RAW-0026-Larry,Business2_RAW-0026-Larry,Мне не требуется вкус. Мне требуется только кофе.,,Je ne veux pas de saveur. Je veux juste du café.,Non ho bisogno di sapore. Ho bisogno solo del caffè.,Ich benötige keinen Geschmack. Ich benötige nur Kaffee.,No necesito sabor. Solo necesito café.,No necesito sabor. Solo necesito café.,맛은 필요 없어요. 커피만 있으면 됩니다.,,フレーバーは不要です。コーヒーだけでいい。,Não necessito sabor. Só necessito café.,不需要加风味。我只要咖啡。,我不需要風味。我只需要咖啡。,,,,,
Business2_RAW-0027-Alta,Business2_RAW-0027-Alta,...,,…,...,…,...,...,...,,…,...,……,……,,,,,
Business2_RAW-0028-Alta,Business2_RAW-0028-Alta,"Нет! Я не собираюсь сидеть здесь и делать вам, ребята, одно и то же снова и снова! Я с ума сойду от скуки!",,Non ! Hors de question que je passe mon temps à vous préparer toujours la même chose ! C'est un coup à mourir d'ennui !,NO! Non posso obbedire in silenzio e continuare a preparare sempre la stessa cosa! Impazzirei dalla noia!,Nein! Ich werde hier nicht einfach rumsitzen und euch Typen immerzu das gleiche machen! Da werd ich doch irre vor Langeweile!,¡No! ¡No voy a estar aquí sentada haciéndoos exactamente lo mismo una y otra vez! ¡Me volveré loca de aburrimiento!,¡No! ¡No voy a estar aquí sentada preparándoles lo mismo una y otra vez! ¡Voy a enloquecer de tanto aburrimiento!,아니요! 난 여기 앉아서 손님들에게 계속 똑같은 것만 만들어줄 생각이 없어요! 지루해서 미쳐버릴 지경이라고요!,,ダメだ！ じっと座って同じコーヒーを何度も淹れるなんてお断りだ！ 退屈すぎて頭がおかしくなっちまう！,Não! Não vou simplesmente sentar aqui e fazer a mesma coisa pra vocês várias vezes! Eu vou enlouquecer de tédio!,不！我才不要像坐流水线那样，给你们一遍遍地上一模一样的东西！那会把人无聊死的！,不！我才不要待在這裡，反覆幫你們製作同樣的飲品！我會無聊到死！,,,,,
Business2_RAW-0029-Alta,Business2_RAW-0029-Alta,"Мне нужно, чтобы вы сделали более интересный заказ кофе. Это новое правило, вам не разрешается заказывать «обычный кофе».",,"Il faut que tu passes une commande de café plus intéressante. C'est la nouvelle règle, tu n'as pas le droit de commander un café ""normal"" !","Ho bisogno che tu mi ordini un caffè più interessante. È la nuova regola della casa, non si può più ordinare un banale ""caffè filtrato"".",Ihr müsst interessanteren Kaffee bestellen. Das ist die neue Regel. Ihr dürft keinen „normalen Kaffee“ mehr bestellen.,"Necesito que me des un pedido de café más interesante. Esa es la nueva regla, no se puede pedir ""café normal"".",Necesito que me pidas un café más interesante. Esa es la nueva regla: no se puede pedir «café normal».,좀 더 재미있는 커피를 주문해 봐요. 이제부터는 그게 원칙이에요. '보통 커피'는 주문할 수 없어요.,,もっと面白いコーヒーを注文してくれ。よし、これを新しいルールにしよう。“普通のコーヒー”の注文は禁止。,"Preciso que você faça um pedido de café mais interessante. Essa é a nova regra, vocês não podem pedir ""café normal"".",你必须给我点一杯更有意思的咖啡。小店点单新规矩，禁止点“普通咖啡”。,你必須點一杯更有趣的咖啡。這是新規則，你不准點「一般的咖啡」。,,,,,
Business2_RAW-0030-Alta,Business2_RAW-0030-Alta,Так что это будет?,,"Alors, qu'est-ce que tu veux ?","Quindi, cosa vuoi che ti prepari?","Also, was darf es sein?","Entonces, ¿qué quieres tomar?","Entonces, ¿qué vas a tomar?","자, 뭐로 주문하실래요?",,それじゃ、何にする？,"Então, o que vai ser?",你想好了吗？,那喝什麼好呢？,,,,,
Business2_RAW-0031-Larry,Business2_RAW-0031-Larry,Эм.,,Hum…,Uhm.,Äh …,Mmm.,Mmm...,음.,,うーん。,Hm.,唔。,呃。,,,,,
Business2_RAW-0032-Larry,Business2_RAW-0032-Larry,Я обычно пью просто простой кофе.,,"Habituellement, je ne bois que du café normal.",Di solito bevo solo caffè filtrato.,Üblicherweise nehme ich gewöhnlichen Kaffee.,Normalmente solo tomo café normal.,"Por lo común, tomo café normal.",난 일반적으로 항상 보통 커피를 마시는데요.,,いつもは普通のコーヒーしか飲まないんです。,Eu geralmente tomo café normal.,我一般只喝普通咖啡。,我通常都喝一般咖啡。,,,,,
Business2_RAW-0033-Alta,Business2_RAW-0033-Alta,"Ну, тогда, я полагаю, вы обычно будете пить его где-то в другом месте.",,"Alors, je crois que tu vas habituellement aller en boire ailleurs.","Bene, allora immagino che lo andrai a ordinare da qualche altra solita parte.","Na, dann wirst du den üblicherweise irgendwo anders hernehmen müssen.","Bueno, entonces supongo que normalmente lo tomarás en otro lugar.","Bueno, entonces supongo que vas a tener que tomarlo en otro lugar.","그럼, 다른 곳에 가서 일반적으로 항상 마시던 거 마셔요.",,だったら、“いつものように”よその店で飲むしかないね。,Acho que você vai ter que tomar em outro lugar.,那你最好去别的地方喝普通咖啡。,好啊，那你只好像平常那樣去其他地方喝。,,,,,
Business2_RAW-0034-Alta,Business2_RAW-0034-Alta,И? Вы сделаете заказ или нет? Давайте. Скажите что-нибудь.,,"Alors ? Tu passes une commande ou pas ? Allez, dis quelque chose !","E allora? Vuoi ordinare qualcosa oppure no? Forza, di' qualcosa.","Also? Bestellst du jetzt was, oder nicht? Na los. Sag was.",¿Entonces? ¿Me vas a hacer un pedido o no? Vamos. Di algo.,¿Y bien? ¿Vas a hacerme un pedido o no? Vamos. Di algo.,"자, 그래서요? 주문할 거예요, 말 거예요? 빨리요. 무슨 말 좀 해봐요.",,それで？ 注文するの？ しないの？ ほら、何とか言いなよ。,E aí? Você vai fazer um pedido ou não? Qual é? Diz alguma coisa.,所以？你点还是不点？赶紧的。说点什么。,所以呢？你是要點餐還是怎樣？快啊。講話啊。,,,,,
Business2_RAW-0035-Larry,Business2_RAW-0035-Larry,...и это не может быть «обычный кофе»?,,"… et ça ne peut pas être un café ""normal"" !","… E non può essere un ""caffè filtrato""?",…Und es darf nicht „gewöhnlicher Kaffee“ sein?,"... ¿y no puede ser un ""café normal""?",¿No puede ser un «café normal» entonces?,...정말 안 되는 건가요? '보통 커피'는?,,…“普通のコーヒー”はダメなんですね？,"E não pode ser ""café normal""?",……而且不能是“普通咖啡”？,……不能講「一般的咖啡」？,,,,,
Business2_RAW-0036-Alta,Business2_RAW-0036-Alta,Нет!!,,Non !,No!,Nein!,¡¡No!!,¡No!,안 돼요!!,,ダメだ！！！,Não!!,不行！！,不能！,,,,,
Business2_RAW-0037-Larry,Business2_RAW-0037-Larry,Эм.,,Hum…,Uhm.,Äh …,Mmm.,Mmm...,음.,,うーん。,Hm.,唔。,呃。,,,,,
Business2_RAW-0038-Alta,Business2_RAW-0038-Alta,"Ладно, но я не буду делать «обычный кофе». Вы должны сделать более интересный заказ кофе.",,"Très bien, mais je ne prépare pas de café ""normal"". Il faut commander un café plus intéressant.","Va bene, ma non farò il ""caffè filtrato"". Devi ordinarmi un caffè più interessante.","Gut, aber ich mache keinen „gewöhnlichen Kaffee“. Du wirst interessanteren Kaffee bestellen müssen.","Vale, pero no voy a hacer un ""café normal"". Tienes que hacerme un pedido de café más interesante.","Bueno, pero no voy a preparar un «café normal». Tienes que pedirme un café más interesante.",좋아요. 대신 '보통 커피'는 안 만들어요. 좀 더 재미있는 커피를 주문해 주세요.,,わかったよ。でも“普通のコーヒー”は淹れない。もっと面白いコーヒーを注文してくれ。,"Tá bem, mas eu não vou fazer ""café normal"". Você precisa fazer um pedido de café mais interessante.",行吧，但我不提供“普通咖啡”。你必须点一杯更有意思的咖啡。,好，但我不要泡「一般的咖啡」。你必須點一杯更有趣的咖啡。,,,,,
Business2_RAW-0039-Larry,Business2_RAW-0039-Larry,Эм.,,Hum…,Uhm.,Äh …,Mmm.,Mmm...,음.,,うーん。,Hm.,唔。,呃。,,,,,
Business2_RAW-0040-Larry,Business2_RAW-0040-Larry,"Меня обычно не интересуют другие виды кофе, кроме «обычного».",,"Habituellement, je ne m'intéresse pas à d'autre café que le ""normal"".","In genere non mi interessa nessun caffè al di fuori del ""filtrato"".",Normalerweise mag ich andere Arten Kaffee als „gewöhnlichen“ nicht.,"No me suelen gustar los estilos de café que no sean los ""normales"".",El problema es que no me gustan los cafés «no normales».,난 일반적으로 '보통 커피' 이외의 종류에는 관심이 없어요.,,いつもは“普通”のスタイルのコーヒーにしか興味がないんです。,"Eu geralmente não tenho interesse em estilos de café que não sejam o ""normal"".",我一般不喜欢非“普通”风格的咖啡。,除了「一般的」咖啡之外，其他口味的咖啡我都不太喜歡。,,,,,
Business2_RAW-0041-Alta,Business2_RAW-0041-Alta,"Ну, тогда сегодня вы узнаете о себе что-то новое. Как захватывающе для вас.",,"Alors, aujourd'hui tu vas apprendre quelque chose sur toi-même. Comme c'est excitant !","Ebbene, oggi imparerai qualcosa di nuovo su di te. Non sei emozionato?","Na, dann wirst du heute wohl mal was Neues über dich selbst erfahren. Wie aufregend für dich.","Bueno, entonces hoy aprenderás algo nuevo sobre ti. Qué emocionante.","Bueno, entonces hoy vas a aprender algo nuevo sobre ti. Qué emoción.",그럼 오늘 자신에 관해 새로운 사실을 배우시겠군요. 흥미진진하시겠어요.,,だったら今日は新しい自分に出会ってみるんだ。ワクワクするだろ？,"Bem, então hoje você vai aprender algo novo sobre si mesmo. Que empolgante pra você.",那你今天得探索新的自己。多么激动人心呀。,那麼你今天就會認識新的自我。多好玩啊。,,,,,
Business2_RAW-0042-Larry,Business2_RAW-0042-Larry,Эм.,,Hum…,Uhm.,Äh …,Mmm.,Mmm...,음.,,うーん。,Hm.,唔。,呃。,,,,,
Business2_RAW-0043-Larry,Business2_RAW-0043-Larry,"Это единственное условие, при котором вы сделаете кофе?",,C'est la seule solution pour que tu acceptes de faire du café ?,Questo è l'unico modo per avere un caffè fatto da te?,Und du wirst mir nur so einen Kaffee zubereiten?,¿Esta es la única forma en que harás café?,¿Es la única forma en que harás café?,그렇게까지 해야만 커피를 만들 건가요?,,コーヒーを淹れてもらうには、そうするしかない？,Essa é a única forma que você vai fazer café?,只有这样你才会上咖啡吗？,唯有如此，你才會泡咖啡嗎？,,,,,
Business2_RAW-0044-Alta,Business2_RAW-0044-Alta,Да.,,Oui.,Sì.,Ja.,Sí.,Sí.,네.,,ああ。,Sim.,是的。,是。,,,,,
Business2_RAW-0045-Larry,Business2_RAW-0045-Larry,Ох.,DUPLICATE BLOCK 1A END,Ah…,Oh.,Oh.,Ah.,Ah.,아.,,参ったな。,Ah.,哦。,噢。,,,,,
Business2_RAW-0046-Larry,Business2_RAW-0046-Larry,"Иногда в офисе я забываю выпить свой кофе, и он остывает.",,"Parfois, au bureau, j'oublie de boire mon café et il refroidit.","A volte, in ufficio, mi dimentico di bere il caffè e diventa freddo.","Im Büro vergesse ich manchmal meinen Kaffee zu trinken, und dann wird er kalt.","A veces, en la oficina, me olvido de tomar el café y se enfría.","A veces, en la oficina, me olvido de tomar el café y se enfría.",가끔 사무실에서 일하다가 커피를 깜빡하고 못 마시면 차가워지거든요.,,実は時々、会社でコーヒーを飲み忘れているうちに、冷めてしまうことがあるんです。,"Às vezes, no escritório, eu esqueço de tomar meu café e ele fica gelado.",有时，我在办公室会忘了把咖啡喝掉，咖啡就放凉了。,有時候，在辦公室，我會忘了喝咖啡，咖啡會冷掉。,,,,,
