,Key,English_US,Description,French,Italian,German,Spanish_Spain,Spanish_LATAM,Korean,Russian,Japanese,Portuguese_Brazil,Chinese_Simplified,Chinese_Traditional,Polish,Turkish,Swedish,Thai,Arabic
CloudKid_RAW-0010-Choice,CloudKid_RAW-0010-Choice,"..только что напал на нее, просто так, без причины...",,"… attaquée, comme ça, sans raison…","… L’ho aggredita, così, senza motivo…","…hab sie einfach angegriffen, ohne Grund …","La ataqué, así sin más, sin ningún motivo...","La ataqué, así sin más, sin motivo alguno...",...그분을 공격했어. 아무런 이유도 없이...,,彼女を…攻撃したんだ…突然、何の理由もなく…,"Ataquei ela, assim, sem motivo...",……就那样，不知怎么就攻击了她……,…攻擊了她，就這樣，毫無來由……,,,,,
CloudKid_RAW-0011-Choice,CloudKid_RAW-0011-Choice,[ничего не говори],,[ne rien dire],[rimani in silenzio],[Sag nichts.],[No decir nada],[No decir nada],[아무 말하지 않기],,[何も言わない],[não dizer nada],[不说话],[什麼都不說],,,,,
CloudKid_RAW-0012-Customer,CloudKid_RAW-0012-Customer,"Ну, э-э-э... Ты в порядке, друг? Кажется, ты немного... не в себе?","""erhm"" is just a stuttering word, like ""uh""
From [0004-Choice]
From [0006-Choice]
From [0008-Choice]
From [0011-Choice]
From [0020-Choice]","Bien, euh… ça va, l'amie ? Tu m'as l'air un peu… euh… déphasée ?","Ecco, uh... stai bene? Sembri un po'... uh... fuori fase…","Nun, ähm … Bist du okay? Du wirkst etwas, äh …neben der Spur?","Bueno, eh... ¿Estás bien, colega? Pareces un poquito, eh... ¿trastornada?","Bueno, eh... ¿Estás bien, amiguita? Pareces un poquito... ¿trastornada?","에, 저기... 괜찮아요, 그쪽? 어딘가 좀... 정상이 아닌데?",,ええと、あのさ…あんた、大丈夫？ ちょっと…イッちゃってる？,"Bem, ahm... Você tá bem, amiga? Parece um pouco... desorientada?",好吧，呃……你还好吧，朋友？你看起来有点，呃……心不在焉？,好喔，呃…朋友，你還好嗎？你看起來……不太對勁？,,,,,
CloudKid_RAW-0013-Choice,CloudKid_RAW-0013-Choice,Да. Знаешь. Только.,,"Oui, ah… tu sais… c'est juste que…","Sì, ah... sai... è solo...",Ja. Weißt du. Nur.,Sí. Bueno. Un poco.,Sí. Bueno. Un poco.,네. 뭐. 그냥 좀.,,ああ、いや、ただ…,Sim. Sabe. Um pouco.,嗯。别介意。是有点。,對，你知道的，就是。,,,,,
CloudKid_RAW-0014-Choice,CloudKid_RAW-0014-Choice,[ничего не говори],,[ne rien dire],[rimani in silenzio],[Sag nichts.],[No decir nada],[No decir nada],[아무 말하지 않기],,[何も言わない],[não dizer nada],[不说话],[什麼都不說],,,,,
CloudKid_RAW-0015-Customer,CloudKid_RAW-0015-Customer,...гм...,"From [0013-Choice]
From [0014-Choice]",… hum…,… ehmm...,…Äh …,Eh...,Eh...,...음...,,…はぁ…,Hm...,……呃……,……呃……,,,,,
CloudKid_RAW-0016-Customer,CloudKid_RAW-0016-Customer,"Вот что я тебе скажу, не волнуйся за меня! Все хорошо!","""Don'tcha"" is slang for ""don't you""","Écoute, t'inquiète pas pour moi ! Tout va bien !","Tranquilla, non preoccuparti per me! È tutto a posto!",Weißt du was? Mach dir keine Sorgen um mich! Alles in Ordnung!,"¡Te digo una cosa, no te preocupes por mí! ¡Todo va dabuti!",¿Te digo algo? ¡No te hagas drama! ¡Está todo bien!,"저기, 난 그냥 알아서 할게요! 문제없어요!",,じゃあさ、お茶はもういいよ！ 気にしないで！,"Olha só, não se preocupa comigo! Tá tudo bem!",听我说，不用管俺！不碍事！,這樣吧，你別擔心我！都沒事！,,,,,
CloudKid_RAW-0017-Customer,CloudKid_RAW-0017-Customer,"Я просто буду рядом, да? Просто побуду прямо здесь, да.",,"Je reste dans le coin, OK ? Je serai juste là, ouais !","Sono nei paraggi, va bene? Non vado da nessuna parte!","Ich mach einfach mal weiter, ja? Ich bin dann hier drüben, jup.","Estaré por aquí, ¿vale? Solo estaré por aquí, sí.","Voy a dar una vueltita por el lugar, ¿sí? Voy a estar por aquí. Eso.","여기 어디 있을게요, 알았죠? 이쪽에 있을 테니 걱정하지 말아요.",,オレはブラブラしてるし。その辺にいるからさ。うん。,"Vou ficar aqui perto? Vou ficar bem aqui, aham.",俺就到处逛逛，可以吧？就去那边吧，不错。,我就在附近晃晃，好嗎？就在那邊 ，對。,,,,,
CloudKid_RAW-0018-Customer,CloudKid_RAW-0018-Customer,"Ты, эээ, напал на кого-то? Хех, должно быть, это был кто-то очень плохой!","From [0007-Choice]
From [0010-Choice]","Tu as… euh… attaqué quelqu'un ? Ah, c'était sûrement un méchant !","Tu… ehm… hai aggredito qualcuno? Ah, deve essere stato davvero cattivo!","Du, äh, hast jemanden angegriffen? He, muss jemand echt Fieses gewesen sein!","Eh... ¿has atacado a alguien? ¡Ja, tiene que haber sido alguien muy malote!",¿Atacaste a alguien? ¡Ja! ¡Tiene que haber sido alguien bien malote!,"에, 그러니까 누굴 공격했다고요? 하, 진짜 나쁜 놈이었나 보네!",,あんたが…誰かを攻撃したって？ ヘヘ、そりゃ相当悪いヤツなんだろうな！,"Você, ahm, atacou alguém? Heh, devia ser uma pessoa bem ruim!",你啥？打了人？呵，那人肯定是个大坏蛋！,你，呃，攻擊了某人？呵，一定是個大壞蛋！,,,,,
CloudKid_RAW-0019-Choice,CloudKid_RAW-0019-Choice,"Заткнись! Ты понятия не имеешь, о чем говоришь!",,La ferme ! Tu ne sais pas de quoi tu parles !,Stai zitto! Non hai la minima idea di cosa sto parlando!,"Sei still, du! Du hast keine Ahnung, was du da sagst!",¡Cállate! ¡No tienes idea de lo que estás hablando!,¡Cállate! ¡No tienes ni idea de lo que estás diciendo!,닥쳐! 그분에 대해서 뭘 안다고!,,黙れ！ 知ったような口を利くな！,Cala a boca! Você não faz ideia do que está falando!,闭嘴！你真是张口就来！,你閉嘴！你不知道自己在說什麼！,,,,,
CloudKid_RAW-0020-Choice,CloudKid_RAW-0020-Choice,[ничего не говори],,[ne rien dire],[rimani in silenzio],[Sag nichts.],[No decir nada],[No decir nada],[아무 말하지 않기],,[何も言わない],[não dizer nada],[不说话],[什麼都不說],,,,,
CloudKid_RAW-0021-Alta,CloudKid_RAW-0021-Alta,"Она пыталась сказать мне что-то ВАЖНОЕ, а я все испортил!",From [0019-Choice],Elle essayait de me dire quelque chose d'important et j'ai tout détruit !,Stava cercando di dirmi qualcosa di IMPORTANTE e io ho rovinato TUTTO!,"Sie wollte mir was WICHTIGES sagen, und ich hab ALLES kaputtgemacht!",¡Estaba tratando de decirme algo importante y lo he destruido todo!,¡Estaba tratando de decirme algo IMPORTANTE y lo destruí TODO!,"그분은 중요한 이야기를 하려 했는데, 내가 다 망쳐버렸다고!",,彼女は大事なことを伝えようとしたのに、私が何もかもぶち壊したんだ！,Ela estava tentando me dizer algo IMPORTANTE e eu destruí TUDO!,她本来有要事相告，可我把局面弄得一发不可收拾！,她本來想跟我講一件重要的事，但我搞砸了！,,,,,
CloudKid_RAW-0022-Customer,CloudKid_RAW-0022-Customer,"Ого, дружище, я ничего такого не имел в виду! Я.....",,"Waouh, eh, l'amie… je ne voulais rien dire du tout, euh…","Ehi amica, non ti innervosire, non volevo offenderti! Io...","Wow, warte, ich hab's nicht böse gemeint! Ich, äh …","¡Tranqui, colega, no quería decir nada con eso! Yo, eh...","¡Serena, morena! ¡No quise alterarte ni nada! Digo, eh...","어이쿠, 이봐요. 별 뜻 없이 한 말이에요! 난 그냥...",,おいおい、待てって！ オレはそんなつもりじゃ…,"Calma lá, amiga, não quis supor nada! Eu, ahm...",哇，冷静，朋友，俺没想说坏话！俺，呃……,朋友，冷靜點，我沒有惡意！我，呃……,,,,,
CloudKid_RAW-0023-Customer,CloudKid_RAW-0023-Customer,"Знаешь, я просто побуду здесь, ладно? Не беспокойся обо мне, ладно? Попался.",bout is short for about,"Tu sais quoi ? Je bouge pas d'ici, OK ? Te fais pas de bile pour moi, d'accord ?","Sai una cosa? Me ne starò buono senza darti fastidio, va bene? Non preoccuparti per me.","Weißt du was, ich warte einfach hier drüben, okay? Mach dir keinen Kopf um mich, ja? Alles klar.","Estaré por aquí, ¿vale? No te preocupes por mí, ¿vale? Te entiendo.","Voy a estar por aquí, ¿sí? No te preocupes por mí, ¿eh? Todo bien.","자, 난 그냥 이쪽에 있을게요, 알았죠? 신경 쓰지 말고요, 오케이? 됐어요.",,なあ、オレ、その辺をブラブラしてるよ。だから気にしないでくれ。じゃあな？,"Olha só, eu vou ficar ali, tá? Não esquenta comigo, tá? Já saquei.",俺就到那边逛逛，可以吗？不用管俺啊。拜拜。,這樣吧，我就待在那裡，可以嗎？別擔心我，好吼？沒事的。,,,,,
CloudKid_RAW-0024-Alta,CloudKid_RAW-0024-Alta,Что тебе надо?,,Qu'est-ce que tu veux ?,Cosa vuoi?,Was möchtest du?,¿Qué quieres?,¿Qué quieres?,뭘 드릴까요?,,何かいるか？,O que você quer?,你想要什么？,你想要什麼？,,,,,
CloudKid_RAW-0025-Customer,CloudKid_RAW-0025-Customer,............,,............,............,............,............,............,............,,…………,............,............,............,,,,,
CloudKid_RAW-0026-Alta,CloudKid_RAW-0026-Alta,О!,,Oh !,Oh!,Oh!,¡Ah!,¡Ah!,아!,,そんな！,Ah!,哦！,噢！,,,,,
CloudKid_RAW-0027-Customer,CloudKid_RAW-0027-Customer,............,,............,............,............,............,............,............,,…………,............,............,............,,,,,
CloudKid_RAW-0028-Alta,CloudKid_RAW-0028-Alta,"Ну, э-э...",,"Eh bien, euh…","Ecco, uh...","Nun, äh …","Bueno, eh…","Bueno, eh…","저기, 이봐요...",,なあ、ちょっと…,"Bem, ahm...",好吧，呃……,好吧，呃……,,,,,
CloudKid_RAW-0029-Customer,CloudKid_RAW-0029-Customer,............,,............,............,............,............,............,............,,…………,............,............,............,,,,,
