,Key,English_US,Description,French,Italian,German,Spanish_Spain,Spanish_LATAM,Korean,Russian,Japanese,Portuguese_Brazil,Chinese_Simplified,Chinese_Traditional,Polish,Turkish,Swedish,Thai,Arabic
DemonHunter_RAW-0010-Customer,DemonHunter_RAW-0010-Customer,Хорошо.,,OK.,Va bene.,Okay.,Vale.,Está bien.,그래요.,,どうも。,Tá bem.,好的。,好喔。,,,,,
DemonHunter_RAW-0011-Alta,DemonHunter_RAW-0011-Alta,Хорошо.,,OK.,Va bene.,Okay.,Vale.,Está bien.,그래요.,,どうも。,Tá bem.,好的。,好喔。,,,,,
DemonHunter_RAW-0012-Customer,DemonHunter_RAW-0012-Customer,Хорошо.,,OK.,Va bene.,Okay.,Vale.,Está bien.,그래요.,,では。,Tá bem.,好的。,好喔。,,,,,
DemonHunter_RAW-0013-Alta,DemonHunter_RAW-0013-Alta,"Эй там. Мы только что разговаривали, секунду назад.",,"Eh, salut ! On vient de se parler, il y a un instant.","Ehilà. Abbiamo appena parlato, un secondo fa.",Hey. Wir haben uns gerade eben unterhalten.,Hola. Acabamos de hablar hace un segundo.,"Hola. Recién charlamos, ¿recuerdas?","저기, 있잖아요. 방금 얘기 나눴었잖아요.",,やあ、どうも。さっき話したよね。,Olá. A gente conversou há um segundo.,你好呀。我们刚刚说过话。,你好。我們幾秒前才講過話。,,,,,
DemonHunter_RAW-0014-Customer,DemonHunter_RAW-0014-Customer,"Ах да, да. Здравствуйте.",,"Ah, oui. Salut.","Ah, giusto, sì. Ciao.","Oh, stimmt, ja. Hallo.","Ah, sí, cierto. Hola.","Ah, sí, cierto. Hola.","아, 맞아요. 그랬죠. 안녕하세요.",,ああ、そうですね。こんにちは。,"Ah, certo, sim. Olá.",哦，是的，没错。你好。,噢，對，是的。哈囉。,,,,,
DemonHunter_RAW-0015-Alta,DemonHunter_RAW-0015-Alta,"Да, насчет этого.",,"Oui, à propos…","Sì, a proposito…","Ja, was das angeht …","Sí, sobre eso.","Sí, sobre eso...","네, 할 말이 있어서요.",,さっきの話なんだけど…,"Então, voltando ao assunto.",嗯，是这样的。,對，說到這個。,,,,,
DemonHunter_RAW-0016-Choice,DemonHunter_RAW-0016-Choice,"Вы сказали, что не хотите чаю, но это, очевидно, была оговорка.","""slip of the tongue"" means you said the wrong thing","Tu as dit que tu ne voulais pas de thé, mais ta langue a dû fourcher.","Hai detto che non vuoi il tè, ma ho l'impressione che intendessi il contrario.","Du meintest, du willst keinen Tee, aber das war offenbar ein Versprecher.","Dijiste que no querías té, pero está claro que fue un desliz.","Dijiste que no querías té, pero está claro que te equivocaste.",아까 차는 됐다고 하셨는데 혹시 말이 헛나왔나 해서요.,,お茶がいらないっていうのは、あんたの言い間違いだよな。,"Você disse que não queria chá, mas claramente se confundiu.",你刚才说你不想要茶，肯定是嘴瓢了吧。,你說你不想喝茶，但那顯然只是隨口說說。,,,,,
DemonHunter_RAW-0017-Choice,DemonHunter_RAW-0017-Choice,"Давайте не будем ходить вокруг да около: вы пьете чай, и на этом все.","""let's not dance around it"" means ""let's be clear""",On ne va pas tourner autour du pot : tu vas boire du thé sans discuter.,Non giriamoci attorno: berrai un tè e non si discute.,"Reden wir nicht um den heißen Brei herum: Du trinkst Tee, und damit basta.",No le demos más vueltas: vas a tomar té y no vas a poder negarte.,No le demos más vueltas: vas a tomar té y no vas a poder negarte.,단도직입적으로 말할게요. 차 갖다 줄 테니 그냥 마셔요.,,単刀直入に言う。お茶を飲むんだ。異論は認めない。,Não vamos enrolar: você vai tomar um chá e ponto final.,我就不绕弯子了：你想喝茶，不容反驳。,我們就直話直說，你要喝茶，就這樣。,,,,,
DemonHunter_RAW-0018-Customer,DemonHunter_RAW-0018-Customer,Э-э... хорошо... Я не собираюсь вас поправлять...,"These lines are meant to sound unsure, like the person is stumbling over their words
From [0016-Choice]",Euh… c'est-à-dire que… je ne voudrais pas paraître…,Ehm... cioè... non vorrei apparire...,Äh …nun ja … Ich will dich nicht korrigieren …,Eh... bueno... No es mi intención corregirte...,Eh... Bueno... No es mi intención corregirte...,어... 음... 말씀에 반박할 생각은 없지만...,,あの…いえ…お言葉を返すようですが…,Ahm... bem... não queria te corrigir...,呃……好吧……不是说你说得不对……,呃……可是……我不想糾正你……,,,,,
DemonHunter_RAW-0019-Customer,DemonHunter_RAW-0019-Customer,"Но это было то, что я хотел сказать. Я имею в виду, о чае. Не... желая его.",,Mais ma langue n'a pas fourché. Pour le thé… je… je n'en veux pas.,"Ma era proprio quello che volevo dire. Riguardo al tè, intendo. Di non... volerlo.","Aber genau das wollte ich sagen. Über den Tee, meine ich. Dass ich …keinen möchte.","Pero eso era lo que quería decir. Sobre el té, quiero decir... No lo quiero.","Pero eso era lo que quería decir. Sobre el té, digo... No lo quiero.",제대로 말한 게 맞아요. 차에 대한 거 말이에요. 전... 괜찮은 것 같아요.,,さっき言ったことは本当です。お茶のことですが。今は…欲しくないので。,Mas essa era a minha intenção. Em relação ao chá. Não... vou querer.,但我没有嘴瓢。我是说关于喝茶的事。我并不想喝。,但我不是那個意思。我指的是茶。不……不想。,,,,,
DemonHunter_RAW-0020-Customer,DemonHunter_RAW-0020-Customer,"Так что да... думаю, именно это я и сказал. Никакого чая. Спасибо».",,"Alors… oui, c'est ce que j'ai dit, je crois. Pas de thé. Merci.","Quindi sì... è quello che ho detto, credo. Niente tè. Grazie.","Also, ja …das habe ich gesagt, glaube ich. Kein Tee. Danke.",Así que sí... creo que eso es lo que dije. No quiero té. Gracias.,"Así que bueno... Eso es lo que dije, creo. No quiero té. Gracias.",그래서... 아까 말한 게 맞아요. 차는 됐어요. 감사합니다.,,ですから…お断りしたつもりです。お茶は結構ですと。,"Então, sim... foi isso que eu disse, eu acho. Não quero chá. Agradeço.",想想……我应该是那么说的。不想喝茶。谢谢。,對啊……我應該是這麼說的。不要茶。謝謝你。,,,,,
DemonHunter_RAW-0021-Customer,DemonHunter_RAW-0021-Customer,"Э-э... ну... Вообще-то, я.....",From [0017-Choice],Euh… c'est que… en fait…,Uh... ecco... in realtà...,Äh …nun ja … Eigentlich …,"Eh, bueno... En realidad...","Eh, bueno... En realidad...",어... 음... 제가 지금...,,あの…いえ…私は本当に…,Ahm... bem... na verdade...,呃……好吧……其实我……,呃……可是……我其實……,,,,,
DemonHunter_RAW-0022-Customer,DemonHunter_RAW-0022-Customer,"Просто в данный момент я не испытываю жажды. Так что, знаешь, э-э-э...",,"Je n'ai pas très soif pour l'instant. Alors, tu vois, euh…","È solo che non ho molta sete in questo momento. Quindi, sai, ehm...","Es ist nur so, dass ich gerade nicht durstig bin. Also, weißt du, äh …","Es que ahora mismo no tengo mucha sed. Así que, ya sabes...","Es que ahora mismo no tengo mucha sed. Así que, ya sabes...","그다지 목이 마르거나 하지 않아서요. 그래서 말인데, 음...",,今は喉が渇いていないだけなんです。ですから、その…,"É que eu não estou com sede agora. Então, sabe, ahm...",怎么说呢，我现在并不口渴。所以，你懂的，呃……,我現在並不渴。所以，你知道的，呃……,,,,,
DemonHunter_RAW-0023-Customer,DemonHunter_RAW-0023-Customer,Я не буду пить чай прямо сейчас. Да. Спасибо».,,Pas de thé pour moi pour l'instant. Ouais. Merci.,"Niente tè, per me, per adesso. Sì. Grazie.","Kein Tee für mich, im Moment. Ja. Danke.",No quiero té ahora mismo. Sí. Gracias.,No quiero té ahora mismo. Sí. Gracias.,"차는 정말 괜찮아요, 지금은. 그래요. 감사합니다.",,今のところ、お茶は結構です。はい。,"Não quero chá, no momento. É. Agradeço.",我暂时不想喝茶。嗯。谢谢。,現在，不想，喝茶。對。謝謝你。,,,,,
DemonHunter_RAW-0024-Alta,DemonHunter_RAW-0024-Alta,...,,…,...,…,...,...,...,,…,...,……,……,,,,,
DemonHunter_RAW-0025-Alta,DemonHunter_RAW-0025-Alta,"Ты знаешь, через что я сейчас прохожу?",,Tu sais ce qui m'arrive en ce moment ?,Vuoi sapere cosa sto passando in questo periodo?,"Weißt du, was ich gerade durchmache?",¿Sabes por lo que estoy pasando ahora mismo?,¿Sabes por lo que estoy pasando?,"이봐요, 지금 내가 어떤 상황인지 알기나 해요?",,私が今、どんな苦境にいるか、あんたにわかるか？,Você sabe pelo que eu estou passando?,你知道我都经历了什么吗……,你知道我現在處於什麼狀況嗎？,,,,,
DemonHunter_RAW-0026-Customer,DemonHunter_RAW-0026-Customer,Эээ...,,Euh…,Eh...,Äh …,Eh...,Eh...,어...,,それは…,Ahm...,呃……,呃……,,,,,
DemonHunter_RAW-0027-Alta,DemonHunter_RAW-0027-Alta,"Позвольте мне объяснить вам, каким был мой день.:",,Je vais t'expliquer à quoi ressemble ma journée…,Lascia che ti dica cosa mi succede ogni giorno.,"Lass mich dir erzählen, wie mein Tag bisher so lief:",Te explicaré cómo ha sido mi día:,Te voy a contar cómo estuvo mi día hasta ahora...,요즘 내 인생이 어떤지 들어나 봐요.,,どんなにひどい1日だったか説明してやる。,Deixa eu te explicar como está sendo o meu dia:,我来跟你讲讲这几天我都过的是什么日子：,我來解釋我的一天是怎麼過的：,,,,,
DemonHunter_RAW-0028-Choice,DemonHunter_RAW-0028-Choice,"Я теряю сознание каждый раз, когда отправляюсь в лес за помощью.",,Je m'évanouis chaque fois que je vais dans la forêt chercher de l'aide.,Perdo i sensi ogni volta che vado nella foresta per cercare aiuto.,"Ich breche jedes Mal zusammen, wenn ich im Wald nach Hilfe suche.",Me desplomo cada vez que salgo al bosque a buscar ayuda.,Me desplomé cada vez que salí al bosque a buscar ayuda.,도움을 청하러 숲에 갈 때마다 계속 쓰러져서 돌아와요.,,森へ行って助けを求めようとするたび、倒れてしまう。,Eu desmaio sempre que vou pra floresta procurar ajuda.,我每次进森林去求助，就会昏迷倒地。,我只要進到森林中去尋求協助，就會昏倒。,,,,,
DemonHunter_RAW-0029-Choice,DemonHunter_RAW-0029-Choice,"Я не могу носить свой меч, самую ценную вещь, которая у меня есть.",,"Je n'arrive plus à porter mon épée, mon bien le plus précieux.","Non posso sollevare la mia spada, la cosa più importante che possiedo.","Ich kann mein Schwert nicht heben, meinen wichtigsten Besitz.","No puedo llevar mi espada, lo más importante que tengo.","No pude levantar mi espada, que es lo más importante que tengo.",검이 내 인생에서 가장 중요한데 들 수조차 없어요.,,自分の剣を持てない。何より大切な唯一の持ち物なのに。,"Não consigo carregar a minha espada, que é a coisa mais importante que eu tenho.",我的剑是我最重要的东西，我却拿不起来。,我拿不起自己的劍，而這把劍又是最重要的東西。,,,,,
DemonHunter_RAW-0030-Choice,DemonHunter_RAW-0030-Choice,Мне приходится быть вежливым с совершенно незнакомыми людьми.,,Je dois être gentille avec les gens que je ne connais pas.,Devo essere gentile con dei perfetti sconosciuti.,Ich muss nett zu komplett Fremden sein.,Tengo que ser amable con completos desconocidos.,Tuve y tengo que ser amable con gente que no conozco.,난 알지도 못하는 사람을 친절히 대해야 하는 처지예요.,,赤の他人に親切にしなきゃいけない。,Tenho que ser gentil com pessoas totalmente desconhecidas.,我必须对陌生人好声好气地说话。,我必須友善地接待完全不認識的人。,,,,,
DemonHunter_RAW-0031-Customer,DemonHunter_RAW-0031-Customer,"О, мне так жаль, я не знала...","From [0028-Choice]
From [0029-Choice]","Oh, c'est triste, je ne savais pas…","Oh, mi dispiace tanto, non lo sapevo...","Oh, das tut mir leid, ich hatte keine Ahnung …","Oh, lo siento mucho, no lo sabía...","Ah, mil disculpas. No sabía que...","아, 정말 죄송해요. 저는 잘 모르고...",,まあ、それはつらいですね。何も存じ上げず…,"Ah, sinto muito, eu não sabia...",哦，对不起，我不知道……,噢，抱歉，我本來不知道……,,,,,
DemonHunter_RAW-0032-Customer,DemonHunter_RAW-0032-Customer,"О, это... э-э... ужасно?",From [0030-Choice],"Oh, c'est… euh… c'est affreux…","Oh, ed è... ehm... terribile?","Oh, das ist ja …äh …schrecklich?","Oh, eso es... eh... ¿terrible?","Ah, eso es... eh... ¿terrible?","아, 그것... 참... 안됐군요?",,まあ、それは…ひどい…ですか？,"Ah, isso é... ahm... terrível?",哦，那真是……呃……太糟了？,噢，這……呃……很糟嗎？,,,,,
DemonHunter_RAW-0033-Alta,DemonHunter_RAW-0033-Alta,"И теперь я здесь, изо всех сил стараюсь управлять чайным магазином, кто знает, как долго,",,Et je me retrouve ici à essayer de faire tourner un salon de thé pour je ne sais combien de temps.,"E mi ritrovo qui, a cercare di gestire un negozio di tè, chissà per quanto tempo ancora.","Und jetzt bin ich hier draußen und gebe mein Bestes, einen Teeladen zu führen, weiß der Teufel wie lange,","Y ahora estoy aquí haciendo todo lo posible para dirigir una tienda de té, quién sabe durante cuánto tiempo,","Y ahora estoy aquí haciendo todo lo posible para atender una tienda de té, quién sabe durante cuánto tiempo.",그리고 이젠 언제까지가 될지도 모르는 상황에서 이 찻집을 꾸려가려고 애쓰고 있는데,,それで今、こんな所で必死にティーハウスを運営してるんだ。いつ帰れるかもわからずに。,"E agora estou aqui me esforçando ao máximo pra operar uma casa de chá, sabe-se lá por quanto tempo.",而现在我还得竭尽所能地经营一家茶馆，还不知道要经营多久，,然後我現在盡力營運一間茶屋，誰知道要營運多久，,,,,,
DemonHunter_RAW-0034-Alta,DemonHunter_RAW-0034-Alta,и моя единственная обязанность - доставлять чай в руки людей. Вот и все.,,Et tout ce que j'ai à faire c'est d'amener du thé aux gens.,E tutto quello che devo fare è portare il tè alla gente.,"und meine einzige Pflicht ist es, Leuten Tee in die Hand zu drücken. Das ist alles.",y mi única responsabilidad es ofrecer té a la gente. Eso es todo.,Y mi única responsabilidad es ofrecer té a la gente. Ni más ni menos.,내가 맡은 일이라곤 남들에게 차를 따라주는 것뿐이에요. 그게 전부라고요.,,しかも仕事といえば、人にお茶を手渡すこと。それだけだ。,E minha única responsabilidade é colocar chá nas mãos das pessoas. É isso.,我的责任就是把茶送到客人手里。仅此而已。,而我的任務就是泡茶給客人喝。就這樣。,,,,,
DemonHunter_RAW-0035-Customer,DemonHunter_RAW-0035-Customer,"Я есть... Мне жаль, что вам приходится это делать...",,Je… je suis triste pour toi…,Mi... mi dispiace che tu debba farlo...,"Es … Es tut mir leid, dass du das machen musst …",Yo... Siento que tengas que hacer eso...,Lamento... que tengas que hacer eso...,아... 너무 안타까운 일이네요...,,それは…ずいぶん大変ですね…,Eu... eu sinto muito que você tenha que fazer isso...,我……对于你的无奈，我很抱歉……,我……很遺憾你得做這份工作……,,,,,
DemonHunter_RAW-0036-Alta,DemonHunter_RAW-0036-Alta,"Сейчас я приготовлю вам чай, и вы его выпьете, потому что вы в чайной.",,"Alors, je vais te faire du thé et tu vas le boire parce que tu es dans un salon de thé.","Quindi ti preparerò un tè e lo berrai, perché sei in una sala da tè, ed è esattamente quello che si fa qua.","Also mache ich dir jetzt einen Tee und du wirst ihn trinken, weil wir in einem Teeladen sind.","Así que voy a prepararte un té y te lo beberás, porque estás en una tienda de té.",Así que te voy a preparar un té y lo vas a tomar porque estás en una tienda de té.,그러니까 이제부터 차를 만들 테니 손님은 군말 없이 마셔요. 찻집에 왔으면 차를 마시라고요.,,そんなわけで、私がお茶を淹れ、あんたはそれを飲む。ここはティーハウスだからね。,"Então, eu vou fazer um chá pra você, e você vai tomar, porque está numa casa de chá.",我要给你泡杯茶，你必须喝两口，因为你在茶馆里。,所以我要泡杯茶，而你要喝下這杯茶，因為你現在就在茶屋裡。,,,,,
DemonHunter_RAW-0037-Alta,DemonHunter_RAW-0037-Alta,Да? У нас все хорошо?,,OK ? On est d'accord ?,Ci siamo capiti?,Ja? Verstehen wir uns?,¿Vale? ¿De acuerdo?,¿Te parece bien? ¿Estamos de acuerdo?,알았죠? 그렇게 할 거죠?,,どう？ それでいい？,Sim? Combinado?,如何？有意见吗？,好嗎？可以嗎？,,,,,
DemonHunter_RAW-0038-Customer,DemonHunter_RAW-0038-Customer,Ух...,,Euh…,Uh...,Äh …,Eh...,Eh...,어...,,あの…,Ahm...,呃……,呃……,,,,,
DemonHunter_RAW-0039-Customer,DemonHunter_RAW-0039-Customer,Мне жаль... Мне так жаль.,,Je m'excuse… vraiment…,Mi dispiace... mi dispiace tanto.,Tut mir leid … Tut mir sehr leid …,Lo siento... Lo siento mucho.,Perdón... Lo siento mucho.,죄송해요... 정말 죄송해요.,,すみません…本当にすみません。,Me desculpe... me desculpe.,我很抱歉……真的很抱歉。,我很抱歉……真的很抱歉。,,,,,
DemonHunter_RAW-0040-Alta,DemonHunter_RAW-0040-Alta,Для чего?,,Pour quoi ?,Per cosa?,Was tut dir leid?,¿Por qué?,¿Por qué?,뭐가요?,,なんで謝る？,Por quê?,为什么？,為何抱歉？,,,,,
DemonHunter_RAW-0041-Customer,DemonHunter_RAW-0041-Customer,Мне нужно уйти. До свидания. Мне жаль.,,Je dois y aller. Au revoir. Je m'excuse.,Devo andare. Arrivederci. Mi dispiace.,Ich muss weg. Leb wohl. Tut mir leid.,Tengo que irme. Adiós. Lo siento.,Me tengo que ir. Adiós. Perdón.,가봐야겠어요. 잘 있어요. 미안합니다.,,もう行かなくては。失礼します。すみません。,Preciso ir. Tchau. Me desculpe.,我得走了。再见。对不起。,我必須離開了。再會。抱歉。,,,,,
DemonHunter_RAW-0042-Alta,DemonHunter_RAW-0042-Alta,"Что?? Ты не можешь уйти, как же я напою тебя чаем?!",,"Quoi ? Tu ne peux pas partir, comment je vais te donner du thé ?","Che cosa? Non puoi andartene, come faccio a servirti il tè?!","Was? Du kannst nicht weg, wie soll ich dir dann Tee servieren?","¿¿Qué?? No puedes irte, ¿¡cómo te voy a dar té!?",¡¿Qué?! ¡No te puedes ir! ¡¿Cómo te voy a dar el té?!,뭐라고요?? 가긴 어딜 가요. 차를 만들어준다니까?!,,何だって？ それは困る！ お茶を出せないだろ！,"Quê?? Você não pode ir embora, como vou te dar o chá?!",什么？？你不能走，你走了我怎么给你泡茶？！,什麼？？你不能離開，這樣我要怎麼上茶給你喝？！,,,,,
DemonHunter_RAW-0043-Customer,DemonHunter_RAW-0043-Customer,Мне жаль.,,Je m'excuse.,Mi dispiace.,Tut mir leid.,Lo siento.,Perdón.,미안합니다.,,ごめんなさい。,Me desculpe.,抱歉。,抱歉。,,,,,
DemonHunter_RAW-0044-Alta,DemonHunter_RAW-0044-Alta,"О, ты снова вернулся.",,Ah ! Te revoilà !,Oh! Di nuovo qua?,Oh! Du bist wieder da.,¡Ah! Has vuelto otra vez.,¡Ah! Volviste.,아! 돌아오셨네요.,,あんた！ 戻ってきたのか。,Ah! Você voltou.,哦！你回来了。,噢！你回來了。,,,,,
DemonHunter_RAW-0045-Customer,DemonHunter_RAW-0045-Customer,*кхм*,,*hum*,*ehm*,*hüstel*,*ejem*,*ejem*,크흠.,,エヘン。,*ahem*,*咳咳*,*清喉嚨*,,,,,
DemonHunter_RAW-0046-Customer,DemonHunter_RAW-0046-Customer,"Скажите, местные жители! В последнее время вас не беспокоили злые духи?","""malevolent spirits"" means ""evil ghosts or evil magical beings""","Dis-moi, citoyenne ! Aurais-tu été dérangée par des esprits malveillants récemment ?","Dimmi, abitante di questo posto! Sei stata infastidita dagli spiriti maligni di recente?","Sag mir, einheimische Bürgerin! Haben dich in letzter Zeit böswillige Geister gequält?","¡Di, ciudadana local! ¿Te han preocupado últimamente los espíritus malévolos?","¡Dime, estimada ciudadana! ¿Los espíritus malévolos te tienen algo preocupada?","안녕하십니까, 마을 주민분! 최근 혹시 악령 때문에 골치 아픈 일은 없었는지요?",,どうも、この町の方ですね！ 最近、気づいたら悪霊に悩まされていたりしませんか？,"Olá, me diga uma coisa: espíritos malévolos têm te incomodado recentemente?",乡亲们，说说看！大家最近是否被恶灵困扰？,當地居民，我有事相問！請問你最近是否有被惡靈騷擾？,,,,,
DemonHunter_RAW-0047-Customer,DemonHunter_RAW-0047-Customer,"Действительно, демоны, кажется, чаще, чем когда-либо, преследуют нас каждую минуту бодрствования. Трагедия!",,"Car, en effet, et plus que jamais, il semble qu'en ce moment les démons viennent hanter nos moindres instants. Une tragédie !","Oggi più che mai, i demoni sembrano perseguitare ogni minuto della nostra giornata. Una vera tragedia!",Tatsächlich scheinen Dämonen mehr denn je unser Leben zu verdüstern. Eine Tragödie!,"De hecho, más que nunca, los demonios parecen acechar cada minuto que estamos despiertos. ¡Es una tragedia!","Porque, a decir verdad, los demonios parecen estar más inquietos y acechantes que nunca. ¡Qué tragedia!",그 어느 때보다도 악령이 기승을 부리는 요즘입니다. 정말 안타까운 일이죠!,,そう、もはや真っ昼間にも、かつてないほどの魔物が闊歩しているようです。なんという悲劇！,"Sim, mais do que nunca, demônios parecem assombrar o tempo todo. Uma tragédia!",确实，魔灾似乎愈演愈烈，无时无刻困扰着大家。真是悲剧！,惡魔的確越來越常在我們清醒的時候肆虐。真慘！,,,,,
DemonHunter_RAW-0048-Customer,DemonHunter_RAW-0048-Customer,Наверняка в вашем родном городе вы тоже замечали обилие незаконных явлений.,"""unlawful apparitions"" means ""ghosts who aren't allowed to be there""","Tu as toi aussi sûrement remarqué, en ces lieux mêmes, une recrudescence d'apparitions illégales.",Sicuramente avrai notato l'abbondanza di apparizioni illecite nel tuo villaggio.,Sicher hast du in deiner eigenen Stadt schon die Vielfalt ungesetzlicher Erscheinungen bemerkt.,Seguro que en tu propia ciudad también has notado la abundancia de apariciones ilegítimas.,Seguro que en tu propia ciudad también pudiste notar la abundancia de apariciones ilegítimas.,주민분도 마을에서 배덕한 유령의 출몰을 자주 경험했을 텐데요.,,もちろんあなたの町にも、おびただしい数の亡霊がいることにお気づきでしょう。,"Certamente, na sua cidade você também percebeu a abundância de aparições ilegais.",大家在镇子里肯定也目睹了大量幽灵为非作歹。,你一定也在你居住的這座城鎮注意到大量胡作非為的靈體吧。,,,,,
DemonHunter_RAW-0049-Choice,DemonHunter_RAW-0049-Choice,Что происходит? Что ты делаешь?,,Qu'est-ce qui se passe ? Qu'est-ce que tu fais ?,Che succede? Cosa stai dicendo?,Was ist los? Was treibst du denn?,¿Qué pasa? ¿Qué estás haciendo?,¿Qué pasa? ¿Qué estás haciendo?,무슨 일이에요? 지금 뭐 하는 거죠?,,急にどうした？ 何をしてるんだ？,O que está acontecendo? O que você está fazendo?,这是怎么了？你在做什么？,怎麼回事？你在做什麼？,,,,,
DemonHunter_RAW-0050-Choice,DemonHunter_RAW-0050-Choice,"Ого, это правда! Я замечала призраков!",,"Waouh, c'est exact ! J'ai remarqué des apparitions !","Sì, è vero! Ho notato delle apparizioni!","Wow, das stimmt! Ich HABE Erscheinungen bemerkt!","¡Vaya, es verdad! ¡Sí que he notado apariciones!","¡Cierto, es verdad! ¡Sí que vengo notando apariciones!","세상에, 어떻게 알았어요? 정말 유령이 있더라고요!",,ああ、そのとおり！ 確かに亡霊に気づいたよ！,"Nossa, é verdade! Eu percebi aparições mesmo!",哇，可不是嘛！我真的看到了幽灵！,哇喔，真的！我的確有注意到靈體！,,,,,
DemonHunter_RAW-0051-Customer,DemonHunter_RAW-0051-Customer,"Когда я говорю, что у тебя все хорошо-","they are trying to say ""you are in good fortune"" but stopping mid sentence
From [0049-Choice]
From [0050-Choice]","Alors, je dis que tu es entre de bonnes-",Allora dico che sei capitata…,"Dann sage ich dir, du hast–",Entonces estás de...,Entonces estás de...,그렇다면 선생님은 정말-,,でもご安心を。あなたはツイて…,"Então eu digo, você tem so...",那么听我说，大家时来运转——,那我要說，你——,,,,,
DemonHunter_RAW-0052-Customer,DemonHunter_RAW-0052-Customer,...подожди… что будет дальше?..,,… attends… et ensuite ?,...aspetta... cosa viene dopo...?,Moment …was kommt jetzt …?,Mmm... Un momento... ¿Qué viene después?...,Mmm... Un momento... ¿Qué viene después?...,"...잠깐, 다음이 뭐더라...?",,…待って…次は何だっけ…？,Espera... como que continua...?,……等会……接下来该说什么……？,……等一下……我接下來要說什麼？,,,,,
