,Key,English_US,Description,French,Italian,German,Spanish_Spain,Spanish_LATAM,Korean,Russian,Japanese,Portuguese_Brazil,Chinese_Simplified,Chinese_Traditional,Polish,Turkish,Swedish,Thai,Arabic
Ren_RAW-0018-Customer,Ren_RAW-0018-Customer,"Конечно, теперь я ясно вижу! Ещё один воин, как и я, здесь, в лесу!",,"Bien sûr, c'est clair maintenant ! Une autre guerrière, comme moi, ici, dans cette forêt !","Certo, ora lo vedo chiaramente! Una guerriera proprio come me, qui, nella foresta!","Natürlich, es ist ganz augenscheinlich! Noch ein Krieger, wie ich selbst, hier im Wald!","¡Por supuesto, ahora lo veo claramente! ¡Otro guerrero, como yo, aquí en el bosque!","¡Por supuesto! ¡Ahora lo veo con total claridad! ¡Una guerrera que comparte mi espíritu de combate, justo aquí en el bosque!","맞아요, 이제 분명히 알겠어요! 이런 숲속에서 같은 전사분을 만나다니!",,ああ、ハッキリわかるぞ！ こんな森の中に自分と同じ戦士がいるとはな！,"Claro, vejo claramente agora! Outra guerreira, como eu, aqui na floresta!",没错，我现在看明白了！没想到，除我之外，这森林里还有一位战士！,沒錯，我不會看走眼的！這片森林中竟然有跟我一樣的戰士！,,,,,
Ren_RAW-0019-Customer,Ren_RAW-0019-Customer,"Это судьба свела нас вместе, да? Несомненно, это так.",,"Est-ce le destin qui nous réunit ? Oui, certainement.",È il destino che ci unisce. Ne sono sicuro.,"Es ist das Schicksal, das uns zusammenführt, ja? Sicher ist es das.","Es el destino lo que nos une, ¿no? Seguro que sí.","Es el destino lo que medió para que nuestros caminos se cruzaran, ¿no? Seguro que sí.",이거 정말 운명 아닙니까? 그렇죠? 틀림없습니다.,,ここで出会えたのは運命だ。そうに違いない。だろ？,"É o destino que nos une, sim? Claro que é.",真是命中注定的邂逅，不是吗？当然如此。,這是命運的安排，對吧？一定是的。,,,,,
Ren_RAW-0020-Customer,Ren_RAW-0020-Customer,"Пожалуйста, расскажите мне историю о сражении! Я хочу знать о вашем пути и ваших силах.",,"S'il te plaît, raconte-moi une histoire de combat ! Je veux connaître ton voyage et tes forces.","Per favore, raccontami di qualche tuo combattimento! Ho l'ardente desiderio di scoprire il tuo passato e conoscere i tuoi punti di forza.","Bitte, erzähl mir eine Geschichte vom Kampf. Ich will von deiner Reise und deinen Stärken hören.","¡Por favor, cuéntame una historia de combate! Me gustaría conocer tu trayectoria y tus puntos fuertes.","¡Por favor, cuéntame una historia de combate! Me gustaría conocer tu trayectoria y tus puntos fuertes.",이렇게 만났으니 무용담 좀 들려주세요! 그동안의 전투 이력이나 능력도 알고 싶습니다.,,ぜひ戦いの話を聞かせてくれ！ あんたの歩んできた道や強さを知りたい。,"Por favor, me conte uma história de combate! Desejo conhecer sua jornada e suas forças.",拜托了，请和我分享一次战斗的经历吧！我想了解你的经历和你的力量。,請跟我分享戰鬥故事！我想了解你的冒險和實力。,,,,,
Ren_RAW-0021-Alta,Ren_RAW-0021-Alta,Ну...,,Eh bien…,Ecco...,Nun …,Bueno…,"Bueno, pues…",사실...,,私は…,Bem...,好吧……,嗯……,,,,,
Ren_RAW-0022-Choice,Ren_RAW-0022-Choice,Я непобедим в бою.,,Je suis invaincue au combat.,Non sono mai stata battuta durante un combattimento.,Ich bin im Kampf unbesiegt.,Estoy invicta en la batalla.,Estoy invicta en la batalla.,난 싸움에서 진 적이 없는 전사예요.,,戦いでは負け知らずだ。,Estou invicta em batalha.,我未尝一败。,我從未輸過。,,,,,
Ren_RAW-0023-Choice,Ren_RAW-0023-Choice,Раньше я был непобедим в бою.,,J'étais invaincue au combat.,Non ero mai stata battuta durante un combattimento.,Ich war mal im Kampf unbesiegt.,Solía estar invicta en la batalla.,Solía estar invicta en la batalla.,난 과거에 난 싸움에서 진 적 없는 전사였어요.,,以前は戦いでは負け知らずだった。,Eu era invicta em batalha.,我曾经未尝一败。,我以前從未輸過。,,,,,
Ren_RAW-0024-Customer,Ren_RAW-0024-Customer,Правда? Ни одного поражения? Как долго вы сражаетесь?,From [0022-Choice],Vraiment ? Aucune défaite ? Tu combats depuis combien de temps ?,Veramente? Imbattuta? Da quanto tempo combatti?,Wirklich? Keine Niederlagen? Wie lange kämpfst du schon?,¿De verdad? ¿No te han derrotado nunca? ¿Cuánto tiempo llevas luchando?,¿De verdad? ¿Nunca fuiste derrotada? ¿Cuánto tiempo llevas luchando?,정말입니까? 패한 적이 없어요? 경력이 얼마나 되시는데요?,,本当か？ 無敗だと？ いつから戦ってるんだ？,Verdade? Nenhuma derrota? Há quanto tempo você luta?,真的？从没输过？你做战士有多久了？,真的？百戰百勝？你當戰士多久了？,,,,,
Ren_RAW-0025-Alta,Ren_RAW-0025-Alta,Примерно тринадцать лет. Три из них я периодически работал наёмником.,,Presque treize ans. Dont trois de ces années comme mercenaire.,"Tredici anni, più o meno. Di cui tre da mercenaria.","Seit dreizehn Jahren, so in etwa. Drei davon hab ich immer mal Söldnerarbeit gemacht.","Trece años, más o menos. Pasé tres de ellos siendo también mercenaria.","Trece años, más o menos. Pasé tres de ellos siendo también mercenaria.",대충 13년 정도. 그중 3년은 용병 일도 병행했어요.,,ちょうど13年になる。そのうち3年は傭兵の仕事も引き受けたりしていた。,"Treze anos, mais ou menos. Eu passei três desses anos fazendo alguns bicos de mercenária.",十三年左右吧。其中有三年在断断续续地当佣兵。,大概十三年。其中三年斷斷續續接了一些傭兵工作。,,,,,
Ren_RAW-0026-Alta,Ren_RAW-0026-Alta,Но последние восемь лет были только турнирными боями на Боевой Арене.,"""Combat Arena"" is the name for a place where professional fighting is held, like a boxing arena or a colosseum","Mais pendant les huit dernières années, je n'ai fait que des tournois dans l'arène de combat.",Ma gli ultimi otto anni ho solo partecipato ai tornei nell'arena di combattimento.,Aber in den letzten acht Jahren war ich immer bei Turnierkämpfen in der Kriegerarena.,Pero los últimos ocho años fueron solo peleas de torneo en la arena de combate.,Pero los últimos ocho años fueron solo peleas de torneo en la arena de combate.,하지만 지난 8년은 전투 아레나에서 시합만 하며 지냈죠.,,でも、この8年間は大会の試合だけだ。闘技場で戦ってる。,Mas os últimos oito anos foram todos lutas de torneio na Arena de Combate.,但过去八年都是在竞技场里打比赛。,但後來的八年都在鬥技場參加戰鬥比賽。,,,,,
Ren_RAW-0027-Customer,Ren_RAW-0027-Customer,"А, да, я помню своё первое поражение. Поучительное время.",From [0023-Choice],"Ah, oui… je me souviens de ma première défaite. Ce fut une leçon.","Ah, sì, ricordo la mia prima sconfitta. Mi è servita di lezione.","Oh ja, ich erinnere mich gut an meine erste Niederlage. Ein lehrreicher Moment.","Ah, sí, recuerdo mi primera derrota. Fue educativa.","Ah, sí, recuerdo mi primera derrota. Fue educativa.","그래요, 저도 처음 패했던 기억이 나는군요. 배움의 시간이었습니다.",,ああ、わかるよ。俺も初めての敗北は忘れない。多くを学んだ。,"Ah, sim, eu posso me lembrar da minha primeira derrota. Um momento educativo.",啊，是的，我还记得自己的第一次失利。让我受益良多。,啊，沒錯，我記得自己初次戰敗的那一刻。發人深省。,,,,,
Ren_RAW-0028-Alta,Ren_RAW-0028-Alta,"Ну, я не то чтобы проиграл, это больше похоже на...",,"En fait, je n'ai pas vraiment perdu. C'est plutôt que…",In realtà non ho perso davvero. Direi piuttosto...,"Nun, ich habe nicht wirklich verloren, es war eher …","Bueno, en realidad no perdí, es más como...","Bueno, en realidad no perdí... Más bien fue...","그게, 말 그대로 패했다기보다는...",,私の場合は敗北というより、むしろ…,"Bem, eu não perdi de verdade, é mais...",与其说说我真的输了，不如说是……,嚴格說來，我沒有敗下陣來，比較像是……,,,,,
Ren_RAW-0029-Alta,Ren_RAW-0029-Alta,"Хорошо, это странный вопрос: вы когда-нибудь внезапно теряли свою силу без видимой причины?",,"Bon, tu vas trouver que c'est une question étrange mais… t'est-il jamais arrivé de perdre ta force sans raison apparente ?",Ti vorrei fare una domanda strana: ti è mai capitato di perdere improvvisamente la forza senza una ragione apparente?,"Okay, das ist eine seltsame Frage, aber: Hast du jemals ohne offensichtlichen Grund deine Kraft verloren?","Vale, esta es una pregunta extraña: ¿alguna vez te has quedado de repente sin fuerzas sin razón aparente?","A ver, esta es una pregunta rara: ¿alguna vez te quedaste sin fuerzas de repente y sin razón alguna?","음, 이상한 질문 하나 할게요. 혹시 뚜렷한 이유 없이 갑자기 힘을 잃어본 적 있어요?",,なあ、ちょっと変なことを聞くが、これといった理由もなく、いきなり力を失ったことはあるか？,"Certo, essa é uma pergunta estranha: você já perdeu repentinamente sua força sem motivo aparente?",好吧，这个问题可能有点怪：你有没有那种，无缘无故突然失去力量的经历？,好，我有個奇怪的問題：你是否曾經莫名其妙地突然失去力量？,,,,,
Ren_RAW-0030-Alta,Ren_RAW-0030-Alta,Как будто она просто... покинула вас?,,Comme si elle… elle te quittait…,Come se in un certo senso la forza... ti avesse abbandonato?,So als hätte sie dich …verlassen?,¿Como si simplemente... te abandonaran?,¿Como si... abandonaran tu cuerpo así nada más?,꼭 힘이 나를... 떠나버린 기분?,,ただパタッと…力が抜けたように。,Como se ela tivesse simplesmente... te abandonado?,就像力量不知怎么地就……流失了？,就好像……力量離開了自己？,,,,,
Ren_RAW-0031-Customer,Ren_RAW-0031-Customer,"Хм, это мне незнакомо. Я никогда не чувствовал отрыва от своей силы.",,"Hum… non, ça ne me dit rien. Je ne me suis jamais senti déconnecté de ma puissance.",Non mi è mai successo di sentirmi disconnesso dalla mia forza.,"Mmh, das ist mir unbekannt. Ich habe nie die Verbindung zu meiner Kraft verloren.","Mmm, no me ha pasado. Nunca me he sentido desconectado de mi poder.",Mmm... No es algo que me haya pasado. Nunca me sentí desconectado de mi poder.,"흐음, 잘 모르겠습니다. 제힘에서 단절된 기분을 느껴본 적은 없어요.",,ふうん、俺には覚えがないな。力が湧かないと感じたことは一度もない。,"Hmm, desconheço essa sensação. Nunca me senti desconectado do meu poder.",唔，这对我来说很陌生。我从未有过与自身力量脱节的感受。,嗯，我沒體驗過。我沒體驗過失去力量的感覺。,,,,,
Ren_RAW-0032-Alta,Ren_RAW-0032-Alta,О...,,Ah…,Oh...,Oh …,Oh...,Ah...,그래요...,,そうか…,Ah...,哦……,噢……,,,,,
Ren_RAW-0033-Alta,Ren_RAW-0033-Alta,"Думаю, я могу рассказать вам об этом. Я провёл последние восемь лет, участвуя в турнирных боях на Боевой Арене.",,Je crois pouvoir t'en parler. J'ai passé les huit dernières années à faire des tournois dans l'arène de combat.,Credo di potertelo raccontare. Ho trascorso gli ultimi otto anni partecipando ai tornei nell'arena di combattimento.,"Ich denke, dir kann ich das erzählen. Ich habe die letzten acht Jahre an Turnierkämpfen in der Kriegerarena teilgenommen.",Supongo que puedo contarte más. He pasado los últimos ocho años haciendo peleas de torneos en la arena de combate.,"Bueno, supongo que puedo contarte. Me pasé los últimos ocho años peleando en torneos en la arena de combate.",어쨌든 내 경험을 이야기하자면... 지난 8년은 전투 아레나에서 시합만 하며 지냈어요.,,あんたなら話してもいいよ。この8年間は大会の試合に出てたんだ。闘技場で戦ってた。,Acho que posso te contar. Passei os últimos oito anos em lutas de torneio na Arena de Combate.,那我可以给你说说。过去八年我都在竞技场里打比赛。,那我或許可以跟你分享。後來的八年，我都在鬥技場參加戰鬥比賽。,,,,,
Ren_RAW-0034-Customer,Ren_RAW-0034-Customer,...,,…,...,…,...,...,...,,…,...,……,……,,,,,
Ren_RAW-0035-Customer,Ren_RAW-0035-Customer,...подождите... нет...,,… attends… non…,… Aspetta... ma no...,…Warte …nein …,Un momento...,Un momento...,...잠깐... 설마...,,…待てよ…まさか…,Espera... não...,……等等……不会吧……,……等一下……不會吧……,,,,,
Ren_RAW-0036-Customer,Ren_RAW-0036-Customer,...,,…,...,…,...,...,...,,…,...,……,……,,,,,
Ren_RAW-0037-Customer,Ren_RAW-0037-Customer,...{{Alta}}?,,… {{Alta}} ?,… {{Alta}}?,…{{Alta}}?,¿{{Alta}}?,¿{{Alta}}?,...{{Alta}} 님입니까?,,…{{アルタ}}？,...{{Alta}}?,……{{Alta}}？,……{{Alta}}？,,,,,
Ren_RAW-0038-Alta,Ren_RAW-0038-Alta,"Простите, мы знакомы?",,"Je suis désolée, on se connaît toi et moi ?","Scusa, ci conosciamo?","Entschuldige, kennen wir uns?","Perdona, ¿nos conocemos?","Perdón, ¿nos conocemos?",미안하지만 우리가 아는 사이던가요?,,ごめん、知り合いだった？,"Desculpe, mas a gente se conhece?",抱歉，我们认识吗？,抱歉，我們認識嗎？,,,,,
Ren_RAW-0039-Customer,Ren_RAW-0039-Customer,Вы воин {{Alta}}? Это вы?,,Tu es la guerrière {{Alta}} ? C'est bien toi ?,"Sei {{Alta}}, la guerriera? Sei davvero tu?",Bist du die Kriegerin {{Alta}}? Bist du das?,¿Eres la guerrera {{Alta}}? ¿Eres tú?,¿Eres la guerrera {{Alta}}? ¿Eres tú?,전사 {{Alta}} 님 맞아요? 정말 그런 거예요?,,あんた、戦士{{アルタ}}だろ？ 本物か？,Você é a guerreira {{Alta}}? É você?,你是那个叫{{Alta}}的战士？真的是你吗？,你是戰士{{Alta}}嗎？就是你嗎？,,,,,
Ren_RAW-0040-Alta,Ren_RAW-0040-Alta,"Эм, да.",,Euh… oui.,Uh… sì.,"Äh, ja.","Eh, sí.","Eh, sí.","음, 그런데요.",,ああ、そうだけど。,"Ahm, sim.",呃，是的。,呃，是的,,,,,
Ren_RAW-0041-Customer,Ren_RAW-0041-Customer,...боже мой...,"""My heavens"" is an expression meaning ""how incredible""",… incroyable…,… Incredibile...,… Meine Güte…,Dios mío...,Cielo santo...,...맙소사...,,…信じられない…,Pelos céus...,……我的天呐……,……天啊……,,,,,
Ren_RAW-0042-Customer,Ren_RAW-0042-Customer,БОЖЕ МОЙ!! В каком прекрасном и удивительном мире мы живём!,,INCROYABLE !! Nous vivons dans un monde beau et plein de surprises !,INCREDIBILE! Ma come è piccolo e pieno di sorprese il mondo!,MEINE GÜTE! In was für einer schönen und überraschenden Welt wir doch leben!,¡¡¡Increíble!!! ¡Qué mundo tan hermoso y sorprendente en el que vivimos!,¡INCREÍBLE! ¡Qué mundo tan hermoso y sorprendente en el que vivimos!,이런 맙소사!! 이 세상은 참으로 아름답고 놀라운 곳이로군요!,,すごいぞ！ なんて美しく驚きに満ちた世界に生きてるんだ、俺たちは！,PELOS CÉUS!! Que mundo lindo e surpreendente que vivemos!,我的老天啊！！世界可真是奇妙又充满惊喜！,天啊！！這世界充滿美麗的驚喜！,,,,,
