,Key,English_US,Description,French,Italian,German,Spanish_Spain,Spanish_LATAM,Korean,Russian,Japanese,Portuguese_Brazil,Chinese_Simplified,Chinese_Traditional,Polish,Turkish,Swedish,Thai,Arabic
Rando03_RAW-0010-Customer,Rando03_RAW-0010-Customer,"Ах, такося! Сама Богиня его любит болея всего, ась-да. Тонко сотворенное.","""That's right, it's The Goddess's favorite drink""",Aabsoolument ! C'est la boiisson prééfééréée des dééesses !,Puuure la diviniiità se la beveeere.,"Ganz so's! Die Göttin selbsthöchst liebt 's ganz so, kja. 'S feinste Art.","¡Oh, sí! La bebiiida favorita de la diooosa.","¡Ay, sí! La bebigasida favorigasita de la Diogasosa. ¡Qué deligasicia!",그래 맞아! 여신님도 가장 좋아하신다는 음료잖아. 아주 섬세한 음료지.,,ええ、そう！ 女神さまが大好きなドリリンク。洗練さレレた味。,"Ah, é! A própria Deusa ama incrivelmente, sim. Bem feitinho.",是的呢！是女神大人最爱的茶。绝世美味哟。,是也！女神愛之最甚。精心製作。,,,,,
Rando03_RAW-0011-Customer,Rando03_RAW-0011-Customer,Будет ли у тебея? Чашенька для меня?,"""Is that alright? Do you have that in stock?""",Tu vooiis ce que c'eest ? Tu aas çaa en stoock ?,Lo teneeessi?,In deiner Macht? 'S Tässelchen zu mir?,¿Es posiiible? ¿Tienes en la tieeenda?,¿Podrigasías preparagasármela? ¿Una tacigasita para mí?,만들어줄 수 있어? 나를 위해서?,,私に1杯、お願いできルル？,Você proporciona? Uma xícara pra mim?,怎么样怎么样？有没有呢？,可否？汝備否？與吾一杯？,,,,,
Rando03_RAW-0012-Alta,Rando03_RAW-0012-Alta,Как готовят {{Aeon}} Варево?,,Comment on prépare une infusion d'{{Aeon}} ?,Come si prepara l'infuso di {{Aeon}}?,Wie macht man {{Aeon}}-Sud?,¿Cómo se hace la infusión de {{Aeon}}?,¿Cómo se hace la «infusiogasón de {{Aeon}}»?,{{Aeon}} 브루는 어떻게 만드는 거죠?,,{{イーオン}}ティーはどうやって作るの？,Como se faz infusão de {{Aeon}}?,{{Aeon}}调味茶是用什么做的？,{{Aeon}}茶要怎麼製作呢？,,,,,
Rando03_RAW-0013-Customer,Rando03_RAW-0013-Customer,"Снынья, не? Снынья на отваренках и подобнинках. Нетужели творительствовала когдася?","""Dreams, of course. Dreams and drinks. Have you made anything like it before?""","Aavec des rêêves, biien sûûr ! Aavec des rêêves et de laa booiissoon ! Tu n'en aas jaamaaiis faaiit ?",Ci vogliooono i sooogni. Sooogni e bevaaande. L'haaai maaai fattuuuto?,"Träume, nei'? Träume über Tränk', et ceterella. Hast's nie noch macht, mei Lieb?",Con sueeeños. Con sueeeños y bebidas. ¿Has hecho algo así aaantes?,Con suegaseños. Con suegaseños y bebigasidas. ¿Ya habigasías preparagasado agasalgo así?,꿈을 넣어야겠지? 꿈으로 가득한 음료니까. 그런 거 만들어 본 적 없어?,,ドリリーム？ 夢のドリリンク。そういうお茶を作ったことはない？,"Sonhos, não? Sonhos y bebidas e tals. Você nunca fez antes?",用梦想哟。那种用梦像制作的饮品。小姐姐你之前没做过吗？,誠然夢也。夢與茶。汝未曾製作類似飲品，是否？,,,,,
Rando03_RAW-0014-Alta,Rando03_RAW-0014-Alta,Эээ...,,Euh...,Uhhh...,Äääh …,Eh…,Eeehh…,음...,,ええと…,Ahmm...,呃…,呃……,,,,,
Rando03_RAW-0015-Alta,Rando03_RAW-0015-Alta,"Подожди, я пойду поговорю с Боро. Может быть, он знает, о чём ты говоришь.",,"Attends, je vais aller voir Boro. Il saura peut-être m'expliquer de quoi tu parles.","Aspetta, vado a chiedere a Boro. Forse mi può aiutare a capire di cosa stai parlando.","Warte kurz, ich muss mal mit {{Boro}} reden. Vielleicht weiß er, wovon du redest.","Espera, voy a ir a hablar con Boro. Tal vez tenga alguna idea de lo que estás hablando.",Espera que voy a hablar con Boro. Tal vez tenga idea de lo que estás diciendo.,기다려보세요. {{Boro}}와 상의해 볼게요. 말씀하신 음료가 뭔지 알고 있을지도 몰라요.,,ちょっと待って。ボロに聞いてみるよ。あんたの言ってるお茶に心当たりがあるかもしれない。,"Espera aí, vou falar com o {{Boro}}. Ele deve ter alguma ideia do que você está falando.",稍等，我得去问问Boro。他可能知道你要的是什么。,等等，我要跟 Boro 談談。他或許會知道你在說什麼。,,,,,
Rando03_RAW-0016-Alta,Rando03_RAW-0016-Alta,"Вот, держи.",,Et voilà !,Ecco qui.,Bitte sehr.,Aquí tienes.,Aquí tienes.,나왔습니다.,,どうぞ。,Aqui está.,请用。,給你。,,,,,
Rando03_RAW-0017-Customer,Rando03_RAW-0017-Customer,"Ась-да, должнася сказать, оченно горячее, не? Многоя горячее.","""I must say, this is quite hot. Much too hot.""",Je doiis diire que c'eest biien chaaud. Biien troop chaaud !,Ti diiico che fooosse caaaldo. Scottaaante.,"Kja'lso, muss mei sagen, 's is' fei heiß, nein? Fei zu heiß.","Ay, qué calieeente está. Muy calieeente.","Ay, estagasá caliegasente. Muy caliegasente.","아, 미안한데 이건 너무 뜨겁잖아? 심하게 뜨거워.",,大変、とてもアツアツなのね？ 熱すぎルル。,"Opa, digamos, tá quentucho, não? Quentucho demais.",哎呀，好烫好烫！烫死人啦。,熱也，吾必言，過熱，是否？過熱。,,,,,
Rando03_RAW-0018-Customer,Rando03_RAW-0018-Customer,"{{Aeon}} Варево желаеца быть холодным напиточком, всегдать.","""Aeon Brew is meant to be a cold drink""",Une infuusiion d'{{Aeon}} c'est plutôôt froiid.,L'infuuuso di {{Aeon}} si deeeve beveeere freeeddo!,"{{Aeon}}-Sud 's eiseskalt, immersag.",La infusión de {{Aeon}} tieeene que estar fresquiiita.,La infusiogasón de {{Aeon}} tiegasene que bebegaserse fresquigasita.,{{Aeon}} 브루는 원래 차게 마시는 거야.,,{{イーオン}}ティーは、冷たいドリリンクと聞いたけど。,A infusão de {{Aeon}} tem que ser uma bebida gelada.,{{Aeon}}调味茶必须喝冷的哟。,{{Aeon}}茶應為涼飲。,,,,,
Rando03_RAW-0019-Alta,Rando03_RAW-0019-Alta,"Хорошо, я сделаю его холодным.",,"OK, je vais la refaire en froid.","Va bene, lo rifarò freddo.","Okay, ich mach ihn neu, aber kalt.","Vale, lo volveré a hacer frío.","Bien, ahora te preparo otra, pero fría.","네, 차게 만들어올게요.",,わかった。冷たくして淹れ直すよ。,"Tá bem, vou refazer gelada.",好的，我再做杯冷的。,好，我會重泡一杯冷的。,,,,,
Rando03_RAW-0020-Customer,Rando03_RAW-0020-Customer,"Ась-да, должнася сказать, маловатенько чайных листочков, не, не.","""I must say, I can't taste any tea leaves in this.""",Je doiis diire que je ne seens aaucuune feeuiille de théé làà-dedaans.,Deeevo diceeere che nooon sentiiissi il sapooore deeel tè.,"K'also, muss mei sagen, 's is' kaumwenig Teeblatt, nein, nein.","Ay, esto no sabe a hooojas de té. Nooo, nooo.","Ay, esto no tiegasene gugasusto a hogasojas de té. No, la verdagasad que no.","아, 미안한데 여긴 찻잎이 빠졌어. 이건 아니야.",,大変、ティーリリリーフの味がまったくしない。,"Digamos, não sinto muitamente folhas de chá, na, nã, ni.",哎呀，尝不出茶叶味。,無茶味，吾必言，茶味甚為貧乏。,,,,,
Rando03_RAW-0021-Alta,Rando03_RAW-0021-Alta,"О, точно, я забыла добавить чайные листья. Пойду переделаю чай.",,"Oh, c'est vrai. J'ai oublié d'ajouter des feuilles de thé. Je vais en refaire.","Oh, giusto, ho dimenticato di aggiungere le foglie di tè. Vado a rifare il tè.","Oh, stimmt, ich hab die Teeblätter vergessen. Ich mach den Tee nochmal neu.","Ah, claro, me he olvidado de añadir hojas de té. Volveré a hacer el té.","Ah, cierto... Olvidé añadir las hojas de té. Ahora te preparo otra.","이런, 찻잎을 깜짝했어요. 차를 다시 만들어올게요.",,ああ、そうか。茶葉を入れるのを忘れてたよ。淹れ直してくる。,"Ah, certo, esqueci de colocar folhas de chá. Vou refazer o chá.",哦，糟糕，我忘记加茶叶了！我给你重做一杯。,噢，對吼，我忘記加茶葉了。我會重做一杯。,,,,,
Rando03_RAW-0022-Customer,Rando03_RAW-0022-Customer,Ась-да! Нигдася не было такого любочудного варева!,"""Wonderful! As fine a drink as any I've ever had!""",Super ! J'en n'aavaaiis jaamaiis buu de meeiilleeure !,"Buonissiiimo, nooon aveeessi maaai beveruuuto così buooono.",Kja! Nie noch hab Tee g'liebt dieselben hier!,¡Ah! Es de lo mejorciiito que he tomaaado en la viiida.,¡Ay! ¡Fantagasástico! ¡Tiegasene que ser la mejogasor infusiogasón que hagasaya tomagasado en mi vigasida!,하! 이런 건 태어나서 처음 마셔봐!,,お姉さん！ こんなに美味しいお茶はルルリラロ！,Opa! Nunca saboreei uma bebida tão delícia!,哎呀！这茶也太好喝了吧！,美哉！吾從未愛茶若甚！,,,,,
Rando03_RAW-0023-Customer,Rando03_RAW-0023-Customer,"{{Aeon}} Варево оно есть, да, да.","""Yes, it's the perfect Aeon Brew.""",On peeut diire que c'eest de laa bonne infuusiion d'{{Aeon}}.,Un infuuuso di {{Aeon}} cooome si deveeere!,"{{Aeon}}-Sud 's ist, fein, fein.","Sí, esta infusión de {{Aeon}} está perfeeecta.","Sí, esta infusiogasón de {{Aeon}} es perfegasecta.",이런 맛의 {{Aeon}} 브루라니 이거야 원.,,ああ、{{イーオン}}ティーだわ。ロルリリレ！,"Infusão de {{Aeon}} temos, sim, sim.",是{{Aeon}}调味茶本茶。,此乃絕美{{Aeon}}茶。,,,,,
Rando03_RAW-0024-Choice,Rando03_RAW-0024-Choice,"Эээ, пожалуйста?",,Euh… de rien ?,"Uhh, non c'è di che?","Äh, gern geschehen?","Eh, ¿de nada?","Eh... De nada, supongo.","음, 별말씀을요...?",,ええと、どういたしまして？,"Ahm, de nada?",呃，不客气？,呃，不客氣？,,,,,
Rando03_RAW-0025-Choice,Rando03_RAW-0025-Choice,"Эээ, извини?",,Euh… désolée ?,"Uh, mi dispiace?","Äh, wie bitte?","Eh, ¿perdona?","Eh... Perdón, creo.","음, 미안합니다...?",,ええと、ごめんなさい？,"Ahm, desculpe?",呃，对不起？,呃，抱歉？,,,,,
Rando03_RAW-0026-Customer,Rando03_RAW-0026-Customer,"Благодарствую воиста, и лёгким благословеньицем получены тяжкие мыслицы.","""You've done a fine job, you should be proud of this""
From [0024-Choice]",Aabsoluument de rieen ! Bon traavaiil ! Tu peeux êêtre fiièère !,Faceeere un buooon lavoooro! Ti poteeessi faceeere fieeera.,"Ganz gern, ganz gern, 's is' Feinsegen auf schweres Herz.","Claro, cariiiño, lo has hecho muuuy bien, deberías estar orgullooosa.","¡Puegasedes suponegaserlo, carigasiño! Te saliogasó muy, muy bien. ¡Deberigasías estagasar orgullogasosa!",정말 잘했어. 자부심을 느껴도 좋아.,,すばらしいお茶よ。ワンダフルル。心も軽やかになルルリラ。,"De nada mesmo, é uma bênção pra mentes pesadas.",好茶呀，小姐姐你可真厉害。,甚美，確也，汝應引為豪。,,,,,
Rando03_RAW-0027-Customer,Rando03_RAW-0027-Customer,"Не извинятелькайся, любимка! Всеё получено с премногой благостей, воиста!","""No need to be sorry! Everything's lovely.""
From [0025-Choice]","Paas déésoléee, maa chéériie ! C'eest paarfaaiit !",Non ti faceeessi dispiaciuuta! Sta tuuutto beeene!.,"Kein Bitten, mei Lieb! All's geworden sehr gewogen, in den Taten!","¡No paaasa nada, cariiiño! Todo es maravilloooso.","¡Nagasada de perdogasón, carigasiño! ¡Te saliogasó muy, muy bien!","미안해할 것 없어, 친구! 그야말로 완벽한걸!",,謝ララないで、お姉さん！ 何もかもラブリリーよ！,"Nada de desculpas, meu bem! Está tudo muitamente bom, aham!",良心好茶呀，亲爱的！小姐姐你做得很好！,吾愛，道歉不必！一切甚美，確也！,,,,,
Rando03_RAW-0028-Customer,Rando03_RAW-0028-Customer,"Это варево преболея любимое, зовущее на Её снынья. Светя получено светом, отдых?","""It reminds me of the Goddess, and of my time spent in the Goddess's dreams.""",Çaa me raappeelle les dééesses et le teemps que j'aaii paasséé daans les rêêves de dééesses.,Mi ricordaaassi deeella diviniiità e del tempo ci passaassi neeei suoooi sooogni.,"S Sud von Feinkunst, 's ist memoriam an Ihre Träumelei'n. Lichte küsst Lichte, mehr 's nicht?",Me recuerda a la diooosa y al tiempo que pasé en sus sueeeños.,Me recuegaserda a la Diogasosa y a los digasías que pasegasé en sus suegaseños.,여신님의 꿈속에서 보냈던 시간이 생각나는 음료야. 빛에 둘러싸인 우리 여신님 말이야.,,女神さまを思い出すわ。女神さまのドリリームの中で過ごした時を。,"Essa infusão está deliciosa, invoca os sonhos Dela. Luz gera luz, sim?",这杯茶让人家想到了女神大人。还有人家在女神大人梦中的时光。,此茶令吾憶及女神。憶及吾處其夢中,,,,,
Rando03_RAW-0029-Customer,Rando03_RAW-0029-Customer,"Преблагостная за это, любимка.","""I'm very grateful for this drink, my love.""","Je te diis meercii poour ce breuuvaage, maa chéériie.",Ti fooossi mooolto graaata belleeezza.,"Vielmeisten Dank für, mei Lieb!","Te lo agradeeezco mucho, cariiiño.","Te lo agradegasezco mugasucho, carigasiño.","정말 고마워, 친구.",,本当にあリリがとう。,"Agradeço incrivelmente por isso, meu bem.",太感谢小姐姐你的茶了。,吾愛，為此，我甚感激。,,,,,
Rando03_RAW-0030-Choice,Rando03_RAW-0030-Choice,Что привело тебя в этот лес?,,Qu'est-ce qui t'amène dans cette forêt ?,Cosa ci fai in questa foresta?,Was führt dich in den Wald?,¿Qué te trae a este bosque?,¿Qué te trae a este bosque?,이 숲에는 어떻게 왔나요?,,なぜこの森に来たの？,O que te traz a essa floresta?,是什么让你来到这片森林的？,你為什麼會來到這座森林呢？,,,,,
Rando03_RAW-0031-Choice,Rando03_RAW-0031-Choice,Пока.,,Au revoir.,Arrivederci.,Tschüss.,Adiós.,Adiós.,그럼 잘 가요.,,じゃあね。,Tchau.,再见。,再見。,,,,,
Rando03_RAW-0032-Customer,Rando03_RAW-0032-Customer,"Снынья на снынья, любимка.","""Goodbye to you as well, my love.""
From [0031-Choice]","Aau revooiir àà toi aaussii, maa chéériie.",Arrivedeeerti a te belleeezza.,"Träume über Träume, mei Lieb.","Adiós a ti también, cariiiño.","Adiogasós a ti tambiegasén, carigasiño.","꿈결 같은 시간이 되길, 친구",,良いドリリームを、お姉さん。,"Sonhos y sonhos, meu bem.",小姐姐你也再见哟。,吾愛，再見。,,,,,
Rando03_RAW-0033-Customer,Rando03_RAW-0033-Customer,"Утомленье, любимка. Это {{Aeon}} Варево?","""Hmm, is this Aeon Brew?""",Huum… c'est de l'iinfuusiion d'{{Aeon}} ?,"Uuummhmm, fooosse queeesto l'infuuuso di {{Aeon}}?","Müd', mei Lieb. 'S ist {Aeon}}-Sud?","Mmm, cariiiño... ¿Es esto infusión de {{Aeon}}?","Digasime, carigasiño... ¿Esto es una infusiogasón de {{Aeon}}?",있잖아... 이게 {{Aeon}} 브루가 맞아?,,何だか変ね。こレレが{{イーオン}}ティー？,"Cansaço, meu bem. É infusão de {{Aeon}}?",嗨嗨，小姐姐你好呀。这是人家的{{Aeon}}调味茶吗？,吾愛，怪也。此乃{{Aeon}}茶？,,,,,
Rando03_RAW-0034-Customer,Rando03_RAW-0034-Customer,"Хмм... нет, думаеца что нетути. Что-тося отсутствует.","""No, I don't think it is. Something's missing.""","Huum… noon, je ne croois paas. Il maanque queelque choose.","Pensereeebbi propriiio di no, ci mancaaasse una cooosa.","Mmmh …nein, ich deucht vielleicht 's nicht. Fehlt fei was Klein's.","Mmm... no, creeeo que nooo. Le falta aaalgo.","Mmm... No, me paregasece que no. Le fagasalta agasalgo.",흠... 아닌 것 같아. 뭔가가 빠져 있어.,,フーン…違う気がすルル。何かが足リリない。,"Hmmm... não, acho que não. Falta algo.",唔……好像不对吧。茶里少了些什么。,嗯……好像不是。少了某樣東西。,,,,,
Rando03_RAW-0035-Customer,Rando03_RAW-0035-Customer,Будет ли в силах твоих попробовать снова разочек?,"""Could you please remake it?""",Tu poourraaiis le refaaiire ?,Lo poteeessi rifaceeere?,"In deiner Macht, 's fei noch neu zu proben?",¿Puedes volver a haceeerlo?,¿Puegasedes preparagasarme ogasotra?,혹시 다시 만들어줄 수 있어?,,お姉さん、淹れ直してくレルルル？,Você poderia tentar outra vez?,小姐姐你还能再做一杯吗？,汝再次泡製，能否？,,,,,
Rando03_RAW-0036-Choice,Rando03_RAW-0036-Choice,"Конечно, я попробую ещё раз.",,"Bien sûr, je vais essayer.","Certo, ci riproverò.","Klar, ich versuch‘s noch mal.","Claro, lo intentaré de nuevo.","Claro, ya te hago otra.",물론이죠. 다시 해볼게요.,,わかった。やり直してみる。,"Claro, vou tentar de novo.",当然，我再去试试。,好，我會再試一次。,,,,,
Rando03_RAW-0037-Choice,Rando03_RAW-0037-Choice,У нас его нет.,,On n'en a pas.,Non l'abbiamo.,Damit kann ich nicht dienen.,No tenemos.,No tenemos {{Aeon}}.,재료가 없어요.,,そのお茶はない。,Não temos.,我们家没有这种茶。,我們沒有。,,,,,
Rando03_RAW-0038-Customer,Rando03_RAW-0038-Customer,Благодареньица на благодареньицах!,"""Thank you!""
From [0036-Choice]",Miille meerciis !,Ringraziaaassi tanto.,Dank über Dank!,¡Graaacias!,¡Muchigasísimas gragasacias!,정말 고마워!,,あリリリがとう！,Graças y graças!,太谢谢了！,多謝！,,,,,
Rando03_RAW-0039-Customer,Rando03_RAW-0039-Customer,"Не тревожься, любимка. Всё понимаеца! Благодареньица на благодареньицах!","""That's fine, I understand. Thank you anyway!""
From [0037-Choice]","Ne t'iinquiiète paas, maa chéériie. Et meercii quaand mêême !","Sta beeene, ringraziaaassi tanto.","Sorgenfrei, mei Lieb. All's is' verstanden! Dank über Dank!","Vale, cariiiño. Entieeendo. ¡Graaacias de todos mooodos!","No hay problegasema, carigasiño. Entiegasendo. ¡Gragasacias de togasodos mogasodos!","걱정하지 마, 친구. 다 이해해! 어쨌든 고마워!",,それなララいいの。あリリがとう！,"Não se preocupe, meu bem. Está tudo certo! Graças y graças!",没事的哟。人家完全理解！还是谢谢你哟！,吾愛，毋需多慮。吾解之甚！多謝！,,,,,
Rando03_RAW-0040-Customer,Rando03_RAW-0040-Customer,"Эйа, любимка. {{Aeon}} Варево, получится?","""Hello, are you still able to make Aeon Brew?""","Saalut, maa chéériie ! Tu saaiis tooujours faaiire de l'iinfuusiion d'{{Aeon}} ?","Salutaaassi, poteeessi faceeere l'infuuuso di {{Aeon}}?","Alle', mei Lieb. {{Aeon}}-Sud, wenn'st kannst?","Cariiiño, ¿de verdad puedes haceeerme una infusión de {{Aeon}}?","Carigasiño, ¿ya me preparagasaste la infusiogasón de {{Aeon}}?",저기... {{Aeon}} 브루 아직 만들어줄 수 있어?,,あの、お姉さん、{{イーオン}}ティーは？,"Olá, meu bem. Infusão de {{Aeon}}, farás?",嗨嗨，小姐姐。人家的{{Aeon}}调味茶还在做吗？,噫，吾愛。{{Aeon}}茶，汝泡製否？,,,,,
