,Key,English_US,Description,French,Italian,German,Spanish_Spain,Spanish_LATAM,Korean,Russian,Japanese,Portuguese_Brazil,Chinese_Simplified,Chinese_Traditional,Polish,Turkish,Swedish,Thai,Arabic
Birdperson_RAW-0010-Customer,Birdperson_RAW-0010-Customer,"Знаете, моя дорогая, удовольствие от чая зависит от эстетики ничуть не меньше, чем от вкуса!",,"Tu sais, ma chère, tout le plaisir du thé vient largement autant de son esthétique que de son goût !","Dovresti sapere, mia cara, che il piacere del tè deriva dalla sua estetica tanto quanto dal suo gusto!","Weißt du, mein Liebling, das Schöne am Teetrinken beruht auf der Ästhetik ebenso wie auf dem Geschmack!","Ya sabes, querida, ¡la satisfacción del té proviene tanto de su estética como de su sabor!","¡Como sabrás, querida, la satisfacción del té proviene tanto de su estética como de su sabor!",선생님도 잘 아시다시피 차를 마실 때의 만족감은 미각뿐 아니라 심미감에서도 오는 법이거든요!,,そうとも、お嬢さん。お茶の満足度というのは、味はもちろん、その美学から生まれるものですからね！,"Sabe, meu bem, a satisfação do chá vem de sua estética tanto quanto de seu gosto!",小姐姐，茶艺之妙既在于其滋味，也在于其外观！,親愛的，我跟你說，茶必須兼具美感與滋味，才能令人滿足！,,,,,
Birdperson_RAW-0011-Customer,Birdperson_RAW-0011-Customer,"Призрачный плод действительно приобретает поразительный окрас при изменении, вы не согласны?",,"Le fruit fantôme prend vraiment une couleur étonnante quand on le modifie, tu ne trouves pas ?","Il frutto Fantasma assume un colore davvero sorprendente quando viene modificato, non sei d'accordo anche tu?","Geisterfrüchte nehmen eine erstaunliche Farbpalette an, wenn man sie verändert, nicht wahr?","Sin duda, la fruta fantasma adquiere un patrón de color llamativo cuando se modifica, ¿no te parece?","Sin dudas, la fruta fantasma adquiere un patrón de color llamativo cuando se modifica, ¿no te parece?",고스트 열매는 색을 바꿀 때 정말 빼어난 색상으로 변모하지 않나요?,,ゴーストフルーツは色を変えると、目を見張るような彩りになる。そうでしょう？,"A fruta fantasma assume um padrão de cores impressionante quando alterada, não concorda?",幽灵果变异后的色彩实在赏心悦目，你说对吗？,鬼果的顏色經過改變後的花樣相當動人，你不覺得嗎？,,,,,
Birdperson_RAW-0012-Customer,Birdperson_RAW-0012-Customer,"Хм... чего же я хочу? Обычный Призрачный плод? Или тот, что с изменёнными цветами...?",,Hum… qu'est-ce que je vais prendre ? Le fruit fantôme classique ? Ou celui avec les autres couleurs… ?,Hmm... cosa desidero di più? Un frutto Fantasma normale? O quello con i colori scambiati...?,Mmh …Welche möchte ich? Die gewöhnliche Geisterfrucht? Oder die in ungewöhnlichen Farben …?,Mmmm... ¿qué quiero? ¿La fruta fantasma normal? ¿O la que tiene otros colores...?,Mmm... ¿Cuál me gustaría pedir? ¿La fruta fantasma normal o la que tiene otros colores?...,흐음... 어느 쪽이 좋을까? 일반적인 고스트 열매? 아니면 색을 바꾼 것...?,,ふうむ…どちらがいいだろう？ 普通のゴーストフルーツか、色を変えたものか…,Hmm... qual você quer? A fruta fantasma normal? Ou uma com cores diferentes...?,唔……该选哪种呢？普通幽灵果？还是色彩变异的……？,嗯……哪個好呢？一般的鬼果？還是另類顏色的鬼果呢……？,,,,,
Birdperson_RAW-0013-Customer,Birdperson_RAW-0013-Customer,"О, давайте оба! Да, почему бы и нет! Пусть будут оба!",,"Ah, allons-y pour les deux ! Et pourquoi pas ?! Je vais prendre les deux !","Ma certo, scelgo entrambi! Sì, perché no! Voglio entrambi!","Oh, wir nehmen einfach beides! Ja, warum nicht! Beides soll es sein!","¡Ah, vamos con las dos! ¡Sí, por qué no! ¡Ponme las dos!","¡Vamos con las dos, pues! ¡Sí, por qué no! ¡Ambas serán!","그래, 둘 다로 하죠! 안 될 게 뭐 있어요! 둘 다 넣어주세요!",,そうだ、両方にしよう！ それがいい！ 両方で決まりです！,"Ah, vamos com as duas! Sim, por que não? Serão as duas!",哦，干脆两种都要！对啊，有何不可！就这两个吧！,噢兩個都要！對啊，有何不可！就兩個一起來吧！,,,,,
Birdperson_RAW-0014-Alta,Birdperson_RAW-0014-Alta,"Ладно, значит, ваш заказ: лавандовый чай с обычным И цветоизменённым Призрачным плодом? Это всё?",,"OK, donc tu commandes un thé à la lavande avec un fruit fantôme normal ET un aux couleurs inversées ? C'est bien ça ?",Quindi il tuo ordine è un tè alla lavanda con un frutto Fantasma normale e un frutto Fantasma con colori scambiati. Giusto?,"Gut, du möchtest also Lavendeltee mit normaler UND farbgetauschter Geisterfrucht? Ist das alles?","De acuerdo, ¿entonces tu pedido es té de lavanda con fruta fantasma normal y con colores intercambiados? ¿Está bien así?","Bien, entonces tu pedido es té de lavanda con una fruta fantasma normal y una fruta fantasma con colores cambiados. ¿Está bien así?","자, 그러니까 일반 고스트 열매와 색이 바뀐 고스트 열매를 넣은 라벤더 차를 주문하시는 거죠? 그게 다인가요?",,わかった。じゃあ注文は、普通のと色替えのゴーストフルーツを入れたラベンダーのお茶だね？ それでいい？,"Certo, então seu pedido é chá de lavanda com fruta fantasma normal E com cores trocadas? Isso?",好的，您点是薰衣草茶，加幽灵果和异色幽灵果？是吗？,好，所以你點了一杯薰衣草茶，搭配一般鬼果，還有變色過的鬼果？還有嗎？,,,,,
Birdperson_RAW-0015-Customer,Birdperson_RAW-0015-Customer,"Изумительно, буду с нетерпением ждать.",,"Magnifique, je l'attends avec impatience.","Superbo, lo aspetterò con ansia.","Ausgezeichnet, ich warte voll Ungeduld.","Exquisito, lo estaré esperando con ansias.",Está perfecto. Aguardo esa exquisitez con mucho entusiasmo.,완벽해요. 멋진 차가 나오기만을 기다릴게요.,,極上のお茶ですな。楽しみに待っていましょう。,"Perfeito, estarei esperando ansiosamente.",精准无误，期待品尝。,好極了，我將熱切等待。,,,,,
Birdperson_RAW-0016-Customer,Birdperson_RAW-0016-Customer,"Великолепно, благодарю.",,"Splendide, merci.","Splendido, grazie.","Wundervoll, danke sehr.","Espléndido, gracias.",Espléndido. Gracias.,훌륭해요. 고맙습니다.,,すばらしい、ありがとう。,"Esplêndido, agradeço.",好极了，多谢。,真好，謝謝你。,,,,,
Birdperson_RAW-0017-Customer,Birdperson_RAW-0017-Customer,"Послушайте, моя дорогая, хочу заметить, что этот напиток чрезвычайно прохладный!",,"Pour être honnête, très chère, ce breuvage est totalement tiède !","Mia cara, devo dire che questa bevanda è assolutamente tiepida!","Nun, mein Liebling, ich muss sagen, dieses Getränk scheint äußerst lauwarm zu sein!","Bien, querida, debo indicar que esta bebida parece estar completamente tibia.","Querida, debo informarte que esta bebida parece estar del todo tibia.","저기요 선생님, 솔직히 이 음료는 너무 미지근하네요!",,おやおや、お嬢さん、このお茶はすっかり冷めているようですな！,"Então, meu bem, preciso dizer, essa bebida parece incrivelmente morna!",小姐姐，我必须吐槽两句，这杯茶看来快凉了！,親愛的，我必須說，這杯茶的溫度不夠燙呀！,,,,,
Birdperson_RAW-0018-Customer,Birdperson_RAW-0018-Customer,"Я настаиваю, чтобы его переделали, в этот раз как следует, на более высоком уровне тепла.",,"J'insiste pour qu'il soit refait, et correctement cette fois, à une température beaucoup plus élevée.","Insisto affinché venga rifatta come si deve, ad una temperatura molto più elevata.","Ich muss darauf bestehen, dass es neu zubereitet wird, und zwar ordentlich, mit ausreichend Hitze.","Insistiré en que se vuelva a preparar, esta vez correctamente, a un nivel de calor mucho más alto.","Insisto en que se vuelva a preparar, esta vez de forma correcta, a un nivel de calor mucho más alto.",이번에는 훨씬 센불로 가열해서 제대로 다시 만드셔야겠어요.,,残念だが、淹れ直してもらえますかな？ 今度はしっかりと加熱していただきたい。,"Vou ter que insistir que seja refeita, corretamente desta vez, com um nível de calor muito mais alto.",我严正要求重做，麻烦你来一杯好好的热茶。,我堅持你必須重泡一杯，而且要好好地泡，茶水的溫度要夠高。,,,,,
Birdperson_RAW-0019-Customer,Birdperson_RAW-0019-Customer,"Именно гордость за своё ремесло возвышает нас как кустарей! Пожалуйста, никогда не забывайте об этом.",,C'est la fierté du travail bien fait qui fait de nous des artisans ! Tu ne dois jamais l'oublier.,È l'orgoglio di un lavoro ben eseguito che fa l'artigiano! Non lo dimenticare mai.,"Es ist der Stolz auf die eigene Arbeit, die uns zu Meistern macht! Bitte vergiss das nie.","¡Es el orgullo por el propio oficio lo que nos eleva como artesanos! No lo olvides, por favor.","¡Es el orgullo por el propio oficio lo que eleva nuestra labor artesanal! No lo olvides, por favor.",기술의 완성은 장인의 자존심입니다! 절대로 잊지 마시길.,,自らの技に誇りがあればこそ、職人として高みを目指せるのですぞ！ ゆめゆめ、お忘れなきように。,"É o orgulho em nossa profissão que nos eleva como artesãos! Por favor, nunca se esqueça disso.",匠人之所以为匠人，当以自身手艺为傲！请将些准则谨记于心。,以自己的手藝為豪，才能蛻變為達人！千萬別忘囉。,,,,,
Birdperson_RAW-0020-Customer,Birdperson_RAW-0020-Customer,"Послушайте, дорогуша, хочу заметить, что этот напиток, похоже, заварили вовсе без чайных листьев.",,"Pour être honnête, très chère, on dirait qu'aucune feuille de thé n'a été infusée pour faire ce breuvage !","Mia cara, devo dire che questa bevanda sembra essere stata preparata senza foglie di tè.","Nun, mein Liebling, ich muss sagen, dieses Getränk scheint ohne Teeblätter zubereitet worden zu sein.","Querida, debo indicar que esta bebida parece haber sido elaborada sin hojas de té.","Querida, debo informarte que esta bebida parece haber sido elaborada sin hojas de té.","저기요 선생님, 솔직히 이 음료는 찻잎 없이 끓인 것 같군요.",,おやおや、お嬢さん、このお茶には茶葉がまったく入っていないようですな。,"Então, meu bem, preciso dizer, essa bebida parece ter passado por infusão sem qualquer folha de chá.",小姐姐，我必须吐槽两句，这杯茶似乎尝不出茶叶的味道。,親愛的，我必須說，這杯茶好像不是用茶葉泡出來的。,,,,,
Birdperson_RAW-0021-Customer,Birdperson_RAW-0021-Customer,"Я настаиваю, чтобы его переделали, на этот раз как следует, используя сушёные листья.",,"J'insiste pour qu'il soit refait, et correctement cette fois, en utilisant des feuilles séchées.","Insisto affinché venga rifatta a regola d'arte, utilizzando foglie essiccate.","Ich muss darauf bestehen, dass es neu zubereitet wird, und zwar ordentlich, mit getrockneten Blättern.","Insistiré en que se vuelva a preparar, esta vez correctamente, utilizando hojas secas.","Insisto en que se vuelva a preparar, esta vez de forma correcta, y que utilices hojas secas.",이번에는 말린 찻잎을 사용해서 제대로 다시 만드셔야겠어요.,,残念だが、淹れ直してもらえますかな？ 今度は乾燥した茶葉をしっかりと入れていただきたい。,"Vou ter que insistir que seja refeita, corretamente desta vez, com folhas secas.",我严正要求重做，用茶叶泡一杯好茶。,我堅持你必須重泡一杯，且必須好好地泡，請使用乾燥茶葉。,,,,,
Birdperson_RAW-0022-Customer,Birdperson_RAW-0022-Customer,"Именно гордость за своё ремесло возвышает нас как кустарей! Пожалуйста, никогда не забывайте об этом.",,C'est la fierté du travail bien fait qui fait de nous des artisans ! Tu ne dois jamais l'oublier.,È l'orgoglio di un lavoro ben eseguito che fa l'artigiano! Non lo dimenticare mai.,"Es ist der Stolz auf die eigene Arbeit, die uns zu Meistern macht! Bitte vergiss das nie.","¡Es el orgullo por el propio oficio lo que nos eleva como artesanos! No lo olvides, por favor.","¡Es el orgullo por el propio oficio lo que eleva nuestra labor artesanal! No lo olvides, por favor.",기술의 완성은 장인의 자존심입니다! 절대로 잊지 마시길.,,自らの技に誇りがあればこそ、職人として高みを目指せるのですぞ！ ゆめゆめ、お忘れなきように。,"É o orgulho em nossa profissão que nos eleva como artesãos! Por favor, nunca se esqueça disso.",匠人之所以为匠人，当以自身手艺为傲！请将些准则谨记于心。,以自己的手藝為豪，才能蛻變為達人！千萬別忘囉。,,,,,
Birdperson_RAW-0023-Customer,Birdperson_RAW-0023-Customer,"Дорогуша, это образец качественного приготовления чая!",,"Ma chère, c'est l'image parfaite d'une préparation d'un thé de qualité !","Mia cara, è l'immagine perfetta della preparazione del tè di qualità!","Mein Liebling, das ist Teezubereitung wie aus dem Bilderbuch!","Querida, ¡es la imagen perfecta de la preparación de té de calidad!","¡Querida, es la imagen perfecta de la preparación de té de calidad!","이야 선생님, 고급스러운 차 제조의 정석을 보여주시는군요!",,ほう、美味なお茶を淹れる準備は万全ですな！,"Meu bem, essa é a imagem perfeita da preparação de chá de qualidade!",小姐姐，这才是茶艺制作的完美再现！,親愛的，準備優質茶飲的景像真是完美。,,,,,
Birdperson_RAW-0024-Customer,Birdperson_RAW-0024-Customer,"Разве вы не видите, как наслоение цветов Призрачного плода повышает статус чая?",,Tu ne vois pas comme les différentes couches de couleurs du fruit fantôme donnent toute sa dimension à ce thé ?,Non vedi come la stratificazione dei colori del frutto Fantasma eleva il prestigio del tè?,"Siehst du nicht, wie die Schichtung der Geisterfruchtfarben den Tee besonders macht?",¿No ves cómo las capas de colores de la fruta fantasma elevan el estatus del té?,¿No ves cómo las capas de colores de la fruta fantasma elevan el estatus del té?,고스트 열매의 색상이 레이어링 되면서 차의 수준 자체가 한층 높아진 것 보이시나요?,,ゴーストフルーツの色とりどりの層が、お茶の品格を上げると思いませんか？,Você não vê como as camadas das cores da fruta fantasma elevam o status do chá?,你有没有发现，幽灵果那层次分明的色彩使这杯茶的水准上升到了新高度？,鬼果的顏色層次提把茶昇華了，你有注意到嗎？,,,,,
Birdperson_RAW-0025-Customer,Birdperson_RAW-0025-Customer,"Подобные детали бесценны, вы проделали изумительную работу. Мои глубочайшие комплименты!",,"De tels détails sont inestimables, tu as fait un travail fantastique. Tous mes compliments !","Tali dettagli hanno un valore inestimabile, hai fatto un lavoro meraviglioso. Ti porgo i miei complimenti!","Details wie dieses sind unschätzbar wertvoll, du hast tolle Arbeit geleistet. Mein höchstes Kompliment!","Detalles como este no tienen precio, has hecho un trabajo maravilloso. ¡Mis más sinceras felicitaciones!",Detalles como este no tienen precio. Hiciste un trabajo maravilloso. ¡Mis más sinceras felicitaciones!,이런 디테일이 명품을 만드는 법. 놀라운 일을 해내셨습니다. 진심으로 찬사를 보냅니다!,,こういう細部こそが物を言うのです。貴方はすばらしい仕事をした。心から称賛しますぞ！,"Detalhes como esse são inestimáveis, você fez um trabalho incrível. Meus mais profundos parabéns!",细微之处见功夫，阁下手艺当真了得。我佩服得五体投地！,這樣的細節無比珍貴，你做得非常好。我由衷的讚美！,,,,,
Birdperson_RAW-0026-Customer,Birdperson_RAW-0026-Customer,"Разумеется, будет уместно, если я вознагражу вас за труды, не так ли?",,"Il est bien sûr normal que je te récompense pour ton travail, non ?",Ovviamente questo eccellente lavoro deve essere ricompensato.,"Es ist natürlich nur angemessen, dich für deine Arbeit zu entlohnen, nicht wahr?","Ni que decir tiene que es apropiado que te compense por tu trabajo, ¿no?","Ni hablar de que es más que apropiado que te compense por tu trabajo, ¿no?",이런 노고에 보상하는 건 당연한 일이겠죠?,,貴方の仕事ぶりに見合うだけの何がしかをお返しするのが当然でしょうな。,"Obviamente é adequado que eu te compense pelo seu trabalho, não?",能品尝到这样的神级大作，再怎么打赏都不为过，对吧？,我應該要犒賞你的辛勞，對吧？,,,,,
Birdperson_RAW-0027-Customer,Birdperson_RAW-0027-Customer,Поэтому я предлагаю вам самую ценную плату из всех: совет!,,"Alors, je vais t'offrir la plus grande rétribution qui soit : un conseil !",Perciò ti offro il pagamento più prezioso di tutti: un consiglio!,Darum biete ich die die wertvollste aller Bezahlungen an: einen Ratschlag!,Por eso te ofrezco el pago más valioso de todos: ¡un consejo!,Por eso te ofrezco el pago más valioso de todos: ¡un consejo!,세상에서 가장 값진 것으로 보상하겠습니다. 바로 제 조언이요!,,それでは何よりも価値のあるものを授けましょう。ワガハイからの助言ですぞ！,"Portanto, te ofereço o pagamento mais valioso de todos: um conselho!",所以我想给您这世间最宝贵的报酬：一条建议！,所以，我將用最珍貴的東西當作酬勞一則建議！,,,,,
Birdperson_RAW-0028-Choice,Birdperson_RAW-0028-Choice,Какая радость.,,"Oh, super.","Oh, fantastico.","Oh, supi.","Ah, qué bien.","Ah, qué bien.",이렇게 기쁠 수가.,,あー、いいね。,"Ah, meu santo.",好的呀。,真好。,,,,,
Birdperson_RAW-0029-Choice,Birdperson_RAW-0029-Choice,Не надо.,,Non.,No...,Lass es.,"No, por favor.","No, por favor.",됐어요.,,遠慮する。,Não precisa.,不必了。,別啊。,,,,,
Birdperson_RAW-0030-Customer,Birdperson_RAW-0030-Customer,"Ну-ну, дорогуша, воротить нос от мудрого совета совсем не подобает.",From [0029-Choice],"Alors là, ma chère, il est plus qu'inconvenant d'ignorer un conseil plein de sagesse.","Mia cara, non è opportuno storcere il naso davanti a una saggezza donata.","Na, na, mein Liebling, es ziemt sich nicht, die Nase über weisen Rat zu rümpfen.","Vaya, querida, es muy impropio despreciar la sabiduría de los sabios.","Pero querida, es muy impropio despreciar la sabiduría de quienes dominan el arte del conocimiento.","저런, 선생님. 현자의 지혜를 외면하는 것만큼 어리석은 일은 없어요.",,おやおや、お嬢さん、賢明な助言を鼻であしらうとは、ずいぶんと不作法ですな。,"Ora, ora, meu bem, é muito inadequado virar a cara para a sabedoria profunda.",小姐姐，对圣人之言嗤之以鼻有失礼节。,親愛的，拒絕他人的建言是很失禮的。,,,,,
Birdperson_RAW-0031-Customer,Birdperson_RAW-0031-Customer,"Вот мой совет, который я вам даю:",From [0028-Choice],Et voici donc le conseil que je te donne :,Ecco il consiglio che ti offro:,Hier ist also mein Hinweis für dich:,Este es el consejo que te ofrezco:,Este es el consejo que te ofrezco:,"자, 그럼 조언을 시작할게요.",,では、ワガハイから助言を授けましょう。,Eis o conselho que ofereço a você:,我给出的建议是：,以下就是我給你的建議：,,,,,
Birdperson_RAW-0032-Customer,Birdperson_RAW-0032-Customer,*кхм*,,*hum*,*ehmm*,*hüstel*,*ejem*,*ejem*,에헴.,,エッヘン。,*ahem*,*咳咳*,*清喉嚨*,,,,,
Birdperson_RAW-0033-Customer,Birdperson_RAW-0033-Customer,"«Вам следует постараться замедлиться, чтобы замечать красоту жизни!»",,"""Tu devrais t'efforcer de ralentir de façon à remarquer la beauté de la vie !""","""Dovresti sforzarti di rallentare, così da notare la bellezza della vita!""","„Bemühe dich um Langsamkeit, damit du das Schöne des Lebens siehst!","""¡Deberías esforzarte en ir más despacio para que puedas observar la belleza de la vida!"".",«¡Deberías esforzarte en ir más despacio para que puedas observar la belleza de la vida!».,"""느리게 가려고 노력해야 인생의 아름다움을 발견할 수 있습니다!""",,“人生の美しさに気づくために、努めて歩みを緩めるべし！”,"""Você deve se esforçar para desacelerar, para que possa perceber a beleza da vida!""",“放慢脚步，方能留心人生之美！”,「你該努力放慢腳步，才能發現生活之美！」,,,,,
Birdperson_RAW-0034-Customer,Birdperson_RAW-0034-Customer,"«Ибо видите ли, жизнь — это треугольник, а мы — его вершины.»",,"""Car, vois-tu, la vie est un triangle et nous en sommes les points.""","""Perché vedi, la vita è un triangolo e noi siamo i suoi angoli.""","Denn das Leben ist ein Dreieck, und wir sind seine Ecken.","""Verás, la vida es un triángulo y nosotros somos sus puntas"".","«Porque, como verás, la existencia es un triángulo y nuestras vidas son sus puntas».","""인생은 삼각형이고 우리는 꼭짓점이기 때문입니다.""",,“なぜなら人生とは三角であり、我々はその頂点なり”,"""Pois, sabe, a vida é um triângulo e nós somos suas pontas.""",“三角之型，人生如斯夫，吾等在其角也。”,「原因在於，生活是個三角形，而我們就是三角形的端點。」,,,,,
