,Key,English_US,Description,French,Italian,German,Spanish_Spain,Spanish_LATAM,Korean,Russian,Japanese,Portuguese_Brazil,Chinese_Simplified,Chinese_Traditional,Polish,Turkish,Swedish,Thai,Arabic
Rando01_RAW-0016-Customer,Rando01_RAW-0016-Customer,"...пожалуйста, можно мне чашку чая!! Я умираю от желания узнать, каков он на вкус!",,"… S'il te plaît, je pourrais avoir une tasse de thé ? Je meurs d'envie de savoir quel goût ça a !","Per favore, potrei avere una tazza di tè? Muoio dalla voglia di sapere che sapore ha!","…Könnte ich eine Tasse Tee haben, bitte? Ich bin gespannt, wie er schmeckt!","¿¡Por favor, podría tomarme una taza de té!? ¡Me muero de ganas por ver a qué sabe!","¡¿Podrías prepararme una taza de té, por favor!? ¡Me muero por saber qué gusto tiene!",...그냥 차 한 잔 주세요!! 무슨 맛인지 엄청 궁금하거든요!,,…やっぱりお茶を頼みたい！ どんな味か知りたくてたまらないのだ！,"Por favor, posso tomar um xícara de chá?! Estou morrendo de vontade de saber qual o gosto!",……求你了，我想喝杯茶！！我受不了了，我想尝尝味道！,……拜託讓我喝杯茶！我真的好想知道喝起來是什麼滋味！,,,,,
Rando01_RAW-0017-Customer,Rando01_RAW-0017-Customer,"Я никогда его не пробовал, а о нём всё время говорят! Пожалуйста!",,Je n'en ai jamais bu et j'en entends parler tout le temps ! S'il te plaît !,Non l'ho mai bevuto e ne sento parlare continuamente! Grazie!,"Ich habe noch nie welchen getrunken, und alle reden immer davon! Bitte!",¡Nunca lo he tomado y la gente habla de eso todo el tiempo! ¡Por favor!,¡Nunca lo probé y la gente habla de eso todo el tiempo! ¡Por favor!,한 번도 못 마셔보고 맨날 말로만 들었어요! 부탁이에요!,,飲んだことはないが、話にはよく聞くからな！ 頼む！,Eu nunca provei e sempre ouço falar! Por favor!,我从来没喝过，而且一直听别人提喝茶！求你了！,我一直聽別人說起，但卻從來沒喝過！拜託了！,,,,,
Rando01_RAW-0018-Alta,Rando01_RAW-0018-Alta,"Да, очевидно. Всё, что тебе нужно было сделать, это попросить.",,"Oui, bien sûr. Il suffisait de demander.",Ma certo! Bastava chiederlo!,"Ja, klar. Ich habe drauf gewartet, dass du nachfragst.","Sí, claro. Lo único que tenías que hacer era preguntar.","Sí, claro. Lo único que tenías que hacer era pedirlo.","네, 얼마든지. 그렇게 말로 하면 되잖아요.",,だと思った。最初から頼めばいいのに。,"Sim, claro. Era só pedir.",没问题。就等你开口。,好的，當然沒問題。你開，我照辦就。,,,,,
Rando01_RAW-0019-Customer,Rando01_RAW-0019-Customer,"Что?? Нет! Ха-ха, ни за что! Что?!? Нет!",From [0014-Choice],"Quoi ? Non ! Ah, ah, pas question ! Quoi ? Non !!","Che cosa? No! Ahah, assolutamente no! Che cosa?!? No!","Was? Nein! Haha, niemals! Was?! Nein!",¿¿Qué?? ¡No! ¡Anda ya! ¿¡Qué!? ¡No!,"¡¿Qué?! ¡No, nada que ver! ¡¿Cómo?! ¡No!","네?? 아니! 하하, 괜찮아요! 정말요?!? 아니에요!",,は？ ち、ちが…ハハハ、何を… 頼んでないし！,"Quê?? Não! Haha, claro que não! Quê!?? Não!",什么？？不！哈哈，怎么可能！开什么玩笑！,什麼？？不！哈哈沒這回事！什麼？！？！不！,,,,,
Rando01_RAW-0020-Alta,Rando01_RAW-0020-Alta,Какой чай ты хочешь?,,Tu veux quelle sorte de thé ?,Che tipo di tè ti interessa provare?,Was für Tee möchtest du?,¿Qué tipo de té quieres?,¿Qué tipo de té quieres?,차의 종류는 뭐로 하실래요?,,どんなお茶がいい？,Que tipo de chá você quer?,你想喝哪种茶？,你想喝哪種茶？,,,,,
Rando01_RAW-0021-Customer,Rando01_RAW-0021-Customer,"""Какой чай""?? Я могу выбрать?",,"""Quelle sorte de thé ?"" Parce qu'il faut choisir ?","""Che tipo di tè""? Perché, ci sono più tipi di tè da scegliere?",„Was für Tee“? Ich darf mir das aussuchen?,¿Cómo que qué tipo de té? ¿Puedo elegir?,¿Cómo que qué tipo de té? ¿Puedo elegir?,'차의 종류'요?? 제가 고르는 거예요?,,“どんなお茶”だって？ 選べるのか？,"""Que tipo de chá""?? Eu posso escolher?",“想喝哪种茶”？？还可以选的？,「哪種茶」？？我能選的嗎？,,,,,
Rando01_RAW-0022-Alta,Rando01_RAW-0022-Alta,"Да, типа, что ты хочешь, чтобы я положил в чай?",,"Oui, il faut me dire ce que tu veux que je mette dedans.","Sì, tipo cosa vuoi che metta nel tè?","Ja, was genau soll ich in den Tee tun?",Sí. ¿Qué quieres que le eche al té?,"Sí. Digo, ¿qué quieres que le eche al té?","네, 차에 어떤 재료를 넣었으면 좋겠어요?",,もちろん。例えば、どんなものをお茶に入れたい？,"É, tipo, o que você quer que eu coloque no chá?",是啊，比如茶里想放什么？,對啊，你想要在你的茶裡放什麼？,,,,,
Rando01_RAW-0023-Customer,Rando01_RAW-0023-Customer,Эээ... Думаю... может быть... эм... боже... как насчёт...,,Ohhh… Je crois… peut-être… euh… ouh là là… et pourquoi pas…,Uhhh…penso... forse... uh... cavolo... che ne dici di...,Äääh … Vielleicht …mmmh …hui …wie wär's mit …,Ehhh… Supongo que... tal vez... eh... jolines... ¿qué tal si le echas...?,Eeehh… Supongo que... Tal vez... Eh... Cielos... ¿Qué tal si le echas...?,음... 저는... 그러니까... 아... 이런... 뭐로 하지...,,あー…そうだな…ええと…どうしよう…それじゃ…,Ahm... eu acho... talvez.... ahm... nossa... que tal...,呃…我想……也许……呃……天哪……要不就……,呃……我想……或許……呃……老天……或者就……,,,,,
Rando01_RAW-0024-Customer,Rando01_RAW-0024-Customer,...книг...?,,… des livres… ?,… di libri...?,…Büchern …?,... ¿libros...?,¿Libros?...,...책...?,,…本とか…？,Livros?,……放书吧……？,……書……？,,,,,
Rando01_RAW-0025-Choice,Rando01_RAW-0025-Choice,"""Книг""??",,"Des ""livres"" ?","""Libri""?",„Büchern“?,"¿""Libros""?",¿«Libros»?,'책'이요??,,“本”だって？？,"""Livros""??",“放书”？,「書」？？,,,,,
Rando01_RAW-0026-Choice,Rando01_RAW-0026-Choice,Книжный чай сейчас будет готов.,,Le thé au livre arrive tout de suite.,Un tè al libro sarà pronto in un baleno.,"Büchertee, kommt sofort.",Marchando un té con libro.,Marchando un té con libro.,"책을 우린 차, 바로 준비하겠습니다",,本のお茶だね。任せて。,Saindo um chá de livro.,书茶一杯，马上就来。,這就為你準備書茶。,,,,,
Rando01_RAW-0027-Customer,Rando01_RAW-0027-Customer,"Разве это не... что-то, что люди кладут в чай? Я сделал что-то не так??",From [0025-Choice],Ce n'est pas… quelque chose que les gens mettent dans le thé ? C'est pas bon ?,Non è... una cosa che la gente mette nel tè? Ho sbagliato?,Tut …man das normalerweise nicht in den Tee? Hab ich was falsch gemacht?,¿No es eso... lo que la gente le echa al té? ¿Lo he hecho mal?,¿No es eso... lo que la gente le echa al té? ¿Dije algo malo?,그런 건... 차에 넣지 못하나요? 제가 잘못 말한 거예요?,,普通の人は…お茶に入れたりしないのか？ もしや、しくじった？,Isso não é... algo que as pessoas colocam no chá? Eu errei??,那不是……用来泡茶的东西吧？我搞错了吗？？,難道……其他人不會在茶裡放書嗎？我選錯了嗎？？,,,,,
Rando01_RAW-0028-Alta,Rando01_RAW-0028-Alta,Просто обычно люди просят чай с фруктами или листьями.,,"En général, les gens préfèrent ajouter des fruits ou des feuilles dans leur thé.",È solo che la maggior parte delle persone chiede una bevanda che contenga foglie di tè e magari anche della frutta.,"Naja, die meisten Leute möchten Tee lieber mit Früchten oder Blättern.",Lo que pasa es que la mayoría de la gente pide té con frutas u hojas.,Lo que pasa es que la mayoría de la gente pide té con frutas u hojas.,사실 보통은 열매나 찻잎을 넣어요.,,まあ、果実や茶葉入りのお茶を頼む人が多いってだけだ。,É que a maioria das pessoas pede chá com frutas ou folhas.,情况是大部分人会用茶叶或者水果泡茶。,大部分的人都會在茶裡加入果實或葉片。,,,,,
Rando01_RAW-0029-Customer,Rando01_RAW-0029-Customer,"О НЕТ! Я был совсем не прав! О боже, ""книги""?? О чём я думал?!",,"OH NON ! C'est pas ça du tout ! Oh, Seigneur, des ""livres"" ? Mais quelle drôle d'idée !","OH NO! Ero completamente fuori strada! Che cavolo, ""libri""? Cosa stavo pensando?!","OH NEIN! Da war ich ja ganz weit weg! Oh je, „Bücher“? Was hab ich mir nur gedacht?","¡Oh, no! ¡No tenía ni idea! Dios mío, ¿¡""libros""!? ¿¡En qué estaba pensando!?","¡Ay, no! ¡No tenía ni idea! Cielo santo... ¡¿«Libros»?! ¡¿En qué estaba pensando?!","으아, 이런! 완전히 잘못 짚었네! 아오, '책'이라니?? 난 대체 무슨 생각을?!",,そんな！ だったら的外れにも程がある！ 本だなんて…ウチは何を考えていたんだ！,"AH, NÃO! Eu errei totalmente! Ai, meu deus, ""livros""?? O que eu estava pensando?!",哦不！我完全搞错了！我的天，“书”？？我在想什么？！,噢不！我完全搞錯了！老天爺啊，「書」？？我到底在想什麼？！,,,,,
Rando01_RAW-0030-Choice,Rando01_RAW-0030-Choice,"Нет, давай попробуем, я хочу знать, на что похож книжный чай.","""book tea"" means ""tea using books as ingredients""","Non, essayons, j'aimerais savoir à quoi ressemble le thé au livre.","Dai proviamolo, voglio sapere anche io com'è il tè al libro.","Nein, probieren wir's aus. Ich will wissen, wie Büchertee so ist.","Bueno, vamos a probarlo, quiero ver a qué sabe el té con libro.","Bueno, vamos a probarlo... A ver qué gusto tiene el té con libro.","아니에요, 한번 만들어 보죠. 무슨 맛인지 나도 궁금하네요.",,いや、試してみよう。本のお茶がどんなものか、私も知りたい。,"Não, vamos experimentar, eu quero saber como é um chá de livro.",要不我们试试看，我也想知道用书泡茶是什么味道。,沒事，我們試試看吧，我想知道書茶會是什麼樣子。,,,,,
Rando01_RAW-0031-Choice,Rando01_RAW-0031-Choice,Я дам тебе обычный вкус чая.,,Je vais te servir un thé au goût normal.,Ti farò un tè normale.,Ich mach dir einen normalen Tee.,Te serviré un té de sabor normal.,Te preparo un té de sabor normal.,일반적인 차를 가져올게요.,,普通のお茶を淹れてくるよ,Vou trazer um chá com sabor normal pra você.,那就来杯普通口味的茶吧。,我會幫你泡一杯正常口味的茶。,,,,,
Rando01_RAW-0032-Customer,Rando01_RAW-0032-Customer,"Правда?? Хорошо, ну, тогда конечно, я полагаю.",From [0030-Choice],"Vraiment ? OK, bon… alors d'accord… essayons.","Davvero? Va bene allora, certo, proviamolo.","Wirklich? Okay, gut, meinetwegen.","¿En serio? Vale, claro. Supongo.","¡¿En serio?! Sí, claro. Supongo.","정말요?? 알았어요, 저야 감사하죠.",,本当か？！ では、そうしてもらうとしよう。,"Mesmo?? Tá, bem, então tá, eu acho.",真的？？好吧，也行。,真的？？好吧，那就這樣吧。,,,,,
Rando01_RAW-0033-Alta,Rando01_RAW-0033-Alta,"""Книжный чай"" скоро будет готов.",,"Le ""thé au livre"" arrive tout de suite.","""Tè al libro"" in arrivo.","„Büchertee“, kommt sofort.","Marchando un ""té con libro"".",Marchando un «té con libro».,"'책을 우린 차', 준비하겠습니다.",,“本のお茶”だね。任せて。,"""Chá de livro"" saindo.",“书茶”一杯，马上就来。,這就為你準備「書茶」。,,,,,
Rando01_RAW-0034-Customer,Rando01_RAW-0034-Customer,"Правильно, конечно, да, это имеет смысл.",From [0031-Choice],"Bon, bien sûr, oui, ça paraît logique.","Esatto, certo, è la cosa più logica da fare.","Ja, klar, sicher, das ist logisch.","Sí, por supuesto, eso tiene sentido.","Sí, por supuesto. Tiene sentido.","네, 좋아요. 그게 맞는 것 같아요.",,ああ、もちろん。それがよさそうだ。,"Certo, claro, sim, faz sentido.",好的，当然，有道理。,對，當然，好，這樣比較合理。,,,,,
Rando01_RAW-0035-Customer,Rando01_RAW-0035-Customer,"Тогда я выпью обычный чай. Пожалуйста, самый обычный вкус, который у вас есть.",,"Alors, je prendrai juste un thé normal. Ajoute la saveur la plus normale que tu as, s'il te plaît.","Allora prenderò un tè normale. Qualunque sia il sapore più normale, per favore.","Dann nehme ich einen normalen Tee. Bitte einmal die normalste Sorte, die ihr habt.","Tomaré un té normal entonces. Cualquiera que sea el sabor más normal que tengas, por favor.","Tomaré un té normal entonces. Dame del sabor más normal que tengas, por favor.",일반적인 차로 할게요. 제일 일반적인 맛으로 부탁드려요.,,では、普通のお茶をもらおう。この店にある中で一番普通の味のものにしてくれ。,"Vou aceitar um chá normal, então. O sabor mais normal que você tiver, por favor.",那我就喝一杯普通的茶吧。一杯味道最正常的茶，谢谢。,我喝正常的茶就好。請給我最正常的口味。,,,,,
Rando01_RAW-0036-Customer,Rando01_RAW-0036-Customer,Отлично!,From [0026-Choice],Super !,Fantastico!,Super!,¡Genial!,¡Genial!,고마워요!,,やった！,Ótimo!,好！,太好了！,,,,,
Rando01_RAW-0037-Alta,Rando01_RAW-0037-Alta,"Вот, держи, ""книжный чай"".",,"Et voilà, un ""thé au livre"".",Eccoti un bel tè al libro.,"Bitte sehr, „Büchertee“.","Aquí tienes, tu ""té con libro"".","Listo, aquí tienes tu «té con libro».",'책을 우린 차' 나왔습니다.,,どうぞ、“本のお茶”だよ。,"Aqui está, ""chá de livro"".",“书茶”来了，请用。,這是你點的「書茶」。,,,,,
Rando01_RAW-0038-Customer,Rando01_RAW-0038-Customer,Хорошо!,,OK !,Bene!,Okay!,¡Vale!,¡Bien!,네!,,いただきます！,Tá!,好的！,好！,,,,,
Rando01_RAW-0039-Alta,Rando01_RAW-0039-Alta,Как он на вкус?,,Ça a quel goût ?,Che sapore ha?,Wie schmeckt er?,¿A qué sabe?,¿Qué gusto tiene?,맛이 어때요?,,味はどう？,Qual é o gosto?,味道怎么样？,滋味如何？,,,,,
Rando01_RAW-0040-Customer,Rando01_RAW-0040-Customer,"Эм... думаю, он хороший? Или, может быть, эм... боже... ну...",,"Hum… est-ce que c'est bon ? Ou bien, euh… arf… bon…","Uhm... credo che sia buono... o forse, ehm... ecco... bè...","Äh … Gut, glaube ich? Oder vielleicht, äh …puh …naja …","Mmm... Creo que está bueno. O tal vez, mmm... jolín... en fin...","Mmm... Creo que está bueno... O tal vez... Mmm... Cielos... Bueno, en fin...",흠... 맛있는 것 같기도 하고? 아니면... 흠... 이 맛은... 그러니까...,,んー、おいしい、かな？ いや…どうだろう…あー…,"Hm... acho que é bom? Ou talvez, ahm... nossa... bem...",唔……还不错？或者也许，唔……天哪……好吧……,呃……應該算好喝吧？還是說，呃……老天……好吧……,,,,,
Rando01_RAW-0041-Customer,Rando01_RAW-0041-Customer,"...я не знаю, каким должен быть вкус ""книжного чая"", но думаю, он, вероятно, хороший!",,"… J'ignore quel goût peut bien avoir le ""thé au livre"", mais ça doit être bon !","Non so che sapore dovrebbe avere il ""tè al libro""... ma penso che questo sia buono!","…Ich weiß nicht, wie „Büchertee“ schmecken soll, aber der hier ist ganz gut, denk ich!","... No sé a qué debe saber un ""té con libro"", ¡pero creo que probablemente esté bueno!","No sé qué gusto debería tener un «té con libro», ¡pero creo que es rico, la verdad!",...'책을 우린 차'가 원래 어떤 맛인지는 모르겠지만 어쨌든 맛있는 것 같아요!,,…“本のお茶”の正しい味がわからないが、おそらく美味だろう！,"Eu não sei que gosto ""chá de livro"" deveria ter, mas acho que provavelmente é bom!",……我不知道“书茶”应该是什么味儿，不过我觉得还挺不错！,……我不知道「書茶」喝起來應該要是什麼味道，但這應該算好喝吧！,,,,,
Rando01_RAW-0042-Customer,Rando01_RAW-0042-Customer,"Он как бы заставляет меня хотеть что-то посадить? Да, как будто я мог бы посадить целый сад!",,"C'est comme si je plantais quelque chose. Oui, comme si je pouvais semer tout un jardin !","Mi fa venir voglia di piantare qualcosa, come se potessi piantare un intero giardino!","Er macht irgendwie, dass ich was pflanzen will. Ja, ich könnte einen ganzen Garten pflanzen!","Me da ganas como de plantar algo. ¡Sí, como si pudiera plantar un jardín entero!","Como que me da ganas de plantar algo... ¡Sí, como si pudiera plantar un jardín entero!",뭔가를 심고 싶어지는 기분이랄까? 정원 하나를 통째로 심을 수도 있을 것 같아요!,,なんだか植物を育てたくなったような…？ そうだ、庭作りをしてみたい！,"Me faz ter vontade de plantar alguma coisa? É, tipo, eu poderia plantar um jardim inteiro!",似乎让我有点想种植些东西？是的，我感觉能种满一座花园！,它好像讓我想要種植一些東西？對，我彷彿能種出一片園圃！,,,,,
Rando01_RAW-0043-Customer,Rando01_RAW-0043-Customer,"Он как бы заставляет меня хотеть начать бизнес? Как будто я мог бы управлять компанией, может быть.",,"C'est comme si ça me donnait envie de monter mon affaire ! Comme si je pouvais diriger une entreprise, peut-être.","Mi fa venir voglia di avviare un'impresa, come se potessi dirigere un'azienda, suppongo.","Er macht irgendwie, dass ich ein Geschäft eröffnen will. Als könnte ich eine Firma führen, vielleicht.",Me hace querer montar un negocio. Como si pudiera dirigir tal vez una empresa.,Como que me da ganas de arrancar un negocio. Como si pudiera dirigir una empresa o algo así.,창업을 하고 싶어지는 기분이랄까? 회사라도 하나 운영할 수 있을 것 같아요.,,なんだか商売を始めたくなったような…？ 会社の経営もいいかもしれないな。,"Me faz ter vontade de abrir um negócio? Tipo, eu poderia operar uma empresa, talvez.",似乎让我有点想做生意？我感觉好想开家公司。,它好像讓我想要創業？我彷彿可以經營公司，可能吧。,,,,,
Rando01_RAW-0044-Customer,Rando01_RAW-0044-Customer,Он как бы заставляет меня хотеть выйти и бороться с преступностью. Как будто я мог бы избить преступника или что-то в этом роде.,,C'est comme si ça me donnait envie d'aller lutter contre le crime ! Comme si je pouvais cogner un criminel ou quelque chose dans le genre.,Mi fa venir voglia di uscire e combattere il crimine. Come se potessi picchiare un criminale o disintegrarlo con un colpo di pistola.,"Er macht irgendwie, dass ich das Verbrechen bekämpfen will. Als könnte ich einen Schurken verprügeln, oder so.",Me da ganas como de salir a luchar contra el crimen. Como si pudiera derrotar a un criminal o algo por el estilo.,Como que me da ganas de salir a luchar contra el crimen. Como si pudiera darle una paliza a un criminal o algo por el estilo.,어디 가서 범죄와 싸우고 싶은 기분이 들어요. 범죄자를 아주 혼쭐 내줄 수 있을 것 같은 느낌?,,なんだか犯罪と戦いに行きたい気分だ。犯罪者をぶちのめしたりするのもいいな。,Me faz ter vontade de sair e combater o crime. Como se eu pudesse dar uma surra num criminoso ou algo assim.,似乎让我有点想出去打击犯罪。好想把坏人痛揍一顿，诸如此类的感觉。,它好像讓我想要去打擊罪犯。我彷彿能痛扁罪犯，之類的。,,,,,
