,Key,English_US,Description,French,Italian,German,Spanish_Spain,Spanish_LATAM,Korean,Russian,Japanese,Portuguese_Brazil,Chinese_Simplified,Chinese_Traditional,Polish,Turkish,Swedish,Thai,Arabic
Business1_RAW-0011-Choice,Business1_RAW-0011-Choice,"У нас здесь нет кофе, только чай.",,"On n'a pas de café ici, seulement du thé.","Non abbiamo caffè, solo tè.","Wir haben hier keinen Kaffee, nur Tee.","Aquí no tenemos café, solo té.",Aquí no tenemos café. Servimos té.,커피는 안 돼요. 차밖에 없어서요.,,うちにはコーヒーはない。お茶だけだ。,"Não temos café aqui, só chá.",我们这没咖啡，只有茶。,我們這裡沒有咖啡，只有茶。,,,,,
Business1_RAW-0012-Choice,Business1_RAW-0012-Choice,"Один кофе, сейчас будет.",,Et un café !,Un caffè in arrivo.,"Ein Kaffee, kommt sofort.",Marchado un café.,Marchado un café.,커피 한 잔 준비하겠습니다.,,コーヒーね。任せて。,Um café saindo.,一杯咖啡，马上就来。,一杯咖啡，馬上來。,,,,,
Business1_RAW-0013-Jerry,Business1_RAW-0013-Jerry,"Хм. Нет, я не желаю чая. Я буду кофе.",From [0011-Choice],"Hum… Non, je ne veux pas de thé. Je prendrai un café.","Hmm. No, non voglio il tè. Voglio un caffè.","Mmh. Nein, ich möchte keinen Tee. Ich nehme Kaffee.","Mmm. No, no quiero té. Tomaré un café.","Mmm... No, no quiero té. Quiero un café.","흐음. 아니요, 차는 싫어요. 커피로 마시겠습니다.",,うーん。いや、お茶は結構です。コーヒーがいい。,"Hmm. Não, não quero chá. Aceito um café.",唔。不，我不要茶。我就要咖啡。,嗯。不，我不想喝茶。我要喝咖啡。,,,,,
Business1_RAW-0014-Alta,Business1_RAW-0014-Alta,"Вы... вы не понимаете, что я говорю? У нас нет кофе.",,Est-ce que… tu comprends ce que je dis ? On n'a pas de café.,Ma... non capisci quello che sto dicendo? Non abbiamo il caffè.,"Verstehst …verstehst du nicht, was ich sage? Wir haben keinen Kaffee.",¿No... no entiendes lo que estoy diciendo? No tenemos café.,¿Acaso... no entiendes lo que estoy diciendo? No tenemos café.,이봐요... 내 말 못 알아들었어요? 여긴 커피가 없다고요.,,ええと…話が通じてなかった？ うちはコーヒーは置いてないんだ。,Você... entende o que eu estou dizendo? Não temos café.,你……你没明白我的话吗？我们这没咖啡。,你……聽不懂我的話嗎？我們沒有咖啡。,,,,,
Business1_RAW-0015-Jerry,Business1_RAW-0015-Jerry,"Да, у вас нет кофе. Однако кофе — это то, что я хотел бы.",,"Oui, tu n'as pas de café. Mais moi ce que je veux, c'est un café.","Sì, lo so che non hai il caffè. Tuttavia, il caffè è quello che vorrei.","Ja, ihr habt keinen Kaffee. Aber ich hätte gerne Kaffee.","Sí, no tenéis café. Sin embargo, lo que me gustaría tomar es un café.","Sí, no tienen café. Sin embargo, me gustaría tomar un café.","네, 커피가 없다는 거 알아요. 그런데 난 커피를 마시고 싶다고요.",,ええ、わかってます。でも僕が飲みたいのはコーヒーなので。,"Sim, vocês não têm café. Porém, eu gostaria de café.",听明白了，你们这没咖啡。但我就是想要咖啡。,我懂，你們沒有咖啡。不過，我就是想喝咖啡。,,,,,
Business1_RAW-0016-Alta,Business1_RAW-0016-Alta,"Ну, полагаю, вы можете думать всё, что хотите.",,"Bon, j'imagine que c'est comme tu veux.",Sei libero di pensare quello che vuoi.,"Ich meine, du kannst natürlich denken, was du willst.","Quiero decir, supongo que puedes pensar lo que quieras.","Bueno, puedes pensar lo que quieras, creo.","뭐, 마시고 싶어 하는 거야 자유죠.",,まあ、そう考えるのは自由だ。好きにすればいい。,"Quer dizer, você pode pensar o que quiser, eu acho.",好吧，你想要什么是你的自由。,好吧，你愛怎沒做，隨便你。,,,,,
Business1_RAW-0017-Jerry,Business1_RAW-0017-Jerry,"Да, я так и сделаю. Когда у вас будет кофе, я его возьму.",,"Oui, exactement. Dès que tu auras du café, j'en prendrai un.","Esattamente. Appena avrai il caffè, ne ordinerò uno.","Ja, das mache ich. Wenn ihr Kaffee habt, nehme ich ihn.","Sí, de acuerdo. Cuando tengas café, lo tomaré.","Sí, eso haré. Cuando tengas café, avísame.","네, 마시고 싶어 할게요. 커피가 준비되면 언제든지 주세요.",,ええ、そうします。コーヒーが手に入ったら、そのときはぜひ。,"Sim, é o que vou fazer. Sempre que vocês tiverem café, eu vou aceitar.",是的，正是如此。如果有咖啡，请给我一杯。,我正有此意。只要你有咖啡，我就要喝。,,,,,
Business1_RAW-0018-Jerry,Business1_RAW-0018-Jerry,Очень хорошо.,From [0012-Choice],Très bien.,Molto bene.,Sehr gut.,Muy bien.,Muy bien.,좋아요.,,ありがたい。,Muito bem.,非常好。,很好。,,,,,
Business1_RAW-0019-Jerry,Business1_RAW-0019-Jerry,Здравствуйте. Я жду свой кофе.,,Salut. J'attends mon café.,Ehilà. Sto aspettando il mio caffè.,Hallo. Ich warte auf meinen Kaffee.,Hola. Estoy esperando mi café.,Hola. Estoy esperando mi café.,안녕하세요. 커피를 기다리고 있는데요.,,どーも。コーヒーを待ってるんですが。,Olá. Estou esperando o meu café.,哈啰。我还在等我的咖啡。,哈囉。我在等候我的咖啡。,,,,,
Business1_RAW-0020-Jerry,Business1_RAW-0020-Jerry,"В любой момент, когда у вас появится кофе, именно его я и буду.",,"Quelle que soit l'heure à laquelle tu auras du café, c'est ce que je prendrai.","In qualsiasi momento avrai il caffè, lo prenderò.","Wann auch immer ihr Kaffee habt, nehme ich ihn.","Cuando tengas café, eso es lo que tomaré.","Cuando tengas café, eso es lo que voy a tomar.",언제든지 커피가 준비되면 그걸 마시겠습니다.,,コーヒーが準備できたら、ぜひ飲ませていただきたい。,"Assim que vocês tiverem café, é o que vou querer.",啥时候有咖啡，请给我一杯。,只要你泡好咖啡，就端來給我喝吧。,,,,,
Business1_RAW-0021-Jerry,Business1_RAW-0021-Jerry,Вы принесли пустую чашку. Это не кофе.,,Tu m'as apporté une tasse vide. Il n'y a pas de café.,Mi hai portato una tazza vuota. Questo non è caffè.,Du hast eine leere Tasse gebracht. Das ist kein Kaffee.,Has traído una taza vacía. Esto no es café.,Me trajiste una taza vacía. Esto no es café.,이건 빈 잔이네요. 이건 커피가 아니잖아요.,,空っぽのカップですね。これはコーヒーじゃない。,Você me trouxe uma xícara vazia. Isso não é café.,你给我的杯子是空的。里面没有咖啡。,你端上一只空杯。這不是咖啡。,,,,,
Business1_RAW-0022-Jerry,Business1_RAW-0022-Jerry,"Чашка, которую вы принесли, кажется грязной. Я не желаю пить из неё кофе.",,"La tasse que tu m'as apportée, je la trouve sale. Je ne boirai pas mon café là-dedans.",La tazza che hai portato è sporca. Non voglio berci il caffè.,"Die Tasse, in der du serviert hast, ist sichtbar schmutzig. Ich möchte keinen Kaffee daraus trinken.",Esta taza que has traído parece que está sucia. No quiero tomar café en ella.,Esta taza que me trajiste parece que está sucia. No quiero tomar café en ella.,이 잔은 더러운 것 같아요. 여기에 커피를 마시고 싶진 않군요.,,このカップは汚れているようだ。こんなカップでコーヒーを飲みたくないな。,Essa xícara que você trouxe parece estar suja. Não quero tomar café nela.,你给我的杯子看起来很脏。我不想用这个杯子喝咖啡。,你拿的杯子看起來好髒。我不想喝用這麼髒的杯子喝咖啡。,,,,,
Business1_RAW-0023-Jerry,Business1_RAW-0023-Jerry,Вы принесли кофе.,,Tu as apporté du café.,Hai portato il caffè.,Du hast Kaffee serviert.,Has traído café.,Me trajiste café.,커피를 가져오셨네요.,,コーヒーを持ってきてくれたんですね。,Você trouxe café.,咖啡来了呀。,你把咖啡端來了。,,,,,
Business1_RAW-0024-Jerry,Business1_RAW-0024-Jerry,Хм...,,Hum…,Hmm...,Mmh …,Mmm...,Mmm...,흐음...,,ほう…,Hmm...,唔……,嗯……,,,,,
Business1_RAW-0025-Jerry,Business1_RAW-0025-Jerry,"Как интересно. На вкус как еда, которую подавали на дне рождения {{Тэрри}}.",,Très intéressant. C'est le même goût que ce qui était servi à la fête d'anniversaire de {{Terry}}.,Interessante. Ha lo stesso sapore del cibo servito alla festa di compleanno di {{Terry}}.,"Wie interessant. Er schmeckt wie das Essen, das auf {{Terry}}s Geburtstag serviert wurde.",Qué interesante. Sabe a la comida que se sirvió en la fiesta de cumpleaños de {{Terry}}.,Qué interesante. Tiene gusto a la comida que sirvieron en la fiesta de cumpleaños de {{Terry}}.,특이하군요. {{Terry}}의 생일 파티에서 먹어본 음식 맛이네요.,,これは面白い。{{テリー}}の誕生日パーティーで出てきた料理の味に似ている。,Que interessante. Tem gosto do que serviram na festa de aniversário do {{Terry}}.,有趣。尝起来就像在{{Terry}}的生日派对上吃到的东西。,真是有趣啊。這喝起來像{{Terry}}的生日派對上的食物。,,,,,
Business1_RAW-0026-Jerry,Business1_RAW-0026-Jerry,Хм. Мне та вечеринка пришлась не по душе.,,Hum… C'était pas terrible comme fête.,Una festa di compleanno terribile.,Mh. Die Party hat mir nicht zugesagt.,Mmm. A mí me daba igual esa fiesta.,"Mmm... Esa fiesta no me gustó, la verdad.",흠. 그 파티 정말 별로였는데.,,まあ、イマイチなパーティーでしたがね。,Hm. Não gostei muito daquela festa.,嗯。我不喜欢那场派对。,嗯。我討厭那場派對。,,,,,
Business1_RAW-0027-Jerry,Business1_RAW-0027-Jerry,"Музыка была на четыре децибела громче, чем я предпочитаю. И еда была слишком насыщенной.",,J'ai trouvé la musique trop forte de quatre décibels. Et la nourriture avait trop de goût.,La musica era troppo forte per i miei timpani. E il cibo era troppo speziato.,Die Musik war vier Dezibel zu laut für meinen Geschmack. Und das Essen hatte zu viel Geschmack.,La música estaba cuatro decibelios demasiado alta para mi gusto. Y la comida era demasiado sabrosa.,La música estaba cuatro decibeles muy alta para mi gusto. Y la comida era demasiado sabrosa.,음악을 어찌나 크게 틀던지 시끄러워 죽을 뻔했죠. 게다가 음식 맛에는 풍미가 지나쳤고요.,,音楽が僕の好みよりも4デシベル大きかったし、料理の味がこってりしすぎていた。,A música estava num volume quatro decibéis acima da minha preferência. E a comida tinha um sabor muito marcante.,派对现场的音乐比我想要的高了四个分贝。而且吃的东西味道也太腻了。,音樂的音量比我喜歡的大了四個分貝。而且食物味道太多了。,,,,,
Business1_RAW-0028-Jerry,Business1_RAW-0028-Jerry,"Мне не нравится этот напиток. Он напоминает мне о той шумной вечеринке с насыщенной едой. Пожалуйста, принесите нормальный кофе.",,"Cette boisson ne m'intéresse pas. Ça me rappelle la fête bruyante et avec trop de goût. Apporte-moi un café normal, s'il te plaît.",Non mi interessa questa bevanda. Mi ricorda di una festa rumorosa con cibo speziato. Per cortesia portami un caffè filtrato.,"Dieses Getränk sagt mir nicht zu. Es erinnert mich an die laute, geschmacksintensive Party. Bitte bring mir normalen Kaffee.","No me gusta esta bebida. Me recuerda a la fiesta ruidosa y con comida sabrosa. Trae café normal, por favor.","No me gusta esta bebida. Me recuerda a la fiesta ruidosa y con comida sabrosa. Tráeme un café normal, por favor.",이 음료도 정말 별로예요. 시끄럽고 음식 맛도 지나쳤던 그 파티가 생각날 정도로요. 제발 일반적인 커피를 갖다주세요.,,この飲み物はイマイチですね。うるさくて、味がこってりしたパーティーを思い出す。普通のコーヒーを頼みます。,"Não gosto dessa bebida. Me faz lembrar da festa barulhenta e com sabor marcante. Por favor, me traz um café normal.",我不喜欢这杯饮料。它让我想起那场又吵又腻的派对。请给我一杯普通的咖啡。,我不喜歡這杯飲品。我喝了就想到那場吵鬧又多味道的派對。請給我正常的咖啡。,,,,,
Business1_RAW-0029-Jerry,Business1_RAW-0029-Jerry,Этот кофе холодный. Его нехорошо пить холодным.,,Ce café est froid. Ce n'est pas bon froid.,Questo caffè è freddo. Non è buono freddo.,Dieser Kaffee ist kalt. Kalt kann man ihn nicht trinken.,Este café está frío. No es bueno beber las cosas frías.,Este café está frío. No es bueno beber las cosas frías.,이 커피는 차갑군요. 차게 마시면 안 좋아요.,,このコーヒーは冷たいですね。冷たい飲み物は体に良くない。,Esse café está frio. Não é bom beber frio.,咖啡是冷的。喝冷的可不好。,這杯咖啡是冷的。喝冷飲不好。,,,,,
Business1_RAW-0030-Alta,Business1_RAW-0030-Alta,"Ладно, переделаю, добавив больше жара.",,"OK, je vais le refaire en plus chaud.","Va bene, andrò a rifarlo più caldo.","Gut, ich mache ihn noch mal mit mehr Hitze.","Vale, lo volveré a preparar calentándolo más.","Bien, te preparo otro y lo caliento más esta vez.","네, 따뜻하게 다시 만들어올게요.",,わかった。もっと熱くして淹れ直すよ。,"Certo, vou refazer ele usando mais calor.",好的，那我再做杯热的。,好，我會重做一杯熱的。,,,,,
Business1_RAW-0031-Jerry,Business1_RAW-0031-Jerry,У этого кофе странный привкус. Он на вкус как грязь.,,Il y a un drôle de goût dans ce café. On dirait de la terre.,C'è un sapore strano in questo caffè. Sa di terriccio.,Dieser Kaffee schmeckt seltsam. Er schmeckt nach Dreck.,Este café sabe raro. Sabe a tierra.,Este café tiene un gusto raro. Sabe a tierra.,이 커피에서는 이상한 맛이 나요. 흙먼지 맛 같아요.,,このコーヒーは妙な味がしますね。泥のような味だ。,Esse café tem um sabor estranho. Tem gosto de terra.,这杯咖啡味道怪怪的。尝起来像在吃土。,這杯咖啡有怪味。喝起來像泥土。,,,,,
Business1_RAW-0032-Alta,Business1_RAW-0032-Alta,"Ох, должно быть, я забыла сначала помыть кофейное зерно. Я сделаю его снова.",,"Oh, j'ai dû oublier de laver le grain de café. Je vais le refaire.","Oh, devo aver dimenticato di lavare il chicco di caffè. Lo andrò a rifare.","Oh, ich muss vergessen haben, die Kaffeebohnen vorher zu waschen. Ich mache ihn nochmal.","Ah, debo haberme olvidado de lavar el grano de café primero. Lo volveré a hacer.",Creo que me olvidé de lavar el grano de café primero. Lo volveré a hacer.,"이런, 커피콩을 먼저 씻었어야 했는데. 다시 만들어올게요.",,おっと、最初にコーヒー豆を洗うのを忘れたみたいだ。淹れ直すよ。,"Ah, devo ter esquecido de lavar o grão de café primeiro. Vou refazer.",哦，肯定是我忘记洗咖啡豆了。我重新做一杯。,噢我一定是忘記先洗咖啡豆了。我會再做一杯。,,,,,
Business1_RAW-0033-Jerry,Business1_RAW-0033-Jerry,Это... что это??,,C'est… qu'est-ce que c'est ?,Questo... ma cos'è questo?,Das …was ist das?,Esto... ¿qué es esto?,¿Qué... Qué es esto?,이건... 대체 뭔가요??,,これは…いったい何です？,Mas... o que é isso??,这……这是什么？？,這……這是什麼？？,,,,,
Business1_RAW-0034-Jerry,Business1_RAW-0034-Jerry,Это не кофе. Это больше похоже на жижу. Это вообще ничем не напоминает кофе.,"""sludge"" means a gross mess","C'est pas du café, on dirait de la vase. Ça n'a rien à voir avec du café.",Questo non è caffè. È più simile a una poltiglia. Non ha niente a che vedere con il caffè.,Das ist kein Kaffee. Das ist mehr wie Matsch. Das ist überhaupt nicht wie Kaffee.,Esto no es café. Parece más bien lodo. No se parece en nada al café.,Esto no es café. Parece más bien lodo. No se parece en nada al café.,커피가 아니잖아요. 무슨 구정물 같아요. 커피와 비슷한 구석이 하나도 없어요.,,コーヒーというより、ヘドロのような味だ。コーヒーとはまったくの別物です。,Isso não é café. Parece mais lodo. Não tem nada de café.,这不是咖啡。更像一杯泥浆。完全看不出咖啡的样子。,這不是咖啡。喝起來比較像污泥。完全不像咖啡。,,,,,
Business1_RAW-0035-Alta,Business1_RAW-0035-Alta,Оно коричневое.,,C'est marron.,È marrone.,Es ist braun.,Es marrón.,Es marrón.,갈색이잖아요.,,茶色いだろ。,É marrom.,它是咖啡色的。,它是咖啡色的。,,,,,
Business1_RAW-0036-Jerry,Business1_RAW-0036-Jerry,"Да, вы правы. В этом смысле оно похоже на кофе. Во всех остальных смыслах оно отвратительно.",,"Oui, tu as raison, à ce niveau ça ressemble à du café. Mais à tous les autres niveaux, c'est atroce.",Hai ragione. Ha il colore del caffè. In tutti gli altri sensi è atroce.,"Ja, das stimmt. Das hat es mit Kaffee gemein. Ansonsten ist es widerlich.","Sí, tienes razón. En ese sentido es como el café. En todos los demás sentidos es atroz.","Sí, tienes razón. En ese sentido se parece al café. En todos los demás sentidos es atroz.","네, 그렇군요. 그 점에서는 커피와 비슷해요. 하지만 다른 모든 면에서 최악이에요.",,ええ、確かに。色だけはコーヒーに似ていますが、それ以外は何から何までゾッとする代物だ。,"Sim, você tem razão. Essa parte é parecida com café. Todas as outras são horríveis.",是的，没错。这方面倒是和咖啡一样。但其它方面就离谱了。,是啦，沒錯。這一點像咖啡。其他方面根本是災難。,,,,,
Business1_RAW-0037-Alta,Business1_RAW-0037-Alta,"Так... значит, нет?",,Donc… tu n'en veux pas ?,Quindi... è un no?,Also …ist es ein Nein?,Entonces... ¿es eso un no?,Entonces... ¿eso es un no?,그럼... 이건 아니라는 거죠?,,つまり…マズいってこと？,Então... isso é um não?,所以……这杯也不行？,所以……你不想喝嗎？,,,,,
Business1_RAW-0038-Jerry,Business1_RAW-0038-Jerry,"Пожалуйста, не заставляйте меня больше это пить. Я не могу. Это невыносимо. Пожалуйста.",,"Pitié, ne me fais plus jamais boire un truc pareil. Je n'en peux plus. C'est insupportable. Au secours !","Ti prego, non farmene bere più. Non posso. È insopportabile. Per favore.","Bitte zwing mich nicht, mehr davon zu trinken. Ich kann nicht. Es ist unerträglich. Bitte.","Por favor, no me hagas beber más de esto. No puedo. Es insoportable. Por favor.","Por favor, no me vuelvas a traer algo así. No puedo beberlo. Es intomable. Por favor.",제발 이런 건 다시는 먹이지 마세요. 못 마시겠어요. 견디기 힘든 맛이라고요. 부탁할게요.,,金輪際、こんな飲み物は淹れないでください。僕にはムリだ。耐えられない。頼みます。,"Por favor, não me obrigue a beber mais disso. Não posso. É insuportável. Por favor.",请不要再让我喝这种玩意了。着实难以下咽。无法下口。拜托了。,請別再逼我喝這種飲品。我無法。根本無法入口。拜託了。,,,,,
Business1_RAW-0039-Alta,Business1_RAW-0039-Alta,"Ну, стоило попробовать.",,"Bon, ça valait le coup d'essayer.","Bè, valeva la pena provare.","Nun, einen Versuch war es wert.","Bueno, valía la pena intentarlo.","Bueno, valió la pena el intento.",그래도 혹시나 해서 가져와 봤죠.,,まあ、試す価値はあったろ。,"Bem, valeu a tentativa.",好吧，至少我试过了。,好吧，我想說試試看。,,,,,
Business1_RAW-0040-Jerry,Business1_RAW-0040-Jerry,Это кофе. Я рад получить кофе в данное время.,,C'est du café. Je suis content de pouvoir boire un café.,Questo è un caffè. Sono felice di bere un caffè finalmente.,"Das ist Kaffee. Ich bin froh, gerade jetzt einen Kaffee zu haben.",Esto es café. Me alegro de tomar un café en este momento.,Esto sí es café. Me alegra tomar un café esta vez.,이건 커피군요. 이번에는 커피를 마실 수 있어서 정말 좋습니다.,,コーヒーですね。今度こそ飲めて何よりだ。,Isso é café. Fico feliz em tomar café nesse momento.,这是咖啡。我现在很高兴能喝上咖啡。,這的確是咖啡。這時間能喝到咖啡真是太好了。,,,,,
Business1_RAW-0041-Jerry,Business1_RAW-0041-Jerry,"Он соответствует трём необходимым атрибутам кофе: Зёрна, Вода, Жар.",,"Ça répond aux trois attributs nécessaires au café : grains, eau, chaleur.","Soddisfa i tre attributi necessari del caffè: chicchi, acqua, calore.","Es hat die drei notwendigen Eigenschaften von Kaffee: Bohnen, Wasser, Hitze.","Satisface los tres atributos necesarios del café: granos, agua, calor.","Satisface los tres atributos necesarios del café: granos, agua, calor.","커피의 필수 3요소를 다 갖췄네요. 커피콩, 물, 열 말이에요.",,これならコーヒーに必要な特性を3つとも満たしている。豆、水、熱さです。,"Ele satisfaz os três atributos necessários do café: grãos, água e calor.",这杯满足咖啡的三点要素：咖啡豆、水、热量。,它滿足了咖啡的三項要素：咖啡豆、水、溫度。,,,,,
Business1_RAW-0042-Jerry,Business1_RAW-0042-Jerry,Вместе они известны как Треугольник Удовлетворительного Производства Кофе.,,"De façon collective, ils sont connus sous le nom de Triangle de la production de café acceptable.",Insieme sono considerati il Triangolo della Produzione di Caffè Soddisfacente.,Gemeinsam sind sie als Dreieck Zufriedenstellender Kaffeeherstellung bekannt.,"En conjunto, se conocen como el ""Triángulo de la producción satisfactoria de café"".","En conjunto, se conocen como el «Triángulo de la producción satisfactoria de café».",통틀어서 이런 걸 '만족스러운 커피 생산의 삼각형'이라고 부릅니다.,,まとめて“うまいコーヒー作りのトライアングル”と呼ばれます。,"Coletivamente, são conhecidos como o Triângulo da Produção de Café Satisfatório.",总的来说，这三者称为适格咖啡作品的三要素。,這三個要素會集結成所謂的「泡咖啡的滿足金三角」。,,,,,
