,Key,English_US,Description,French,Italian,German,Spanish_Spain,Spanish_LATAM,Korean,Russian,Japanese,Portuguese_Brazil,Chinese_Simplified,Chinese_Traditional,Polish,Turkish,Swedish,Thai,Arabic
Alta_RAW-0019-Alta,Alta_RAW-0019-Alta,"Погодите, что?? Я могла нести меч, когда была с Чудовищем!","""Monster"" is a person's name",Mais qu'est-ce qui se passe ? J'arrivais à porter mon épée quand j'étais avec Monstro !,Eppure… sono riuscita a sollevare la spada quando ero con Mostro.,"Moment, was? Ich konnte das Schwert tragen, als ich bei Monster war!",Pero... ¿cómo es posible? ¡Podía llevar la espada cuando estaba con Monstruo!,Pero qué... ¡¿Cómo es posible?! ¡Si podía levantar la espada cuando estaba con Monstrita!,"잠깐, 뭐야?? {{Monster}}와 함께 있을 때는 검을 들 수 있었는데!",,どういうことだ？ モンスターといたときは剣を持てたのに！,"Espera, o quê?? Eu conseguia carregar a minha espada quando eu estava com a Monstro!",等等，什么？？和 {{Monster}} 一起的时候我明明能拿起这把剑！,等一下，什麼？？我跟 {{Monster}} 一起的時候就拿得動這把劍！,,,,,
Alta_RAW-0020-Alta,Alta_RAW-0020-Alta,Почему сейчас нет??,,Pourquoi je n'y arrive plus ?,Perché non adesso?,Warum jetzt nicht?,¿Por qué ahora no puedo?,¡¿Por qué ahora no puedo?!,갑자기 왜 안 되는 거지??,,なぜ今は…？,Por que agora não consigo??,为什么现在又不行了？？,現在怎麼就不行了？？,,,,,
Alta_RAW-0021-Alta,Alta_RAW-0021-Alta,"Интересно, почему я могла держать меч, когда была в лесу с Чудовищем.",,Je me demande pourquoi j'arrivais à porter l'épée quand j'étais dans la forêt avec Monstro.,Mi chiedo perché ero riuscita a sollevare la spada quando ero nella foresta con Mostro.,"Ich frage mich, warum ich das Schwert tragen konnte, als ich mit Monster im Wald war.",No sé por qué podía sostener la espada cuando estaba en el bosque con Monstruo.,Me pregunto por qué podía sostener la espada cuando estaba en el bosque con Monstrita.,숲에서 {{Monster}}와 함께 있을 때는 어떻게 검을 들 수 있었는지 모르겠어.,,なぜモンスターと森にいたときは、剣を持てたんだろう。,Por que será que eu consegui segurar a espada quando eu estava na floresta com a Monstro.,为什么我和 {{Monster}} 一起在森林里的时候，就能拿起这把剑？,我想想我跟 {{Monster}} 在森林裡的時候我是怎麼拿得起這把劍的。,,,,,
Alta_RAW-0022-Alta,Alta_RAW-0022-Alta,"Когда я схватила меч и, эм...",,Quand j'ai attrapé l'épée et… heu…,Quando ho afferrato la spada e… eh...,Als ich das Schwert gepackt habe und …,"Cuando cogí la espada y, eh...",Cuando levanté la espada y...,"손으로 검을 쥐는 순간, 음...",,さっき剣を握ったときは…,"Quando eu peguei a espada e, ahm...",当时我把剑握住，然后……,當時我抓住劍柄，然後，呃……,,,,,
Alta_RAW-0023-Alta,Alta_RAW-0023-Alta,...неважно.,,… laisse tomber.,… non importa.,"… ach, egal.",... da igual.,"Bueno, qué importa.",...아니다.,,…もういい。,Deixa pra lá.,……好吧。,……算了。,,,,,
Alta_RAW-0024-Alta,Alta_RAW-0024-Alta,...,,...,...,…,...,...,...,,...,...,……,……,,,,,
Alta_RAW-0025-Boro,Alta_RAW-0025-Boro,"Отличная работа! Пожалуйста, подойдите ко мне, чтобы обсудить следующие шаги.",,Excellent travail ! Viens me voir pour discuter des étapes suivantes.,Ottimo lavoro! Vieni a cercarmi per discutere i prossimi passi.,"Sehr gute Arbeit! Komm zu mir, um die nächsten Schritte zu besprechen.",¡Un trabajo excelente! Ven a verme para hablar sobre los próximos pasos.,¡Un trabajo excelente! Ven a verme para hablar sobre los próximos pasos.,훌륭해요! 다음 순서에 관해 상의하려면 나를 찾아와 주세요.,,お見事だね！ おいらのとこへ来てくれ。次のステップの話をしよう。,Excelente! Venha falar comigo para discutirmos os próximos passos.,干得漂亮！请来找我讨论后续计划。,做得好！請來找我，我們來討論接下來的步驟。,,,,,
Alta_RAW-0026-Boro,Alta_RAW-0026-Boro,"О, мисс, мне следовало упомянуть, что вам не нужно использовать садовые ножницы, чтобы собирать семена.","""Clippers"" in this sense means ""garden clippers"" for cutting plants","Oh, mademoiselle, j'aurais dû préciser que tu n'as pas besoin d'utiliser tes cisailles pour obtenir des graines.","Ah, signorina, avrei dovuto spiegare che non è necessario usare le cesoie per raccogliere i semi.","Oh, meine Liebe, ich hätte sagen sollen, dass du keine Schere brauchst, um an die Samen zu kommen.","Ah, señorita, debería haber mencionado que no es necesario usar la podadora para obtener semillas.","Ah, señorita, debería haber mencionado que no hace falta usar las tijeras de poda para obtener semillas.","아, 씨앗을 얻을 때 제초 가위는 필요 없다는 이야기를 깜빡했네요.",,おっと、お嬢さん、言っておけばよかったね。種を取るのに植木バサミはいらないんだ。,"Ah, senhorita, eu deveria ter falado que você não precisa usar sua tesoura para colher sementes.",哦，小姐，我本该告诉你的，并不需用剪刀采集种子。,噢，小姐，我忘了跟你說，如果想想獲得種子，不需要用到剪具。,,,,,
Alta_RAW-0027-Boro,Alta_RAW-0027-Boro,"Всё, что вам нужно сделать — это сорвать семена прямо с малого гибрида голыми руками!",,Il suffit de les récolter à la main directement sur les petits hybrides !,Basta prendere i semi dai piccoli ibridi direttamente con le mani!,Du kannst sie einfach mit bloßen Händen aus dem Kleinen Hybriden nehmen!,¡Lo único que necesitas hacer es coger las semillas del híbrido pequeño con tus propias manos!,¡Lo único que hay que hacer es tomar las semillas de la híbrida pequeña con las manos y ya!,씨앗은 그냥 맨손으로 소형 교배종에서 바로 챙길 수 있어요!,,"
素手で小型のハイブリッドから種をもぎ取るだけでいいのさ！",Só precisa colher as sementes diretamente da híbrida pequena com as mãos!,想从小型混种植物上采集种子，直接用手就可以了！,你只要徒手從小型混種上摘下種子就可以囉！,,,,,
Alta_RAW-0028-Boro,Alta_RAW-0028-Boro,"Если только вы не ЖЕЛАЕТЕ стать предвестником уничтожения растений? О боже, какая ужасная мысль...","""Harbinger of plant destruction"" means ""someone who's trying to destroy plants""","À moins que tu n'aies envie de jouer les tueuses de plantes ? Oh ma chère, ça serait vraiment une horrible idée...","A meno che tu non VOGLIA essere un'assassina delle piante? Oh cielo, che pensiero orrendo...","Es sei denn, du WILLST unbedingt die Botin der Pflanzenvernichtung sein? Oh je, die bloße Vorstellung …","A menos que quieras ser un heraldo de destrucción de las plantas... Ay, no quiero ni imaginarme eso.","A menos que quieras ser la heraldo de la destrucción de plantas... ¡Ay, no quiero ni imaginarme eso!","혹시 식물 파괴의 선두 주자가 되려는 의도가 아니라면 말이죠? 어휴, 그렇게 된다면 끔찍하겠죠...",,植物を滅亡させる先駆者になりたいってわけじゃないんだろ？ いやはや、考えるだけで怖いな…,"A menos que QUEIRA ser o arauto da destruição das plantas? Minha nossa, que pensamento horrível...",除非你就是想成为植物终结者？哦，天呐，这想法多么可怕啊……,除非你其實是想毀了這些植物？老天，多可怕的念頭啊……,,,,,
Alta_RAW-0029-Boro,Alta_RAW-0029-Boro,"О, мисс, мне следовало упомянуть, что вам не нужно использовать садовые ножницы, чтобы собирать плоды.",,"Oh, mademoiselle, j'aurais dû préciser que tu n'as pas besoin d'utiliser tes cisailles pour récolter des fruits.","Ah, signorina, avrei dovuto spiegare che non è necessario usare le cesoie per raccogliere i frutti.","Oh, meine Liebe, ich hätte sagen sollen, dass du keine Schere brauchst, um an Früchte zu kommen.","Oh, señorita, debería haber mencionado que no es necesario usar la podadora para obtener frutas.","Ah, señorita, debería haber mencionado que no hace falta usar las tijeras de poda para obtener frutas.","아, 열매를 얻을 때 제초 가위는 필요 없다는 이야기를 깜빡했네요.",,おっと、お嬢さん、言っておけばよかったね。果実を取るのに植木バサミはいらないんだ。,"Ah, senhorita, eu deveria ter falado que você não precisa usar sua tesoura para colher frutas.",哦，小姐，我本该告诉你的，并不需用剪刀采摘果实。,噢，小姐，我忘了跟你說，如果想獲得果實，不需要用到剪具。,,,,,
Alta_RAW-0030-Boro,Alta_RAW-0030-Boro,"Всё, что вам нужно сделать — это сорвать плоды прямо с большого гибрида голыми руками!",,Il suffit de les récolter à la main directement sur les grands hybrides !,Basta prendere i frutti dai grandi ibridi direttamente con le mani!,Du kannst sie einfach mit bloßen Händen vom Großen Hybriden pflücken!,¡Lo único que necesitas hacer es coger las frutas del híbrido grande con tus propias manos!,¡Lo único que hay que hacer es tomar las frutas de la híbrida grande con las manos y ya!,열매는 그냥 맨손으로 대형 교배종에서 바로 챙길 수 있어요!,,素手で大型のハイブリッドから果実をもぎ取るだけでいいのさ！,Só precisa colher as sementes diretamente da híbrida grande com as mãos!,想从大型种植物上采摘果实，直接用手就可以了！,你只要徒手從大型混種上摘下果實就可以囉！,,,,,
Alta_RAW-0031-Boro,Alta_RAW-0031-Boro,"Если только вы не ЖЕЛАЕТЕ стать предвестником уничтожения растений? О боже, какая ужасная мысль...",,"À moins que tu n'aies envie de jouer les tueuses de plantes ? Oh ma chère, ça serait vraiment une horrible idée...","A meno che tu non VOGLIA essere un'assassina delle piante? Oh cielo, che pensiero orrendo...","Es sei denn, du WILLST unbedingt die Botin der Pflanzenvernichtung sein? Oh je, die bloße Vorstellung …","A menos que quieras ser un heraldo de destrucción de las plantas... Ay, no quiero ni imaginarme eso.","A menos que quieras ser la heraldo de la destrucción de plantas... ¡Ay, no quiero ni imaginarme eso!","혹시 식물 파괴의 선두 주자가 되려는 의도가 아니라면 말이죠? 어휴, 그렇게 된다면 끔찍하겠죠...",,植物を滅亡させる先駆者になりたいってわけじゃないんだろ？ いやはや、考えるだけで怖いな…,"A menos que QUEIRA ser o arauto da destruição das plantas? Minha nossa, que pensamento horrível...",除非你就是想成为植物终结者？哦，天呐，这想法多么可怕啊……,除非你其實是想毀了這些植物？老天，多可怕的念頭啊……,,,,,
