,Key,English_US,Description,French,Italian,German,Spanish_Spain,Spanish_LATAM,Korean,Russian,Japanese,Portuguese_Brazil,Chinese_Simplified,Chinese_Traditional,Polish,Turkish,Swedish,Thai,Arabic
Business3_RAW-0010-Choice,Business3_RAW-0010-Choice,Только мы.,,Seulement nous.,Solo noi.,Nur wir.,Solo nosotros.,A ti y a mí nada más.,우리 두 사람이 있는 곳이요.,,私たちだけ。,Só a gente.,就你和我。,只有你我。,,,,,
Business3_RAW-0011-Choice,Business3_RAW-0011-Choice,Я не буду пояснять.,,Je ne vais pas développer.,Meglio non approfondire.,Mehr sag ich dazu nicht.,No daré más detalles.,No daré más detalles.,자세한 설명은 생략할게요.,,説明する気はない。,Não vou explicar.,我就不细说了。,我不想解釋。,,,,,
Business3_RAW-0012-Terry,Business3_RAW-0012-Terry,Понятно. Это проясняет смысл сказанного вами.,"From [0009-Choice]
From [0010-Choice]
From [0011-Choice]",Je vois. Ça éclaire bien ce que tu dis.,Adesso sì che è tutto chiaro.,"Verstehe. Das macht klar, was du meinst.",Ya veo. Esto aclara lo que quieres decir.,Ya veo. Esto aclara lo que quieres decir.,그렇군요. 무슨 뜻인지 잘 알겠어요.,,なるほど。おかげで意味が明確になりました。,Entendi. Isso esclarece o que você disse.,明白了。这么说我就懂了。,我懂了。這樣你的意思更清楚了。,,,,,
Business3_RAW-0013-Terry,Business3_RAW-0013-Terry,"Однако, похоже, что это лавка с напитками.",,"Cependant, ça ressemble plus à un genre de bar ici.","Tuttavia, questo posto sembra piuttosto un negozio di bevande calde.",Allerdings scheint mir dies hier ein Getränkeladen zu sein.,"Sin embargo, esto parece que es una tienda de bebidas.","Sin embargo, esto parece que es una tienda de bebidas.",하지만 여긴 음료를 파는 가게인 것 같군요.,,ところで、ここは飲み物を出す店のようですね。,"Porém, parece que este é um estabelecimento de bebidas.",但这里看起来像是一家茶馆。,不過，這裡好像是飲料店。,,,,,
Business3_RAW-0014-Terry,Business3_RAW-0014-Terry,"Следовательно, чтобы наиболее эффективно выступить с презентацией, я запрошу чашку кофе.",,"Par conséquent, afin de faire une présentation des plus efficaces, je vais te demander une tasse de café.","Pertanto, per poter svolgere la mia presentazione nel modo più efficace, ordinerò una tazza di caffè.","Um meine Präsentation möglichst effektiv abzuliefern, werde ich daher eine Tasse Kaffee bestellen.","Por lo tanto, para poder realizar mi presentación de la manera más efectiva, pediré una taza de café.","Por lo tanto, para poder realizar mi presentación de la manera más efectiva, pediré una taza de café.","따라서 오늘 제가 감명 깊은 프레젠테이션을 할 수 있도록, 커피 한 잔을 주문하겠습니다.",,それなら、効果的なプレゼンができるよう、コーヒーを1杯頼みたいのですが。,"Portanto, para que eu faça a minha apresentação de forma mais eficiente, solicitarei uma xícara de café.",因此，为了以最佳状态发表演讲，我想要一杯咖啡。,所以，為了能夠成功發表報告，我要點一杯咖啡。,,,,,
Business3_RAW-0015-Alta,Business3_RAW-0015-Alta,Здесь нет кофе. Только чай.,,On ne fait pas de café ici. Seulement du thé.,Non c'è caffè. Solo tè.,Hier gibt es keinen Kaffee. Nur Tee.,Aquí no hay café. Solo té.,Aquí no hay café. Solo té.,커피는 안 돼요. 차밖에 없어요.,,うちにはコーヒーはない。お茶だけだ。,Não tem café aqui. Só chá.,我们这没咖啡。只有茶。,這裡沒有咖啡。只有茶。,,,,,
Business3_RAW-0016-Terry,Business3_RAW-0016-Terry,"Как только у меня будет кофе, тогда я и продолжу поиски зала заседаний.",,"Quand j'aurai mon café, je continuerai de chercher la salle de conférence.","Dopo aver bevuto il caffè, continuerò a cercare la sala riunioni.","Sobald ich Kaffee habe, werde ich weiter nach dem Sitzungssaal suchen.","Una vez que tome un café, seguiré buscando la sala de juntas.","Una vez que tome un café, seguiré buscando la sala de juntas.",일단 커피부터 마시고 계속해서 회의실을 찾아봐야겠습니다.,,ではコーヒーを飲めたら、また役員会議室を探すことにします。,"Depois que eu tomar café, continuarei procurando a sala de reuniões.",我要先喝杯咖啡，然后继续去找会议室。,喝了咖啡之後，我就要繼續去找會議室。,,,,,
Business3_RAW-0017-Terry,Business3_RAW-0017-Terry,"Приветствую. Я заметил, что кофе имеется в наличии. Я приму кофе в данное время.",,"Salut. Je vois qu'il y a moyen de commander du café. Cette fois, je veux bien un café.",Ehilà. Ho notato che adesso il caffè è disponibile. Adesso vorrei proprio un caffè.,"Hallo. Ich habe beobachtet, dass Kaffee zur Verfügung steht. Zum jetzigen Zeitpunkt nehme ich einen Kaffee an.",Hola. He observado que hay café disponible. Aceptaré un café en este momento.,Hola. Pude observar que hay café disponible. Aceptaré un café en este momento.,안녕하세요. 커피를 준비할 수 있게 된 걸 확인했어요. 지금 커피 한 잔 주문할게요.,,どーも。見ましたよ。コーヒーを出せるようになったんですね。今度こそ頼みたい。,Oi. Observei que há café disponível. Vou aceitar um café desta vez.,哈啰。我看到现在有咖啡了。我想要一杯咖啡。,哈囉。我發現這裡有提供咖啡。我現在要點一杯咖啡。,,,,,
Business3_RAW-0018-Alta,Business3_RAW-0018-Alta,"Ладно, какой кофе вы хотите?",DUPLICATE BLOCK 1B BEGIN,"OK, tu veux quel genre de café ?","Va bene, che tipo di caffè vuoi?",Okay! Was für Kaffee möchtest du?,"Vale, ¿qué tipo de café quieres?","Bien, ¿qué tipo de café quieres?","좋아요, 커피의 종류는 뭐로 하실래요?",,わかった。どんなコーヒーがいい？,"Tá, que tipo de café você quer?",好的，你想喝哪种咖啡？,好，你想要哪種咖啡？,,,,,
Business3_RAW-0019-Terry,Business3_RAW-0019-Terry,Обычный кофе.,,Du café normal.,Caffè filtrato.,Normalen Kaffee.,Café normal.,Café normal.,보통 커피요.,,普通のコーヒーです。,Café normal.,普通咖啡。,一般的咖啡。,,,,,
Business3_RAW-0020-Alta,Business3_RAW-0020-Alta,"Ничего больше?? Вы не хотите, типа, с каким-то вкусом или что-то такое??",,Rien d'autre ? Tu n'as pas envie d'une saveur en plus ou quelque chose ?,Nient'altro? Non vuoi aggiungere un sapore o un altro ingrediente?,Sonst nichts? Willst du nicht einen Geschmack oder so?,¿Nada más? ¿No quieres un sabor o algo así?,¿Nada más? ¿No quieres un sabor o algo así?,그거면 돼요?? 맛이나 뭐 그런 거 추가 안 해요??,,他には何も？ フレーバーとか、そういうのは欲しくないの？,"Nada mais?? Não quer, tipo, um sabor ou algo assim??",不要别的？？比如说，加点风味啥的？,就這樣？？你不需要特殊風味之類的？？,,,,,
Business3_RAW-0021-Terry,Business3_RAW-0021-Terry,Мне не требуется вкус. Мне требуется только кофе.,,Je ne veux pas de saveur. Je veux juste du café.,Non ho bisogno di sapore. Ho bisogno solo del caffè.,Ich benötige keinen Geschmack. Ich benötige nur Kaffee.,No necesito sabor. Solo necesito café.,No necesito sabor. Solo necesito café.,맛은 필요 없어요. 커피만 있으면 됩니다.,,フレーバーは不要です。コーヒーだけでいい。,Não necessito sabor. Só necessito café.,不需要加风味。我只要咖啡。,我不需要風味。我只需要咖啡。,,,,,
Business3_RAW-0022-Alta,Business3_RAW-0022-Alta,...,,…,...,…,...,...,...,,…,...,……,……,,,,,
Business3_RAW-0023-Alta,Business3_RAW-0023-Alta,"Нет! Я не собираюсь сидеть здесь и делать вам, ребята, одно и то же снова и снова! Я с ума сойду от скуки!",,Non ! Hors de question que je reste assise ici à vous préparer toujours la même chose ! C'est un coup à mourir d'ennui !,NO! Non posso obbedire in silenzio e continuare a preparare sempre la stessa cosa! Impazzirei dalla noia!,Nein! Ich werde hier nicht einfach rumsitzen und euch Typen immerzu das gleiche machen! Da werd ich doch irre vor Langeweile!,¡No! ¡No voy a estar aquí sentada haciéndoos exactamente lo mismo una y otra vez! ¡Me volveré loca de aburrimiento!,¡No! ¡No voy a estar aquí sentada preparándoles lo mismo una y otra vez! ¡Voy a enloquecer de tanto aburrimiento!,아니요! 난 여기 앉아서 손님들에게 계속 똑같은 것만 만들어줄 생각이 없어요! 지루해서 미쳐버릴 지경이라고요!,,ダメだ！ じっと座って同じコーヒーを何度も淹れるなんてお断りだ！ 退屈すぎて頭がおかしくなっちまう！,Não! Não vou simplesmente sentar aqui e fazer a mesma coisa pra vocês várias vezes! Eu vou enlouquecer de tédio!,不！我才不要像坐流水线那样，给你们一遍遍地上一模一样的东西！那会把人无聊死的！,不！我才不要待在這裡，反覆幫你們製作同樣的飲品！我會無聊到死！,,,,,
Business3_RAW-0024-Alta,Business3_RAW-0024-Alta,"Мне нужно, чтобы вы сделали более интересный заказ кофе. Это новое правило, вам не разрешается заказывать «обычный кофе».",,"Il faut que tu passes une commande de café plus intéressante. C'est la nouvelle règle, tu n'as pas le droit de commander un café ""normal"" !","Ho bisogno che tu mi ordini un caffè più interessante. È la nuova regola della casa, non si può più ordinare un banale ""caffè filtrato"".",Ihr müsst interessanteren Kaffee bestellen. Das ist die neue Regel. Ihr dürft keinen „normalen Kaffee“ mehr bestellen.,"Necesito que me des un pedido de café más interesante. Esa es la nueva regla, no se puede pedir ""café normal"".",Necesito que me pidas un café más interesante. Esa es la nueva regla: no se puede pedir «café normal».,좀 더 재미있는 커피를 주문해 봐요. 이제부터는 그게 원칙이에요. '보통 커피'는 주문할 수 없어요.,,もっと面白いコーヒーを注文してくれ。よし、これを新しいルールにしよう。“普通のコーヒー”の注文は禁止。,"Preciso que você faça um pedido de café mais interessante. Essa é a nova regra, vocês não podem pedir ""café normal"".",你必须给我点一杯更有意思的咖啡。小店点单新规矩，禁止点“普通咖啡”。,你必須點一杯更有趣的咖啡。這是新規則，你不准點「一般的咖啡」。,,,,,
Business3_RAW-0025-Alta,Business3_RAW-0025-Alta,Так что это будет?,,"Alors, qu'est-ce que tu veux ?","Quindi, cosa vuoi che ti prepari?","Also, was darf es sein?","Entonces, ¿qué quieres tomar?","Entonces, ¿qué vas a tomar?","자, 뭐로 주문하실래요?",,それじゃ、何にする？,"Então, o que vai ser?",你想好了吗？,那喝什麼好呢？,,,,,
Business3_RAW-0026-Terry,Business3_RAW-0026-Terry,Эм.,,Hum…,Uhm.,Äh …,Mmm.,Mmm...,음.,,うーん。,Hm.,唔。,呃。,,,,,
Business3_RAW-0027-Terry,Business3_RAW-0027-Terry,Я обычно пью просто обычный кофе.,,"Habituellement, je ne bois que du café normal.",Di solito bevo solo caffè filtrato.,Üblicherweise nehme ich gewöhnlichen Kaffee.,Normalmente solo tomo café normal.,"Por lo común, tomo café normal.",난 일반적으로 항상 보통 커피를 마시는데요.,,いつもは普通のコーヒーしか飲まないんです。,Eu geralmente tomo café normal.,我一般只喝普通咖啡。,我通常都喝一般咖啡。,,,,,
Business3_RAW-0028-Alta,Business3_RAW-0028-Alta,"Ну, тогда, я полагаю, вы обычно будете пить его где-то в другом месте.",,"Alors, je crois que tu vas habituellement aller en boire ailleurs.","Bene, allora immagino che lo andrai a ordinare da qualche altra solita parte.","Na, dann wirst du den üblicherweise irgendwo anders hernehmen müssen.","Bueno, entonces supongo que normalmente lo tomarás en otro lugar.","Bueno, entonces supongo que vas a tener que tomarlo en otro lugar.","그럼, 다른 곳에 가서 일반적으로 항상 마시던 거 마셔요.",,だったら、“いつものように”よその店で飲むしかないね。,Acho que você vai ter que tomar em outro lugar.,那你最好去别的地方喝普通咖啡。,好啊，那你只好像平常那樣去其他地方喝。,,,,,
Business3_RAW-0029-Alta,Business3_RAW-0029-Alta,И? Вы сделаете заказ или нет? Давайте. Скажите что-нибудь.,,"Alors ? Tu passes une commande ou pas ? Allez, dis quelque chose !","E allora? Vuoi ordinare qualcosa oppure no? Forza, di' qualcosa.","Also? Bestellst du jetzt was, oder nicht? Na los. Sag was.",¿Entonces? ¿Me vas a hacer un pedido o no? Vamos. Di algo.,¿Y bien? ¿Vas a hacerme un pedido o no? Vamos. Di algo.,"자, 그래서요? 주문할 거예요, 말 거예요? 빨리요. 무슨 말 좀 해봐요.",,それで？ 注文するの？ しないの？ ほら、何とか言いなよ。,E aí? Você vai fazer um pedido ou não? Qual é? Diz alguma coisa.,所以？你点还是不点？赶紧的。说点什么。,所以呢？你是要點餐還是怎樣？快啊。講話啊。,,,,,
Business3_RAW-0030-Terry,Business3_RAW-0030-Terry,...и это не может быть «обычный кофе»?,,"… et ça ne peut pas être un café ""normal"" !","… E non può essere un ""caffè filtrato""?",…Und es darf nicht „gewöhnlicher Kaffee“ sein?,"¿Y no puede ser un ""café normal""?",¿No puede ser un «café normal» entonces?,...정말 안 되는 건가요? '보통 커피'는?,,…“普通のコーヒー”はダメなんですね？,"E não pode ser ""café normal""?",……而且不能是“普通咖啡”？,……不能講「一般的咖啡」？,,,,,
Business3_RAW-0031-Alta,Business3_RAW-0031-Alta,Нет!!,,Non !,No!,Nein!,¡¡No!!,¡No!,안 돼요!!,,ダメだ！！！,Não!!,不行！！,不能！,,,,,
Business3_RAW-0032-Terry,Business3_RAW-0032-Terry,Эм.,,Hum…,Uhm.,Äh …,Mmm.,Mmm...,음.,,うーん。,Hm.,唔。,呃。,,,,,
Business3_RAW-0033-Alta,Business3_RAW-0033-Alta,"Ладно, но я не буду делать «обычный кофе». Вы должны сделать мне более интересный заказ кофе.",,"Très bien, mais je ne prépare pas de café ""normal"". Il faut commander un café plus intéressant.","Va bene, ma non farò il ""caffè filtrato"". Devi ordinarmi un caffè più interessante.","Gut, aber ich mache keinen „gewöhnlichen Kaffee“. Du wirst interessanteren Kaffee bestellen müssen.","Vale, pero no voy a hacer un ""café normal"". Tienes que hacerme un pedido de café más interesante.","Bueno, pero no voy a preparar un «café normal». Tienes que pedirme un café más interesante.",좋아요. 대신 '보통 커피'는 안 만들어요. 좀 더 재미있는 커피를 주문해 주세요.,,わかったよ。でも“普通のコーヒー”は淹れない。もっと面白いコーヒーを注文してくれ。,"Tá bem, mas eu não vou fazer ""café normal"". Você precisa fazer um pedido de café mais interessante.",行吧，但我不提供“普通咖啡”。你必须点一杯更有意思的咖啡。,好，但我不要泡「一般的咖啡」。你必須點一杯更有趣的咖啡。,,,,,
Business3_RAW-0034-Terry,Business3_RAW-0034-Terry,Эм.,,Hum…,Uhm.,Äh …,Mmm.,Mmm...,음.,,うーん。,Hm.,唔。,呃。,,,,,
Business3_RAW-0035-Terry,Business3_RAW-0035-Terry,"Меня обычно не интересуют другие виды кофе, кроме «обычного».",,"Habituellement, je ne m'intéresse pas à d'autre café que le ""normal"".","In genere non mi interessa nessun caffè al di fuori del ""filtrato"".",Normalerweise mag ich andere Arten Kaffee als „gewöhnlichen“ nicht.,"No me suelen gustar los estilos de café que no sean los ""normales"".",El problema es que no me gustan los cafés «no normales».,난 일반적으로 '보통 커피' 이외의 종류에는 관심이 없어요.,,いつもは“普通”のスタイルのコーヒーにしか興味がないんです。,"Eu geralmente não tenho interesse em estilos de café que não sejam o ""normal"".",我一般不喜欢非“普通”风格的咖啡。,除了「一般的」咖啡之外，其他口味的咖啡我都不太喜歡。,,,,,
Business3_RAW-0036-Alta,Business3_RAW-0036-Alta,"Ну, тогда сегодня вы узнаете о себе что-то новое. Как захватывающе для вас.",,"Alors, aujourd'hui tu vas apprendre quelque chose sur toi-même. Comme c'est excitant !","Ebbene, oggi imparerai qualcosa di nuovo su di te. Non sei emozionato?","Na, dann wirst du heute wohl mal was Neues über dich selbst erfahren. Wie aufregend für dich.","Bueno, entonces hoy aprenderás algo nuevo sobre ti. Qué emocionante.","Bueno, entonces hoy vas a aprender algo nuevo sobre ti. Qué emoción.",그럼 오늘 자신에 관해 새로운 사실을 배우시겠군요. 흥미진진하시겠어요.,,だったら今日は新しい自分に出会ってみるんだ。ワクワクするだろ？,"Bem, então hoje você vai aprender algo novo sobre si mesmo. Que empolgante pra você.",那你今天得探索新的自己。多么激动人心呀。,那麼你今天就會認識新的自我。多好玩啊。,,,,,
Business3_RAW-0037-Terry,Business3_RAW-0037-Terry,Эм.,,Hum…,Uhm.,Äh …,Mmm.,Mmm...,음.,,うーん。,Hm.,唔。,呃。,,,,,
Business3_RAW-0038-Terry,Business3_RAW-0038-Terry,"Это единственное условие, при котором вы сделаете кофе?",,C'est la seule solution pour que tu acceptes de faire du café ?,Questo è l'unico modo per avere un caffè fatto da te?,Und du wirst mir nur so einen Kaffee zubereiten?,¿Esta es la única forma en que harás café?,¿Es la única forma en que harás café?,그렇게까지 해야만 커피를 만들 건가요?,,コーヒーを淹れてもらうには、そうするしかない？,Essa é a única forma que você vai fazer café?,只有这样你才会上咖啡吗？,唯有如此，你才會泡咖啡嗎？,,,,,
Business3_RAW-0039-Alta,Business3_RAW-0039-Alta,Да.,,Oui.,Sì.,Ja.,Sí.,Sí.,네.,,ああ。,Sim.,是的。,是。,,,,,
Business3_RAW-0040-Terry,Business3_RAW-0040-Terry,О.,DUPLICATE BLOCK 1B END,Ah…,Oh.,Oh.,Ah.,Ah.,아.,,参ったな。,Ah.,哦。,噢。,,,,,
Business3_RAW-0041-Terry,Business3_RAW-0041-Terry,"В таком случае, я возьму кофе с... фруктом.",,"Dans ce cas, je vais prendre un café avec… un fruit.",In tal caso prenderò il caffè con... la frutta.,In diesem Fall nehme ich Kaffee mit …Frucht.,"En ese caso, tomaré café con... fruta.","En ese caso, tomaré café con... fruta.",그렇다면 제 커피에는... 열매를 넣어주세요.,,それならコーヒーに…果実を入れてください。,"Nesse caso, vou querer café com... fruta.",既然如此，请给我的咖啡里加……水果。,這樣的話，我想要……水果風味的咖啡。,,,,,
Business3_RAW-0042-Alta,Business3_RAW-0042-Alta,С каким фруктом?,,Quel genre de fruit ?,Che tipo di frutta?,Was für eine Frucht?,¿Qué tipo de fruta?,¿Qué tipo de fruta?,어떤 열매요?,,どんな果実がいい？,Que tipo de fruta?,哪种水果？,哪種水果？？,,,,,
Business3_RAW-0043-Terry,Business3_RAW-0043-Terry,"Я возьму тот фрукт, который обладает наименьшим возможным количеством вкуса.",,Je prendrai le fruit qui a le moins de saveur possible.,Vorrei la frutta che ha meno sapore possibile.,"Ich nehme die Sorte die Frucht, die am wenigsten Geschmack hat.",Tomaré la fruta que tenga la menor cantidad de sabor posible.,Tomaré la fruta que tenga la menor cantidad de sabor posible.,아무거나 최대한 맛이 안 나는 열매로 부탁해요.,,何でも構いませんが、できるだけ味のない果実がいい。,Vou aceitar qualquer fruta que tenha a menor quantidade de sabor possível.,我想要味道最淡的水果。,我想要最乏味的水果。,,,,,
Business3_RAW-0044-Alta,Business3_RAW-0044-Alta,Эх...,,*soupir*,Oh...,Seufz …,Pff...,Increíble...,휴...,,はぁ…,Tsc...,唉……,唉……,,,,,
Business3_RAW-0045-Alta,Business3_RAW-0045-Alta,"...ладно. Я принесу вам самый безвкусный фруктовый кофе, который смогу сделать.",,… OK. Je te prépare un café au fruit avec le moins de saveur possible.,… e va bene. Ti porterò il caffè alla frutta più insapore che riesco a preparare.,"…Na gut. Ich bringe dir den geschmacklosesten Frucht-Kaffee, den ich machen kann.",Bien. Te voy a traer el café afrutado más insípido que pueda preparar.,Bien. Te voy a traer el café afrutado más insípido que pueda preparar.,...알겠어요. 그럼 최대한 맛이 안 나는 열매를 첨가한 커피로 가져올게요.,,…わかった。一番味のない果実入りのコーヒーを淹れてくるよ。,Tá bem. Vou te trazer o café de frutas mais insosso que eu conseguir fazer.,……好吧。我会给你做一杯水果味尽量淡的咖啡。,……好吧。我會泡出一杯風味最貧乏的水果咖啡。,,,,,
Business3_RAW-0046-Terry,Business3_RAW-0046-Terry,Очень хорошо.,,Très bien.,Molto bene.,Sehr gut.,Muy bien.,Muy bien.,좋아요.,,助かります。,Muito bem.,非常好。,很好。,,,,,
Business3_RAW-0047-Terry,Business3_RAW-0047-Terry,Приветствую. Я жду свой кофе.,,Salut. J'attends mon café.,Ehilà. Sto aspettando il mio caffè.,Hallo. Ich warte auf meinen Kaffee.,Hola. Estoy esperando mi café.,Hola. Estoy esperando mi café.,안녕하세요. 커피를 기다리고 있는데요.,,どーも。コーヒーを待ってるんですが。,Olá. Estou esperando o meu café.,哈啰。我还在等我的咖啡。,哈囉。我在等候我的咖啡。,,,,,
Business3_RAW-0048-Terry,Business3_RAW-0048-Terry,"В любой момент, когда у вас появится безвкусный фруктовый кофе, именно его я и буду.",,"Dès que tu as du café au fruit sans saveur, tu peux m'en servir.","Appena avrai il caffè alla frutta senza sapore, potrai servirmelo.","Wann auch immer ihr geschmacklosen Frucht-Kaffee habt, nehme ich ihn.","Cuando tengas café afrutado sin sabor, eso es lo que tomaré.","Cuando tengas café afrutado sin sabor, eso es lo que voy a tomar.",언제든지 맛이 안 나는 열매를 첨가한 커피가 준비되면 그걸 마시겠습니다.,,味のない果実入りのコーヒーが準備できたら、ぜひ飲ませていただきたい。,"Assim que vocês tiverem café de frutas insosso, é o que vou querer.",如果有水果味清淡的咖啡，请给我一杯。,只要你泡好乏味水果咖啡，就端來給我喝吧。,,,,,
