key,source,Translation
German,Auf einer Reise wie meiner muss man stets auf seine Kräfte achten. Rast ist äußerst wichtig.,
Spanish_Spain,"En un viaje como el mío, hay que tener en cuenta las propias fuerzas en todo momento. El descanso es la máxima prioridad.",
Spanish_LATAM,"En un viaje como el mío, hay que tener en cuenta las propias fuerzas en todo momento. El descanso es la máxima prioridad.",
Korean,제가 뛰어든 이런 여정에서는 항상 체력을 철저히 관리해야 하거든요. 휴식이 최우선입니다.,
Russian,,
Japanese,俺のような旅をしていると、強さを保てるよう常に気を使わなきゃならない。何よりも休息が第一だ。,
Portuguese_Brazil,"Em uma jornada como a minha, devemos cuidar de nossa força a todo momento. Descansar é a principal prioridade.",
Chinese_Simplified,像我这样长途跋涉的人，必须时刻关注体力分配。目前歇息才是重中之重。,
Chinese_Traditional,在像我這樣的冒險當中，必須時刻保持體力。休息乃是優先事項。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Ren_RAW-0005-Customer,
English_US,"Once I am recuperated, you can be certain we will discuss tea at length!",
Description,,
French,"Quand j'aurai récupéré, tu peux être sûre que nous parlerons thé en long et en large !",
Italian,"Una volta che mi sarò riposato, puoi star certa che parleremo di tè in lungo e largo!",
German,"Sobald ich mich erholt habe, werden wir ausgiebig über Tee reden, sei dir sicher!",
Spanish_Spain,"Una vez que me recupere, ¡puedes estar segura de que hablaremos extensamente sobre el té!",
Spanish_LATAM,"¡Una vez que me recupere, puedes estar segura de que hablaremos largo y tendido sobre el té!",
Korean,말씀하신 차에 대해서는 체력이 회복되고 나서 얘기해 보죠!,
Russian,,
Japanese,体が回復したら、お茶のことをゆっくり話そう！必ずだ！,
Portuguese_Brazil,"Depois que eu me recuperar, tenha certeza que discutiremos o chá!",
Chinese_Simplified,等我缓过一口气，一定陪你好好讨论茶艺！,
Chinese_Traditional,待我休息完畢後，我們一定就來好好聊聊喝茶這個話題！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Ren_RAW-0006-Choice,
English_US,Sounds good.,
Description,,
French,Ça me va.,
Italian,Va benissimo.,
German,Klingt gut.,
Spanish_Spain,Está bien.,
Spanish_LATAM,Me parece bien.,
Korean,그러세요.,
Russian,,
Japanese,それでいい。,
Portuguese_Brazil,Tá bom.,
Chinese_Simplified,说得有道理。,
Chinese_Traditional,聽起來不錯。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Ren_RAW-0007-Choice,
English_US,Um... are you a fighter?,
Description,,
French,Hum… tu es un combattant ?,
Italian,Uhm... sei un combattente?,
German,Ähm …bist du ein Kämpfer?,
Spanish_Spain,Eh... ¿eres un guerrero?,
Spanish_LATAM,Dime... ¿eres un guerrero?,
Korean,그런데... 혹시 전사세요?,
Russian,,
Japanese,あんた…戦士なのか？,
Portuguese_Brazil,Ahm... você é um lutador?,
Chinese_Simplified,呃……你是一名斗士吗？,
Chinese_Traditional,呃……你是戰士嗎？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Ren_RAW-0008-Customer,
English_US,"So you've noticed! I am indeed a warrior by trade!",
Description,From [0007-Choice],
French,Tu as remarqué ! Je suis effectivement guerrier de profession !,
Italian,"Allora l'hai notato! Sono un guerriero di professione!",
German,Es ist dir also aufgefallen! Ich arbeite tatsächlich als Krieger!,
Spanish_Spain,"¡Así que te has dado cuenta! ¡Sí, soy todo un guerrero de oficio!",
Spanish_LATAM,"¡Conque te diste cuenta! ¡Sí, soy todo un guerrero de oficio!",
Korean,눈치채셨군요! 저는 전사가 맞습니다!,
Russian,,
Japanese,ほう、気づいたか！ いかにも俺は本職の戦士だ！,
Portuguese_Brazil,"Então, você percebeu! Realmente, minha profissão é a de guerreiro!",
Chinese_Simplified,被你看出来了！我确实是一名职业斗士！,
Chinese_Traditional,你發現了！我的確是個戰士！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Ren_RAW-0009-Customer,
English_US,"Currently in my second year fighting for the Minor Circuit, and none too upset with my record!",
Description,"""Minor Circuit"" means a series of organized fighting tournaments. It's ""minor"" so it's not as important or prestigious as the Major Circuit would be.",
French,"Actuellement dans ma deuxième année de combats sur le circuit mineur, je ne suis pas trop mécontent de mon bilan.",
Italian,Sono al secondo anno di combattimento per il Circuito Minore e il mio record non è niente male!,
German,Momentan kämpfe ich im zweiten Jahr in der Unterliga und kann ganz zufrieden mit meiner Erfolgsgeschichte sein!,
Spanish_Spain,"Ahora mismo estoy en mi segundo año luchando por el Circuito Menor, ¡y estoy bastante contento con mis registros!",
Spanish_LATAM,"Ahora mismo estoy transitando mi segundo año como luchador en el Circuito Menor, ¡y debo decir que estoy bastante contento con mis registros!",
Korean,현재 2부 리그에 참전한 지 2년 차고 기록도 나쁘지 않죠!,
Russian,,
Japanese,今は下位の大会で戦って2年目だ。まずまずの記録を挙げている！,
Portuguese_Brazil,"Atualmente, estou no meu segundo ano de combate no Circuito Secundário, e nada preocupado com o meu recorde!",
Chinese_Simplified,今年已经是我参加次级巡回赛的第二年了，成绩也还说得过去！,
Chinese_Traditional,今年是我第二年在「小巡迴」奮鬥，而且我的戰績還不錯。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Ren_RAW-0010-Customer,
English_US,Would you allow me a small moment to boast? Perhaps you recognize my mask...,
Description,,
French,Me laisserais-tu me vanter un instant ? Tu reconnais peut-être mon masque…,
Italian,Mi concederesti un momento per vantarmi? Forse riconosci la mia maschera...,
German,Darf ich kurz ein wenig angeben? Vielleicht erkennst du meine Maske …,
Spanish_Spain,¿Me dejas que alardee un poco? Quizás reconozcas mi máscara...,
Spanish_LATAM,¿Me permitirías alardear un poco? Quizás reconozcas mi máscara...,
Korean,제 자랑 좀 해도 되겠습니까? 이 가면을 알아보실지 모르겠지만...,
Russian,,
Japanese,ちょっと自慢させてもらっていいか？ 俺の仮面を見ればわかると思うが…,
Portuguese_Brazil,Será que você permitiria que me gabasse um pouco? Talvez você reconheça a minha máscara...,
Chinese_Simplified,可以让我小小的自夸一番吗？也许你认得我的面具……,
Chinese_Traditional,請容我炫耀一下下？或許你看過我的面具……,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Ren_RAW-0011-Customer,
English_US,"It was a gift from the {{Vyndian}} Empress, given only to the warriors she sees as most honorable.",
Description,,
French,"C'est un cadeau de l'impératrice du {{Vyndia}}, remis exclusivement aux guerriers qu'elle considère comme les plus honorables.",
Italian,"È un dono dell'Imperatrice di {{Vyndia}}, che concede solo ai guerrieri considerati più onorevoli.",
German,"Sie war ein Geschenk der Kaiserin von {{Vyndia}}, für Krieger, die sie als besonders ehrbar ansah.",
Spanish_Spain,"Fue un regalo de la emperatriz {{Vyndian}}, solo se entrega a los guerreros que considera más honorables.",
Spanish_LATAM,Fue un regalo de la emperatriz vyndiana. Solo hace entrega de estas a los guerreros que considera más honorables.,
Korean,{{Vyndian}} 여제가 하사하신 물건이거든요. 그분이 가장 명예롭다고 판단한 전사에게만 주어지는 선물이죠.,
Russian,,
Japanese,これは{{ヴィンディアン}}の女帝から贈られたものだ。女帝が認めた名誉ある戦士だけに授けられる。,
Portuguese_Brazil,"Foi um presente da Imperadora {{Vyndiana}}, dada apenas aos guerreiros que ela considera os mais honrados.",
Chinese_Simplified,这是{{Vyndian}}女皇赏赐的，只发放给她眼中最崇高的战士。,
Chinese_Traditional,這是{{Vyndian}}皇后的贈禮，她只會贈與她認為最英勇的戰士。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Ren_RAW-0012-Customer,
English_US,"Those who seek honor and respect in combat, rather than victory alone. She saw this in me.",
Description,,
French,"Ceux qui cherchent l'honneur et le respect au combat, plutôt que la victoire seule. C'est ce qu'elle a vu en moi.",
Italian,"A coloro che cercano l'onore e il rispetto nel combattimento, al di là della mera vittoria. È questo che ha visto in me.",
German,"Jene, die im Kampf Ehre und Respekt statt nur den Sieg suchen. Das sah sie in mir.",
Spanish_Spain,"Aquellos que buscan honor y respeto en el combate, más que solo la victoria. La emperatriz vio esto en mí.",
Spanish_LATAM,"Aquellos que, más allá de la victoria, buscan honor y respeto en el combate. La emperatriz vio esto en mí.",
Korean,전투에서 승리만이 아니라 명예와 존중을 추구하는 전사 말입니다. 여제는 저에게서 그런 면을 본 거죠.,
Russian,,
Japanese,戦いにおいて勝利だけでなく、名誉と敬意を求める戦士。女帝は俺の中に、そういう精神を見いだした。,
Portuguese_Brazil,"Aqueles que buscam honra e respeito em combate, e não apenas a vitória. Ela percebeu isso em mim.",
Chinese_Simplified,这样的战士不能只盯着胜利，还必须在战斗中追求荣誉、敬重对手。她在我身上看到了这些品质。,
Chinese_Traditional,也就是不只會追求勝利，而是在戰鬥中追求榮耀和尊重的戰士。我就是她認可的戰士。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Ren_RAW-0013-Customer,
English_US,"I carry her blessing everywhere, on my body and in my heart.",
Description,,
French,"Je transporte sa bénédiction partout, sur mon corps et dans mon cœur.",
Italian,"Porto la sua benedizione ovunque, nel corpo e nell'anima.",
German,"Ich trage ihren Segen überall bei mir, auf meinem Körper und in meinem Herzen.",
Spanish_Spain,"Llevo su bendición a todas partes, en mi cuerpo y en mi corazón.",
Spanish_LATAM,"Llevo su bendición a todas partes, tanto en mi cuerpo como en mi corazón.",
Korean,그날부터 저는 항상 몸과 마음에 여제의 축복을 지니고 다닌답니다.,
Russian,,
Japanese,俺はその祝福をいつも纏っている。体にも心にもな。,
Portuguese_Brazil,"Carrego sua bênção para onde vou, no meu corpo e no meu coração.",
Chinese_Simplified,我去任何地方都把她的祝福带在身上，也记在心里。,
Chinese_Traditional,我去到哪都帶著她的祝福，身心皆然。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Ren_RAW-0014-Choice,
English_US,"I'm a fighter too.",
Description,,
French,Je suis une combattante aussi.,
Italian,"Anch'io sono una combattente.",
German,Ich bin auch eine Kämpferin.,
Spanish_Spain,Yo también soy una guerrera.,
Spanish_LATAM,Yo también soy una guerrera.,
Korean,나도 전사예요.,
Russian,,
Japanese,私も戦士だ。,
Portuguese_Brazil,Também sou lutadora.,
Chinese_Simplified,我也是一名斗士。,
Chinese_Traditional,我也是戰士。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Ren_RAW-0015-Choice,
English_US,"I, uh... I'm glad you've found this shop, stay as long as you'd like.",
Description,,
French,"C'est bien que tu aies trouvé ce salon. Reste le temps que tu veux.",
Italian,"Io... ecco... sono grata che tu abbia trovato questo negozio, rimani quanto vuoi.",
German,"Ich, äh … Ich bin froh, dass du diesen Laden gefunden hast. Bleib, solange du willst.",
Spanish_Spain,"Yo, eh... Me alegro de que hayas encontrado esta tienda, quédate todo el tiempo que quieras.",
Spanish_LATAM,"Ah, eh... Me alegro de que hayas llegado a esta tienda. Quédate todo el tiempo que quieras.",
Korean,"그래요, 음... 이 가게를 찾으셔서 다행이군요. 필요한 만큼 머물다 가세요.",
Russian,,
Japanese,私は…いや、この店を見つけてくれて何よりだ。ゆっくりするといい。,
Portuguese_Brazil,"Eu, ahm... fico feliz que tenha encontrado esta loja, fique o quanto quiser.",
Chinese_Simplified,我，呃……很高兴你能找到本家小店，想待多久都行。,
Chinese_Traditional,我，呃……很高興你找到這間茶屋，你想待多久都可以。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Ren_RAW-0016-Customer,
English_US,"Thank you, I will do exactly that.",
Description,From [0015-Choice],
French,"Merci, c'est bien ce que je compte faire.",
Italian,"Grazie, farò proprio così.",
German,Danke. Genau das werde ich tun.,
Spanish_Spain,"Gracias, haré eso exactamente.",
Spanish_LATAM,"Gracias, eso mismo haré.",
Korean,감사합니다. 그렇게 하죠.,
Russian,,
Japanese,ありがとう。そうさせてもらうよ。,
Portuguese_Brazil,"Agradeço, farei exatamente isso.",
Chinese_Simplified,谢谢，我会这么做的。,
Chinese_Traditional,謝謝你，我會欣然照做。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Ren_RAW-0017-Customer,
English_US,"Truly? Why yes, now that I am paying attention, I see the poise and balance in your stance...",
Description,From [0014-Choice],
French,"Vraiment ? Mais oui, maintenant que tu le dis, je discerne cette élégance et cet équilibre dans ta posture…",
Italian,"Veramente? Ebbene, adesso che lo hai detto, riconosco la compostezza e l'equilibrio nella tua postura...",
German,"Wirklich? Aber ja! Jetzt, da ich darauf achte, sehe ich Balance und Stärke deiner Haltung …",
Spanish_Spain,"¿De verdad? Pues sí, ahora que presto atención, veo el aplomo y el equilibrio en tu postura...",
Spanish_LATAM,"¿Lo dices en serio? Pues sí, ahora que presto atención, veo el aplomo y el equilibrio en tu postura...",
Korean,"정말입니까? 그러네요, 가만 보니 확실히 다르군요. 자세가 침착하고 균형 있습니다...",
Russian,,
Japanese,本当か？ 確かにそうだ！ こうやってよく見ると、その身のこなしといい、安定した姿勢といい…,
Portuguese_Brazil,"Verdade? Mas claro, agora que estou prestando atenção, vejo a estabilidade e o equilíbrio de sua postura...",
Chinese_Simplified,真的？确实，仔细一瞧，我能从你的站姿看出一种架势和平衡感。,
Chinese_Traditional,真的？難怪，仔細一看，就會發現你的站姿有多沉著穩定……,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Ren_RAW-0018-Customer,
English_US,"Of course, I see it clearly now! Another warrior, like myself, here in the woods!",
Description,,
French,"Bien sûr, c'est clair maintenant ! Une autre guerrière, comme moi, ici, dans cette forêt !",
Italian,"Certo, ora lo vedo chiaramente! Una guerriera proprio come me, qui, nella foresta!",
German,"Natürlich, es ist ganz augenscheinlich! Noch ein Krieger, wie ich selbst, hier im Wald!",
Spanish_Spain,"¡Por supuesto, ahora lo veo claramente! ¡Otro guerrero, como yo, aquí en el bosque!",
Spanish_LATAM,"¡Por supuesto! ¡Ahora lo veo con total claridad! ¡Una guerrera que comparte mi espíritu de combate, justo aquí en el bosque!",
Korean,"맞아요, 이제 분명히 알겠어요! 이런 숲속에서 같은 전사분을 만나다니!",
Russian,,
Japanese,ああ、ハッキリわかるぞ！ こんな森の中に自分と同じ戦士がいるとはな！,
Portuguese_Brazil,"Claro, vejo claramente agora! Outra guerreira, como eu, aqui na floresta!",
Chinese_Simplified,没错，我现在看明白了！没想到，除我之外，这森林里还有一位战士！,
Chinese_Traditional,沒錯，我不會看走眼的！這片森林中竟然有跟我一樣的戰士！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Ren_RAW-0019-Customer,
English_US,"It is fate that brings us together, yes? Surely it is.",
Description,,
French,"Est-ce le destin qui nous réunit ? Oui, certainement.",
Italian,È il destino che ci unisce. Ne sono sicuro.,
German,"Es ist das Schicksal, das uns zusammenführt, ja? Sicher ist es das.",
Spanish_Spain,"Es el destino lo que nos une, ¿no? Seguro que sí.",
Spanish_LATAM,"Es el destino lo que medió para que nuestros caminos se cruzaran, ¿no? Seguro que sí.",
Korean,이거 정말 운명 아닙니까? 그렇죠? 틀림없습니다.,
Russian,,
Japanese,ここで出会えたのは運命だ。そうに違いない。だろ？,
Portuguese_Brazil,"É o destino que nos une, sim? Claro que é.",
Chinese_Simplified,真是命中注定的邂逅，不是吗？当然如此。,
Chinese_Traditional,這是命運的安排，對吧？一定是的。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Ren_RAW-0020-Customer,
English_US,"Please, tell me a tale of combat! I wish to know of your journey and your strengths.",
Description,,
French,"S'il te plaît, raconte-moi une histoire de combat ! Je veux connaître ton voyage et tes forces.",
Italian,"Per favore, raccontami di qualche tuo combattimento! Ho l'ardente desiderio di scoprire il tuo passato e conoscere i tuoi punti di forza.",
German,"Bitte, erzähl mir eine Geschichte vom Kampf. Ich will von deiner Reise und deinen Stärken hören.",
Spanish_Spain,"¡Por favor, cuéntame una historia de combate! Me gustaría conocer tu trayectoria y tus puntos fuertes.",
Spanish_LATAM,"¡Por favor, cuéntame una historia de combate! Me gustaría conocer tu trayectoria y tus puntos fuertes.",
Korean,이렇게 만났으니 무용담 좀 들려주세요! 그동안의 전투 이력이나 능력도 알고 싶습니다.,
Russian,,
Japanese,ぜひ戦いの話を聞かせてくれ！ あんたの歩んできた道や強さを知りたい。,
Portuguese_Brazil,"Por favor, me conte uma história de combate! Desejo conhecer sua jornada e suas forças.",
Chinese_Simplified,拜托了，请和我分享一次战斗的经历吧！我想了解你的经历和你的力量。,
Chinese_Traditional,請跟我分享戰鬥故事！我想了解你的冒險和實力。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Ren_RAW-0021-Alta,
English_US,Well...,
Description,,
French,Eh bien…,
Italian,Ecco...,
German,Nun …,
Spanish_Spain,Bueno…,
Spanish_LATAM,"Bueno, pues…",
Korean,사실...,
Russian,,
Japanese,私は…,
Portuguese_Brazil,Bem...,
Chinese_Simplified,好吧……,
Chinese_Traditional,嗯……,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Ren_RAW-0022-Choice,
English_US,I am undefeated in battle.,
Description,,
French,Je suis invaincue au combat.,
Italian,Non sono mai stata battuta durante un combattimento.,
German,Ich bin im Kampf unbesiegt.,
Spanish_Spain,Estoy invicta en la batalla.,
Spanish_LATAM,Estoy invicta en la batalla.,
Korean,난 싸움에서 진 적이 없는 전사예요.,
Russian,,
Japanese,戦いでは負け知らずだ。,
Portuguese_Brazil,Estou invicta em batalha.,
Chinese_Simplified,我未尝一败。,
Chinese_Traditional,我從未輸過。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Ren_RAW-0023-Choice,
English_US,I used to be undefeated in battle.,
Description,,
French,"J'étais invaincue au combat.",
Italian,Non ero mai stata battuta durante un combattimento.,
German,Ich war mal im Kampf unbesiegt.,
Spanish_Spain,Solía estar invicta en la batalla.,
Spanish_LATAM,Solía estar invicta en la batalla.,
Korean,난 과거에 난 싸움에서 진 적 없는 전사였어요.,
Russian,,
Japanese,以前は戦いでは負け知らずだった。,
Portuguese_Brazil,Eu era invicta em batalha.,
Chinese_Simplified,我曾经未尝一败。,
Chinese_Traditional,我以前從未輸過。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Ren_RAW-0024-Customer,
English_US,Truly? No losses? How long have you been fighting?,
Description,From [0022-Choice],
French,Vraiment ? Aucune défaite ? Tu combats depuis combien de temps ?,
Italian,Veramente? Imbattuta? Da quanto tempo combatti?,
German,Wirklich? Keine Niederlagen? Wie lange kämpfst du schon?,
Spanish_Spain,¿De verdad? ¿No te han derrotado nunca? ¿Cuánto tiempo llevas luchando?,
Spanish_LATAM,¿De verdad? ¿Nunca fuiste derrotada? ¿Cuánto tiempo llevas luchando?,
Korean,정말입니까? 패한 적이 없어요? 경력이 얼마나 되시는데요?,
Russian,,
Japanese,本当か？ 無敗だと？ いつから戦ってるんだ？,
Portuguese_Brazil,Verdade? Nenhuma derrota? Há quanto tempo você luta?,
Chinese_Simplified,真的？从没输过？你做战士有多久了？,
Chinese_Traditional,真的？百戰百勝？你當戰士多久了？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Ren_RAW-0025-Alta,
English_US,"Thirteen years, just about. I spent three of those in and out of mercenary work.",
Description,,
French,Presque treize ans. Dont trois de ces années comme mercenaire.,
Italian,"Tredici anni, più o meno. Di cui tre da mercenaria.",
German,"Seit dreizehn Jahren, so in etwa. Drei davon hab ich immer mal Söldnerarbeit gemacht.",
Spanish_Spain,"Trece años, más o menos. Pasé tres de ellos siendo también mercenaria.",
Spanish_LATAM,"Trece años, más o menos. Pasé tres de ellos siendo también mercenaria.",
Korean,대충 13년 정도. 그중 3년은 용병 일도 병행했어요.,
Russian,,
Japanese,ちょうど13年になる。そのうち3年は傭兵の仕事も引き受けたりしていた。,
Portuguese_Brazil,"Treze anos, mais ou menos. Eu passei três desses anos fazendo alguns bicos de mercenária.",
Chinese_Simplified,十三年左右吧。其中有三年在断断续续地当佣兵。,
Chinese_Traditional,大概十三年。其中三年斷斷續續接了一些傭兵工作。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Ren_RAW-0026-Alta,
English_US,But the last eight years were all just tournament fights in the Combat Arena.,
Description,"""Combat Arena"" is the name for a place where professional fighting is held, like a boxing arena or a colosseum",
French,"Mais pendant les huit dernières années, je n'ai fait que des tournois dans l'arène de combat.",
Italian,"Ma gli ultimi otto anni ho solo partecipato ai tornei nell'arena di combattimento.",
German,Aber in den letzten acht Jahren war ich immer bei Turnierkämpfen in der Kriegerarena.,
Spanish_Spain,Pero los últimos ocho años fueron solo peleas de torneo en la arena de combate.,
Spanish_LATAM,Pero los últimos ocho años fueron solo peleas de torneo en la arena de combate.,
Korean,하지만 지난 8년은 전투 아레나에서 시합만 하며 지냈죠.,
Russian,,
Japanese,でも、この8年間は大会の試合だけだ。闘技場で戦ってる。,
Portuguese_Brazil,Mas os últimos oito anos foram todos lutas de torneio na Arena de Combate.,
Chinese_Simplified,但过去八年都是在竞技场里打比赛。,
Chinese_Traditional,但後來的八年都在鬥技場參加戰鬥比賽。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Ren_RAW-0027-Customer,
English_US,"Ah, yes, I can recall my own first loss. An educating time.",
Description,From [0023-Choice],
French,"Ah, oui… je me souviens de ma première défaite. Ce fut une leçon.",
Italian,"Ah, sì, ricordo la mia prima sconfitta. Mi è servita di lezione.",
German,"Oh ja, ich erinnere mich gut an meine erste Niederlage. Ein lehrreicher Moment.",
Spanish_Spain,"Ah, sí, recuerdo mi primera derrota. Fue educativa.",
Spanish_LATAM,"Ah, sí, recuerdo mi primera derrota. Fue educativa.",
Korean,"그래요, 저도 처음 패했던 기억이 나는군요. 배움의 시간이었습니다.",
Russian,,
Japanese,ああ、わかるよ。俺も初めての敗北は忘れない。多くを学んだ。,
Portuguese_Brazil,"Ah, sim, eu posso me lembrar da minha primeira derrota. Um momento educativo.",
Chinese_Simplified,啊，是的，我还记得自己的第一次失利。让我受益良多。,
Chinese_Traditional,啊，沒錯，我記得自己初次戰敗的那一刻。發人深省。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Ren_RAW-0028-Alta,
English_US,"Well, I didn't really lose, it's more like...",
Description,,
French,"En fait, je n'ai pas vraiment perdu. C'est plutôt que…",
Italian,In realtà non ho perso davvero. Direi piuttosto...,
German,"Nun, ich habe nicht wirklich verloren, es war eher …",
Spanish_Spain,"Bueno, en realidad no perdí, es más como...",
Spanish_LATAM,"Bueno, en realidad no perdí... Más bien fue...",
Korean,"그게, 말 그대로 패했다기보다는...",
Russian,,
Japanese,私の場合は敗北というより、むしろ…,
Portuguese_Brazil,"Bem, eu não perdi de verdade, é mais...",
Chinese_Simplified,与其说说我真的输了，不如说是……,
Chinese_Traditional,嚴格說來，我沒有敗下陣來，比較像是……,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Ren_RAW-0029-Alta,
English_US,"Okay, this is a weird question: have you ever suddenly lost your strength for no apparent reason?",
Description,,
French,"Bon, tu vas trouver que c'est une question étrange mais… t'est-il jamais arrivé de perdre ta force sans raison apparente ?",
Italian,Ti vorrei fare una domanda strana: ti è mai capitato di perdere improvvisamente la forza senza una ragione apparente?,
German,"Okay, das ist eine seltsame Frage, aber: Hast du jemals ohne offensichtlichen Grund deine Kraft verloren?",
Spanish_Spain,"Vale, esta es una pregunta extraña: ¿alguna vez te has quedado de repente sin fuerzas sin razón aparente?",
Spanish_LATAM,"A ver, esta es una pregunta rara: ¿alguna vez te quedaste sin fuerzas de repente y sin razón alguna?",
Korean,"음, 이상한 질문 하나 할게요. 혹시 뚜렷한 이유 없이 갑자기 힘을 잃어본 적 있어요?",
Russian,,
Japanese,なあ、ちょっと変なことを聞くが、これといった理由もなく、いきなり力を失ったことはあるか？,
Portuguese_Brazil,"Certo, essa é uma pergunta estranha: você já perdeu repentinamente sua força sem motivo aparente?",
Chinese_Simplified,好吧，这个问题可能有点怪：你有没有那种，无缘无故突然失去力量的经历？,
