key,source,Translation
Spanish_LATAM,"¡Bueno, a {{Boro}} le gustaría mucho tomar una taza de té!",
Korean,일단 이 {{Boro}}는 차를 꼭 한잔하고 싶네요!,
Russian,"Say, {{Boro}} would very much like a cup of tea!",
Japanese,そうだ、{{ボロ}}は今とってもお茶を飲みたい気分でね！,
Portuguese_Brazil,"Olha, o {{Boro}} gostaria muito de uma xícara de chá!",
Chinese_Simplified,话说，{{Boro}}很想喝杯茶！,
Chinese_Traditional,是說，{{Boro}}現在非常想喝茶！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Boro_RAW-0008-Boro,
English_US,"Я хочу сказать, что меня зовут {{Боро}}. Приятно познакомиться.",
Description,"""this one's name is Boro"" just means ""My name is Boro""",
French,Tout ça pour dire que je m'appelle {{Boro}}. Je suis enchanté de faire ta connaissance.,
Italian,Tutto questo per dire che mi chiamo {{Boro}}. È un piacere fare la tua conoscenza.,
German,"Will heißen, dieser hier heißt {{Boro}}. Eine Freude, dich kennenzulernen.",
Spanish_Spain,"Es decir, me llamo {{Boro}}. Es un verdadero placer conocerte.",
Spanish_LATAM,"Es decir, {{Boro}} es el nombre de quien habla. Es un verdadero placer conocerte.",
Korean,"그래요, {{Boro}}가 내 이름이랍니다. 만나 뵙게 되어 반갑습니다.",
Russian,"Which is to say, this one's name is {{Boro}}. A pleasure to be making your acquaintance.",
Japanese,つまり、おいらの名前は{{ボロ}}ってこと。君と知り合えて嬉しいよ。,
Portuguese_Brazil,"Ou seja, eu me chamo {{Boro}}. É um prazer te conhecer.",
Chinese_Simplified,也就是说，我的名字叫{{Boro}}。很高兴认识你。,
Chinese_Traditional,也就是說，在下小名{{Boro}}。很高興認識你。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Boro_RAW-0009-Boro,
English_US,А у вас тоже имеется имя?,
Description,,
French,"Et toi, tu as un nom aussi ?",
Italian,"E tu, hai anche tu un nome?",
German,Und hast du selbst auch einen Namen?,
Spanish_Spain,¿Y tú también tienes nombre?,
Spanish_LATAM,¿También tienes nombre?,
Korean,아가씨도 이름이 있겠죠?,
Russian,And are you having a name as well?,
Japanese,君にも名前があるのかい？,
Portuguese_Brazil,E você teria um nome também?,
Chinese_Simplified,你叫什么名字？,
Chinese_Traditional,你也有名字嗎？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Boro_RAW-0010-Choice,
English_US,{{Альта}}.,
Description,,
French,{{Alta}}.,
Italian,{{Alta}}.,
German,{{Alta}}.,
Spanish_Spain,{{Alta}}.,
Spanish_LATAM,{{Alta}}.,
Korean,{{Alta}}예요.,
Russian,{{Alta}}.,
Japanese,{{アルタ}}。,
Portuguese_Brazil,{{Alta}}.,
Chinese_Simplified,{{Alta}}。,
Chinese_Traditional,{{Alta}}。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Boro_RAW-0011-Choice,
English_US,Нет.,
Description,,
French,Non.,
Italian,No.,
German,Nein.,
Spanish_Spain,No.,
Spanish_LATAM,No.,
Korean,없어요.,
Russian,No.,
Japanese,ない。,
Portuguese_Brazil,Não.,
Chinese_Simplified,我没有名字。,
Chinese_Traditional,不會。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Boro_RAW-0012-Boro,
English_US,"Замечательно, добро пожаловать в {{Вандерстоп}}, мисс {{Альта}}!",
Description,From [0010-Choice],
French,"Merveilleux, bienvenue à {{Wanderstop}}, Mademoiselle {{Alta}} !",
Italian,"Meraviglioso, benvenuta a {{Wanderstop}}, signorina {{Alta}}!",
German,"Wundervoll, willkommen bei {{Wanderstop}}, liebe {{Alta}}!",
Spanish_Spain,"¡Maravilloso, te doy la bienvenida a {{Wanderstop}}, señorita {{Alta}}!",
Spanish_LATAM,"¡Maravilloso! ¡Bienvenida a {{Wanderstop}}, señorita {{Alta}}!",
Korean,"반갑습니다. {{Wanderstop}}에 온 것을 환영해요, {{Alta}} 양!",
Russian,"Wonderful, welcome to {{Wanderstop}}, Miss {{Alta}}!",
Japanese,素晴らしい！ {{ワンダーストップ}}へようこそ、{{アルタ}}お嬢さん！,
Portuguese_Brazil,"Maravilha, seja bem-vinda à {{Wanderstop}}, senhorita {{Alta}}!",
Chinese_Simplified,太好了，欢迎来到{{Wanderstop}}，{{Alta}}小姐！,
Chinese_Traditional,好極了，{{Alta}}小姐，歡迎來到{{Wanderstop}}！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Boro_RAW-0013-Boro,
English_US,"{{Вандерстоп}} — это, видите ли, название моей чайной. Вон она, прямо перед нами!",
Description,,
French,"{{Wanderstop}}, c'est le nom de mon salon de thé, tu vois. Il est là, juste devant nous !",
Italian,"{{Wanderstop}} è il nome della mia bottega del tè, vedi, è proprio lì davanti a noi!",
German,"{{Wanderstop}} ist der Name meines Teeladens, weißt du? Direkt vor uns!",
Spanish_Spain,"Mira, {{Wanderstop}} es el nombre de mi tienda de té. ¡Está justo ahí delante!",
Spanish_LATAM,"Verás, {{Wanderstop}} es el nombre de mi tienda de té. ¡Está justo ahí delante nuestro!",
Korean,{{Wanderstop}}은 찻집 이름이랍니다. 바로 앞에 있는 저 가게죠!,
Russian,"{{Wanderstop}} is the name of my tea shop, you see. Right there in front of us!",
Japanese,{{ワンダーストップ}}っていうのは、おいらのティーハウスの名前でね。目の前にあるお店がそうさ！,
Portuguese_Brazil,"{{Wanderstop}} é o nome da minha casa de chá, sabe? Bem aqui na nossa frente!",
Chinese_Simplified,{{Wanderstop}}是这间茶馆的名字。就是我们前头那栋房子！,
Chinese_Traditional,是這樣的，{{Wanderstop}}乃是敝茶屋的店名。就在我們面前！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Boro_RAW-0014-Boro,
English_US,"Раз уж я готовлю чай, не желает ли и мисс {{Альта}} выпить чашечку?",
Description,,
French,"Puisque je vais justement faire du thé, est-ce que Mademoiselle {{Alta}} en voudrait aussi ?",
Italian,"Sto andando a prepararmi un tè, magari anche la signorina {{Alta}} ne gradirebbe una tazza?",
German,"Wenn ich mir einen Tee mache, möchte {{Alta}} vielleicht auch eine Tasse?",
Spanish_Spain,"Mientras estoy preparando té, ¿a la señorita {{Alta}} le gustaría tomar un poco también?",
Spanish_LATAM,"Ya que voy a preparar el té, ¿a la señorita {{Alta}} le gustaría tomar un poco también?",
Korean,이왕 만드는 거 {{Alta}} 양도 차 한잔하시겠어요?,
Russian,"As long as I am making tea, would Miss {{Alta}} like some tea as well?",
Japanese,おいらがお茶を淹れるついでに、{{アルタ}}お嬢さんも一杯飲むかい？,
Portuguese_Brazil,"Já que vou preparar chá, a senhorita {{Alta}} gostaria de uma xícara também?",
Chinese_Simplified,反正我要泡茶了，{{Alta}}小姐想不想来一杯？,
Chinese_Traditional,既然我都要泡茶了，{{Alta}}小姐是否要來一杯？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Boro_RAW-0015-Boro,
English_US,"Это неважно, здесь рады всем! Даже тем, кто лишён имени.",
Description,From [0011-Choice],
French,"C'est sans importance, tout le monde est bienvenu ici ! Même ceux qui n'ont pas d'identité.",
Italian,"Non importa, qui tutti sono i benvenuti! Anche quelli che non hanno un'identità.",
German,"Ist auch nicht wichtig, hier ist jeder willkommen! Selbst jene ohne Identität.",
Spanish_Spain,"¡No importa, todo el mundo es bienvenido aquí! Incluso quienes carecen de identidad.",
Spanish_LATAM,¡No importa! ¡Todo el mundo es bienvenido aquí! Incluso quienes carecen de identidad.,
Korean,괜찮아요. 여기선 누구나 환영이거든요! 신원이 불분명해도 상관없어요.,
Russian,"It is no matter, all are welcome here! Even those devoid of identity.",
Japanese,いいとも、ここでは誰でも歓迎さ！ たとえ“ナナシのお嬢さん”でもね？,
Portuguese_Brazil,"Não tem problema, todo mundo é bem-vindo aqui! Até aqueles que não têm identidade!",
Chinese_Simplified,没关系，这里欢迎所有人！哪怕是隐姓埋名的人。,
Chinese_Traditional,沒關係，這裡照樣歡迎你！就算沒名字也一樣。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Boro_RAW-0016-Boro,
English_US,"Что ж, позвольте поприветствовать вас в {{Вандерстоп}}.",
Description,,
French,"En fait, permets-moi de t'accueillir à {{Wanderstop}}.",
Italian,"Per cui, permettimi di darti la benvenuta a {{Wanderstop}}.",
German,Lass mich dich bei {{Wanderstop}} willkommen heißen.,
Spanish_Spain,"De hecho, déjame darte la bienvenida a {{Wanderstop}}.",
Spanish_LATAM,"De hecho, déjame darte la bienvenida a {{Wanderstop}}.",
Korean,누구시든 간에 {{Wanderstop}}에 온 것을 환영합니다.,
Russian,"In fact, let me welcome you to {{Wanderstop}}.",
Japanese,何はともあれ、{{ワンダーストップ}}へようこそ。,
Portuguese_Brazil,"Na verdade, deixe-me te dar as boas-vindas à {{Wanderstop}}.",
Chinese_Simplified,欢迎你来到{{Wanderstop}}。,
Chinese_Traditional,歡迎你來到{{Wanderstop}}。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Boro_RAW-0017-Boro,
English_US,"{{Вандерстоп}} — это, видите ли, название моей чайной. Вон она, прямо перед нами!",
Description,,
French,"{{Wanderstop}}, c'est le nom de mon salon de thé, tu vois. Il est là, juste devant nous !",
Italian,"{{Wanderstop}} è il nome della mia bottega del tè, vedi, è proprio lì davanti a noi!",
German,"{{Wanderstop}} ist der Name meines Teeladens, weißt du? Direkt vor uns!",
Spanish_Spain,"Mira, {{Wanderstop}} es el nombre de mi tienda de té. ¡Está justo ahí delante!",
Spanish_LATAM,"Verás, {{Wanderstop}} es el nombre de mi tienda de té. ¡Está justo ahí delante nuestro!",
Korean,{{Wanderstop}}은 찻집 이름이랍니다. 바로 앞에 있는 저 가게죠!,
Russian,"{{Wanderstop}} is the name of my tea shop, you see. Right there in front of us!",
Japanese,{{ワンダーストップ}}っていうのは、おいらのティーハウスの名前でね。目の前にあるお店がそうさ！,
Portuguese_Brazil,"{{Wanderstop}} é o nome da minha casa de chá, sabe? Bem aqui na nossa frente!",
Chinese_Simplified,{{Wanderstop}}是这间茶馆的名字。就是我们前头那栋房子！,
Chinese_Traditional,是這樣的，{{Wanderstop}}乃是敝茶屋的店名。就在我們面前！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Boro_RAW-0018-Boro,
English_US,"Раз уж я готовлю чай, не желает ли и мисс Неопознаваемая выпить чашечку?",
Description,,
French,"Puisque je vais justement faire du thé, est-ce que Mademoiselle Mystère en voudrait aussi ?",
Italian,"Sto andando a prepararmi un tè, magari anche la signorina Sconosciuta ne gradirebbe una tazza?",
German,"Wenn ich mir einen Tee mache, möchte die Unbekannte vielleicht auch eine Tasse?",
Spanish_Spain,"Mientras estoy preparando té, ¿a la señorita Desconocida le gustaría tomar un poco también?",
Spanish_LATAM,"Ya que voy a preparar el té, ¿a la señorita Desconocida le gustaría tomar un poco también?",
Korean,이왕 만드는 거 신원미상의 숙녀분도 차 한잔하시겠어요?,
Russian,"As long as I am making tea, would Miss Unknowable like some tea as well?",
Japanese,おいらがお茶を淹れるついでに、ナナシのお嬢さんも一杯飲むかい？,
Portuguese_Brazil,"Já que vou preparar chá, a senhorita desconhecida gostaria de uma xícara também?",
Chinese_Simplified,反正我也要泡茶了，无名氏小姐想不想来一杯？,
Chinese_Traditional,既然我都要泡茶了，無名小姐是否要來一杯？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Boro_RAW-0019-Alta,
English_US,Э-э...,
Description,,
French,Euh…,
Italian,Uh...,
German,Äh …,
Spanish_Spain,Eh...,
Spanish_LATAM,Eh...,
Korean,아...,
Russian,Uh...,
Japanese,むう…,
Portuguese_Brazil,Ahm...,
Chinese_Simplified,呃……,
Chinese_Traditional,呃……,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Boro_RAW-0020-Alta,
English_US,Нет.,
Description,,
French,Non.,
Italian,No.,
German,Nein.,
Spanish_Spain,No.,
Spanish_LATAM,No.,
Korean,아니요.,
Russian,No.,
Japanese,いらん。,
Portuguese_Brazil,Não.,
Chinese_Simplified,不想。,
Chinese_Traditional,不會。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Boro_RAW-0021-Boro,
English_US,Приемлемый ответ! Тогда чай только для {{Боро}}.,
Description,,
French,"Une réponse acceptable ! Alors, du thé seulement pour {{Boro}}.",
Italian,"Accetto con piacere il tuo rifiuto! Un tè solo per {{Boro}}, allora.",
German,Eine annehmbare Antwort! Dann nur Tee für {{Boro}}.,
Spanish_Spain,¡Una respuesta aceptable! Entonces solo té para {{Boro}}.,
Spanish_LATAM,¡Una respuesta aceptable! Entonces solo té para {{Boro}}.,
Korean,"그래요, 그럴 수 있죠! {{Boro}} 것만 만들어야겠네요.",
Russian,"An acceptable answer! Tea only for {{Boro}}, then.",
Japanese,構わないとも！ そしたら{{ボロ}}だけ、お茶をいただこう。,
Portuguese_Brazil,Uma resposta aceitável! Chá só para o {{Boro}} então.,
Chinese_Simplified,好吧，没问题！那{{Boro}}就自己享受这壶茶啦。,
Chinese_Traditional,這個回答可以接受！那就只幫{{Boro}}泡茶囉。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Boro_RAW-0022-Alta,
English_US,"Постойте, погодите-ка. Вы принесли меня сюда из леса?",
Description,,
French,"Attends, attends… tu m'as transportée ici depuis la forêt ?",
Italian,Aspetta... aspetta. Mi hai portato tu qui dalla foresta?,
German,Warte mal. Hast du mich aus dem Wald hierher getragen?,
Spanish_Spain,"Espera, espera, espera. ¿Me has traído aquí desde el bosque?",
Spanish_LATAM,"Espera, espera, espera... ¿Me trajiste aquí desde el bosque?",
Korean,"잠깐, 잠깐만요. 그쪽이 나를 숲에서 이리로 데려왔어요?",
Russian,"Wait, wait wait. Did you carry me here from the forest?",
Japanese,いや、ちょっと待て。森からここまで私を運んだのか？,
Portuguese_Brazil,"Espera, espera, espera. Você me carregou até aqui da floresta?",
Chinese_Simplified,诶，等等。是你把我从森林里背到这儿的？,
Chinese_Traditional,等一下。你是把我從森林搬過來的嗎？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Boro_RAW-0023-Boro,
English_US,"Именно так! Похоже, у меня всё ещё сохранилась сила верхней части тела, как в былые годы!",
Description,,
French,Absolument ! Je crois que j'ai encore toute la force de ma jeunesse dans mes membres supérieurs !,
Italian,Ebbene sì. Sembrerebbe che abbia ancora la forza della mia giovinezza negli arti superiori!,
German,In der Tat! Scheinbar habe ich noch die Körperkraft meiner Jugend!,
Spanish_Spain,¡En efecto! ¡Parece que aún conservo la fuerza de la parte superior del cuerpo! ¡Como en mi juventud!,
Spanish_LATAM,¡Así es! ¡Parece que aún conservo la fuerza de la parte superior del cuerpo! ¡Justo como en mi juventud!,
Korean,그럼요! 내 상체 힘이 생각보다 여전하더라고요!,
Russian,Indeed! It seems I am still having the upper body strength of my youth!,
Japanese,そうともさ！ 若かりし頃のおいらの力が、今も残ってたみたいでね！,
Portuguese_Brazil,Exatamente! Parece que ainda tenho a força da parte de cima do meu corpo da minha juventude!,
Chinese_Simplified,没错！看来我还是宝刀未老！,
Chinese_Traditional,沒錯！看來我還是寶刀未老！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Boro_RAW-0024-Boro,
English_US,"{{Боро}} когда-то весьма педантично работал над своими трицепсами, можете себе представить?",
Description,This means Boro used to do a lot of arm exercises,
French,"{{Boro}} était autrefois très assidu dans le développement de ses triceps, si tu peux l'imaginer.",
Italian,"{{Boro}} in passato fu molto diligente nello sviluppare i suoi tricipiti, se lo riesci ad immaginare.",
German,"{{Boro}} legte einst großen Wert auf die Bildung seines Trizeps, wenn du das glauben kannst.",
Spanish_Spain,"{{Boro}} alguna vez fue exigente con el desarrollo de sus tríceps, ¿te lo imaginas?",
Spanish_LATAM,"{{Boro}} alguna vez fue exigente con el desarrollo de sus tríceps, si la imaginación te lo permite.",
Korean,"상상은 안 되겠지만, 이 {{Boro}}도 한때는 삼두근 만들기에 열심이었답니다.",
Russian,"{{Boro}} was once fastidious about developing his triceps, if you can imagine.",
Japanese,{{ボロ}}は以前、上腕三頭筋のトレーニングにハマってさ。,
Portuguese_Brazil,"O {{Boro}} já foi preguiçoso no desenvolvimento de seus tríceps, se pode imaginar.",
Chinese_Simplified,你能想象吗，{{Boro}}也曾刻苦锻炼过肱三头肌。,
Chinese_Traditional,我跟你說，{{Boro}}以前很執著要把三頭肌練大。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Boro_RAW-0025-Alta,
English_US,Мой меч! Нам нужно вернуться и забрать мой меч!,
Description,,
French,Mon épée ! Il faut qu'on retourne chercher mon épée !,
Italian,La mia spada! Dobbiamo tornare indietro a riprendere la mia spada!,
German,Mein Schwert! Wir müssen zurück und mein Schwert holen!,
Spanish_Spain,¡Mi espada! ¡Tenemos que regresar y recuperar mi espada!,
Spanish_LATAM,¡Mi espada! ¡Tenemos que regresar y recuperar mi espada!,
Korean,내 검! 돌아가서 검을 챙겨야 해요!,
Russian,My sword! We have to go back and get my sword!,
Japanese,そうだ、剣！ 剣はどうなった！,
Portuguese_Brazil,A minha espada! A gente precisa voltar e pegar a minha espada!,
Chinese_Simplified,我的剑！我们得回去找我的剑！,
Chinese_Traditional,我的劍！我們必須回去拿回我的劍！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Boro_RAW-0026-Boro,
English_US,"О, не беспокойтесь, {{Боро}} уже забрал меч! Он лежал неподалёку от того места, где я вас нашёл.",
Description,,
French,"Oh, ne t'inquiète pas, {{Boro}} a déjà récupéré l'épée ! Elle était par terre, pas loin de l'endroit où je t'ai trouvée.",
Italian,"Oh, non preoccuparti, {{Boro}} ha già recuperato la spada! Era vicina a dove ti ho trovato.",
German,"Oh, keine Sorge. {{Boro}} hat dein Schwert bereits mitgebracht! Es lag nahe der Stelle, wo ich dich gefunden habe.",
Spanish_Spain,"¡Oh, no te preocupes, {{Boro}} ya ha recuperado la espada! No estaba muy lejos de donde te encontré.",
Spanish_LATAM,¡No te preocupes! {{Boro}} ya recuperó la espada. No estaba muy lejos de donde te encontré.,
Korean,"아, 걱정하지 말아요. 그 검은 이 {{Boro}}가 이미 챙겨뒀으니! 그리 멀지 않은 곳에 떨어져 있었거든요.",
Russian,"Oh not to worry, {{Boro}} already retrieved the sword! It was lying not far from where I found you.",
Japanese,ああ、それならご心配なく。{{ボロ}}がもう回収してきたよ！ そばに転がってたからね。,
Portuguese_Brazil,"Ah, não se preocupe, o {{Boro}} já recuperou a espada! Ela não estava longe de onde eu te encontrei.",
Chinese_Simplified,哦，别慌，{{Boro}}早就把剑捡回来了！剑落在我找到你的地方附近。,
Chinese_Traditional,不用擔心，{{Boro}}已經把劍拿回來了！那把劍距離我發現你的地方不遠。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Boro_RAW-0027-Alta,
English_US,Так вы... вы смогли поднять меч? Он показался вам очень тяжёлым?,
Description,,
French,Donc tu… tu as réussi à soulever l'épée ? Elle n'était pas trop lourde ?,
Italian,Quindi… sei riuscito a sollevare la spada? Ti è sembrata molto pesante?,
German,Du …konntest das Schwert also aufheben? War es sehr schwer?,
Spanish_Spain,Entonces... ¿pudiste levantar la espada? ¿Te resultó muy pesada?,
Spanish_LATAM,Entonces... ¿pudiste levantar la espada? ¿Te resultó muy pesada?,
Korean,그럼... 검을 들고 왔다는 거예요? 아주 무겁지 않던가요?,
Russian,So you... you could pick the sword up? Did it feel really heavy?,
Japanese,ならあんたは… あの剣を持てたのか？ 重くなかったか？,
Portuguese_Brazil,"Então, você... você conseguiu levantar a espada? Ela parecia bem pesada?",
Chinese_Simplified,这么说你……你能拿起我的剑？你没有觉得剑很重吗？,
Chinese_Traditional,所以你……你拿得動那把劍？你不覺得很重嗎？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Boro_RAW-0028-Boro,
English_US,"Хм, да нет, не думаю. Весил как самый обычный меч.",
Description,,
French,"Hum… non, je ne crois pas. Elle pesait le poids normal d'une épée.",
Italian,"Hmm, no, non credo. Pesava come una normalissima spada.",
German,"Mmh, nein, ich glaube nicht. Ganz normales Schwertgewicht.",
Spanish_Spain,"Mmmm, no, creo que no. Tenía el peso normal de una espada.",
Spanish_LATAM,"Mmm... No, creo que no. Tenía el peso normal de una espada.",
Korean,"흠, 그렇진 않던데요. 그냥 보통 검 무게였어요.",
Russian,"Hmm, no I don't believe so. Just the normal sword weight.",
Japanese,うーん、そうでもなかったな。普通の重さだったよ。,
Portuguese_Brazil,"Hmm, não, acho que não. Tinha o peso normal de uma espada.",
Chinese_Simplified,唔，我没觉得它很重。它只有普通剑的重量。,
Chinese_Traditional,不，我不覺得耶。就跟一般的劍一樣重。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Boro_RAW-0029-Boro,
English_US,А меч должен быть тяжёлым?,
Description,,
French,Cette épée est-elle censée peser lourd ?,
Italian,Avrebbe dovuto essere particolarmente pesante?,
German,Soll das Schwert denn schwer sein?,
Spanish_Spain,¿Se supone que la espada es pesada?,
Spanish_LATAM,¿La espada es en realidad pesada?,
Korean,무거웠어야 하나요?,
Russian,Is the sword supposed to be heavy?,
Japanese,ふだんはもっと重たいのかい？,
Portuguese_Brazil,A espada deveria ser pesada?,
Chinese_Simplified,这把剑应该很重吗？,
Chinese_Traditional,那把劍應該要很重嗎？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Boro_RAW-0030-Choice,
English_US,"Он был тяжёлым прямо перед тем, как я отключилась.",
Description,,
French,Elle était lourde juste avant que je ne m'évanouisse.,
Italian,Era diventata molto pesante poco prima che svenissi.,
German,"Es war schwer, bevor ich bewusstlos wurde.",
Spanish_Spain,Era pesada justo antes de desmayarme.,
Spanish_LATAM,La sentí pesada justo antes de desmayarme.,
Korean,내가 기절하기 전에는 무거웠어요.,
Russian,It was heavy just before I passed out.,
Japanese,気絶する前は重かった。,
Portuguese_Brazil,Estava pesada pouco antes de eu desmaiar.,
Chinese_Simplified,我晕倒之前它明明很重。,
Chinese_Traditional,我昏倒的時候，它變得很沉重。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Boro_RAW-0031-Choice,
English_US,"Конечно нет, это просто меч.",
Description,,
French,"Bien sûr que non, ce n'est qu'une épée.",
Italian,"Certo che no, è solo una spada.",
German,"Natürlich nicht, es ist nur ein Schwert.",
Spanish_Spain,"Claro que no, es solo una espada.",
Spanish_LATAM,Claro que no. Es una espada común y corriente.,
