key,source,Translation
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando01_RAW-0004-Customer,
English_US,Верно! Конечно! Это правда! Но... ну...,
Description,,
French,Ah ! Bien sûr ! C'est exact ! Mais… enfin…,
Italian,Giusto! Ovviamente! È vero! Ma… ecco...,
German,Richtig! Klar! Das stimmt! Aber … naja …,
Spanish_Spain,¡Claro! ¡Es cierto! Bueno...,
Spanish_LATAM,¡Claro! ¡Cierto! ¡Es verdad! Pero... Bueno...,
Korean,아! 그렇죠! 그건 그래요! 하지만... 그게...,
Russian,Right! Of course! That's true! But... well...,
Japanese,ああ、もちろん！ そのとおりだ！ いや…でも…,
Portuguese_Brazil,Certo! Claro! É verdade! Mas... bem.,
Chinese_Simplified,是的！当然！没错！可是……呃……,
Chinese_Traditional,對啦！當然！沒錯！但是……嗯……,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando01_RAW-0005-Customer,
English_US,"Просто они сказали ""это запрещено"" и ""никакого чая, никогда"" и всё в таком духе, так что...",
Description,,
French,"C'est juste parce qu'ils disent ""c'est interdit"" et ""pas de thé"", où ce genre de choses, alors…",
Italian,"È solo che ci sono regole ferree che dicono ""è proibito"" e ""mai bere tè"" e cose del genere, quindi…",
German,"Sie sagen eben „es ist verboten“ und „kein Tee, nie“ und so was, also …",
Spanish_Spain,"Solo nos dicen que ""está prohibido"" y ""no beber té nunca jamás"" y ese tipo de cosas, así que...",
Spanish_LATAM,"El problema es que nos dicen cosas como «está prohibido» y «no beban té nunca jamás», así que...",
Korean,"다들 ""차는 금지야""라고 하면서 ""절대 안 돼""라는 식으로 얘기하니까...",
Russian,"It's just that they said ""it's forbidden"" and ""no tea, ever"" and that sort of thing, so...",
Japanese,“お茶は禁止だ”とか“絶対に飲むな”とか、いつも言われていたから…,
Portuguese_Brazil,"É que eles disseram que ""é proibido"" e ""sem chá, nunca"" e esse tipo de coisa, então...",
Chinese_Simplified,但大家都说“禁止喝茶”、“永远不准”之类的，所以……,
Chinese_Traditional,但他們都說「這是禁止的」還有「茶，永遠不能喝」之類的，所以……,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando01_RAW-0006-Customer,
English_US,"...так что да, это не было бы разрешено, понимаете... Я не мог бы...",
Description,,
French,"… alors oui, ça ne serait pas autorisé, tu vois… je ne pourrais pas…",
Italian,"Quindi sì... non sarebbe permesso, allora... non potrei...",
German,"…ja, es wäre nicht erlaubt, weißt du … Ich kann nicht …",
Spanish_Spain,"En fin, que no estaría permitido, ¿sabes?... No podría...",
Spanish_LATAM,"En fin, es como que no está permitido, ¿entiendes?... No podría...",
Korean,...마시면 안 되는 것 같아서... 안 될 것 같아요...,
Russian,"...so yeah, it wouldn't be allowed, y'know... I couldn't...",
Japanese,...そう、だから許されないのだ。きっと…ダメだろう…,
Portuguese_Brazil,"Então, é, não seria permitido, sabe... eu não posso...",
Chinese_Simplified,……所以，不可以就是不可以，你懂的吧……我不能喝……,
Chinese_Traditional,……所以，你知道的，應該是不准……我無法……,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando01_RAW-0007-Choice,
English_US,"Мне кажется, ты определённо хочешь чай.",
Description,,
French,"Moi, j'ai l'impression que tu as très envie de thé.",
Italian,Mi sembra proprio che tu voglia del tè.,
German,"Klingt für mich, als wolltest du gerne etwas Tee.",
Spanish_Spain,Me parece que quieres té sin lugar a dudas.,
Spanish_LATAM,Me suena a que te mueres por un té.,
Korean,어쨌든 본인은 차를 마시고 싶은 거잖아요.,
Russian,It sounds to me like you definitely want tea.,
Japanese,すごく飲みたいように聞こえるけど。,
Portuguese_Brazil,Me parece que você definitivamente quer chá.,
Chinese_Simplified,听起来你可太想来杯茶了。,
Chinese_Traditional,你聽起來很想喝茶耶。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando01_RAW-0008-Choice,
English_US,"Ну что ж, пока.",
Description,,
French,"Bon, alors salut.",
Italian,"Va bene, allora arrivederci.",
German,"Äh, tschüss.",
Spanish_Spain,"Bueno, adiós.",
Spanish_LATAM,"Bueno, adiós.",
Korean,"그럼 뭐, 잘 가요.",
Russian,"Welp, bye.",
Japanese,そうか。じゃあな。,
Portuguese_Brazil,"Bem, tchau.",
Chinese_Simplified,好吧，拜拜。,
Chinese_Traditional,那就掰囉。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando01_RAW-0009-Customer,
English_US,"Что?? Нет! Ха-ха, ни за что! Что?!? Нет!",
Description,From [0007-Choice],
French,"Quoi ? Non ! Ah, ah, pas question ! Quoi ? Non !!",
Italian,"Che cosa? No! Ahah, assolutamente no! Che cosa?!? No!",
German,"Was? Nein! Haha, niemals! Was?! Nein!",
Spanish_Spain,¿¿Qué?? ¡No! ¡Anda ya! ¿¡Qué!? ¡No!,
Spanish_LATAM,"¡¿Qué?! ¡No, nada que ver! ¡¿Cómo?! ¡No!",
Korean,"네?? 아니요! 하하, 절대! 제가요?!? 아니에요!",
Russian,What?? No! Haha no way! What?!? No!,
Japanese,は？ ち、ちが… ハハハ、何を… そんなわけないし！,
Portuguese_Brazil,"Quê?? Não! Haha, claro que não! Quê!?? Não!",
Chinese_Simplified,什么？？不！哈哈，怎么可能！开什么玩笑！,
Chinese_Traditional,什麼？？不！哈哈沒這回事！什麼？！？！不！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando01_RAW-0010-Customer,
English_US,о-... ладно...,
Description,From [0008-Choice],
French,O-… OK…,
Italian,o-... va bene...,
German,O- okay …,
Spanish_Spain,Va... vale.,
Spanish_LATAM,Bueno...,
Korean,아... 네...,
Russian,o-... okay...,
Japanese,ああ… うん…,
Portuguese_Brazil,T... tá bem...,
Chinese_Simplified,好……好的……,
Chinese_Traditional,好……好啦……,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando01_RAW-0011-Customer,
English_US,"Думаю, в смысле, не то чтобы я НЕ хотел чай, но эм...",
Description,,
French,"Je crois que, enfin… c'est pas que je n'ai pas envie de thé, mais euh…",
Italian,"Cioè... voglio dire… non è che NON voglio il tè, ma ehm...",
German,"Ich meine, also, es ist nicht so, dass ich KEINEN Tee möchte, aber, äh …",
Spanish_Spain,"A ver, no es que NO quiera té, pero, eh...",
Spanish_LATAM,"A ver, digo, no es que NO quiera té, pero...",
Korean,"그게, 마시기 싫다는 건 아니지만...",
Russian,"I guess, I mean, it's not that I DON'T want tea, but um...",
Japanese,まあ、その、お茶が欲しくないとは言わないが…,
Portuguese_Brazil,"Acho que, quer dizer, não é que eu NÃO queira chá, mas, ahm...",
Chinese_Simplified,我猜，我是说，我也不是不想喝茶，但是……,
Chinese_Traditional,我的意思是，我也不是不想喝茶，但是，呃……,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando01_RAW-0012-Customer,
English_US,"Но правила таковы, что мне не полагается его иметь... понимаете?",
Description,,
French,Mais le règlement m'interdit d'en boire… tu comprends ?,
Italian,Ma le regole mi proibiscono di berlo... capisci?,
German,"Aber die Regeln sagen eben, dass ich keinen trinken soll …weißt du?",
Spanish_Spain,"Pero según las normas, se supone que no debo tomarlo... ¿sabes?",
Spanish_LATAM,Pero las reglas dicen que se supone que no debo tomarlo... ¿Entiendes?,
Korean,규칙은 규칙이라서요... 무슨 말인지 아시죠?,
Russian,But the rules are that I'm not supposed to have it... y'know?,
Japanese,しかし飲んではいけない決まりなのだ… わかるだろ？,
Portuguese_Brazil,Mas as regras dizem que eu não devo beber... sabe?,
Chinese_Simplified,但规矩就是不准喝茶……你懂的吧？,
Chinese_Traditional,但根據規定，我不應該喝茶……懂嗎？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando01_RAW-0013-Choice,
English_US,"Да, я понял, никакого чая.",
Description,,
French,"Oui, je comprends. Pas de thé.",
Italian,"Sì, capisco, niente tè.",
German,"Ja, kapiert, keinen Tee.",
Spanish_Spain,"Sí, lo pillo, nada de té.",
Spanish_LATAM,"Sí, entiendo. Nada de té.",
Korean,"그래요, 마시지 마세요.",
Russian,"Yes, I got it, no tea.",
Japanese,わかった。お茶はナシだな。,
Portuguese_Brazil,"Sim, eu entendi, sem chá.",
Chinese_Simplified,嗯，好吧，不喝茶就不喝茶。,
Chinese_Traditional,懂，不喝茶。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando01_RAW-0014-Choice,
English_US,"Слушай, я просто собираюсь сделать тебе чашку чая.",
Description,,
French,"Écoute, je vais simplement te préparer une tasse de thé.",
Italian,"Ascolta, è solo una tazza di tè.",
German,"Also, ich mach dir jetzt einfach eine Tasse Tee.",
Spanish_Spain,"Mira, te voy a preparar una taza de té.",
Spanish_LATAM,"Mira, te voy a preparar una taza de té y ya.",
Korean,"됐고, 그냥 차 한잔 만들어줄게요.",
Russian,"Look, I'm just going to make you a cup of tea.",
Japanese,なあ、とりあえず1杯淹れてくるよ。,
Portuguese_Brazil,"Olha, eu vou fazer uma xícara de chá pra você.",
Chinese_Simplified,听着，我就是要请你喝杯茶。,
Chinese_Traditional,這樣吧，我只是給你泡一杯茶。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando01_RAW-0015-Customer,
English_US,...эм...,
Description,From [0013-Choice],
French,… hum…,
Italian,… Uhmm...,
German,…Äh …,
Spanish_Spain,Eh...,
Spanish_LATAM,Eh...,
Korean,...저기...,
Russian,...um...,
Japanese,…うーん…,
Portuguese_Brazil,Hm...,
Chinese_Simplified,……呃……,
Chinese_Traditional,……呃……,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando01_RAW-0016-Customer,
English_US,"...пожалуйста, можно мне чашку чая!! Я умираю от желания узнать, каков он на вкус!",
Description,,
French,"… S'il te plaît, je pourrais avoir une tasse de thé ? Je meurs d'envie de savoir quel goût ça a !",
Italian,"Per favore, potrei avere una tazza di tè? Muoio dalla voglia di sapere che sapore ha!",
German,"…Könnte ich eine Tasse Tee haben, bitte? Ich bin gespannt, wie er schmeckt!",
Spanish_Spain,"¿¡Por favor, podría tomarme una taza de té!? ¡Me muero de ganas por ver a qué sabe!",
Spanish_LATAM,"¡¿Podrías prepararme una taza de té, por favor!? ¡Me muero por saber qué gusto tiene!",
Korean,...그냥 차 한 잔 주세요!! 무슨 맛인지 엄청 궁금하거든요!,
Russian,...please could I have a cup of tea!! I'm dying to know what it tastes like!,
Japanese,…やっぱりお茶を頼みたい！ どんな味か知りたくてたまらないのだ！,
Portuguese_Brazil,"Por favor, posso tomar um xícara de chá?! Estou morrendo de vontade de saber qual o gosto!",
Chinese_Simplified,……求你了，我想喝杯茶！！我受不了了，我想尝尝味道！,
Chinese_Traditional,……拜託讓我喝杯茶！我真的好想知道喝起來是什麼滋味！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando01_RAW-0017-Customer,
English_US,"Я никогда его не пробовал, а о нём всё время говорят! Пожалуйста!",
Description,,
French,Je n'en ai jamais bu et j'en entends parler tout le temps ! S'il te plaît !,
Italian,Non l'ho mai bevuto e ne sento parlare continuamente! Grazie!,
German,"Ich habe noch nie welchen getrunken, und alle reden immer davon! Bitte!",
Spanish_Spain,¡Nunca lo he tomado y la gente habla de eso todo el tiempo! ¡Por favor!,
Spanish_LATAM,¡Nunca lo probé y la gente habla de eso todo el tiempo! ¡Por favor!,
Korean,한 번도 못 마셔보고 맨날 말로만 들었어요! 부탁이에요!,
Russian,"I've never had it, and I hear about it all the time! Please!",
Japanese,飲んだことはないが、話にはよく聞くからな！ 頼む！,
Portuguese_Brazil,Eu nunca provei e sempre ouço falar! Por favor!,
Chinese_Simplified,我从来没喝过，而且一直听别人提喝茶！求你了！,
Chinese_Traditional,我一直聽別人說起，但卻從來沒喝過！拜託了！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando01_RAW-0018-Alta,
English_US,"Да, очевидно. Всё, что тебе нужно было сделать, это попросить.",
Description,,
French,"Oui, bien sûr. Il suffisait de demander.",
Italian,Ma certo! Bastava chiederlo!,
German,"Ja, klar. Ich habe drauf gewartet, dass du nachfragst.",
Spanish_Spain,"Sí, claro. Lo único que tenías que hacer era preguntar.",
Spanish_LATAM,"Sí, claro. Lo único que tenías que hacer era pedirlo.",
Korean,"네, 얼마든지. 그렇게 말로 하면 되잖아요.",
Russian,"Yes, obviously. All you had to do was ask.",
Japanese,だと思った。最初から頼めばいいのに。,
Portuguese_Brazil,"Sim, claro. Era só pedir.",
Chinese_Simplified,没问题。就等你开口。,
Chinese_Traditional,好的，當然沒問題。你開，我照辦就。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando01_RAW-0019-Customer,
English_US,"Что?? Нет! Ха-ха, ни за что! Что?!? Нет!",
Description,From [0014-Choice],
French,"Quoi ? Non ! Ah, ah, pas question ! Quoi ? Non !!",
Italian,"Che cosa? No! Ahah, assolutamente no! Che cosa?!? No!",
German,"Was? Nein! Haha, niemals! Was?! Nein!",
Spanish_Spain,¿¿Qué?? ¡No! ¡Anda ya! ¿¡Qué!? ¡No!,
Spanish_LATAM,"¡¿Qué?! ¡No, nada que ver! ¡¿Cómo?! ¡No!",
Korean,"네?? 아니! 하하, 괜찮아요! 정말요?!? 아니에요!",
Russian,What?? No! Haha no way! What?!? No!,
Japanese,は？ ち、ちが…ハハハ、何を… 頼んでないし！,
Portuguese_Brazil,"Quê?? Não! Haha, claro que não! Quê!?? Não!",
Chinese_Simplified,什么？？不！哈哈，怎么可能！开什么玩笑！,
Chinese_Traditional,什麼？？不！哈哈沒這回事！什麼？！？！不！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando01_RAW-0020-Alta,
English_US,Какой чай ты хочешь?,
Description,,
French,Tu veux quelle sorte de thé ?,
Italian,Che tipo di tè ti interessa provare?,
German,Was für Tee möchtest du?,
Spanish_Spain,¿Qué tipo de té quieres?,
Spanish_LATAM,¿Qué tipo de té quieres?,
Korean,차의 종류는 뭐로 하실래요?,
Russian,What kind of tea do you want?,
Japanese,どんなお茶がいい？,
Portuguese_Brazil,Que tipo de chá você quer?,
Chinese_Simplified,你想喝哪种茶？,
Chinese_Traditional,你想喝哪種茶？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando01_RAW-0021-Customer,
English_US,"""Какой чай""?? Я могу выбрать?",
Description,,
French,"""Quelle sorte de thé ?"" Parce qu'il faut choisir ?",
Italian,"""Che tipo di tè""? Perché, ci sono più tipi di tè da scegliere?",
German,„Was für Tee“? Ich darf mir das aussuchen?,
Spanish_Spain,¿Cómo que qué tipo de té? ¿Puedo elegir?,
Spanish_LATAM,¿Cómo que qué tipo de té? ¿Puedo elegir?,
Korean,'차의 종류'요?? 제가 고르는 거예요?,
Russian,"""What kind of tea""?? Do I get to pick?",
Japanese,“どんなお茶”だって？ 選べるのか？,
Portuguese_Brazil,"""Que tipo de chá""?? Eu posso escolher?",
Chinese_Simplified,“想喝哪种茶”？？还可以选的？,
Chinese_Traditional,「哪種茶」？？我能選的嗎？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando01_RAW-0022-Alta,
English_US,"Да, типа, что ты хочешь, чтобы я положил в чай?",
Description,,
French,"Oui, il faut me dire ce que tu veux que je mette dedans.",
Italian,"Sì, tipo cosa vuoi che metta nel tè?",
German,"Ja, was genau soll ich in den Tee tun?",
Spanish_Spain,Sí. ¿Qué quieres que le eche al té?,
Spanish_LATAM,"Sí. Digo, ¿qué quieres que le eche al té?",
Korean,"네, 차에 어떤 재료를 넣었으면 좋겠어요?",
Russian,"Yeah, like what do you want me to put in the tea?",
Japanese,もちろん。例えば、どんなものをお茶に入れたい？,
Portuguese_Brazil,"É, tipo, o que você quer que eu coloque no chá?",
Chinese_Simplified,是啊，比如茶里想放什么？,
Chinese_Traditional,對啊，你想要在你的茶裡放什麼？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando01_RAW-0023-Customer,
English_US,Эээ... Думаю... может быть... эм... боже... как насчёт...,
Description,,
French,Ohhh… Je crois… peut-être… euh… ouh là là… et pourquoi pas…,
Italian,Uhhh…penso... forse... uh... cavolo... che ne dici di...,
German,Äääh … Vielleicht …mmmh …hui …wie wär's mit …,
Spanish_Spain,Ehhh… Supongo que... tal vez... eh... jolines... ¿qué tal si le echas...?,
Spanish_LATAM,Eeehh… Supongo que... Tal vez... Eh... Cielos... ¿Qué tal si le echas...?,
Korean,음... 저는... 그러니까... 아... 이런... 뭐로 하지...,
Russian,Uhhh... I guess... maybe... uh... gosh... how about...,
Japanese,あー…そうだな…ええと…どうしよう…それじゃ…,
Portuguese_Brazil,Ahm... eu acho... talvez.... ahm... nossa... que tal...,
Chinese_Simplified,呃…我想……也许……呃……天哪……要不就……,
Chinese_Traditional,呃……我想……或許……呃……老天……或者就……,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando01_RAW-0024-Customer,
English_US,...книг...?,
Description,,
French,… des livres… ?,
Italian,… di libri...?,
German,…Büchern …?,
Spanish_Spain,... ¿libros...?,
Spanish_LATAM,¿Libros?...,
Korean,...책...?,
Russian,...books...?,
Japanese,…本とか…？,
Portuguese_Brazil,Livros?,
Chinese_Simplified,……放书吧……？,
Chinese_Traditional,……書……？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando01_RAW-0025-Choice,
English_US,"""Книг""??",
Description,,
French,"Des ""livres"" ?",
Italian,"""Libri""?",
German,„Büchern“?,
Spanish_Spain,"¿""Libros""?",
Spanish_LATAM,¿«Libros»?,
Korean,'책'이요??,
Russian,"""Books""??",
Japanese,“本”だって？？,
Portuguese_Brazil,"""Livros""??",
Chinese_Simplified,“放书”？,
Chinese_Traditional,「書」？？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando01_RAW-0026-Choice,
English_US,Книжный чай сейчас будет готов.,
Description,,
French,Le thé au livre arrive tout de suite.,
Italian,Un tè al libro sarà pronto in un baleno.,
German,"Büchertee, kommt sofort.",
Spanish_Spain,Marchando un té con libro.,
Spanish_LATAM,Marchando un té con libro.,
Korean,"책을 우린 차, 바로 준비하겠습니다",
Russian,Book tea coming right up.,
Japanese,本のお茶だね。任せて。,
Portuguese_Brazil,Saindo um chá de livro.,
Chinese_Simplified,书茶一杯，马上就来。,
Chinese_Traditional,這就為你準備書茶。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando01_RAW-0027-Customer,
English_US,"Разве это не... что-то, что люди кладут в чай? Я сделал что-то не так??",
Description,From [0025-Choice],
French,Ce n'est pas… quelque chose que les gens mettent dans le thé ? C'est pas bon ?,
Italian,Non è... una cosa che la gente mette nel tè? Ho sbagliato?,
German,Tut …man das normalerweise nicht in den Tee? Hab ich was falsch gemacht?,
Spanish_Spain,¿No es eso... lo que la gente le echa al té? ¿Lo he hecho mal?,
Spanish_LATAM,¿No es eso... lo que la gente le echa al té? ¿Dije algo malo?,
Korean,그런 건... 차에 넣지 못하나요? 제가 잘못 말한 거예요?,
Russian,Is that not... something people put into tea? Did I do it wrong??,
Japanese,普通の人は…お茶に入れたりしないのか？ もしや、しくじった？,
Portuguese_Brazil,Isso não é... algo que as pessoas colocam no chá? Eu errei??,
Chinese_Simplified,那不是……用来泡茶的东西吧？我搞错了吗？？,
Chinese_Traditional,難道……其他人不會在茶裡放書嗎？我選錯了嗎？？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando01_RAW-0028-Alta,
English_US,Просто обычно люди просят чай с фруктами или листьями.,
Description,,
French,"En général, les gens préfèrent ajouter des fruits ou des feuilles dans leur thé.",
Italian,È solo che la maggior parte delle persone chiede una bevanda che contenga foglie di tè e magari anche della frutta.,
German,"Naja, die meisten Leute möchten Tee lieber mit Früchten oder Blättern.",
Spanish_Spain,Lo que pasa es que la mayoría de la gente pide té con frutas u hojas.,
Spanish_LATAM,Lo que pasa es que la mayoría de la gente pide té con frutas u hojas.,
Korean,사실 보통은 열매나 찻잎을 넣어요.,
Russian,It's just that most people ask for tea with fruit or leaves in it.,
Japanese,まあ、果実や茶葉入りのお茶を頼む人が多いってだけだ。,
Portuguese_Brazil,É que a maioria das pessoas pede chá com frutas ou folhas.,
Chinese_Simplified,情况是大部分人会用茶叶或者水果泡茶。,
Chinese_Traditional,大部分的人都會在茶裡加入果實或葉片。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando01_RAW-0029-Customer,
English_US,"О НЕТ! Я был совсем не прав! О боже, ""книги""?? О чём я думал?!",
Description,,
French,"OH NON ! C'est pas ça du tout ! Oh, Seigneur, des ""livres"" ? Mais quelle drôle d'idée !",
Italian,"OH NO! Ero completamente fuori strada! Che cavolo, ""libri""? Cosa stavo pensando?!",
German,"OH NEIN! Da war ich ja ganz weit weg! Oh je, „Bücher“? Was hab ich mir nur gedacht?",
Spanish_Spain,"¡Oh, no! ¡No tenía ni idea! Dios mío, ¿¡""libros""!? ¿¡En qué estaba pensando!?",
Spanish_LATAM,"¡Ay, no! ¡No tenía ni idea! Cielo santo... ¡¿«Libros»?! ¡¿En qué estaba pensando?!",
Korean,"으아, 이런! 완전히 잘못 짚었네! 아오, '책'이라니?? 난 대체 무슨 생각을?!",
Russian,"OH NO! I was way off! Oh my gosh, ""books""?? What was I thinking?!",
Japanese,そんな！ だったら的外れにも程がある！ 本だなんて…ウチは何を考えていたんだ！,
Portuguese_Brazil,"AH, NÃO! Eu errei totalmente! Ai, meu deus, ""livros""?? O que eu estava pensando?!",
Chinese_Simplified,哦不！我完全搞错了！我的天，“书”？？我在想什么？！,
Chinese_Traditional,噢不！我完全搞錯了！老天爺啊，「書」？？我到底在想什麼？！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando01_RAW-0030-Choice,
English_US,"Нет, давай попробуем, я хочу знать, на что похож книжный чай.",
Description,"""book tea"" means ""tea using books as ingredients""",
French,"Non, essayons, j'aimerais savoir à quoi ressemble le thé au livre.",
Italian,"Dai proviamolo, voglio sapere anche io com'è il tè al libro.",
German,"Nein, probieren wir's aus. Ich will wissen, wie Büchertee so ist.",
Spanish_Spain,"Bueno, vamos a probarlo, quiero ver a qué sabe el té con libro.",
Spanish_LATAM,"Bueno, vamos a probarlo... A ver qué gusto tiene el té con libro.",
Korean,"아니에요, 한번 만들어 보죠. 무슨 맛인지 나도 궁금하네요.",
Russian,"No let's try it, I want to know what book tea is like.",
Japanese,いや、試してみよう。本のお茶がどんなものか、私も知りたい。,
Portuguese_Brazil,"Não, vamos experimentar, eu quero saber como é um chá de livro.",
Chinese_Simplified,要不我们试试看，我也想知道用书泡茶是什么味道。,
Chinese_Traditional,沒事，我們試試看吧，我想知道書茶會是什麼樣子。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando01_RAW-0031-Choice,
English_US,Я дам тебе обычный вкус чая.,
Description,,
French,Je vais te servir un thé au goût normal.,
Italian,Ti farò un tè normale.,
German,Ich mach dir einen normalen Tee.,
Spanish_Spain,Te serviré un té de sabor normal.,
Spanish_LATAM,Te preparo un té de sabor normal.,
Korean,일반적인 차를 가져올게요.,
Russian,I'll get you a normal flavor of tea.,
Japanese,普通のお茶を淹れてくるよ,
Portuguese_Brazil,Vou trazer um chá com sabor normal pra você.,
Chinese_Simplified,那就来杯普通口味的茶吧。,
Chinese_Traditional,我會幫你泡一杯正常口味的茶。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando01_RAW-0032-Customer,
English_US,"Правда?? Хорошо, ну, тогда конечно, я полагаю.",
Description,From [0030-Choice],
French,"Vraiment ? OK, bon… alors d'accord… essayons.",
Italian,"Davvero? Va bene allora, certo, proviamolo.",
German,"Wirklich? Okay, gut, meinetwegen.",
Spanish_Spain,"¿En serio? Vale, claro. Supongo.",
Spanish_LATAM,"¡¿En serio?! Sí, claro. Supongo.",
Korean,"정말요?? 알았어요, 저야 감사하죠.",
Russian,"Really?? Okay, well, then sure, I suppose.",
Japanese,本当か？！ では、そうしてもらうとしよう。,
