key,source,Translation
Spanish_LATAM,"¡Como sabrás, querida, la satisfacción del té proviene tanto de su estética como de su sabor!",
Korean,선생님도 잘 아시다시피 차를 마실 때의 만족감은 미각뿐 아니라 심미감에서도 오는 법이거든요!,
Russian,"You know my dear, the satisfaction of tea comes from its aesthetics just as much as its taste!",
Japanese,そうとも、お嬢さん。お茶の満足度というのは、味はもちろん、その美学から生まれるものですからね！,
Portuguese_Brazil,"Sabe, meu bem, a satisfação do chá vem de sua estética tanto quanto de seu gosto!",
Chinese_Simplified,小姐姐，茶艺之妙既在于其滋味，也在于其外观！,
Chinese_Traditional,親愛的，我跟你說，茶必須兼具美感與滋味，才能令人滿足！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Birdperson_RAW-0011-Customer,
English_US,"Призрачный Фрукт действительно приобретает поразительную цветовую гамму при изменении, вы согласны?",
Description,,
French,"Le fruit fantôme prend vraiment une couleur étonnante quand on le modifie, tu ne trouves pas ?",
Italian,"Il frutto Fantasma assume un colore davvero sorprendente quando viene modificato, non sei d'accordo anche tu?",
German,"Geisterfrüchte nehmen eine erstaunliche Farbpalette an, wenn man sie verändert, nicht wahr?",
Spanish_Spain,"Sin duda, la fruta fantasma adquiere un patrón de color llamativo cuando se modifica, ¿no te parece?",
Spanish_LATAM,"Sin dudas, la fruta fantasma adquiere un patrón de color llamativo cuando se modifica, ¿no te parece?",
Korean,고스트 열매는 색을 바꿀 때 정말 빼어난 색상으로 변모하지 않나요?,
Russian,"Ghost Fruit truly takes on a striking color pattern when altered, don't you agree?",
Japanese,ゴーストフルーツは色を変えると、目を見張るような彩りになる。そうでしょう？,
Portuguese_Brazil,"A fruta fantasma assume um padrão de cores impressionante quando alterada, não concorda?",
Chinese_Simplified,幽灵果变异后的色彩实在赏心悦目，你说对吗？,
Chinese_Traditional,鬼果的顏色經過改變後的花樣相當動人，你不覺得嗎？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Birdperson_RAW-0012-Customer,
English_US,"Хмм... что же я хочу? Обычный Призрачный Фрукт? Или тот, с альтернативными цветами...?",
Description,,
French,Hum… qu'est-ce que je vais prendre ? Le fruit fantôme classique ? Ou celui avec les autres couleurs… ?,
Italian,Hmm... cosa desidero di più? Un frutto Fantasma normale? O quello con i colori scambiati...?,
German,Mmh …Welche möchte ich? Die gewöhnliche Geisterfrucht? Oder die in ungewöhnlichen Farben …?,
Spanish_Spain,Mmmm... ¿qué quiero? ¿La fruta fantasma normal? ¿O la que tiene otros colores...?,
Spanish_LATAM,Mmm... ¿Cuál me gustaría pedir? ¿La fruta fantasma normal o la que tiene otros colores?...,
Korean,흐음... 어느 쪽이 좋을까? 일반적인 고스트 열매? 아니면 색을 바꾼 것...?,
Russian,Hmm... which do I want? The regular Ghost Fruit? Or the one with alternate colors...?,
Japanese,ふうむ…どちらがいいだろう？ 普通のゴーストフルーツか、色を変えたものか…,
Portuguese_Brazil,Hmm... qual você quer? A fruta fantasma normal? Ou uma com cores diferentes...?,
Chinese_Simplified,唔……该选哪种呢？普通幽灵果？还是色彩变异的……？,
Chinese_Traditional,嗯……哪個好呢？一般的鬼果？還是另類顏色的鬼果呢……？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Birdperson_RAW-0013-Customer,
English_US,"О, давайте возьмем оба! Да, почему бы и нет! Пусть будут оба!",
Description,,
French,"Ah, allons-y pour les deux ! Et pourquoi pas ?! Je vais prendre les deux !",
Italian,"Ma certo, scelgo entrambi! Sì, perché no! Voglio entrambi!",
German,"Oh, wir nehmen einfach beides! Ja, warum nicht! Beides soll es sein!",
Spanish_Spain,"¡Ah, vamos con las dos! ¡Sí, por qué no! ¡Ponme las dos!",
Spanish_LATAM,"¡Vamos con las dos, pues! ¡Sí, por qué no! ¡Ambas serán!",
Korean,"그래, 둘 다로 하죠! 안 될 게 뭐 있어요! 둘 다 넣어주세요!",
Russian,"Oh let's go with both! Yes, why not! Both it shall be!",
Japanese,そうだ、両方にしよう！ それがいい！ 両方で決まりです！,
Portuguese_Brazil,"Ah, vamos com as duas! Sim, por que não? Serão as duas!",
Chinese_Simplified,哦，干脆两种都要！对啊，有何不可！就这两个吧！,
Chinese_Traditional,噢兩個都要！對啊，有何不可！就兩個一起來吧！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Birdperson_RAW-0014-Alta,
English_US,"Хорошо, значит ваш заказ — это лавандовый чай с обычным И с измененным по цвету Призрачным Фруктом? Это всё?",
Description,,
French,"OK, donc tu commandes un thé à la lavande avec un fruit fantôme normal ET un aux couleurs inversées ? C'est bien ça ?",
Italian,Quindi il tuo ordine è un tè alla lavanda con un frutto Fantasma normale e un frutto Fantasma con colori scambiati. Giusto?,
German,"Gut, du möchtest also Lavendeltee mit normaler UND farbgetauschter Geisterfrucht? Ist das alles?",
Spanish_Spain,"De acuerdo, ¿entonces tu pedido es té de lavanda con fruta fantasma normal y con colores intercambiados? ¿Está bien así?",
Spanish_LATAM,"Bien, entonces tu pedido es té de lavanda con una fruta fantasma normal y una fruta fantasma con colores cambiados. ¿Está bien así?",
Korean,"자, 그러니까 일반 고스트 열매와 색이 바뀐 고스트 열매를 넣은 라벤더 차를 주문하시는 거죠? 그게 다인가요?",
Russian,"Okay, so your order is lavender tea with regular AND colorswapped Ghost Fruit? That it?",
Japanese,わかった。じゃあ注文は、普通のと色替えのゴーストフルーツを入れたラベンダーのお茶だね？ それでいい？,
Portuguese_Brazil,"Certo, então seu pedido é chá de lavanda com fruta fantasma normal E com cores trocadas? Isso?",
Chinese_Simplified,好的，您点是薰衣草茶，加幽灵果和异色幽灵果？是吗？,
Chinese_Traditional,好，所以你點了一杯薰衣草茶，搭配一般鬼果，還有變色過的鬼果？還有嗎？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Birdperson_RAW-0015-Customer,
English_US,"Превосходно, я буду ждать с нетерпением.",
Description,,
French,"Magnifique, je l'attends avec impatience.",
Italian,"Superbo, lo aspetterò con ansia.",
German,"Ausgezeichnet, ich warte voll Ungeduld.",
Spanish_Spain,"Exquisito, lo estaré esperando con ansias.",
Spanish_LATAM,Está perfecto. Aguardo esa exquisitez con mucho entusiasmo.,
Korean,완벽해요. 멋진 차가 나오기만을 기다릴게요.,
Russian,"Exquisite, I shall be awaiting it eagerly.",
Japanese,極上のお茶ですな。楽しみに待っていましょう。,
Portuguese_Brazil,"Perfeito, estarei esperando ansiosamente.",
Chinese_Simplified,精准无误，期待品尝。,
Chinese_Traditional,好極了，我將熱切等待。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Birdperson_RAW-0016-Customer,
English_US,"Великолепно, спасибо.",
Description,,
French,"Splendide, merci.",
Italian,"Splendido, grazie.",
German,"Wundervoll, danke sehr.",
Spanish_Spain,"Espléndido, gracias.",
Spanish_LATAM,Espléndido. Gracias.,
Korean,훌륭해요. 고맙습니다.,
Russian,"Splendid, thank you.",
Japanese,すばらしい、ありがとう。,
Portuguese_Brazil,"Esplêndido, agradeço.",
Chinese_Simplified,好极了，多谢。,
Chinese_Traditional,真好，謝謝你。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Birdperson_RAW-0017-Customer,
English_US,"Дорогая моя, должен сказать, этот напиток кажется совершенно теплым!",
Description,,
French,"Pour être honnête, très chère, ce breuvage est totalement tiède !",
Italian,"Mia cara, devo dire che questa bevanda è assolutamente tiepida!",
German,"Nun, mein Liebling, ich muss sagen, dieses Getränk scheint äußerst lauwarm zu sein!",
Spanish_Spain,"Bien, querida, debo indicar que esta bebida parece estar completamente tibia.",
Spanish_LATAM,"Querida, debo informarte que esta bebida parece estar del todo tibia.",
Korean,"저기요 선생님, 솔직히 이 음료는 너무 미지근하네요!",
Russian,"Now my dear, I must say, this beverage appears to be utterly lukewarm!",
Japanese,おやおや、お嬢さん、このお茶はすっかり冷めているようですな！,
Portuguese_Brazil,"Então, meu bem, preciso dizer, essa bebida parece incrivelmente morna!",
Chinese_Simplified,小姐姐，我必须吐槽两句，这杯茶看来快凉了！,
Chinese_Traditional,親愛的，我必須說，這杯茶的溫度不夠燙呀！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Birdperson_RAW-0018-Customer,
English_US,"Я настаиваю на том, чтобы его приготовили заново, на этот раз правильно, при гораздо более высокой температуре.",
Description,,
French,"J'insiste pour qu'il soit refait, et correctement cette fois, à une température beaucoup plus élevée.",
Italian,"Insisto affinché venga rifatta come si deve, ad una temperatura molto più elevata.",
German,"Ich muss darauf bestehen, dass es neu zubereitet wird, und zwar ordentlich, mit ausreichend Hitze.",
Spanish_Spain,"Insistiré en que se vuelva a preparar, esta vez correctamente, a un nivel de calor mucho más alto.",
Spanish_LATAM,"Insisto en que se vuelva a preparar, esta vez de forma correcta, a un nivel de calor mucho más alto.",
Korean,이번에는 훨씬 센불로 가열해서 제대로 다시 만드셔야겠어요.,
Russian,"I will insist that it be remade, properly this time, at a much higher heat level.",
Japanese,残念だが、淹れ直してもらえますかな？ 今度はしっかりと加熱していただきたい。,
Portuguese_Brazil,"Vou ter que insistir que seja refeita, corretamente desta vez, com um nível de calor muito mais alto.",
Chinese_Simplified,我严正要求重做，麻烦你来一杯好好的热茶。,
Chinese_Traditional,我堅持你必須重泡一杯，而且要好好地泡，茶水的溫度要夠高。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Birdperson_RAW-0019-Customer,
English_US,"Именно гордость за свое ремесло возвышает нас как мастеров! Пожалуйста, никогда не забывайте об этом.",
Description,,
French,C'est la fierté du travail bien fait qui fait de nous des artisans ! Tu ne dois jamais l'oublier.,
Italian,È l'orgoglio di un lavoro ben eseguito che fa l'artigiano! Non lo dimenticare mai.,
German,"Es ist der Stolz auf die eigene Arbeit, die uns zu Meistern macht! Bitte vergiss das nie.",
Spanish_Spain,"¡Es el orgullo por el propio oficio lo que nos eleva como artesanos! No lo olvides, por favor.",
Spanish_LATAM,"¡Es el orgullo por el propio oficio lo que eleva nuestra labor artesanal! No lo olvides, por favor.",
Korean,기술의 완성은 장인의 자존심입니다! 절대로 잊지 마시길.,
Russian,It is pride in one's craft that elevates us as artisans! Please do not ever forget this.,
Japanese,自らの技に誇りがあればこそ、職人として高みを目指せるのですぞ！ ゆめゆめ、お忘れなきように。,
Portuguese_Brazil,"É o orgulho em nossa profissão que nos eleva como artesãos! Por favor, nunca se esqueça disso.",
Chinese_Simplified,匠人之所以为匠人，当以自身手艺为傲！请将些准则谨记于心。,
Chinese_Traditional,以自己的手藝為豪，才能蛻變為達人！千萬別忘囉。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Birdperson_RAW-0020-Customer,
English_US,"Дорогая моя, должен сказать, похоже, этот напиток был заварен без чайных листьев.",
Description,,
French,"Pour être honnête, très chère, on dirait qu'aucune feuille de thé n'a été infusée pour faire ce breuvage !",
Italian,"Mia cara, devo dire che questa bevanda sembra essere stata preparata senza foglie di tè.",
German,"Nun, mein Liebling, ich muss sagen, dieses Getränk scheint ohne Teeblätter zubereitet worden zu sein.",
Spanish_Spain,"Querida, debo indicar que esta bebida parece haber sido elaborada sin hojas de té.",
Spanish_LATAM,"Querida, debo informarte que esta bebida parece haber sido elaborada sin hojas de té.",
Korean,"저기요 선생님, 솔직히 이 음료는 찻잎 없이 끓인 것 같군요.",
Russian,"Now my dear, I must say, this beverage appears to have been brewed without any tea leaves.",
Japanese,おやおや、お嬢さん、このお茶には茶葉がまったく入っていないようですな。,
Portuguese_Brazil,"Então, meu bem, preciso dizer, essa bebida parece ter passado por infusão sem qualquer folha de chá.",
Chinese_Simplified,小姐姐，我必须吐槽两句，这杯茶似乎尝不出茶叶的味道。,
Chinese_Traditional,親愛的，我必須說，這杯茶好像不是用茶葉泡出來的。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Birdperson_RAW-0021-Customer,
English_US,"Я настаиваю на том, чтобы его приготовили заново, на этот раз правильно, используя сухие листья.",
Description,,
French,"J'insiste pour qu'il soit refait, et correctement cette fois, en utilisant des feuilles séchées.",
Italian,"Insisto affinché venga rifatta a regola d'arte, utilizzando foglie essiccate.",
German,"Ich muss darauf bestehen, dass es neu zubereitet wird, und zwar ordentlich, mit getrockneten Blättern.",
Spanish_Spain,"Insistiré en que se vuelva a preparar, esta vez correctamente, utilizando hojas secas.",
Spanish_LATAM,"Insisto en que se vuelva a preparar, esta vez de forma correcta, y que utilices hojas secas.",
Korean,이번에는 말린 찻잎을 사용해서 제대로 다시 만드셔야겠어요.,
Russian,"I will insist that it be remade, properly this time, using dried leaves.",
Japanese,残念だが、淹れ直してもらえますかな？ 今度は乾燥した茶葉をしっかりと入れていただきたい。,
Portuguese_Brazil,"Vou ter que insistir que seja refeita, corretamente desta vez, com folhas secas.",
Chinese_Simplified,我严正要求重做，用茶叶泡一杯好茶。,
Chinese_Traditional,我堅持你必須重泡一杯，且必須好好地泡，請使用乾燥茶葉。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Birdperson_RAW-0022-Customer,
English_US,"Именно гордость за свое ремесло возвышает нас как мастеров! Пожалуйста, никогда не забывайте об этом.",
Description,,
French,C'est la fierté du travail bien fait qui fait de nous des artisans ! Tu ne dois jamais l'oublier.,
Italian,È l'orgoglio di un lavoro ben eseguito che fa l'artigiano! Non lo dimenticare mai.,
German,"Es ist der Stolz auf die eigene Arbeit, die uns zu Meistern macht! Bitte vergiss das nie.",
Spanish_Spain,"¡Es el orgullo por el propio oficio lo que nos eleva como artesanos! No lo olvides, por favor.",
Spanish_LATAM,"¡Es el orgullo por el propio oficio lo que eleva nuestra labor artesanal! No lo olvides, por favor.",
Korean,기술의 완성은 장인의 자존심입니다! 절대로 잊지 마시길.,
Russian,It is pride in one's craft that elevates us as artisans! Please do not ever forget this.,
Japanese,自らの技に誇りがあればこそ、職人として高みを目指せるのですぞ！ ゆめゆめ、お忘れなきように。,
Portuguese_Brazil,"É o orgulho em nossa profissão que nos eleva como artesãos! Por favor, nunca se esqueça disso.",
Chinese_Simplified,匠人之所以为匠人，当以自身手艺为傲！请将些准则谨记于心。,
Chinese_Traditional,以自己的手藝為豪，才能蛻變為達人！千萬別忘囉。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Birdperson_RAW-0023-Customer,
English_US,"Дорогая моя, это идеальный образец качественного приготовления чая!",
Description,,
French,"Ma chère, c'est l'image parfaite d'une préparation d'un thé de qualité !",
Italian,"Mia cara, è l'immagine perfetta della preparazione del tè di qualità!",
German,"Mein Liebling, das ist Teezubereitung wie aus dem Bilderbuch!",
Spanish_Spain,"Querida, ¡es la imagen perfecta de la preparación de té de calidad!",
Spanish_LATAM,"¡Querida, es la imagen perfecta de la preparación de té de calidad!",
Korean,"이야 선생님, 고급스러운 차 제조의 정석을 보여주시는군요!",
Russian,"My dear, it is the perfect picture of quality tea preparation!",
Japanese,ほう、美味なお茶を淹れる準備は万全ですな！,
Portuguese_Brazil,"Meu bem, essa é a imagem perfeita da preparação de chá de qualidade!",
Chinese_Simplified,小姐姐，这才是茶艺制作的完美再现！,
Chinese_Traditional,親愛的，準備優質茶飲的景像真是完美。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Birdperson_RAW-0024-Customer,
English_US,"Разве вы не видите, как сочетание цветов Призрачного Фрукта повышает статус чая?",
Description,,
French,Tu ne vois pas comme les différentes couches de couleurs du fruit fantôme donnent toute sa dimension à ce thé ?,
Italian,Non vedi come la stratificazione dei colori del frutto Fantasma eleva il prestigio del tè?,
German,"Siehst du nicht, wie die Schichtung der Geisterfruchtfarben den Tee besonders macht?",
Spanish_Spain,¿No ves cómo las capas de colores de la fruta fantasma elevan el estatus del té?,
Spanish_LATAM,¿No ves cómo las capas de colores de la fruta fantasma elevan el estatus del té?,
Korean,고스트 열매의 색상이 레이어링 되면서 차의 수준 자체가 한층 높아진 것 보이시나요?,
Russian,Do you not see how the layering of the Ghost Fruit colors elevates the status of the tea?,
Japanese,ゴーストフルーツの色とりどりの層が、お茶の品格を上げると思いませんか？,
Portuguese_Brazil,Você não vê como as camadas das cores da fruta fantasma elevam o status do chá?,
Chinese_Simplified,你有没有发现，幽灵果那层次分明的色彩使这杯茶的水准上升到了新高度？,
Chinese_Traditional,鬼果的顏色層次提把茶昇華了，你有注意到嗎？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Birdperson_RAW-0025-Customer,
English_US,"Такие детали бесценны, вы проделали замечательную работу. Мои глубочайшие комплименты!",
Description,,
