key,source,Translation
French,"Oh… ""{{Harry}}""… pardon, ça n'a rien à voir.",
Italian,"Oh, ""{{Harry}}"", hai ragione, un nome completamente diverso.",
German,"Ooh, „{{Harry}}“. Stimmt, das ist total anders.",
Spanish_Spain,"Oh, ""{{Harry}}"". Tienes razón, es totalmente diferente.",
Spanish_LATAM,"Ah, «{{Harry}}». Tienes razón, ya es otra cosa.",
Korean,"아아, '{{Harry}}'라고요? 퍽이나 다르군요.",
Russian,,
Japanese,へえ、{{ハリー}}か。確かにまったく違うねえ。,
Portuguese_Brazil,"Ahh, ""{{Harry}}"", tem razão é totalmente diferente.",
Chinese_Simplified,哦哦哦，“{{Harry}}”啊，没错，你还真是完全不一样。,
Chinese_Traditional,噢，「{{Harry}}」，你說得沒錯，完全不一樣。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0005-Harry,
English_US,"No, there are not four of me, there is one of me. I am {{Harry}}.",
Description,From [0003-Choice],
French,"Non, moi ça fait pas quatre puisque je suis le seul avec moi. Je suis {{Harry}}.",
Italian,"Non ce ne sono quattro di me, ce n'è solo uno. {{Harry}}.",
German,"Nein, es gibt nicht vier von mir, es gibt nur einen von mir. Ich bin {{Harry}}.",
Spanish_Spain,"No, no somos cuatro, solo soy uno. Soy {{Harry}}.",
Spanish_LATAM,"No, no hay cuatro como yo. Solo soy uno. Soy {{Harry}}.",
Korean,"아니요, 저는 네 명이 아니라 한 명입니다. 저는 {{Harry}}라고요.",
Russian,,
Japanese,まさか、4人もいませんよ。僕は1人だ。{{ハリー}}です。,
Portuguese_Brazil,"Não, não, eu não sou quatro, eu sou um. Eu sou o {{Harry}}.",
Chinese_Simplified,哪里啊，只有我一个，没有四个。我是{{Harry}}。,
Chinese_Traditional,不對，並沒有四個我，只有一個我。我是{{Harry}}。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0006-Harry,
English_US,"Yes, that is correct. That is my name.",
Description,From [0004-Choice],
French,"Oui, c'est ça. C'est mon nom.",
Italian,Corretto. È proprio il mio nome.,
German,"Ja, das ist korrekt. So lautet mein Name.",
Spanish_Spain,"Sí, correcto. Me llamo así.",
Spanish_LATAM,"Sí, correcto. Me llamo así.",
Korean,"네, 맞아요. 그게 제 이름입니다.",
Russian,,
Japanese,ええ、そのとおり。それが僕の名前です。,
Portuguese_Brazil,"Sim, correto. Esse é o meu nome.",
Chinese_Simplified,是的，没错。这就是我的名字。,
Chinese_Traditional,對，沒錯。那是我的名字。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0007-Harry,
English_US,"Since I see that you have coffee, I will request a coffee at this time.",
Description,,
French,"Comme je vois que tu fais du café, je vais t'en commander une tasse.",
Italian,"Visto che hai il caffè, ne voglio ordinare uno.",
German,"Da ist sehe, dass ihr Kaffee habt, wünsche ich mir einen Kaffee.",
Spanish_Spain,"Ya que veo que tienes café, te pediré un café en este momento.",
Spanish_LATAM,"Ya que veo que tienes café, te pediré un café en este momento.",
Korean,"가게에 커피가 있는 것 같으니, 지금 커피 한 잔 주문할게요.",
Russian,,
Japanese,コーヒーがあるようですから、ぜひ今度はお願いしたい。,
Portuguese_Brazil,"Como estou vendo que você tem café, vou pedir um café neste momento.",
Chinese_Simplified,我看到你们这有咖啡，请给我也来一杯。,
Chinese_Traditional,既然你這裡有咖啡，我想點一杯。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0008-Alta,
English_US,"Just so you know, I'm not making ""regular coffee."" You have to order something more interesting than that.",
Description,,
French,"Par contre, il faut que tu saches… je ne fais pas de café ""normal"". Tu dois commander quelque chose de plus intéressant.",
Italian,"Per tua informazione, non faccio il ""caffè filtrato"". Devi ordinare qualcosa di più interessante di quello.",
German,"Nur, dass du es weißt, ich mache keinen „normalen Kaffee“. Du musst was Interessanteres als das bestellen.",
Spanish_Spain,"Para que lo sepas, no hago ""café normal"". Tienes que pedir algo más interesante.",
Spanish_LATAM,Te voy adelantando que no hago «café normal». Tienes que pedirme algo más interesante.,
Korean,"참고로 말하자면 '보통 커피'는 안 만들어요. 그것보다는 재미있는 커피를 주문해야 해요.",
Russian,,
Japanese,言っとくけど、“普通のコーヒー”は淹れないよ。もっと面白いのを注文してもらわないと。,
Portuguese_Brazil,"Fique sabendo que não estou fazendo ""café normal"". Você precisa pedir alguma coisa mais interessante que isso.",
Chinese_Simplified,先说好，我是不会做“普通咖啡”的。你必须点些更有意思的东西。,
Chinese_Traditional,先跟你說，我不會泡「一般的咖啡」。你必須點一杯更有趣的飲品。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0009-Harry,
English_US,"Oh. I see. It is one of ""those"" coffee shops.",
Description,,
French,"Ah, je vois… comme dans un de ces ""coffee shops""…",
Italian,"Oh, capisco. È una di ""quelle"" caffetterie.",
German,Oh. Verstehe. Das ist einer von „diesen“ Kaffeeläden.,
Spanish_Spain,"Ah. Entiendo. Es una de ""esas"" cafeterías.",
Spanish_LATAM,Ah. Entiendo. Es una de «esas» cafeterías.,
Korean,"아. 그렇군요. 요즘 유행하는 '그런' 커피숍인가 보네요.",
Russian,,
Japanese,ああ、なるほど。“そっち系”なんですね。,
Portuguese_Brazil,"Ah. Entendi. É uma cafeteria ""dessas"".",
Chinese_Simplified,哦。我知道了。你们家是那种“高级”咖啡店。,
Chinese_Traditional,噢。我懂了。你們是「那種」咖啡店。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0010-Harry,
English_US,"A coffee shop of complex drink recipes, and unknowable ingredients. A coffee shop of high fashion and distinction.",
Description,,
French,"Un ""coffee shop"" qui vend des recettes compliquées, avec des ingrédients inconnus. Un ""coffee shop"" branché et distingué.",
Italian,Una caffetteria con bevande complesse e ingredienti sconosciuti. Una caffetteria di tendenza.,
German,Ein Kaffeeladen komplexer Getränkerezepte und rätselhafter Zutaten. Ein Kaffeeladen mit Raffinesse und Alleinstellung.,
Spanish_Spain,Una cafetería con recetas de bebidas complicadas e ingredientes desconocidos. Una cafetería de moda elegante y distinción.,
Spanish_LATAM,"Una cafetería con recetas de brebajes complejos e ingredientes desconocidos. Una cafetería de moda, elegante y distintiva.",
Korean,복잡한 레시피와 알 수 없는 재료를 쓰는 곳. 트렌디하고 차별화된 그런 곳 말입니다.,
Russian,,
Japanese,材料は明かさず、複雑なレシピを提供するコーヒーハウス。オシャレで個性の強い店というわけですね。,
Portuguese_Brazil,Uma cafeteria de receitas de bebidas complexas e ingredientes irreconhecíveis. Uma cafeteria de alta moda e distinta.,
Chinese_Simplified,做的咖啡配方复杂，用料也秘不外宣。整间店走在潮流前线，格调甚高。,
Chinese_Traditional,那種推出各種複雜飲料，還會加入未知食材的咖啡店。走在潮流前沿的獨特咖啡店。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0011-Choice,
English_US,"Right, that's what this is.",
Description,,
French,"C'est ça, c'est exactement ça.",
Italian,"Giusto, è esattamente questo.",
German,"Richtig, das ist er.",
Spanish_Spain,"Sí, eso es lo que es.",
Spanish_LATAM,"Sí, eso es lo que es.",
Korean,"맞아요, 그런 곳이에요.",
Russian,,
Japanese,ああ、それがうちの信条だ。,
Portuguese_Brazil,"Certo, é isso mesmo.",
Chinese_Simplified,没错，正是如此。,
Chinese_Traditional,沒錯，正是如此。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0012-Choice,
English_US,"No, I'm just bored.",
Description,,
French,"Non, c'est juste que je m'ennuie.",
Italian,"No, sono solo molto annoiata.",
German,"Nein, ich finde es nur langweilig.",
Spanish_Spain,"No, pero me aburro.",
Spanish_LATAM,"No, lo que pasa es que me aburro.",
Korean,"아니요, 그냥 심심해서 그래요.",
Russian,,
Japanese,退屈なのが嫌いなだけだ。,
Portuguese_Brazil,"Não, eu sou estou entediada.",
Chinese_Simplified,不是的，只是我无聊而已。,
Chinese_Traditional,不是啦，只是因為我無聊。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0013-Harry,
English_US,I do not like such places. I have gone to great lengths to avoid them.,
Description,From [0011-Choice]<lf>From [0012-Choice],
French,"Je n'aime pas ce genre d'endroits. Je me donne beaucoup de peine pour les éviter.",
Italian,Non mi piacciono questi posti. Ho fatto sempre di tutto per evitarli.,
German,"Ich mag solche Orte nicht. Ich habe mir große Mühe gegeben, sie zu meiden.",
Spanish_Spain,No me gustan esos sitios. He hecho todo lo posible para evitarlos.,
Spanish_LATAM,No me gusta esta clase de sitios. He hecho todo lo posible para evitar lugares así.,
Korean,난 그런 곳을 좋아하지 않아요. 그런 곳을 피하려고 큰 노력을 기울였죠.,
Russian,,
Japanese,そういう店は好きじゃないな。今まで苦労して避けてきたんです。,
Portuguese_Brazil,Não gosto desse tipo de lugar. Me esforcei muito para evitá-los.,
Chinese_Simplified,我不喜欢这种地方。我已经竭力避开这些地方了。,
Chinese_Traditional,我不喜歡這種店。我會盡力避開這種店。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0014-Harry,
English_US,"Yet, I have arrived at one of them at this very moment. I am full of distress.",
Description,,
French,"Et pourtant, c'est dans l'un d'entre eux que je viens d'arriver. Je suis bouleversé.",
Italian,"Eppure, ecco dove mi ritrovo. Che sconforto.",
German,Und doch bin ich jetzt an genau einem solchen Ort. Ich bin erfüllt von Bestürzung.,
Spanish_Spain,"Sin embargo, he llegado a uno de ellos en este mismo momento. Estoy muy angustiado.",
Spanish_LATAM,"Sin embargo, estoy en uno de ellos en este mismo momento. Me siento muy angustiado.",
Korean,하지만 지금 하필 그런 곳에 도착하고 말았군요. 마음이 답답하네요.,
Russian,,
Japanese,なのに、今この瞬間にたどり着いてしまった。とても残念な気持ちだ。,
Portuguese_Brazil,"Ainda assim, cheguei em um neste exato momento. Estou muito incomodado.",
Chinese_Simplified,然而此时此刻我就站在这种地方。真让人苦恼。,
Chinese_Traditional,不過，我現在卻來到了這種店。我覺得好苦惱。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0015-Harry,
English_US,"Even so, I am intrigued. I am curious. I wish to know more.",
Description,,
French,"Cependant, cela m'intrigue. Cela pique ma curiosité. J'aimerais en savoir plus.",
Italian,"Nonostante ciò, mi affascina. Sono curioso. Voglio saperne di più.",
German,Aber dennoch fasziniert. Ich bin neugierig. Ich möchte mehr wissen.,
Spanish_Spain,"Aun así, estoy intrigado. Siento curiosidad. Deseo saber más.",
Spanish_LATAM,"Aun así, estoy intrigado. Siento curiosidad. Quiero saber más.",
Korean,그런데 한편으로는 흥미롭기도 해요. 궁금합니다. 더 알고 싶습니다.,
Russian,,
Japanese,とはいえ、興味は引かれる。僕は好奇心旺盛で知りたがりなのです。,
Portuguese_Brazil,"Mesmo assim, intrigado. Curioso. Desejo saber mais.",
Chinese_Simplified,即便如此，我却萌发了兴趣。我感到好奇。我甚至想一探究竟。,
Chinese_Traditional,儘管如此，我還是被吸引了。我很好奇。我想深入瞭解。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0016-Harry,
English_US,I am frightened by the conflict within me. There is a duality in my mind. I do not like it. But I am compelled.,
Description,,
French,"Le conflit qui m'agite m'effraie. Une dualité s'empare de mon esprit. Je n'aime pas ça. Mais je me sens contraint.",
Italian,"Sono spaventato dal conflitto dentro di me. C'è una dualità nella mia mente. Non mi piace. Ma mi sento costretto.",
German,Mich ängstigt der Konflikt in mir. In meinem Geist herrscht Zwiespalt. Das mag ich nicht. Aber ich bin gebannt.,
Spanish_Spain,"Estoy asustado por el conflicto que hay dentro de mí. Hay una dualidad en mi mente. No me gusta, pero me veo obligado.",
Spanish_LATAM,"Me asusta el conflicto que hay dentro de mí. Hay una dualidad en mi cabeza. No me gusta, pero me siento obligado.",
Korean,내 안의 갈등이 두렵습니다. 내면에 이중성이 존재한다는 것. 별로 마음에 들지 않아요. 하지만 어쩔 수가 없어요.,
Russian,,
Japanese,自分でも怖いくらいの自己矛盾を抱える人間でね。二面性があるんです。嫌いなものでも、抗えない。,
Portuguese_Brazil,Estou assustado com o conflito dentro de mim. Existe uma dualidade na minha mente. Não gosto disso. Mas me sinto compelido.,
Chinese_Simplified,矛盾的心情让我感到害怕。我脑中好像出现了两个声音。我不喜欢这样。但又被逼无奈。,
Chinese_Traditional,我被自己內在的衝突嚇到了。我心中有兩股勢力在拉鋸。我不喜歡這樣。但我投降。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0017-Alta,
English_US,Just give me a drink order!!,
Description,,
French,Tu vas passer une commande ou quoi ?!,
Italian,Hai intenzione di fare un ordine o cosa?,
German,Bestell einfach irgendwas!,
Spanish_Spain,¡Solo pídeme una bebida!,
Spanish_LATAM,¡Pídeme una bebida y listo!,
Korean,주문이나 빨리하세요!!,
Russian,,
Japanese,さっさと注文してくれ！,
Portuguese_Brazil,Só me faz um pedido de bebida!!,
Chinese_Simplified,赶紧点喝的吧！！,
Chinese_Traditional,點餐就對了啦！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0018-Harry,
English_US,"Very well. I have heard of a drink called ""{{Mintiatto}}."" I do not understand the name.",
Description,,
French,"Très bien. J'ai entendu parler d'une boisson qu'on appelle ""{{mintiatto}}"". Je ne sais pas ce que ce nom signifie.",
Italian,"Ebbene, ho sentito parlare di una bevanda chiamata ""{{Mintiatto}}"". Non capisco il nome.",
German,Nun gut. Ich habe von einem Getränk namens „{{Mintiatto}}“ gehört. Ich verstehe den Namen nicht.,
Spanish_Spain,"Muy bien. He oído hablar de una bebida llamada ""{{Mintiatto}}"". No entiendo el nombre.",
Spanish_LATAM,Muy bien. Escuché hablar de una bebida llamada «{{Mintiatto}}». No entiendo el nombre.,
Korean,"그러죠. '{{Mintiatto}}'라는 음료가 있다고 들었어요. 이름이 이해가 안 가더군요.",
Russian,,
Japanese,いいでしょう。“{{ミンティアット}}”という飲み物があると聞きました。名前の意味はわかりませんが。,
Portuguese_Brazil,"Muito bem. Ouvi falar de uma bebida chamada ""{{Mintiatto}}"". Não entendo o nome.",
Chinese_Simplified,好吧。我听说有种饮料叫“{{Mintiatto}}”。我不懂这个名字。,
Chinese_Traditional,很好。我聽說一種名叫「{{Mintiatto}}」的飲品。我不懂這名子是什麼意思。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0019-Harry,
English_US,It is made with coffee. This is the part that I understand.,
Description,,
French,"Mais c'est à base de café. Ça, j'ai compris.",
Italian,È fatta con il caffè. Questa è la parte che capisco.,
German,Es wird mit Kaffee hergestellt. So weit begreife ich es.,
Spanish_Spain,Está hecha con café. Esa es la parte que entiendo.,
Spanish_LATAM,Está hecha con café. Esa es la parte que entiendo.,
Korean,일단 커피로 만드는 음료죠. 여기까지는 알겠어요.,
Russian,,
Japanese,コーヒーで作る飲み物、ということはわかります。,
Portuguese_Brazil,É feita com café. Essa é a parte que eu entendo.,
Chinese_Simplified,它是一种咖啡饮品。这点我知道。,
Chinese_Traditional,這種飲品由咖啡製成。這部分我懂。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0020-Harry,
English_US,"However, there is more. There is mint. Mint must also be added. I do not understand why.",
Description,,
French,"Cependant, il y a autre chose. Il y a de la menthe. Il faut ajouter de la menthe. Je ne comprends pas pourquoi.",
Italian,"Tuttavia, c'è altro. C'è la menta. Bisogna aggiungere anche la menta. Non capisco il perché.",
German,"Aber da ist noch mehr. Da ist Minze. Minze muss mit hinein. Ich verstehe nicht, warum.",
Spanish_Spain,Pero hay algo más. Hay menta. También hay que añadir menta. No entiendo por qué.,
Spanish_LATAM,Pero hay algo más. Hay menta. También hay que añadir menta. No entiendo por qué.,
Korean,하지만 그게 다가 아니에요. 박하가 들어가더군요. 박하도 넣어야 한대요. 그 부분이 이해가 안 가요.,
Russian,,
Japanese,しかし、それだけじゃない。ミントです。ミントを加えねばならない。なぜかはわかりませんがね。,
Portuguese_Brazil,"Porém, tem mais. Tem menta. Menta também deve ser adicionada. Não entendo por quê.",
Chinese_Simplified,但还有其它讲究。饮品里面还有薄荷。必须加薄荷。这我就不明白了。,
Chinese_Traditional,但不只如此。還有薄荷。一定還要加薄荷。我不懂為什麼。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0021-Harry,
English_US,"...oh. I see. The name is ""{{Mintiatto}}."" That is why there is mint. I understand now.",
Description,"If ""Mintiatto"" does not contain the word for ""mint"" in your language, then replace the line with this: ""I do not like mint. Already I am experiencing regret in my choice of drink.""",
French,"… ah, je vois… Ça s'appelle ""{{mintiatto}}"". Ça ressemble à ""menthe à l'eau"". Je comprends maintenant.",
Italian,Non mi piace la menta. Mi sono già pentito di questa scelta.,
German,…Oh. Verstehe. Der Name ist „{{Mintiatto}}“. Darum ist Minze drin. Jetzt verstehe ich.,
Spanish_Spain,No me gusta la menta. Ya me arrepiento de haber elegido esa bebida.,
Spanish_LATAM,No me gusta la menta. Casi que puedo palpar el arrepentimiento por elegir esta bebida.,
Korean,"...아. 그렇구나. 이름이 '{{Mintiatto}}'였지. 민트(Mint)가 박하라는 걸 깜빡했네요. 이제 이해했어요.",
Russian,,
Japanese,…あ、なるほど。名前が“{{ミンティアット}}”だからミントなのか。ようやくわかりました。,
Portuguese_Brazil,"Ah. Entendi. O nome é ""{{Mintiatto}}"". É por isso que tem menta. Agora entendo.",
Chinese_Simplified,……哦。我知道了。难怪名字叫“{{Mintiatto}}”。因为里面加了薄荷。我现在明白了。,
Chinese_Traditional,……噢。我懂了。飲品的名稱是{{Mintiatto}}。難怪會有薄荷。我現在明白了。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0022-Harry,
English_US,"But, I am told there is another ingredient: ice cream. It must taste like ice cream.",
Description,,
French,"Mais il paraît qu'il y a un autre ingrédient : de la crème glacée. Ça doit avoir le goût de crème glacée.",
Italian,"Ma mi è stato detto che c'è anche un altro ingrediente: il gelato. Deve avere il sapore del gelato.",
German,Aber angeblich soll noch eine Zutat dazugehören: Speiseeis. Es muss nach Speiseeis schmecken.,
Spanish_Spain,Pero me han dicho que hay otro ingrediente: helado. Debe saber a helado.,
Spanish_LATAM,Pero me dijeron que hay otro ingrediente: helado. Debe tener gusto a helado.,
Korean,하지만 다른 재료로 아이스크림도 들어간다는 거예요. 분명히 아이스크림 맛이 나겠죠?,
Russian,,
Japanese,ただし、他にも材料があると聞きました。アイスクリームです。そういう味がするらしい。,
Portuguese_Brazil,"Mas, me dizem que há outro ingrediente: sorvete. Deve ter gosto de sorvete.",
Chinese_Simplified,但听说还有一种原料：冰激凌。冰激凌也是必备原料。,
Chinese_Traditional,不過，我聽說還有另一項材料：冰淇淋。嚐起來一定像冰淇淋。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0023-Harry,
English_US,"The word ""ice cream"" is not in ""{{Mintiatto}}."" This is confusing. I do not understand.",
Description,"If you replaced the line above, then you can also replace this one with: ""I also do not like ice cream. But I am more open-minded to it than I am with mint.""",
French,"Il n'y a pas le mot ""crème glacée"" dans ""{{mintiatto}}"". Ce n'est pas clair. Je ne comprends pas.",
Italian,"La parola ""gelato"" non si deduce dalla parola ""{{Mintiatto}}"". Questo crea la confusione. Non capisco.",
German,Das Wort „Speiseeis“ steckt nicht in „{{Mintiatto}}“. Das ist verwirrend. Ich verstehe nicht.,
Spanish_Spain,A mí tampoco me gusta el helado. Pero estoy más abierto a ello que a la menta.,
Spanish_LATAM,Tampoco me gusta el helado. Pero estoy más dispuesto a probar un helado que la menta.,
Korean,"그런데 '{{Mintiatto}}'에는 '아이스크림'이라는 말이 없어요. 너무 혼란스러워요. 이해가 안 가요.",
Russian,,
Japanese,でも“アイス”は“{{ミンティアット}}”には入っていない。ややこしいな。どういうことだ？,
Portuguese_Brazil,"A palavra ""sorvete"" não está em ""{{Mintiatto}}"". Isso é confuso. Não entendo.",
Chinese_Simplified,从“{{Mintiatto}}”的名字里可看不出有冰激凌。真让人困惑。我不明白。,
Chinese_Traditional,「{{Mintiatto}}」中又沒有「冰淇淋」。真讓人困惑。我不懂。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0024-Harry,
English_US,"The amount of flavors and words in one drink, it is overwhelming, I cannot comprehend.",
Description,,
French,"C'est fou le nombre de saveurs et de mots qu'il peut y avoir dans une boisson. Je trouve ça incompréhensible.",
Italian,È pazzesco quanti sapori e parole possano esserci in una bevanda. Lo trovo incomprensibile.,
German,"Die Zahl der Geschmäcker und Zutaten in einem Getränk ist überwältigend, ich kann sie nicht begreifen.",
Spanish_Spain,"La cantidad de sabores y palabras en una bebida es abrumadora, está fuera de mi alcance.",
Spanish_LATAM,La cantidad de sabores y palabras en una bebida es abrumadora. Se escapa a mi comprensión.,
Korean,음료 하나에 단어도 맛도 너무 많이 들어가요. 이해를 못 하겠어요.,
Russian,,
Japanese,たかが1杯の飲み物なのに、味と言葉が多すぎる。理解が追いつきません。,
Portuguese_Brazil,"A quantidade de sabores e palavras numa bebida, é demais, não consigo compreender.",
Chinese_Simplified,为什么区区饮品里掺杂了这么多味道和材料，简直无可理喻。,
Chinese_Traditional,一種飲品中竟然有這麼多風味跟字詞，太過分了，我無法掌握。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0025-Harry,
English_US,I ought not to drink it. Yet I must know. I need it. I fear it.,
Description,,
French,"Je ne devrais pas boire ça. Et pourtant, je dois savoir. J'en ai peur.",
Italian,Non dovrei berlo. Eppure devo provarlo. Ne ho bisogno. Mi fa paura.,
German,Ich sollte es nicht trinken. Doch ich muss es wissen. Ich brauche es. Ich fürchte es.,
Spanish_Spain,No debería beberlo. Pero debo saberlo. Lo necesito. Lo temo.,
Spanish_LATAM,No debería probar una bebida así. Pero tengo curiosidad. La necesito. Le temo.,
Korean,그런 건 마시면 안 돼요. 하지만 알고 싶어요. 내겐 그게 필요해요. 그러면서도 두려워요.,
Russian,,
Japanese,きっと飲むべきではない。だが知りたい。飲みたい。でも怖い。,
Portuguese_Brazil,"É melhor eu não beber. Ainda assim, preciso saber. Preciso dela. Tenho medo dela.",
Chinese_Simplified,我不应该喝它。但我又想了解它。我需要它。同时又害怕它。,
Chinese_Traditional,我不應該喝它。但我必須知道。我需要它。我害怕它。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0026-Alta,
English_US,"Alright, coffee with mint and ice cream. Coming right up.",
Description,,
French,"Très bien, café avec menthe et crème glacée. Ça arrive tout de suite !",
Italian,Va bene. Un caffè alla menta e gelato in arrivo.,
German,"Alles klar, Kaffee mit Minze und Eiscreme. Kommt sofort.",
Spanish_Spain,"Muy bien, café con menta y helado. Marchando ahora mismo.",
Spanish_LATAM,"Muy bien, café con menta y helado. Marchando ahora mismo.",
Korean,"네, 박하와 아이스크림이 들어간 커피라고요. 바로 준비하겠습니다.",
Russian,,
Japanese,じゃあ、ミントとアイスクリーム入りのコーヒーだね。任せて。,
Portuguese_Brazil,"Certo, café com menta e sorvete, saindo.",
Chinese_Simplified,好吧，薄荷冰激凌咖啡一杯。马上就来。,
Chinese_Traditional,好吧，加了薄荷和冰淇淋的咖啡。馬上來。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0027-Harry,
English_US,I am still scared. Help.,
Description,,
French,"Qu'est-ce que j'ai peur. Au secours.",
Italian,Ho ancora paura. Aiuto.,
German,Ich habe immer noch Angst. Hilfe.,
Spanish_Spain,Todavía tengo miedo. Ayuda.,
Spanish_LATAM,Todavía tengo miedo. Ayuda.,
Korean,난 아직도 두려워요. 도와주세요.,
Russian,,
Japanese,まだ怖いんです。助けて。,
Portuguese_Brazil,Ainda estou assustado. Socorro.,
Chinese_Simplified,我还是很害怕。救命。,
Chinese_Traditional,我還是很害怕。救命。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0028-Harry,
English_US,Hullo. I am waiting for my {{Mintiatto}}.,
Description,,
French,"Salut. J'attends mon {{mintiatto}}.",
Italian,Ehilà. Sto aspettando il mio {{Mintiatto}}.,
German,Hallo. Ich warte auf meinen {{Mintiatto}}.,
Spanish_Spain,Hola. Estoy esperando mi {{Mintiatto}}.,
